,city,region_name,province,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,Lake river rain and others_count,Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
16848,SURALLAH,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),7046.0,2164.0,2700.0,3383.0,1172.0,1009.0,2396.0,108.0,9.0,195.0,140.0,8.0,,2015
16861,TAMPAKAN,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),2311.0,2218.0,1235.0,1606.0,643.0,83.0,911.0,388.0,20.0,1.0,27.0,1.0,,2015
16874,TANTANGAN,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),2412.0,2168.0,1510.0,2085.0,1539.0,334.0,139.0,30.0,8.0,95.0,74.0,2.0,,2015
16887,T'BOLI,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),3465.0,10117.0,232.0,2676.0,421.0,786.0,2758.0,279.0,664.0,10.0,29.0,4.0,,2015
16900,TUPI,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),3501.0,4576.0,1981.0,2629.0,337.0,290.0,2876.0,281.0,108.0,76.0,40.0,,,2015
16913,SANTO NIÑO,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),2159.0,599.0,3909.0,2509.0,212.0,45.0,90.0,10.0,1.0,57.0,128.0,,,2015
16926,LAKE SEBU,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),1099.0,5662.0,764.0,1792.0,461.0,3426.0,4114.0,1139.0,28.0,73.0,16.0,4.0,,2015
16939,GENERAL SANTOS CITY (DADIANGAS),REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),72381.0,31201.0,11388.0,19279.0,2244.0,1372.0,1701.0,574.0,534.0,1651.0,1653.0,354.0,,2015
16952,BAGUMBAYAN,REGION XII (Soccsksargen),SULTAN KUDARAT,1948.0,2624.0,1549.0,1691.0,3410.0,1693.0,2079.0,299.0,117.0,9.0,20.0,1.0,,2015
16965,COLUMBIO,REGION XII (Soccsksargen),SULTAN KUDARAT,168.0,1316.0,1317.0,2775.0,379.0,605.0,1250.0,251.0,61.0,,12.0,,,2015
16978,ESPERANZA,REGION XII (Soccsksargen),SULTAN KUDARAT,1467.0,1316.0,6235.0,3011.0,450.0,256.0,1435.0,1085.0,361.0,21.0,228.0,3.0,,2015
16991,ISULAN (Capital),REGION XII (Soccsksargen),SULTAN KUDARAT,4398.0,1003.0,5767.0,5553.0,1987.0,72.0,1068.0,40.0,12.0,52.0,377.0,3.0,,2015
17004,KALAMANSIG,REGION XII (Soccsksargen),SULTAN KUDARAT,1147.0,3090.0,271.0,1423.0,992.0,341.0,1472.0,1652.0,479.0,,15.0,75.0,,2015
17017,LEBAK,REGION XII (Soccsksargen),SULTAN KUDARAT,1527.0,2906.0,1173.0,4190.0,1391.0,3306.0,3855.0,1796.0,163.0,12.0,69.0,,,2015
17030,LUTAYAN,REGION XII (Soccsksargen),SULTAN KUDARAT,255.0,2104.0,2854.0,6314.0,818.0,478.0,166.0,15.0,26.0,2.0,46.0,14.0,,2015
17043,LAMBAYONG (MARIANO MARCOS),REGION XII (Soccsksargen),SULTAN KUDARAT,439.0,422.0,2925.0,8078.0,4716.0,7.0,1126.0,12.0,3.0,,84.0,3.0,,2015
17056,PALIMBANG,REGION XII (Soccsksargen),SULTAN KUDARAT,262.0,1504.0,2057.0,4919.0,2297.0,2215.0,2153.0,1363.0,2328.0,11.0,1.0,11.0,,2015
17069,PRESIDENT QUIRINO,REGION XII (Soccsksargen),SULTAN KUDARAT,479.0,224.0,2524.0,3740.0,2489.0,67.0,397.0,1.0,,5.0,35.0,5.0,,2015
17082,CITY OF TACURONG,REGION XII (Soccsksargen),SULTAN KUDARAT,8110.0,1476.0,5787.0,4297.0,1462.0,271.0,57.0,1.0,11.0,6.0,325.0,11.0,,2015
17095,SEN. NINOY AQUINO,REGION XII (Soccsksargen),SULTAN KUDARAT,449.0,2416.0,705.0,856.0,836.0,2504.0,1954.0,1928.0,44.0,6.0,25.0,,,2015
17108,ALABEL (Capital),REGION XII (Soccsksargen),SARANGANI,4373.0,4082.0,1834.0,3175.0,795.0,636.0,2181.0,386.0,376.0,,90.0,1.0,,2015
17121,GLAN,REGION XII (Soccsksargen),SARANGANI,3126.0,5150.0,2839.0,5981.0,1320.0,2715.0,3919.0,2722.0,240.0,13.0,341.0,,,2015
17134,KIAMBA,REGION XII (Soccsksargen),SARANGANI,527.0,3732.0,1716.0,4621.0,662.0,402.0,1013.0,494.0,393.0,8.0,20.0,,,2015
17147,MAASIM,REGION XII (Soccsksargen),SARANGANI,1804.0,3607.0,1577.0,3743.0,221.0,186.0,866.0,60.0,166.0,12.0,886.0,132.0,,2015
17160,MAITUM,REGION XII (Soccsksargen),SARANGANI,818.0,3097.0,969.0,3643.0,368.0,493.0,342.0,569.0,149.0,6.0,177.0,,,2015
17173,MALAPATAN,REGION XII (Soccsksargen),SARANGANI,1677.0,4288.0,974.0,4374.0,139.0,575.0,1778.0,933.0,1146.0,19.0,49.0,6.0,,2015
17186,MALUNGON,REGION XII (Soccsksargen),SARANGANI,4269.0,7111.0,913.0,3129.0,250.0,4351.0,2423.0,1903.0,136.0,10.0,86.0,,,2015
17199,COTABATO CITY,REGION XII (Soccsksargen),SARANGANI,33342.0,16270.0,762.0,2245.0,265.0,2014.0,6.0,6.0,58.0,2552.0,784.0,562.0,,2015
17212,CITY OF BAYUGAN,REGION XIII (Caraga),AGUSAN DEL SUR,6524.0,3546.0,1594.0,6180.0,166.0,365.0,2989.0,711.0,166.0,6.0,393.0,18.0,,2015
17225,BUNAWAN,REGION XIII (Caraga),AGUSAN DEL SUR,1279.0,3235.0,540.0,348.0,54.0,1523.0,1544.0,272.0,1301.0,246.0,186.0,2.0,,2015
17238,ESPERANZA,REGION XIII (Caraga),AGUSAN DEL SUR,1951.0,2172.0,290.0,4969.0,41.0,199.0,1331.0,594.0,64.0,1.0,26.0,16.0,,2015
17251,LA PAZ,REGION XIII (Caraga),AGUSAN DEL SUR,29.0,1027.0,36.0,302.0,26.0,727.0,347.0,630.0,1687.0,429.0,42.0,15.0,,2015
17264,LORETO,REGION XIII (Caraga),AGUSAN DEL SUR,230.0,1261.0,527.0,2384.0,227.0,1422.0,1174.0,899.0,820.0,62.0,22.0,,,2015
17277,PROSPERIDAD (Capital),REGION XIII (Caraga),AGUSAN DEL SUR,3044.0,4752.0,316.0,2168.0,73.0,4157.0,1051.0,607.0,1746.0,125.0,380.0,4.0,,2015
17290,ROSARIO,REGION XIII (Caraga),AGUSAN DEL SUR,2058.0,2805.0,235.0,1971.0,219.0,503.0,1044.0,219.0,462.0,464.0,111.0,6.0,,2015
17303,SAN FRANCISCO,REGION XIII (Caraga),AGUSAN DEL SUR,7111.0,4806.0,420.0,1020.0,98.0,1632.0,645.0,56.0,913.0,62.0,368.0,20.0,,2015
17316,SAN LUIS,REGION XIII (Caraga),AGUSAN DEL SUR,1382.0,1077.0,109.0,2022.0,55.0,553.0,573.0,560.0,363.0,2.0,4.0,,,2015
17329,SANTA JOSEFA,REGION XIII (Caraga),AGUSAN DEL SUR,463.0,948.0,85.0,851.0,684.0,719.0,792.0,401.0,113.0,707.0,95.0,2.0,,2015
17342,TALACOGON,REGION XIII (Caraga),AGUSAN DEL SUR,1772.0,1434.0,156.0,1292.0,72.0,817.0,266.0,391.0,1482.0,484.0,118.0,1.0,,2015
17355,TRENTO,REGION XIII (Caraga),AGUSAN DEL SUR,486.0,1213.0,713.0,2343.0,448.0,1737.0,759.0,734.0,205.0,2959.0,329.0,5.0,,2015
17368,VERUELA,REGION XIII (Caraga),AGUSAN DEL SUR,717.0,2839.0,344.0,459.0,53.0,2104.0,895.0,17.0,1913.0,2.0,52.0,,,2015
17381,SIBAGAT,REGION XIII (Caraga),AGUSAN DEL SUR,861.0,773.0,134.0,677.0,73.0,239.0,2455.0,1344.0,68.0,13.0,7.0,,,2015
17394,ALEGRIA,REGION XIII (Caraga),SURIGAO DEL NORTE,1730.0,841.0,255.0,473.0,2.0,5.0,47.0,43.0,6.0,,5.0,8.0,,2015
17407,BACUAG,REGION XIII (Caraga),SURIGAO DEL NORTE,1421.0,1255.0,45.0,240.0,22.0,28.0,59.0,2.0,23.0,1.0,10.0,1.0,,2015
17420,BURGOS,REGION XIII (Caraga),SURIGAO DEL NORTE,68.0,297.0,201.0,333.0,2.0,6.0,5.0,,1.0,,6.0,,,2015
17433,CLAVER,REGION XIII (Caraga),SURIGAO DEL NORTE,1782.0,3122.0,392.0,485.0,397.0,351.0,276.0,20.0,6.0,,525.0,1.0,,2015
17446,DAPA,REGION XIII (Caraga),SURIGAO DEL NORTE,1548.0,1536.0,116.0,770.0,183.0,50.0,81.0,,102.0,655.0,98.0,,,2015
17459,DEL CARMEN,REGION XIII (Caraga),SURIGAO DEL NORTE,1184.0,1951.0,174.0,73.0,7.0,351.0,25.0,2.0,148.0,17.0,33.0,8.0,,2015
17472,GENERAL LUNA,REGION XIII (Caraga),SURIGAO DEL NORTE,186.0,1257.0,265.0,1524.0,14.0,189.0,1.0,4.0,122.0,9.0,53.0,223.0,,2015
17485,GIGAQUIT,REGION XIII (Caraga),SURIGAO DEL NORTE,381.0,1092.0,649.0,1368.0,26.0,253.0,417.0,2.0,299.0,1.0,43.0,1.0,,2015
17498,MAINIT,REGION XIII (Caraga),SURIGAO DEL NORTE,4166.0,1456.0,35.0,64.0,6.0,5.0,209.0,12.0,4.0,,16.0,2.0,,2015
17511,MALIMONO,REGION XIII (Caraga),SURIGAO DEL NORTE,3109.0,732.0,5.0,16.0,2.0,59.0,21.0,,,32.0,19.0,,,2015
17524,PILAR,REGION XIII (Caraga),SURIGAO DEL NORTE,579.0,870.0,61.0,482.0,3.0,77.0,,,322.0,,7.0,,,2015
17537,PLACER,REGION XIII (Caraga),SURIGAO DEL NORTE,4347.0,658.0,46.0,228.0,12.0,16.0,479.0,57.0,20.0,14.0,26.0,19.0,,2015
17550,SAN BENITO,REGION XIII (Caraga),SURIGAO DEL NORTE,109.0,781.0,14.0,38.0,2.0,119.0,9.0,87.0,19.0,41.0,3.0,,,2015
17563,SAN FRANCISCO (ANAO-AON),REGION XIII (Caraga),SURIGAO DEL NORTE,2569.0,490.0,29.0,83.0,2.0,1.0,65.0,3.0,2.0,1.0,11.0,,,2015
17576,SAN ISIDRO,REGION XIII (Caraga),SURIGAO DEL NORTE,489.0,834.0,19.0,108.0,,71.0,32.0,1.0,65.0,,6.0,,,2015
17589,SANTA MONICA (SAPAO),REGION XIII (Caraga),SURIGAO DEL NORTE,1138.0,537.0,106.0,40.0,19.0,4.0,2.0,,136.0,,4.0,,,2015
17602,SISON,REGION XIII (Caraga),SURIGAO DEL NORTE,1856.0,905.0,,16.0,28.0,5.0,27.0,65.0,6.0,,12.0,,,2015
17615,SOCORRO,REGION XIII (Caraga),SURIGAO DEL NORTE,2441.0,1328.0,226.0,315.0,9.0,18.0,36.0,12.0,19.0,,13.0,,,2015
17628,SURIGAO CITY (Capital),REGION XIII (Caraga),SURIGAO DEL NORTE,22951.0,7506.0,440.0,2596.0,360.0,185.0,1277.0,140.0,64.0,107.0,145.0,13.0,,2015
17641,TAGANA-AN,REGION XIII (Caraga),SURIGAO DEL NORTE,1479.0,1949.0,22.0,68.0,5.0,62.0,43.0,22.0,27.0,88.0,14.0,,,2015
17654,TUBOD,REGION XIII (Caraga),SURIGAO DEL NORTE,2556.0,234.0,7.0,9.0,2.0,19.0,405.0,7.0,1.0,2.0,1.0,,,2015
17667,BAROBO,REGION XIII (Caraga),SURIGAO DEL SUR,2434.0,4644.0,101.0,1477.0,8.0,198.0,384.0,9.0,1055.0,229.0,147.0,4.0,,2015
17680,BAYABAS,REGION XIII (Caraga),SURIGAO DEL SUR,332.0,884.0,96.0,300.0,1.0,70.0,45.0,5.0,1.0,1.0,3.0,,,2015
17693,CITY OF BISLIG,REGION XIII (Caraga),SURIGAO DEL SUR,11956.0,2905.0,174.0,1394.0,104.0,256.0,2802.0,1319.0,183.0,151.0,70.0,,,2015
17706,CAGWAIT,REGION XIII (Caraga),SURIGAO DEL SUR,1699.0,1526.0,23.0,326.0,10.0,75.0,299.0,164.0,174.0,3.0,60.0,,,2015
17719,CANTILAN,REGION XIII (Caraga),SURIGAO DEL SUR,2569.0,701.0,1372.0,1399.0,760.0,128.0,90.0,,5.0,5.0,28.0,1.0,,2015
17732,CARMEN,REGION XIII (Caraga),SURIGAO DEL SUR,742.0,359.0,718.0,487.0,2.0,6.0,5.0,2.0,5.0,2.0,2.0,,,2015
17745,CARRASCAL,REGION XIII (Caraga),SURIGAO DEL SUR,1996.0,1752.0,408.0,344.0,300.0,2.0,88.0,6.0,84.0,,38.0,,,2015
17758,CORTES,REGION XIII (Caraga),SURIGAO DEL SUR,1734.0,1350.0,36.0,78.0,25.0,126.0,127.0,1.0,3.0,43.0,7.0,,,2015
17771,HINATUAN,REGION XIII (Caraga),SURIGAO DEL SUR,4300.0,2160.0,22.0,246.0,579.0,252.0,481.0,242.0,470.0,2.0,113.0,,,2015
17784,LANUZA,REGION XIII (Caraga),SURIGAO DEL SUR,972.0,883.0,358.0,286.0,2.0,1.0,97.0,162.0,20.0,,2.0,,,2015
17797,LIANGA,REGION XIII (Caraga),SURIGAO DEL SUR,2230.0,2653.0,31.0,695.0,7.0,50.0,505.0,68.0,28.0,,35.0,,,2015
17810,LINGIG,REGION XIII (Caraga),SURIGAO DEL SUR,457.0,2446.0,188.0,303.0,110.0,176.0,1085.0,1305.0,1.0,882.0,141.0,,,2015
17823,MADRID,REGION XIII (Caraga),SURIGAO DEL SUR,659.0,431.0,1035.0,414.0,955.0,3.0,,,,,7.0,,,2015
17836,MARIHATAG,REGION XIII (Caraga),SURIGAO DEL SUR,48.0,2582.0,342.0,542.0,49.0,28.0,37.0,44.0,19.0,1.0,7.0,,,2015
17849,SAN AGUSTIN,REGION XIII (Caraga),SURIGAO DEL SUR,379.0,600.0,195.0,2555.0,1.0,122.0,144.0,464.0,87.0,,37.0,,,2015
17862,SAN MIGUEL,REGION XIII (Caraga),SURIGAO DEL SUR,2666.0,2362.0,256.0,1217.0,41.0,299.0,742.0,376.0,8.0,,13.0,,,2015
17875,TAGBINA,REGION XIII (Caraga),SURIGAO DEL SUR,3085.0,2617.0,92.0,967.0,82.0,284.0,524.0,40.0,651.0,13.0,13.0,,,2015
17888,TAGO,REGION XIII (Caraga),SURIGAO DEL SUR,1264.0,1655.0,1103.0,2080.0,527.0,164.0,914.0,78.0,12.0,2.0,99.0,,,2015
17901,CITY OF TANDAG (Capital),REGION XIII (Caraga),SURIGAO DEL SUR,6439.0,1167.0,1062.0,1815.0,269.0,371.0,578.0,30.0,139.0,2.0,136.0,35.0,,2015
17914,BASILISA (RIZAL),REGION XIII (Caraga),DINAGAT ISLANDS,1864.0,4430.0,301.0,823.0,185.0,248.0,418.0,89.0,215.0,2.0,13.0,,,2015
17927,CAGDIANAO,REGION XIII (Caraga),DINAGAT ISLANDS,1456.0,1552.0,41.0,153.0,17.0,36.0,206.0,77.0,45.0,190.0,2.0,2.0,,2015
17940,DINAGAT,REGION XIII (Caraga),DINAGAT ISLANDS,503.0,414.0,53.0,476.0,34.0,297.0,302.0,36.0,82.0,1.0,22.0,,,2015
17953,LIBJO (ALBOR),REGION XIII (Caraga),DINAGAT ISLANDS,1590.0,2201.0,37.0,208.0,3.0,26.0,19.0,9.0,6.0,,4.0,,,2015
17966,LORETO,REGION XIII (Caraga),DINAGAT ISLANDS,1704.0,350.0,41.0,20.0,60.0,46.0,26.0,,11.0,1.0,,,,2015
17979,SAN JOSE (CAPITAL),REGION XIII (Caraga),DINAGAT ISLANDS,2314.0,2107.0,305.0,472.0,84.0,52.0,355.0,5.0,8.0,39.0,22.0,2.0,,2015
17992,TUBAJON,REGION XIII (Caraga),DINAGAT ISLANDS,899.0,737.0,8.0,21.0,18.0,9.0,,,126.0,,27.0,,,2015
18005,CITY OF LAMITAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,3621.0,3585.0,592.0,2991.0,586.0,2899.0,542.0,31.0,127.0,40.0,47.0,4.0,,2015
18018,LANTAWAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,585.0,834.0,278.0,1673.0,23.0,781.0,193.0,118.0,107.0,16.0,1.0,,,2015
18031,MALUSO,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,2783.0,2134.0,262.0,346.0,2.0,132.0,153.0,183.0,218.0,58.0,21.0,2.0,,2015
18044,SUMISIP,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,737.0,3187.0,328.0,720.0,163.0,1150.0,367.0,15.0,465.0,223.0,52.0,1.0,,2015
18057,TIPO-TIPO,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,364.0,773.0,14.0,574.0,38.0,427.0,38.0,271.0,598.0,1.0,,51.0,,2015
18070,TUBURAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,27.0,219.0,438.0,1634.0,4.0,768.0,2.0,8.0,136.0,,2.0,1.0,,2015
18083,AKBAR,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,9.0,10.0,15.0,350.0,10.0,2411.0,1.0,,12.0,2.0,,,,2015
18096,AL-BARKA,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,263.0,501.0,99.0,602.0,81.0,1089.0,127.0,154.0,733.0,2.0,3.0,8.0,,2015
18109,HADJI MOHAMMAD AJUL,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,25.0,12.0,111.0,281.0,21.0,2489.0,,1.0,1.0,2.0,4.0,1.0,,2015
18122,UNGKAYA PUKAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,506.0,1125.0,188.0,859.0,5.0,69.0,78.0,6.0,117.0,135.0,7.0,,,2015
18135,HADJI MUHTAMAD,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,71.0,45.0,27.0,7.0,36.0,2826.0,,8.0,4.0,932.0,,,,2015
18148,TABUAN-LASA,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,61.0,16.0,6.0,174.0,48.0,3273.0,,2.0,1.0,34.0,,,,2015
18161,BACOLOD-KALAWI (BACOLOD GRANDE),BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,29.0,14.0,406.0,302.0,57.0,4.0,594.0,398.0,1448.0,1.0,1.0,46.0,,2015
18174,BALABAGAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,85.0,393.0,40.0,178.0,470.0,508.0,540.0,245.0,1689.0,614.0,7.0,,,2015
18187,BALINDONG (WATU),BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,511.0,717.0,501.0,539.0,13.0,199.0,968.0,4.0,727.0,,2.0,2.0,,2015
18200,BAYANG,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,2.0,,91.0,668.0,10.0,5.0,787.0,699.0,1250.0,13.0,11.0,,,2015
18213,BINIDAYAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,226.0,130.0,90.0,80.0,7.0,371.0,894.0,246.0,1304.0,4.0,45.0,,,2015
18226,BUBONG,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,13.0,,2.0,8.0,1.0,3.0,71.0,2917.0,142.0,,,1.0,,2015
18239,BUTIG,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,33.0,104.0,387.0,509.0,1135.0,435.0,161.0,14.0,319.0,1.0,,,,2015
18252,GANASSI,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,36.0,291.0,254.0,437.0,58.0,1.0,559.0,611.0,1331.0,,1.0,,,2015
18265,KAPAI,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,294.0,102.0,1.0,403.0,1.0,11.0,1321.0,215.0,372.0,2.0,,1.0,,2015
18278,LUMBA-BAYABAO (MAGUING),BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,147.0,9.0,54.0,192.0,6.0,7.0,433.0,165.0,4683.0,6.0,66.0,,,2015
18291,LUMBATAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,171.0,597.0,129.0,639.0,21.0,827.0,373.0,16.0,139.0,1.0,,,,2015
18304,MADALUM,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,519.0,1381.0,190.0,456.0,86.0,3.0,818.0,17.0,230.0,1.0,,,,2015
18317,MADAMBA,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,64.0,1408.0,32.0,278.0,113.0,12.0,377.0,72.0,267.0,,7.0,,,2015
18330,MALABANG,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,514.0,249.0,549.0,2288.0,7.0,567.0,1367.0,153.0,539.0,85.0,380.0,15.0,,2015
18343,MARANTAO,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,285.0,135.0,860.0,2062.0,8.0,58.0,264.0,12.0,1392.0,,7.0,,,2015
18356,MARAWI CITY,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,11360.0,6590.0,2444.0,4529.0,608.0,635.0,1027.0,424.0,1662.0,9.0,345.0,99.0,,2015
18369,MASIU,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,30.0,6.0,58.0,466.0,1144.0,340.0,171.0,33.0,2068.0,,,,,2015
18382,MULONDO,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,237.0,340.0,1100.0,482.0,,2.0,,,40.0,,45.0,,,2015
18395,PAGAYAWAN (TATARIKAN),BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,16.0,162.0,36.0,113.0,15.0,8.0,240.0,1157.0,86.0,,,,,2015
18408,PIAGAPO,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,96.0,445.0,6.0,8.0,9.0,1.0,1625.0,1860.0,8.0,,9.0,,,2015
18421,POONA BAYABAO (GATA),BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,166.0,536.0,357.0,499.0,9.0,333.0,563.0,,1073.0,18.0,4.0,,,2015
18434,PUALAS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,28.0,360.0,9.0,9.0,7.0,378.0,959.0,99.0,372.0,,,,,2015
18447,DITSAAN-RAMAIN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,129.0,355.0,295.0,70.0,387.0,6.0,219.0,332.0,942.0,327.0,165.0,,,2015
18460,SAGUIARAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,1257.0,1182.0,10.0,236.0,1.0,6.0,284.0,81.0,373.0,55.0,161.0,,,2015
18473,TAMPARAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,245.0,61.0,423.0,400.0,17.0,981.0,12.0,3.0,1529.0,1.0,40.0,75.0,,2015
18486,TARAKA,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,22.0,2.0,214.0,2.0,5.0,739.0,1.0,,2446.0,,32.0,,,2015
18499,TUBARAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,81.0,9.0,14.0,295.0,84.0,3.0,650.0,6.0,1175.0,,,,,2015
18512,TUGAYA,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,184.0,1202.0,43.0,704.0,6.0,8.0,335.0,1.0,676.0,,1.0,,,2015
18525,WAO,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,4537.0,2203.0,349.0,338.0,140.0,743.0,590.0,42.0,9.0,,2.0,84.0,,2015
18538,MAROGONG,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,604.0,1070.0,5.0,2.0,7.0,121.0,427.0,24.0,770.0,,,,,2015
18551,CALANOGAS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,35.0,510.0,,1.0,65.0,61.0,74.0,493.0,890.0,,1.0,,,2015
18564,BUADIPOSO-BUNTONG,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,208.0,447.0,6.0,5.0,57.0,31.0,363.0,392.0,912.0,64.0,44.0,,,2015
18577,MAGUING,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,6.0,230.0,94.0,16.0,142.0,44.0,9.0,88.0,2855.0,43.0,211.0,,,2015
18590,PICONG (SULTAN GUMANDER),BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,77.0,333.0,44.0,816.0,75.0,437.0,305.0,4.0,295.0,1.0,10.0,,,2015
18603,LUMBAYANAGUE,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,95.0,19.0,10.0,127.0,549.0,861.0,26.0,709.0,103.0,,,,,2015
18616,BUMBARAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,1123.0,300.0,11.0,385.0,4.0,,2.0,,2.0,1.0,,,,2015
18629,TAGOLOAN II,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,70.0,372.0,3.0,72.0,4.0,,94.0,1.0,860.0,,2.0,,,2015
18642,KAPATAGAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,251.0,1552.0,47.0,12.0,106.0,304.0,30.0,,127.0,173.0,,2.0,,2015
18655,SULTAN DUMALONDONG,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,5.0,1.0,4.0,15.0,,1583.0,8.0,14.0,7.0,1.0,1.0,,,2015
18668,LUMBACA UNAYAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,60.0,1.0,1.0,,,21.0,6.0,493.0,516.0,,1.0,,,2015
18681,AMPATUAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,MAGUINDANAO,157.0,31.0,1420.0,1477.0,10.0,256.0,564.0,2.0,1.0,2.0,1.0,1.0,,2015
18694,BULDON,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,MAGUINDANAO,48.0,472.0,456.0,1177.0,45.0,1585.0,326.0,74.0,1357.0,,,2.0,,2015
18707,BULUAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,MAGUINDANAO,484.0,59.0,2630.0,3912.0,41.0,69.0,4.0,4.0,,42.0,41.0,2.0,,2015
18720,DATU PAGLAS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,MAGUINDANAO,50.0,59.0,1595.0,2535.0,210.0,6.0,108.0,73.0,,,27.0,5.0,,2015
18733,DATU PIANG,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,MAGUINDANAO,105.0,142.0,665.0,1128.0,709.0,1125.0,3.0,2.0,5.0,261.0,17.0,22.0,,2015
18746,DATU ODIN SINSUAT (DINAIG),BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,MAGUINDANAO,3987.0,2114.0,1556.0,5033.0,757.0,1533.0,880.0,922.0,257.0,2.0,40.0,7.0,,2015
