,city,region_name,province,Electricity_count,Kerosene (Gaas)_count,Liquified Petroleum Gas (LPG)_count,Oil (vegetable animal and others)_count,Solar panel_count,Solar lamp_count,Others_count,None_count,Not Reported_count,year
5472,PUERTO GALERA,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,7489.0,342.0,15.0,2.0,58.0,169.0,143.0,104.0,,2015
5481,ROXAS,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,10185.0,1169.0,18.0,3.0,134.0,51.0,157.0,2.0,,2015
5490,SAN TEODORO,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,3305.0,454.0,2.0,1.0,10.0,19.0,252.0,15.0,,2015
5499,SOCORRO,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,7622.0,1233.0,5.0,,47.0,119.0,43.0,39.0,,2015
5508,VICTORIA,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,9808.0,1233.0,35.0,,30.0,46.0,44.0,12.0,,2015
5517,ABORLAN,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),5606.0,1436.0,,,669.0,472.0,111.0,,,2015
5526,AGUTAYA,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),1407.0,321.0,,,863.0,445.0,9.0,,,2015
5535,ARACELI,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),2120.0,646.0,,,303.0,213.0,12.0,,,2015
5544,BALABAC,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),2495.0,3923.0,,87.0,914.0,910.0,116.0,,,2015
5553,BATARAZA,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),9119.0,6147.0,,,1262.0,866.0,589.0,,,2015
5562,BROOKE'S POINT,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),8054.0,5359.0,,,874.0,536.0,651.0,,,2015
5571,BUSUANGA,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),2337.0,1485.0,19.0,2.0,600.0,497.0,111.0,,,2015
5580,CAGAYANCILLO,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),798.0,166.0,,,180.0,36.0,4.0,,,2015
5589,CORON,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),7021.0,2586.0,,,1443.0,369.0,93.0,,,2015
5598,CUYO,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),4187.0,518.0,,,245.0,103.0,50.0,,,2015
5607,DUMARAN,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),2296.0,1475.0,,,1386.0,623.0,32.0,,,2015
5616,EL NIDO (BACUIT),REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),4353.0,1710.0,,,3232.0,107.0,88.0,,,2015
5625,LINAPACAN,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),864.0,858.0,,,1333.0,257.0,58.0,,,2015
5634,MAGSAYSAY,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),1953.0,397.0,,,297.0,82.0,4.0,,,2015
5643,NARRA,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),14027.0,2110.0,,,363.0,319.0,103.0,,,2015
5652,QUEZON,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),5708.0,4380.0,13.0,12.0,2757.0,613.0,448.0,10.0,,2015
5661,ROXAS,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),8396.0,4128.0,,,1076.0,697.0,1080.0,,,2015
5670,SAN VICENTE,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),3798.0,1412.0,,,1030.0,328.0,143.0,,,2015
5679,TAYTAY,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),5803.0,4264.0,42.0,37.0,4367.0,1042.0,577.0,5.0,,2015
5688,KALAYAAN,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),31.0,,,,,,,,,2015
5697,CULION,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),2346.0,1212.0,,,788.0,256.0,50.0,,,2015
5706,RIZAL (MARCOS),REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),3200.0,5889.0,,5.0,2041.0,1244.0,447.0,,,2015
5715,SOFRONIO ESPAÑOLA,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),3594.0,2662.0,3.0,76.0,759.0,514.0,74.0,5.0,,2015
5724,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),55475.0,4060.0,,15.0,1429.0,1067.0,170.0,31.0,,2015
5733,ALCANTARA,REGION IV-B (MIMAROPA),ROMBLON,3070.0,519.0,66.0,4.0,3.0,5.0,4.0,2.0,,2015
5742,BANTON,REGION IV-B (MIMAROPA),ROMBLON,1269.0,124.0,,,19.0,8.0,,,,2015
5751,CAJIDIOCAN,REGION IV-B (MIMAROPA),ROMBLON,4211.0,734.0,,1.0,2.0,21.0,12.0,2.0,,2015
5760,CALATRAVA,REGION IV-B (MIMAROPA),ROMBLON,1935.0,345.0,3.0,,38.0,7.0,6.0,,,2015
5769,CONCEPCION,REGION IV-B (MIMAROPA),ROMBLON,1030.0,10.0,4.0,,1.0,2.0,,1.0,,2015
5778,CORCUERA,REGION IV-B (MIMAROPA),ROMBLON,2176.0,288.0,,1.0,,2.0,2.0,2.0,,2015
5787,LOOC,REGION IV-B (MIMAROPA),ROMBLON,4471.0,889.0,,,3.0,8.0,8.0,1.0,,2015
5796,MAGDIWANG,REGION IV-B (MIMAROPA),ROMBLON,2715.0,302.0,,,1.0,39.0,22.0,,,2015
5805,ODIONGAN,REGION IV-B (MIMAROPA),ROMBLON,10161.0,1250.0,3.0,,13.0,19.0,11.0,3.0,,2015
5814,ROMBLON (CAPITAL),REGION IV-B (MIMAROPA),ROMBLON,8256.0,604.0,17.0,1.0,29.0,39.0,49.0,2.0,,2015
5823,SAN AGUSTIN,REGION IV-B (MIMAROPA),ROMBLON,4104.0,1112.0,18.0,,8.0,25.0,5.0,1.0,,2015
5832,SAN ANDRES,REGION IV-B (MIMAROPA),ROMBLON,2983.0,539.0,12.0,,2.0,7.0,7.0,,,2015
5841,SAN FERNANDO,REGION IV-B (MIMAROPA),ROMBLON,4302.0,622.0,26.0,,71.0,14.0,13.0,7.0,,2015
5850,SAN JOSE,REGION IV-B (MIMAROPA),ROMBLON,2050.0,330.0,,1.0,1.0,6.0,3.0,1.0,,2015
5859,SANTA FE,REGION IV-B (MIMAROPA),ROMBLON,3123.0,570.0,2.0,1.0,2.0,7.0,6.0,,,2015
5868,FERROL,REGION IV-B (MIMAROPA),ROMBLON,1357.0,291.0,,1.0,1.0,3.0,3.0,,,2015
5877,SANTA MARIA (IMELDA),REGION IV-B (MIMAROPA),ROMBLON,1506.0,373.0,,,,,,1.0,,2015
5886,ALTAVAS,REGION VI (Western Visayas),AKLAN,5688.0,288.0,,,2.0,13.0,,,,2015
5895,BALETE,REGION VI (Western Visayas),AKLAN,6097.0,602.0,,,27.0,273.0,,,,2015
5904,BANGA,REGION VI (Western Visayas),AKLAN,8700.0,537.0,,,6.0,7.0,,,,2015
5913,BATAN,REGION VI (Western Visayas),AKLAN,7517.0,257.0,,,17.0,171.0,5.0,,,2015
5922,BURUANGA,REGION VI (Western Visayas),AKLAN,4112.0,122.0,,,,5.0,,,,2015
5931,IBAJAY,REGION VI (Western Visayas),AKLAN,10605.0,403.0,,,,11.0,,,,2015
5940,KALIBO (Capital),REGION VI (Western Visayas),AKLAN,17681.0,226.0,,,1.0,8.0,14.0,,,2015
5949,LEZO,REGION VI (Western Visayas),AKLAN,3456.0,134.0,,,,,,,,2015
5958,LIBACAO,REGION VI (Western Visayas),AKLAN,4533.0,1530.0,,,264.0,248.0,,,,2015
5967,MADALAG,REGION VI (Western Visayas),AKLAN,3150.0,1011.0,,,25.0,74.0,,,,2015
5976,MAKATO,REGION VI (Western Visayas),AKLAN,6179.0,373.0,,,25.0,4.0,,,,2015
5985,MALAY,REGION VI (Western Visayas),AKLAN,12431.0,200.0,,,4.0,19.0,10.0,,,2015
5994,MALINAO,REGION VI (Western Visayas),AKLAN,5116.0,303.0,,,,,,,,2015
6003,NABAS,REGION VI (Western Visayas),AKLAN,7648.0,270.0,,,,,,,,2015
6012,NEW WASHINGTON,REGION VI (Western Visayas),AKLAN,10527.0,318.0,,,5.0,3.0,,,,2015
6021,NUMANCIA,REGION VI (Western Visayas),AKLAN,7296.0,130.0,,,3.0,4.0,,,,2015
6030,TANGALAN,REGION VI (Western Visayas),AKLAN,4730.0,257.0,,,2.0,2.0,,,,2015
6039,ANINI-Y,REGION VI (Western Visayas),ANTIQUE,4478.0,152.0,6.0,1.0,1.0,,1.0,2.0,,2015
6048,BARBAZA,REGION VI (Western Visayas),ANTIQUE,4914.0,527.0,1.0,,52.0,8.0,,2.0,,2015
6057,BELISON,REGION VI (Western Visayas),ANTIQUE,2887.0,192.0,1.0,,1.0,,,2.0,,2015
6066,BUGASONG,REGION VI (Western Visayas),ANTIQUE,6888.0,475.0,2.0,,8.0,9.0,3.0,1.0,,2015
6075,CALUYA,REGION VI (Western Visayas),ANTIQUE,7675.0,271.0,2.0,,15.0,26.0,2.0,2.0,,2015
6084,CULASI,REGION VI (Western Visayas),ANTIQUE,9190.0,344.0,2.0,,35.0,89.0,27.0,2.0,,2015
6093,TOBIAS FORNIER (DAO),REGION VI (Western Visayas),ANTIQUE,6341.0,508.0,1.0,,2.0,4.0,8.0,4.0,,2015
6102,HAMTIC,REGION VI (Western Visayas),ANTIQUE,9887.0,630.0,,,3.0,5.0,7.0,3.0,,2015
6111,LAUA-AN,REGION VI (Western Visayas),ANTIQUE,5582.0,486.0,1.0,4.0,,4.0,,2.0,1.0,2015
6120,LIBERTAD,REGION VI (Western Visayas),ANTIQUE,3463.0,168.0,3.0,2.0,,,2.0,1.0,,2015
6129,PANDAN,REGION VI (Western Visayas),ANTIQUE,7396.0,312.0,2.0,,53.0,37.0,16.0,9.0,,2015
6138,PATNONGON,REGION VI (Western Visayas),ANTIQUE,7797.0,777.0,1.0,,5.0,,4.0,9.0,,2015
6147,SAN JOSE (Capital),REGION VI (Western Visayas),ANTIQUE,13295.0,234.0,3.0,,3.0,20.0,1.0,5.0,,2015
6156,SAN REMIGIO,REGION VI (Western Visayas),ANTIQUE,5135.0,1254.0,6.0,,60.0,64.0,71.0,,,2015
6165,SEBASTE,REGION VI (Western Visayas),ANTIQUE,3845.0,161.0,1.0,1.0,1.0,7.0,12.0,1.0,,2015
6174,SIBALOM,REGION VI (Western Visayas),ANTIQUE,12345.0,811.0,2.0,,3.0,16.0,27.0,9.0,,2015
6183,TIBIAO,REGION VI (Western Visayas),ANTIQUE,5826.0,489.0,12.0,,6.0,10.0,4.0,1.0,,2015
6192,VALDERRAMA,REGION VI (Western Visayas),ANTIQUE,3494.0,627.0,6.0,8.0,20.0,2.0,35.0,2.0,,2015
6201,CUARTERO,REGION VI (Western Visayas),CAPIZ,5619.0,720.0,,,13.0,86.0,,8.0,,2015
6210,DAO,REGION VI (Western Visayas),CAPIZ,6820.0,883.0,1.0,,10.0,32.0,3.0,1.0,,2015
6219,DUMALAG,REGION VI (Western Visayas),CAPIZ,6487.0,556.0,,,4.0,31.0,3.0,,,2015
6228,DUMARAO,REGION VI (Western Visayas),CAPIZ,9199.0,1529.0,1.0,,65.0,265.0,2.0,6.0,,2015
6237,IVISAN,REGION VI (Western Visayas),CAPIZ,6277.0,431.0,2.0,,6.0,11.0,8.0,3.0,,2015
6246,JAMINDAN,REGION VI (Western Visayas),CAPIZ,6233.0,2007.0,2.0,,105.0,219.0,7.0,3.0,,2015
6255,MA-AYON,REGION VI (Western Visayas),CAPIZ,7731.0,1265.0,2.0,2.0,76.0,191.0,8.0,5.0,,2015
6264,MAMBUSAO,REGION VI (Western Visayas),CAPIZ,8680.0,983.0,1.0,1.0,7.0,15.0,3.0,12.0,,2015
6273,PANAY,REGION VI (Western Visayas),CAPIZ,10443.0,530.0,1.0,,28.0,69.0,11.0,6.0,,2015
6282,PANITAN,REGION VI (Western Visayas),CAPIZ,8958.0,731.0,3.0,1.0,7.0,13.0,2.0,4.0,,2015
6291,PILAR,REGION VI (Western Visayas),CAPIZ,9427.0,968.0,11.0,2.0,33.0,306.0,4.0,6.0,,2015
6300,PONTEVEDRA,REGION VI (Western Visayas),CAPIZ,10304.0,914.0,4.0,3.0,18.0,45.0,6.0,4.0,,2015
6309,PRESIDENT ROXAS,REGION VI (Western Visayas),CAPIZ,6073.0,688.0,,,24.0,192.0,4.0,5.0,,2015
6318,ROXAS CITY (Capital),REGION VI (Western Visayas),CAPIZ,36014.0,1313.0,15.0,1.0,111.0,132.0,94.0,21.0,,2015
6327,SAPI-AN,REGION VI (Western Visayas),CAPIZ,5330.0,816.0,6.0,,14.0,20.0,3.0,8.0,,2015
6336,SIGMA,REGION VI (Western Visayas),CAPIZ,6646.0,738.0,12.0,,1.0,19.0,,2.0,,2015
6345,TAPAZ,REGION VI (Western Visayas),CAPIZ,8090.0,2990.0,1.0,1.0,187.0,906.0,3.0,1.0,,2015
6354,AJUY,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),10457.0,945.0,16.0,4.0,419.0,156.0,179.0,45.0,,2015
6363,ALIMODIAN,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),7640.0,412.0,1.0,1.0,5.0,,1.0,7.0,,2015
6372,ANILAO,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),5667.0,866.0,,,12.0,15.0,1.0,,,2015
6381,BADIANGAN,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),5351.0,535.0,1.0,,1.0,3.0,1.0,5.0,,2015
6390,BALASAN,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),7038.0,966.0,1.0,1.0,13.0,67.0,4.0,,,2015
6399,BANATE,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),7501.0,475.0,1.0,1.0,3.0,7.0,4.0,1.0,,2015
6408,BAROTAC NUEVO,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),11191.0,752.0,13.0,1.0,13.0,14.0,6.0,1.0,,2015
6417,BAROTAC VIEJO,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),9971.0,1079.0,2.0,,7.0,26.0,3.0,3.0,,2015
6426,BATAD,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),4099.0,955.0,,,11.0,75.0,7.0,7.0,,2015
6435,BINGAWAN,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),2944.0,502.0,,,2.0,17.0,2.0,,,2015
6444,CABATUAN,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),12268.0,419.0,4.0,11.0,3.0,6.0,4.0,,,2015
6453,CALINOG,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),9896.0,2800.0,4.0,2.0,255.0,168.0,10.0,20.0,,2015
6462,CARLES,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),9564.0,2157.0,27.0,7.0,1087.0,1030.0,1399.0,7.0,,2015
6471,CONCEPCION,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),5016.0,1128.0,53.0,1.0,934.0,1884.0,1040.0,13.0,,2015
6480,DINGLE,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),9422.0,953.0,19.0,,8.0,7.0,3.0,2.0,,2015
6489,DUEÑAS,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),7060.0,737.0,1.0,1.0,4.0,14.0,1.0,3.0,1.0,2015
6498,DUMANGAS,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),14591.0,1059.0,1.0,2.0,33.0,52.0,45.0,10.0,,2015
6507,ESTANCIA,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),9550.0,772.0,8.0,1.0,258.0,501.0,70.0,3.0,,2015
6516,GUIMBAL,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),7217.0,225.0,1.0,1.0,5.0,12.0,9.0,,,2015
6525,IGBARAS,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),6564.0,394.0,38.0,,4.0,11.0,9.0,2.0,,2015
6534,JANIUAY,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),11162.0,2667.0,,,10.0,20.0,6.0,,,2015
6543,LAMBUNAO,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),12985.0,2896.0,1.0,,24.0,24.0,4.0,,,2015
6552,LEGANES,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),6689.0,310.0,,1.0,6.0,12.0,10.0,5.0,,2015
6561,LEMERY,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),6271.0,1335.0,11.0,1.0,71.0,150.0,,,,2015
6570,LEON,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),10051.0,673.0,,1.0,13.0,8.0,9.0,,,2015
6579,MAASIN,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),6750.0,608.0,10.0,,5.0,10.0,1.0,,,2015
6588,MIAGAO,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),13490.0,592.0,4.0,3.0,7.0,16.0,12.0,,,2015
6597,MINA,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),4715.0,272.0,,,,,3.0,2.0,,2015
6606,NEW LUCENA,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),4723.0,280.0,,,,2.0,1.0,,,2015
6615,OTON,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),19945.0,435.0,6.0,3.0,26.0,18.0,27.0,,,2015
6624,CITY OF PASSI,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),15932.0,3107.0,43.0,2.0,40.0,164.0,,,,2015
6633,PAVIA,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),12576.0,217.0,3.0,2.0,5.0,8.0,14.0,,,2015
6642,POTOTAN,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),15209.0,759.0,5.0,,2.0,4.0,21.0,,,2015
6651,SAN DIONISIO,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),7205.0,1442.0,1.0,1.0,34.0,319.0,11.0,,,2015
6660,SAN ENRIQUE,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),6632.0,983.0,,,3.0,15.0,5.0,,,2015
6669,SAN JOAQUIN,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),10063.0,1049.0,,,10.0,14.0,22.0,5.0,,2015
6678,SAN MIGUEL,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),5906.0,129.0,,1.0,,8.0,1.0,1.0,,2015
6687,SAN RAFAEL,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),3362.0,446.0,4.0,1.0,6.0,14.0,2.0,2.0,,2015
6696,SANTA BARBARA,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),13112.0,443.0,15.0,1.0,7.0,10.0,20.0,,,2015
6705,SARA,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),11787.0,803.0,27.0,1.0,142.0,463.0,7.0,16.0,,2015
6714,TIGBAUAN,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),12727.0,598.0,2.0,5.0,4.0,21.0,2.0,,,2015
6723,TUBUNGAN,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),4374.0,461.0,,,4.0,3.0,6.0,,,2015
6732,ZARRAGA,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),5544.0,296.0,1.0,,2.0,3.0,7.0,,,2015
6741,ILOILO CITY (Capital),REGION VI (Western Visayas),ILOILO (excluding Iloilo City),93650.0,1026.0,63.0,8.0,79.0,115.0,125.0,34.0,,2015
6750,BUENAVISTA,REGION VI (Western Visayas),GUIMARAS,11258.0,803.0,2.0,1.0,13.0,10.0,10.0,18.0,,2015
6759,JORDAN (CAPITAL),REGION VI (Western Visayas),GUIMARAS,7168.0,1049.0,2.0,,40.0,47.0,3.0,1.0,1.0,2015
6768,NUEVA VALENCIA,REGION VI (Western Visayas),GUIMARAS,7348.0,1228.0,4.0,1.0,103.0,175.0,309.0,5.0,,2015
6777,SAN LORENZO,REGION VI (Western Visayas),GUIMARAS,4952.0,968.0,1.0,,41.0,24.0,6.0,3.0,,2015
6786,SIBUNAG,REGION VI (Western Visayas),GUIMARAS,3657.0,1084.0,1.0,,72.0,88.0,77.0,2.0,,2015
6795,BAGO CITY,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),36458.0,3068.0,23.0,32.0,52.0,181.0,92.0,43.0,,2015
6804,BINALBAGAN,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),12167.0,1878.0,25.0,1.0,516.0,464.0,27.0,14.0,,2015
6813,CADIZ CITY,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),29785.0,4844.0,18.0,6.0,406.0,387.0,151.0,60.0,,2015
6822,CALATRAVA,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),10754.0,6817.0,10.0,1.0,310.0,500.0,20.0,19.0,,2015
6831,CANDONI,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),3636.0,1143.0,90.0,,49.0,32.0,8.0,4.0,,2015
6840,CAUAYAN,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),16155.0,5642.0,51.0,6.0,421.0,479.0,88.0,16.0,,2015
6849,ENRIQUE B. MAGALONA (SARAVIA),REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),13791.0,767.0,4.0,4.0,17.0,57.0,24.0,,,2015
6858,CITY OF ESCALANTE,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),16993.0,4135.0,22.0,2.0,170.0,141.0,81.0,,,2015
6867,CITY OF HIMAMAYLAN,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),21223.0,3914.0,17.0,2.0,295.0,179.0,24.0,23.0,,2015
6876,HINIGARAN,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),19428.0,1075.0,4.0,2.0,8.0,36.0,19.0,5.0,,2015
6885,HINOBA-AN (ASIA),REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),9427.0,2882.0,7.0,1.0,72.0,132.0,13.0,4.0,,2015
6894,ILOG,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),10813.0,2034.0,4.0,1.0,101.0,100.0,13.0,,,2015
6903,ISABELA,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),11072.0,2406.0,36.0,2.0,37.0,217.0,21.0,10.0,,2015
6912,CITY OF KABANKALAN,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),30345.0,9389.0,14.0,3.0,229.0,299.0,59.0,13.0,,2015
6921,LA CARLOTA CITY,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),14815.0,1158.0,12.0,,74.0,169.0,30.0,29.0,,2015
6930,LA CASTELLANA,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),12392.0,3813.0,11.0,2.0,366.0,300.0,324.0,,,2015
6939,MANAPLA,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),11587.0,1312.0,2.0,5.0,17.0,52.0,41.0,22.0,,2015
6948,MOISES PADILLA (MAGALLON),REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),5757.0,2606.0,98.0,,166.0,139.0,95.0,9.0,,2015
6957,MURCIA,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),16561.0,1789.0,18.0,,41.0,78.0,25.0,5.0,,2015
6966,PONTEVEDRA,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),10910.0,1008.0,7.0,1.0,24.0,63.0,59.0,5.0,,2015
6975,PULUPANDAN,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),6255.0,140.0,,3.0,4.0,2.0,5.0,7.0,,2015
6984,SAGAY CITY,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),25147.0,7283.0,17.0,1.0,338.0,378.0,262.0,62.0,,2015
6993,SAN CARLOS CITY,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),17268.0,10470.0,75.0,4.0,1484.0,1407.0,271.0,23.0,,2015
7002,SAN ENRIQUE,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),5328.0,243.0,2.0,,,5.0,5.0,4.0,,2015
7011,SILAY CITY,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),27054.0,1618.0,13.0,5.0,32.0,82.0,103.0,46.0,,2015
7020,CITY OF SIPALAY,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),10303.0,3837.0,37.0,9.0,266.0,298.0,45.0,8.0,,2015
7029,CITY OF TALISAY,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),21783.0,1138.0,12.0,1.0,30.0,58.0,69.0,15.0,1.0,2015
7038,TOBOSO,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),6899.0,2589.0,42.0,2.0,70.0,108.0,8.0,27.0,,2015
7047,VALLADOLID,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),8657.0,209.0,2.0,,1.0,12.0,3.0,3.0,,2015
7056,CITY OF VICTORIAS,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),17254.0,1686.0,3.0,3.0,84.0,255.0,146.0,125.0,,2015
7065,SALVADOR BENEDICTO,REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),2546.0,1622.0,30.0,1.0,758.0,892.0,15.0,2.0,,2015
7074,BACOLOD CITY (Capital),REGION VI (Western Visayas),NEGROS OCCIDENTAL (excluding Bacolod City),125230.0,2847.0,235.0,50.0,108.0,181.0,303.0,122.0,,2015
7083,ALBURQUERQUE,REGION VII (Central Visayas),BOHOL,2266.0,125.0,1.0,1.0,,1.0,25.0,3.0,,2015
7092,ALICIA,REGION VII (Central Visayas),BOHOL,4199.0,786.0,6.0,89.0,6.0,17.0,1.0,1.0,,2015
7101,ANDA,REGION VII (Central Visayas),BOHOL,3246.0,504.0,,,1.0,2.0,10.0,1.0,,2015
7110,ANTEQUERA,REGION VII (Central Visayas),BOHOL,3203.0,251.0,,,3.0,4.0,9.0,12.0,,2015
7119,BACLAYON,REGION VII (Central Visayas),BOHOL,4198.0,161.0,3.0,,1.0,10.0,23.0,1.0,,2015
7128,BALILIHAN,REGION VII (Central Visayas),BOHOL,3701.0,364.0,,,2.0,4.0,7.0,6.0,,2015
7137,BATUAN,REGION VII (Central Visayas),BOHOL,2687.0,148.0,5.0,,1.0,1.0,11.0,,,2015
7146,BILAR,REGION VII (Central Visayas),BOHOL,3474.0,264.0,5.0,,,15.0,9.0,1.0,,2015
7155,BUENAVISTA,REGION VII (Central Visayas),BOHOL,4357.0,1650.0,2.0,,2.0,18.0,4.0,1.0,,2015
7164,CALAPE,REGION VII (Central Visayas),BOHOL,6863.0,477.0,1.0,,4.0,17.0,37.0,5.0,,2015
7173,CANDIJAY,REGION VII (Central Visayas),BOHOL,5664.0,1058.0,,,5.0,12.0,16.0,16.0,,2015
7182,CARMEN,REGION VII (Central Visayas),BOHOL,9144.0,1036.0,5.0,6.0,5.0,34.0,73.0,3.0,,2015
7191,CATIGBIAN,REGION VII (Central Visayas),BOHOL,4566.0,524.0,1.0,1.0,2.0,18.0,12.0,,,2015
7200,CLARIN,REGION VII (Central Visayas),BOHOL,4208.0,346.0,3.0,1.0,7.0,25.0,31.0,2.0,,2015
