,city,region_name,province,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,"Lake, river, rain and others_count",Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
16926,LAKE SEBU,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),1050.0,5623.0,750.0,1838.0,456.0,3297.0,4217.0,1151.0,5.0,60.0,128.0,3.0,,2015
16939,BAGUMBAYAN,REGION XII (Soccsksargen),SULTAN KUDARAT,1919.0,2557.0,1404.0,1712.0,3296.0,1656.0,2148.0,275.0,116.0,10.0,346.0,1.0,,2015
16952,COLUMBIO,REGION XII (Soccsksargen),SULTAN KUDARAT,158.0,1319.0,1280.0,2771.0,371.0,602.0,1256.0,271.0,42.0,,64.0,,,2015
16965,ESPERANZA,REGION XII (Soccsksargen),SULTAN KUDARAT,912.0,1270.0,5038.0,2714.0,364.0,241.0,1476.0,1104.0,337.0,260.0,2147.0,5.0,,2015
16978,ISULAN (Capital),REGION XII (Soccsksargen),SULTAN KUDARAT,1538.0,711.0,3909.0,4648.0,1427.0,38.0,1069.0,35.0,12.0,100.0,6842.0,3.0,,2015
16991,KALAMANSIG,REGION XII (Soccsksargen),SULTAN KUDARAT,1013.0,3330.0,192.0,1551.0,841.0,271.0,1514.0,1639.0,448.0,3.0,33.0,122.0,,2015
17004,LEBAK,REGION XII (Soccsksargen),SULTAN KUDARAT,930.0,2977.0,992.0,4554.0,1229.0,2668.0,3899.0,1828.0,142.0,9.0,1159.0,1.0,,2015
17017,LUTAYAN,REGION XII (Soccsksargen),SULTAN KUDARAT,216.0,1902.0,2562.0,6502.0,716.0,488.0,203.0,18.0,10.0,3.0,457.0,15.0,,2015
17030,LAMBAYONG (MARIANO MARCOS),REGION XII (Soccsksargen),SULTAN KUDARAT,253.0,443.0,2039.0,7939.0,3733.0,7.0,1485.0,9.0,1.0,47.0,1817.0,42.0,,2015
17043,PALIMBANG,REGION XII (Soccsksargen),SULTAN KUDARAT,254.0,1916.0,2087.0,4928.0,2298.0,2108.0,2064.0,1389.0,2046.0,13.0,6.0,12.0,,2015
17056,PRESIDENT QUIRINO,REGION XII (Soccsksargen),SULTAN KUDARAT,358.0,224.0,1910.0,3543.0,1939.0,67.0,521.0,2.0,,2.0,1394.0,6.0,,2015
17069,CITY OF TACURONG,REGION XII (Soccsksargen),SULTAN KUDARAT,3129.0,946.0,3718.0,3550.0,1192.0,239.0,106.0,1.0,1.0,8.0,8915.0,9.0,,2015
17082,SEN. NINOY AQUINO,REGION XII (Soccsksargen),SULTAN KUDARAT,398.0,2382.0,684.0,871.0,796.0,2430.0,2091.0,1928.0,25.0,4.0,113.0,1.0,,2015
17095,GENERAL SANTOS CITY (DADIANGAS),REGION XII (Soccsksargen),SULTAN KUDARAT,58749.0,30010.0,7916.0,16100.0,1758.0,871.0,1758.0,558.0,463.0,3639.0,22134.0,376.0,,2015
17108,ALABEL (Capital),REGION XII (Soccsksargen),SARANGANI,4074.0,3985.0,1699.0,3247.0,641.0,638.0,2186.0,384.0,383.0,3.0,689.0,,,2015
17121,GLAN,REGION XII (Soccsksargen),SARANGANI,1958.0,4891.0,2641.0,5752.0,1275.0,2694.0,3877.0,2728.0,241.0,20.0,2289.0,,,2015
17134,KIAMBA,REGION XII (Soccsksargen),SARANGANI,474.0,3803.0,1544.0,4453.0,551.0,366.0,1264.0,522.0,392.0,39.0,180.0,,,2015
17147,MAASIM,REGION XII (Soccsksargen),SARANGANI,808.0,2847.0,1227.0,3257.0,155.0,178.0,1138.0,57.0,186.0,13.0,2816.0,578.0,,2015
17160,MAITUM,REGION XII (Soccsksargen),SARANGANI,718.0,3048.0,877.0,3703.0,314.0,522.0,356.0,608.0,122.0,8.0,355.0,,,2015
17173,MALAPATAN,REGION XII (Soccsksargen),SARANGANI,1348.0,4197.0,965.0,4361.0,123.0,567.0,1807.0,936.0,1136.0,46.0,468.0,4.0,,2015
17186,MALUNGON,REGION XII (Soccsksargen),SARANGANI,4027.0,7167.0,886.0,3115.0,226.0,4361.0,2486.0,1903.0,125.0,25.0,260.0,,,2015
17199,COTABATO CITY,REGION XII (Soccsksargen),SARANGANI,30976.0,16219.0,563.0,2176.0,240.0,1953.0,12.0,5.0,23.0,2624.0,3419.0,656.0,,2015
17212,CITY OF BAYUGAN,REGION XIII (Caraga),AGUSAN DEL SUR,2715.0,3107.0,1267.0,5604.0,133.0,313.0,2999.0,689.0,55.0,270.0,5489.0,17.0,,2015
17225,BUNAWAN,REGION XIII (Caraga),AGUSAN DEL SUR,791.0,2723.0,47.0,174.0,26.0,533.0,1596.0,281.0,1829.0,615.0,1914.0,1.0,,2015
17238,ESPERANZA,REGION XIII (Caraga),AGUSAN DEL SUR,1293.0,2026.0,227.0,5045.0,39.0,197.0,1467.0,491.0,54.0,8.0,788.0,19.0,,2015
17251,LA PAZ,REGION XIII (Caraga),AGUSAN DEL SUR,39.0,1180.0,22.0,242.0,17.0,423.0,652.0,820.0,887.0,705.0,288.0,22.0,,2015
17264,LORETO,REGION XIII (Caraga),AGUSAN DEL SUR,149.0,1181.0,475.0,2396.0,230.0,1420.0,1189.0,912.0,756.0,104.0,216.0,,,2015
17277,PROSPERIDAD (Capital),REGION XIII (Caraga),AGUSAN DEL SUR,883.0,4702.0,198.0,2305.0,63.0,1941.0,1193.0,608.0,1147.0,867.0,4512.0,4.0,,2015
17290,ROSARIO,REGION XIII (Caraga),AGUSAN DEL SUR,1618.0,2392.0,130.0,1455.0,193.0,164.0,930.0,217.0,180.0,1054.0,1689.0,75.0,,2015
17303,SAN FRANCISCO,REGION XIII (Caraga),AGUSAN DEL SUR,4069.0,4101.0,228.0,827.0,90.0,669.0,619.0,52.0,999.0,99.0,5377.0,21.0,,2015
17316,SAN LUIS,REGION XIII (Caraga),AGUSAN DEL SUR,1267.0,1118.0,107.0,2159.0,49.0,484.0,579.0,575.0,328.0,1.0,33.0,,,2015
17329,SANTA JOSEFA,REGION XIII (Caraga),AGUSAN DEL SUR,128.0,978.0,56.0,795.0,672.0,331.0,964.0,424.0,90.0,902.0,520.0,,,2015
17342,TALACOGON,REGION XIII (Caraga),AGUSAN DEL SUR,438.0,1041.0,131.0,1276.0,83.0,340.0,614.0,308.0,1464.0,1145.0,1444.0,1.0,,2015
17355,TRENTO,REGION XIII (Caraga),AGUSAN DEL SUR,404.0,1446.0,448.0,2258.0,313.0,889.0,871.0,751.0,70.0,3674.0,800.0,7.0,,2015
17368,VERUELA,REGION XIII (Caraga),AGUSAN DEL SUR,718.0,3064.0,218.0,582.0,65.0,1222.0,811.0,42.0,1901.0,7.0,765.0,,,2015
17381,SIBAGAT,REGION XIII (Caraga),AGUSAN DEL SUR,683.0,809.0,103.0,636.0,67.0,177.0,2330.0,1267.0,54.0,23.0,495.0,,,2015
17394,ALEGRIA,REGION XIII (Caraga),SURIGAO DEL NORTE,1333.0,690.0,233.0,500.0,,23.0,104.0,44.0,4.0,,475.0,9.0,,2015
17407,BACUAG,REGION XIII (Caraga),SURIGAO DEL NORTE,1163.0,1200.0,31.0,175.0,14.0,8.0,63.0,2.0,27.0,29.0,394.0,1.0,,2015
17420,BURGOS,REGION XIII (Caraga),SURIGAO DEL NORTE,50.0,256.0,5.0,84.0,2.0,2.0,39.0,,1.0,,476.0,4.0,,2015
17433,CLAVER,REGION XIII (Caraga),SURIGAO DEL NORTE,406.0,2069.0,207.0,325.0,137.0,126.0,163.0,9.0,3.0,5.0,3906.0,1.0,,2015
17446,DAPA,REGION XIII (Caraga),SURIGAO DEL NORTE,339.0,1420.0,43.0,348.0,74.0,12.0,185.0,1.0,124.0,1453.0,1140.0,,,2015
17459,DEL CARMEN,REGION XIII (Caraga),SURIGAO DEL NORTE,314.0,1032.0,133.0,25.0,3.0,126.0,61.0,2.0,134.0,12.0,2090.0,41.0,,2015
17472,GENERAL LUNA,REGION XIII (Caraga),SURIGAO DEL NORTE,28.0,698.0,63.0,843.0,4.0,317.0,6.0,1.0,95.0,11.0,1771.0,10.0,,2015
17485,GIGAQUIT,REGION XIII (Caraga),SURIGAO DEL NORTE,259.0,924.0,130.0,677.0,7.0,312.0,398.0,,299.0,1.0,1520.0,5.0,,2015
17498,MAINIT,REGION XIII (Caraga),SURIGAO DEL NORTE,2846.0,1311.0,22.0,69.0,2.0,4.0,364.0,11.0,2.0,1.0,1339.0,4.0,,2015
17511,MALIMONO,REGION XIII (Caraga),SURIGAO DEL NORTE,2669.0,641.0,3.0,14.0,2.0,59.0,23.0,,,34.0,550.0,,,2015
17524,PILAR,REGION XIII (Caraga),SURIGAO DEL NORTE,164.0,583.0,35.0,428.0,1.0,29.0,2.0,1.0,708.0,5.0,444.0,1.0,,2015
17537,PLACER,REGION XIII (Caraga),SURIGAO DEL NORTE,3490.0,628.0,40.0,230.0,9.0,4.0,480.0,55.0,20.0,15.0,934.0,17.0,,2015
17550,SAN BENITO,REGION XIII (Caraga),SURIGAO DEL NORTE,61.0,538.0,3.0,6.0,,1.0,18.0,88.0,52.0,157.0,298.0,,,2015
17563,SAN FRANCISCO (ANAO-AON),REGION XIII (Caraga),SURIGAO DEL NORTE,1794.0,512.0,26.0,81.0,2.0,1.0,283.0,3.0,3.0,4.0,547.0,,,2015
17576,SAN ISIDRO,REGION XIII (Caraga),SURIGAO DEL NORTE,217.0,458.0,8.0,47.0,,2.0,126.0,,172.0,,594.0,1.0,,2015
17589,SANTA MONICA (SAPAO),REGION XIII (Caraga),SURIGAO DEL NORTE,862.0,570.0,11.0,23.0,17.0,,4.0,,111.0,,388.0,,,2015
17602,SISON,REGION XIII (Caraga),SURIGAO DEL NORTE,1404.0,803.0,,8.0,18.0,5.0,24.0,61.0,,1.0,592.0,4.0,,2015
17615,SOCORRO,REGION XIII (Caraga),SURIGAO DEL NORTE,2406.0,1314.0,192.0,328.0,12.0,20.0,46.0,11.0,21.0,,67.0,,,2015
17628,SURIGAO CITY (Capital),REGION XIII (Caraga),SURIGAO DEL NORTE,14455.0,6977.0,316.0,2116.0,330.0,201.0,1117.0,140.0,60.0,78.0,9977.0,17.0,,2015
17641,TAGANA-AN,REGION XIII (Caraga),SURIGAO DEL NORTE,927.0,1891.0,18.0,83.0,4.0,64.0,64.0,23.0,28.0,83.0,592.0,2.0,,2015
17654,TUBOD,REGION XIII (Caraga),SURIGAO DEL NORTE,2164.0,230.0,6.0,12.0,,20.0,296.0,8.0,,212.0,295.0,,,2015
17667,BAROBO,REGION XIII (Caraga),SURIGAO DEL SUR,999.0,2911.0,32.0,1142.0,6.0,150.0,399.0,12.0,943.0,239.0,3853.0,4.0,,2015
17680,BAYABAS,REGION XIII (Caraga),SURIGAO DEL SUR,171.0,798.0,48.0,255.0,1.0,54.0,48.0,5.0,,1.0,357.0,,,2015
17693,CITY OF BISLIG,REGION XIII (Caraga),SURIGAO DEL SUR,4870.0,2451.0,88.0,1437.0,101.0,83.0,3488.0,1441.0,170.0,2056.0,5129.0,,,2015
17706,CAGWAIT,REGION XIII (Caraga),SURIGAO DEL SUR,514.0,1317.0,7.0,323.0,7.0,39.0,437.0,152.0,165.0,28.0,1370.0,,,2015
17719,CANTILAN,REGION XIII (Caraga),SURIGAO DEL SUR,969.0,550.0,1120.0,1152.0,521.0,87.0,91.0,,4.0,169.0,2395.0,,,2015
17732,CARMEN,REGION XIII (Caraga),SURIGAO DEL SUR,503.0,343.0,699.0,623.0,2.0,7.0,37.0,1.0,19.0,41.0,55.0,,,2015
17745,CARRASCAL,REGION XIII (Caraga),SURIGAO DEL SUR,930.0,1179.0,251.0,223.0,223.0,1.0,209.0,5.0,64.0,3.0,1930.0,,,2015
17758,CORTES,REGION XIII (Caraga),SURIGAO DEL SUR,1078.0,1373.0,32.0,116.0,218.0,148.0,162.0,1.0,2.0,257.0,143.0,,,2015
17771,HINATUAN,REGION XIII (Caraga),SURIGAO DEL SUR,3421.0,2110.0,14.0,281.0,431.0,223.0,460.0,234.0,480.0,6.0,1207.0,,,2015
17784,LANUZA,REGION XIII (Caraga),SURIGAO DEL SUR,368.0,761.0,372.0,610.0,3.0,,204.0,210.0,14.0,,241.0,,,2015
17797,LIANGA,REGION XIII (Caraga),SURIGAO DEL SUR,717.0,2042.0,10.0,581.0,4.0,13.0,644.0,71.0,11.0,2.0,2207.0,,,2015
17810,LINGIG,REGION XIII (Caraga),SURIGAO DEL SUR,216.0,2286.0,157.0,275.0,113.0,157.0,1145.0,1303.0,,1081.0,361.0,,,2015
17823,MADRID,REGION XIII (Caraga),SURIGAO DEL SUR,580.0,364.0,924.0,409.0,889.0,3.0,,,,,335.0,,,2015
17836,MARIHATAG,REGION XIII (Caraga),SURIGAO DEL SUR,28.0,2295.0,147.0,453.0,134.0,,116.0,44.0,19.0,,463.0,,,2015
17849,SAN AGUSTIN,REGION XIII (Caraga),SURIGAO DEL SUR,57.0,584.0,113.0,2248.0,,68.0,143.0,452.0,76.0,1.0,842.0,,,2015
17862,SAN MIGUEL,REGION XIII (Caraga),SURIGAO DEL SUR,1665.0,2219.0,220.0,1374.0,42.0,243.0,758.0,381.0,2.0,14.0,1062.0,,,2015
17875,TAGBINA,REGION XIII (Caraga),SURIGAO DEL SUR,2474.0,2484.0,89.0,920.0,69.0,248.0,500.0,40.0,665.0,50.0,829.0,,,2015
17888,TAGO,REGION XIII (Caraga),SURIGAO DEL SUR,676.0,1464.0,825.0,1893.0,472.0,142.0,882.0,75.0,10.0,24.0,1435.0,,,2015
17901,CITY OF TANDAG (Capital),REGION XIII (Caraga),SURIGAO DEL SUR,1806.0,947.0,702.0,1504.0,206.0,314.0,604.0,14.0,127.0,4.0,5808.0,7.0,,2015
17914,BASILISA (RIZAL),REGION XIII (Caraga),DINAGAT ISLANDS,1784.0,4353.0,305.0,823.0,171.0,244.0,464.0,92.0,188.0,,164.0,,,2015
17927,CAGDIANAO,REGION XIII (Caraga),DINAGAT ISLANDS,1234.0,1561.0,41.0,154.0,14.0,35.0,278.0,66.0,44.0,190.0,159.0,1.0,,2015
17940,DINAGAT,REGION XIII (Caraga),DINAGAT ISLANDS,257.0,325.0,54.0,535.0,27.0,305.0,421.0,31.0,61.0,2.0,202.0,,,2015
17953,LIBJO (ALBOR),REGION XIII (Caraga),DINAGAT ISLANDS,1577.0,2168.0,42.0,214.0,1.0,22.0,23.0,10.0,5.0,4.0,37.0,,,2015
17966,LORETO,REGION XIII (Caraga),DINAGAT ISLANDS,1740.0,357.0,38.0,22.0,14.0,34.0,26.0,,10.0,1.0,17.0,,,2015
17979,SAN JOSE (CAPITAL),REGION XIII (Caraga),DINAGAT ISLANDS,2015.0,1999.0,287.0,448.0,97.0,21.0,442.0,5.0,7.0,135.0,266.0,43.0,,2015
17992,TUBAJON,REGION XIII (Caraga),DINAGAT ISLANDS,894.0,722.0,9.0,21.0,18.0,10.0,,,136.0,,35.0,,,2015
18005,CITY OF LAMITAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,3636.0,3302.0,549.0,2927.0,565.0,2722.0,557.0,40.0,81.0,122.0,535.0,29.0,,2015
18018,LANTAWAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,586.0,799.0,285.0,1532.0,7.0,896.0,193.0,156.0,110.0,15.0,29.0,1.0,,2015
18031,MALUSO,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,2704.0,2211.0,264.0,347.0,4.0,137.0,175.0,188.0,187.0,36.0,39.0,2.0,,2015
18044,SUMISIP,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,744.0,3193.0,330.0,765.0,303.0,1232.0,372.0,11.0,187.0,223.0,47.0,1.0,,2015
18057,TIPO-TIPO,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,431.0,732.0,18.0,586.0,43.0,449.0,38.0,307.0,417.0,,68.0,60.0,,2015
18070,TUBURAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,32.0,248.0,441.0,1647.0,5.0,781.0,2.0,10.0,54.0,1.0,18.0,,,2015
18083,AKBAR,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,27.0,10.0,14.0,399.0,4.0,2351.0,2.0,,10.0,2.0,1.0,,,2015
18096,AL-BARKA,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,266.0,527.0,102.0,635.0,47.0,1064.0,114.0,244.0,644.0,3.0,8.0,8.0,,2015
18109,HADJI MOHAMMAD AJUL,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,21.0,16.0,126.0,308.0,12.0,2440.0,1.0,3.0,2.0,7.0,12.0,,,2015
18122,UNGKAYA PUKAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,506.0,1113.0,184.0,869.0,2.0,14.0,122.0,6.0,130.0,140.0,9.0,,,2015
18135,HADJI MUHTAMAD,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,72.0,41.0,3.0,18.0,23.0,1696.0,1.0,1.0,4.0,2081.0,16.0,,,2015
18148,TABUAN-LASA,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,BASILAN,56.0,14.0,5.0,174.0,44.0,3000.0,1.0,3.0,1.0,315.0,2.0,,,2015
18161,BACOLOD-KALAWI (BACOLOD GRANDE),BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,34.0,15.0,428.0,304.0,54.0,4.0,593.0,396.0,1417.0,,8.0,47.0,,2015
18174,BALABAGAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,74.0,392.0,41.0,178.0,477.0,509.0,547.0,246.0,1682.0,614.0,9.0,,,2015
18187,BALINDONG (WATU),BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,523.0,714.0,501.0,541.0,3.0,185.0,963.0,4.0,735.0,,10.0,4.0,,2015
18200,BAYANG,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,4.0,,107.0,667.0,13.0,5.0,895.0,584.0,1229.0,7.0,24.0,1.0,,2015
18213,BINIDAYAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,228.0,134.0,89.0,78.0,15.0,392.0,892.0,272.0,1242.0,1.0,54.0,,,2015
18226,BUBONG,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,81.0,,1.0,1.0,,1.0,50.0,2880.0,141.0,,2.0,1.0,,2015
18239,BUTIG,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,23.0,102.0,392.0,285.0,1375.0,427.0,159.0,17.0,317.0,,1.0,,,2015
18252,GANASSI,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,39.0,357.0,247.0,444.0,55.0,3.0,881.0,612.0,937.0,1.0,3.0,,,2015
18265,KAPAI,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,296.0,100.0,,405.0,,12.0,1309.0,259.0,340.0,,1.0,1.0,,2015
18278,LUMBA-BAYABAO (MAGUING),BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,167.0,11.0,77.0,213.0,7.0,4.0,430.0,200.0,4463.0,1.0,195.0,,,2015
18291,LUMBATAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,172.0,597.0,127.0,646.0,17.0,826.0,356.0,27.0,144.0,1.0,,,,2015
18304,MADALUM,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,510.0,1401.0,188.0,458.0,90.0,5.0,824.0,16.0,205.0,2.0,2.0,,,2015
18317,MADAMBA,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,79.0,1398.0,33.0,279.0,114.0,13.0,389.0,70.0,250.0,4.0,1.0,,,2015
18330,MALABANG,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,519.0,409.0,520.0,2263.0,6.0,636.0,1301.0,158.0,371.0,86.0,430.0,14.0,,2015
18343,MARANTAO,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,273.0,138.0,839.0,2066.0,9.0,57.0,274.0,9.0,1340.0,,78.0,,,2015
18356,MARAWI CITY,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,11004.0,6641.0,2575.0,4461.0,609.0,615.0,1114.0,418.0,1518.0,37.0,689.0,51.0,,2015
18369,MASIU,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,28.0,3.0,53.0,468.0,1142.0,337.0,171.0,35.0,2056.0,,23.0,,,2015
18382,MULONDO,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,233.0,339.0,1111.0,484.0,3.0,2.0,,,39.0,2.0,33.0,,,2015
18395,PAGAYAWAN (TATARIKAN),BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,16.0,168.0,36.0,110.0,15.0,5.0,235.0,1170.0,78.0,,,,,2015
18408,PIAGAPO,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,105.0,442.0,4.0,4.0,2.0,5.0,1625.0,1860.0,9.0,,10.0,1.0,,2015
18421,POONA BAYABAO (GATA),BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,172.0,499.0,351.0,487.0,12.0,325.0,550.0,2.0,937.0,173.0,50.0,,,2015
18434,PUALAS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,28.0,359.0,8.0,8.0,3.0,382.0,963.0,98.0,371.0,1.0,,,,2015
18447,DITSAAN-RAMAIN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,96.0,310.0,293.0,73.0,385.0,2.0,250.0,326.0,867.0,300.0,325.0,,,2015
18460,SAGUIARAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,1141.0,1196.0,46.0,325.0,12.0,4.0,279.0,98.0,389.0,11.0,145.0,,,2015
18473,TAMPARAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,121.0,97.0,549.0,406.0,15.0,763.0,53.0,4.0,1418.0,9.0,277.0,75.0,,2015
18486,TARAKA,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,23.0,2.0,219.0,3.0,5.0,675.0,3.0,1.0,2215.0,2.0,315.0,,,2015
18499,TUBARAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,81.0,9.0,16.0,297.0,89.0,2.0,780.0,7.0,1036.0,,,,,2015
18512,TUGAYA,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,184.0,1203.0,44.0,708.0,5.0,7.0,337.0,3.0,664.0,,5.0,,,2015
18525,WAO,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,4506.0,2196.0,252.0,312.0,133.0,716.0,727.0,36.0,10.0,1.0,57.0,91.0,,2015
18538,MAROGONG,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,608.0,1069.0,3.0,1.0,4.0,120.0,428.0,25.0,772.0,,,,,2015
18551,CALANOGAS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,37.0,517.0,,,68.0,59.0,74.0,482.0,892.0,,1.0,,,2015
18564,BUADIPOSO-BUNTONG,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,207.0,451.0,5.0,4.0,57.0,29.0,365.0,392.0,659.0,62.0,298.0,,,2015
18577,MAGUING,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,10.0,232.0,136.0,94.0,105.0,47.0,10.0,88.0,2845.0,120.0,51.0,,,2015
18590,PICONG (SULTAN GUMANDER),BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,74.0,400.0,63.0,755.0,81.0,410.0,301.0,5.0,298.0,5.0,5.0,,,2015
18603,LUMBAYANAGUE,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,96.0,18.0,10.0,129.0,552.0,862.0,25.0,705.0,102.0,,,,,2015
18616,BUMBARAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,1127.0,297.0,10.0,384.0,2.0,1.0,2.0,,3.0,2.0,,,,2015
18629,TAGOLOAN II,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,75.0,373.0,3.0,73.0,2.0,,93.0,1.0,855.0,,3.0,,,2015
18642,KAPATAGAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,334.0,1555.0,47.0,16.0,13.0,304.0,29.0,,137.0,168.0,,1.0,,2015
18655,SULTAN DUMALONDONG,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,5.0,,5.0,15.0,,1571.0,7.0,14.0,18.0,4.0,,,,2015
18668,LUMBACA UNAYAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,LANAO DEL SUR,59.0,,1.0,,3.0,20.0,8.0,489.0,518.0,,1.0,,,2015
18681,AMPATUAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,MAGUINDANAO,151.0,31.0,1452.0,1429.0,9.0,250.0,564.0,1.0,1.0,3.0,27.0,4.0,,2015
18694,BULDON,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,MAGUINDANAO,54.0,461.0,458.0,1190.0,36.0,1795.0,327.0,75.0,1141.0,1.0,2.0,2.0,,2015
18707,BULUAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,MAGUINDANAO,476.0,67.0,2379.0,3985.0,35.0,61.0,5.0,,,40.0,238.0,2.0,,2015
18720,DATU PAGLAS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,MAGUINDANAO,42.0,57.0,1516.0,2572.0,218.0,6.0,108.0,71.0,,,70.0,8.0,,2015
18733,DATU PIANG,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,MAGUINDANAO,98.0,141.0,590.0,1125.0,607.0,1110.0,4.0,2.0,5.0,359.0,134.0,9.0,,2015
18746,DATU ODIN SINSUAT (DINAIG),BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,MAGUINDANAO,3609.0,2258.0,1323.0,5046.0,608.0,1287.0,900.0,935.0,246.0,1.0,872.0,3.0,,2015
18759,SHARIFF AGUAK (MAGANOY) (Capital),BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,MAGUINDANAO,382.0,116.0,1042.0,2423.0,256.0,415.0,26.0,3.0,1.0,,122.0,26.0,,2015
18772,MATANOG,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,MAGUINDANAO,416.0,712.0,74.0,1295.0,34.0,267.0,750.0,685.0,578.0,2.0,2.0,2.0,,2015
18785,PAGALUNGAN,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,MAGUINDANAO,52.0,181.0,989.0,3340.0,150.0,1573.0,4.0,11.0,431.0,4.0,1.0,74.0,,2015
18798,PARANG,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,MAGUINDANAO,1754.0,1646.0,665.0,1964.0,464.0,4532.0,884.0,14.0,58.0,2388.0,938.0,,,2015
18811,SULTAN KUDARAT (NULING),BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,MAGUINDANAO,2943.0,3158.0,781.0,4080.0,166.0,2137.0,77.0,6.0,776.0,867.0,321.0,340.0,,2015
