0,Aborlan,13.33
1,Abra De Ilog,20.46
2,Abucay,5.3
3,Abulug,14.79
4,Abuyog,28.17
5,Adams,5.62
6,Agdangan,14
7,Aglipay,11.6
8,Agno,11.68
9,Agoncillo,12.5
10,Agoo,3.26
11,Aguilar,16.22
12,Aguinaldo,24.68
13,Agutaya,15.22
14,Ajuy,23.11
15,Akbar,70.12
16,Alabat,73.56
17,Alabel,15.45
18,Alamada,29.2
19,Alaminos (LA),44.3
20,Alaminos (PS),2.58
21,Alang-Alang,7.75
22,Al-Barka,31.05
23,Albuera,27.2
24,Alburquerque,10.4
25,Alcala (CG),12.24
26,Alcala (PS),14.66
27,Alcantara (CU),21.15
28,Alcantara (RN),22.3
29,Alcoy,22.9
30,Alegria (CU),23.2
31,Alegria (SN),37.37
32,Aleosan,47.1
33,Alfonso,5.26
34,Alfonso Castaneda,22.92
35,Alfonso Lista,16.4
36,Aliaga,6.71
37,Alicia (BL),27.6
38,Alicia (IA),12.61
39,Alicia (ZS),37.31
40,Alilem,8.69
41,Alimodian,23.72
42,Alitagtag,16
43,Allacapan,11.47
44,Allen,23.97
45,Almagro,30.25
46,Almeria,16.78
47,Aloguinsan,22.7
48,Aloran,23.51
49,Altavas,14.62
50,Alubijid,14.93
51,Amadeo,4.7
52,Amai Manabilang,75.74
53,Ambaguio,53.45
54,Amlan,12.7
55,Ampatuan,58.89
56,Amulung,15.46
57,Anahawan,23.63
58,Anao,5.21
59,Anda (BL),12.4
60,Anda (PS),25.4
61,Angadanan,14.31
62,Angat,4.61
63,Angeles,1.71
64,Angono,4.07
65,Anilao,22.61
66,Anini-Y,18.76
67,Antequera,15.6
68,Antipas,28.6
69,Antipolo,5.38
70,Apalit,4.7
71,Aparri,13.28
72,Araceli,19.18
73,Arakan,42.1
74,Arayat,6.4
75,Argao,15.9
76,Aringay,4.39
77,Aritao,15.83
78,Aroroy,37.26
79,Arteche,58.66
80,Asingan,10.42
81,Asipulo,32.04
82,Asturias,26
83,Asuncion,18.12
84,Atimonan,6.1
85,Atok,18.66
86,Aurora (IA),11.23
87,Aurora (ZR),29.8
88,Ayungon,30.5
89,Baao,26.2
90,Babatngon,33.12
91,Bacacay,31.51
92,Bacarra,3.43
93,Baclayon,11.2
94,Bacnotan,1.46
95,Baco,16.82
96,Bacolod (LN),20.42
97,Bacolod (NO),6.7
98,Bacolod-Kalawi,66.62
99,Bacolor,3.63
100,Bacong,13.9
101,Bacoor,3.9
102,Bacuag,31.76
103,Bacungan Leon B. Postigo,55.77
104,Badian,26.5
105,Badiangan,15.96
106,Badoc,5.67
107,Bagabag,8.68
108,Bagac,6.07
109,Bagamanoc,22.71
110,Baganga,36.35
111,Baggao,13.47
112,Bago,12.98
113,Baguio,4
114,Bagulin,5.5
115,Bagumbayan,33.1
116,Bais,22.8
117,Bakun,17.92
118,Balabac,29.74
119,Balabagan,73.45
120,Balagtas,3.38
121,Balamban,18.9
122,Balanga,3.39
123,Balangiga,50.07
124,Balangkayan,50.42
125,Balaoan,3.2
126,Balasan,20.74
127,Balatan,38.39
128,Balayan,10.41
129,Balbalan,15.95
130,Baleno,33.05
131,Baler,7.34
132,Balete (AK),17.26
133,Balete (BS),12.66
134,Baliangao,26.76
135,Baliguian,52.55
136,Balilihan,20.5
137,Balindong,67.37
138,Balingasag,20.15
139,Balingoan,18.47
140,Baliwag,3.98
141,Ballesteros,13.03
142,Baloi,29.12
143,Balud,31.72
144,Balungao,9.49
145,Bamban,10.3
146,Bambang,8.23
147,Banate,18.8
148,Banaue,19.22
149,Banaybanay,26.05
150,Banayoyo,6.05
151,Banga (AK),19.5
152,Banga (SC),10.61
153,Bangar,3.83
154,Bangued,8.89
155,Bangui,4.74
156,Bani,10.58
157,Banisilan,43
158,Banna,6.13
159,Bansalan,17.29
160,Bansud,16.2
161,Bantay,3.18
162,Bantayan Island,23.5
163,Banton,16.71
164,Baras (CT),6.4
165,Baras (RL),25.67
166,Barbaza,19.88
167,Barcelona,28.35
168,Barili,23.5
169,Barira,65.66
170,Barlig,14.43
171,Barobo,33.17
172,Barotac Nuevo,15.66
173,Barotac Viejo,19.5
174,Baroy,17.11
175,Barugo,26.48
176,Basay,29.1
177,Basco,7.01
178,Basey,26.87
179,Basilisa,33.22
180,Basista,14.48
181,Basud (CN),22.37
182,Batac,4.14
183,Batad,23.77
184,Batan,14.66
185,Batangas,8.55
186,Bataraza,15.29
187,Bato (CS),29.15
188,Bato (CT),30.85
189,Bato (LE),14.55
190,Batuan (BL),23.3
191,Batuan (MS),29.28
192,Bauan,7.6
193,Bauang,3.1
194,Bauko,21.75
195,Baungon,34.65
196,Bautista,14.79
197,Bay,2.19
198,Bayabas,31.1
199,Bayambang,14.67
200,Bayang,70.39
201,Bayawan,29.5
202,Baybay,22.84
203,Bayog,37.86
204,Bayombong,6.82
205,Bayugan,31.5
206,Belison,13.18
207,Benito Soliven,19.74
208,Besao,16.63
209,Bien Unido,32
210,Bilar,20.1
211,Biliran,22.42
212,Binalbagan,16.41
213,Binalonan,6.92
214,Binangonan,3.83
215,Bindoy,37.8
216,Bingawan,22.39
217,Binidayan,69.77
218,Binmaley,6.56
219,Binuangan,17.11
220,Biri,41.78
221,Bislig,21.6
222,Binan,1.69
223,Boac,13.44
224,Bobon,34.6
225,Bocaue,7.52
226,Bogo,13.1
227,Bokod,9.88
228,Bolinao,16.28
229,Boliney,32.97
230,Boljoon,23.3
231,Bombon,23.78
232,Bongabon,5.47
233,Bongabong,16.5
234,Bongao,17.29
235,Bonifacio,34.96
236,Bontoc (MP),29.69
237,Bontoc (SL),10.01
238,Borbon,20.7
239,Borongan,37.42
240,Boston,29.48
241,Botolan,12.75
242,Braulio E. Dujali,11.4
243,Brooke's Point,16.71
244,Buadiposo-Buntong,66.88
245,Bubong,67.25
246,Bucay,20.43
247,Bucloc,21.16
248,Buenavista (AN),32.6
249,Buenavista (BL),6.99
250,Buenavista (GS),19.65
251,Buenavista (ME),24.91
252,Buenavista (QN),24.77
253,Bugallon,15.28
254,Bugasong,19.93
255,Buguey,15.28
256,Buguias,9.44
257,Buhi,29.82
258,Bula,25.05
259,Bulakan,4
260,Bulalacao,23.93
261,Bulan,29.49
262,Buldon,66.8
263,Buluan,63.91
264,Bulusan,28.97
265,Bunawan,30.33
266,Burauen,27.79
267,Burdeos,21.96
268,Burgos (IN),18.23
269,Burgos (IS),4.35
270,Burgos (IA),31.55
271,Burgos (LU),4.03
272,Burgos (PS),12.25
273,Burgos (SN),6.48
274,Buruanga,16.41
275,Bustos,4.31
276,Busuanga,17.42
277,Butig,80.72
278,Butuan,26.1
279,Buug,25.32
280,Caba,3.11
281,Cabadbaran,19.04
282,Cabagan,14.68
283,Cabanatuan,3.12
284,Cabangan,9.99
285,Cabanglasan,34.04
286,Cabarroguis,9.3
287,Cabatuan (IO),11.02
288,Cabatuan (IA),13.46
289,Cabiao,5.71
290,Cabucgayan,27.86
291,Cabugao,6.61
292,Cabusao,28.07
293,Cabuyao,1.52
294,Cadiz,24.85
295,Cagayancillo,23.16
296,Cagayan De Oro,15.2
297,Cagdianao,36.83
298,Cagwait,27.95
299,Caibiran,31.14
300,Cainta,3.7
301,Cajidiocan,28.71
302,Calabanga,26.78
303,Calaca,10.29
304,Calamba (LA),24.01
305,Calamba (MC),1.87
306,Calanasan,29.81
307,Calanogas,86.1
308,Calapan,7.15
309,Calape,17.4
310,Calasiao,7.82
311,Calatagan,11.71
312,Calatrava (NO),22.64
313,Calatrava (RN),33.96
314,Calauag,9.77
315,Calauan,4.04
316,Calayan,42.19
317,Calbayog,23.66
318,Calbiga,24.86
319,Calinog,27.02
320,Calintaan,18.97
321,Caloocan,9.9
322,Calubian,29.35
323,Calumpit,4.73
324,Caluya,30.27
325,Camalaniugan,13.5
326,Camalig,21.05
327,Camaligan,17.44
328,Camiling,6.25
329,Canaman,52.2
330,Can-Avid,13.93
331,Candaba,6.99
332,Candelaria (QN),6.23
333,Candelaria (ZA),9.84
334,Candijay,21.4
335,Candon,5.6
336,Candoni,24.78
337,Canlaon,23.6
338,Cantilan,19.17
339,Caoayan,4.05
340,Capalonga,38.7
341,Capas,8.73
342,Capoocan,32.85
343,Capul,37.35
344,Caraga,40.04
345,Caramoan,25.32
346,Caramoran,34.85
347,Carasi,6.71
348,Carcar,13.8
349,Cardona,4.73
350,Carigara,25
351,Carles,35.79
352,Carmen (AN),25
353,Carmen (BL),27.33
354,Carmen (CU),14.1
355,Carmen (NC),39.3
356,Carmen (DN),27.17
357,Carmen (SS),14.17
358,Carmona,4.01
359,Carranglan,7.68
360,Carrascal,23.03
361,Casiguran (AU),12.62
362,Casiguran (SO),30.58
363,Castilla,35.39
364,Castillejos,7.04
365,Cataingan,23.42
366,Catanauan,11.34
367,Catarman (CM),30.27
368,Catarman (NS),26.57
369,Catbalogan,19
370,Cateel,32.7
371,Catigbian,23
372,Catmon,16.1
373,Catubig,44.12
374,Cauayan (IA),27.26
375,Cauayan (NO),12.62
376,Cavinti,2.66
377,Cavite,5.66
378,Cawayan,24.26
379,Cebu,14
380,Cervantes,11.19
381,Clarin (BL),17.4
382,Clarin (MC),22.51
383,Claver,32.33
384,Claveria (CG),36.33
385,Claveria (MS),22.1
386,Claveria (MO),11.12
387,Columbio,36.2
388,Compostela (CU),12.4
389,Compostela (DDO),25.25
390,Concepcion (IO),17.18
391,Concepcion,49.92
392,Concepcion (RN),29.2
393,Concepcion (TC),9.85
394,Conner,23.65
395,Consolacion,6.6
396,Corcuera,19.9
397,Cordon,18.92
398,Cordova,9
399,Corella,10.1
400,Coron,17.06
401,Cortes (BL),12.5
402,Cortes (SS),28.37
403,Cotabato,48.7
404,Cuartero,6.39
405,Cuenca,11.65
406,Culaba,28.75
407,Culasi,22.58
408,Culion,15.77
409,Currimao,4.3
410,Cuyapo,5.9
411,Cuyo,11.38
412,Daan Bantayan,17.8
413,Daet,14.73
414,Dagami,33.68
415,Dagohoy,27.5
416,Daguioman,24.74
417,Dagupan,9.19
418,Dalaguete,25.2
419,Damulog,35.44
420,Danao (BL),29.2
421,Danao (CU),14.3
422,Dangcagan,27.64
423,Danglas,23.22
424,Dao,6.58
425,Dapa,38.11
426,Dapitan,27.12
427,Daraga,13.51
428,Daram,41.18
429,Dasmarinas,5.34
430,Dasol,13.14
431,Datu Abdullah Sangki,67.14
432,Datu Anggal Midtimbang,69.48
433,Datu Blah Sinsuat,70.44
434,Datu Hoffer Ampatuan,70.31
435,Datu Odin Sinsuat,48
436,Datu Paglas,65.06
437,Datu Piang,52.11
438,Datu Salibo,59.31
439,Datu Saudi-Ampatuan,62.3
440,Datu Unsay,67.6
441,Dauin,17.5
442,Dauis,10.8
443,Davao,11.4
444,Del Carmen,35.52
445,Delfin Albano,30.59
446,Del Gallego,16.95
447,Diadi,14.33
448,Diffun,10.64
449,Digos,5.46
450,Dilasag,12.87
451,Dimasalang,33.94
452,Dimataling,36.56
453,Dimiao,22.2
454,Dinagat,35.33
455,Dinalungan,14.74
456,Dinalupihan,6.35
457,Dinapigue,44.81
458,Dinas,36.81
459,Dingalan,12.73
460,Dingle,17.48
461,Dingras,6.04
462,Dipaculao,11.35
463,Diplahan,28.89
464,Dipolog,17.93
465,Ditsaan-Ramain,72.98
466,Divilacan,47.58
467,Dolores (AA),15.69
468,Dolores (ES),55.34
