city_municipality,year,accommodation_capacity,active_establishments_in_the_locality,annual_disaster_drill,availability_of_basic_utilities,budget_for_drrmp,capacity_of_health_services,capacity_of_school_services,capacity_to_generate_local_resource,compliance_to_arta_citizens_charter,compliance_to_national_directives,cost_of_doing_business,cost_of_living,disaster_risk_reduction_plan,distance_to_ports,early_warning_system,education,emergency_infrastructure,employed_population,employment_generation,financial_deepening,financial_technology_capacity,getting_business_permits,health,information_technology_capacity,lgu_investment,land_use_plan,local_economy_growth,local_economy_size,local_risk_assessments,peace_and_order,presence_of_business_and_professional_organizations,presence_of_investment_promotion_unit,productivity,recognition_of_performance,road_network,safety_compliant_business,sanitary_system,social_protection,transportation_vehicles,utilities,province,population
Lamut,2018,0.0000,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1469,1.2037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2630,0.1804,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0022,0.0103,0.0000,0.0000,0.0240,0.0000,0.0012,0.0000,0.0000,0.2904,0.0000,0.0000,0.0000,0.0000,Ifugao,"25,279"
Lamut,2019,0.0000,0.5746,2.4107,2.4378,0.1580,0.4209,0.4377,0.0586,2.3690,2.4988,2.0067,2.0000,2.4074,2.2704,2.5000,0.0753,0.5500,0.6923,0.5316,0.0867,0.3668,2.4339,0.3044,0.3818,0.0637,2.4744,0.0029,0.0305,2.5000,0.2765,0.0329,2.5000,0.3112,0.4248,0.0852,0.3977,1.9932,0.5755,0.0176,1.8915,Ifugao,"25,279"
Lamut,2020,0.0000,0.7744,2.5000,2.1880,0.0498,0.2083,0.0872,0.0463,2.4896,2.4286,2.2078,0.1563,2.4074,2.1921,2.5000,0.1434,0.5590,0.5463,0.3691,0.3612,0.4063,1.6512,0.4675,0.4861,0.0602,2.4744,1.0269,0.0572,2.5000,0.8929,0.1502,2.5000,0.2654,0.1707,0.0004,0.6481,1.9857,0.4418,0.0320,1.8882,Ifugao,"25,279"
Lamut,2021,0.0487,0.8622,1.2993,2.4438,0.0109,0.6524,0.3766,0.0401,2.3420,2.3571,2.2827,1.1875,2.4559,2.4676,1.3994,0.6124,0.5627,0.5661,0.4571,0.5320,0.2282,2.4905,0.7159,0.4348,0.1688,2.4571,0.0015,0.0419,2.5000,2.5000,0.2012,2.5000,0.3471,0.0329,0.0714,0.5409,1.8751,0.1289,0.0746,1.8473,Ifugao,"25,279"
Lamut,2022,0.0081,1.1497,1.003,0.4815,0.0,0.3363,0.0682,0.1512,2.0,2.0,1.9126,1.9992,1.9988,1.8249,1.1779,0.4649,0.6128,0.1497,0.8335,0.2867,0.1364,2.0,0.584,0.3478,0.0004,1.9324,0.0005,0.0095,2.0,0.005,0.1892,2.0001,0.3673,0.1528,0.0007,0.4446,1.5,0.0,0.0339,1.6051,Ifugao,"25,279"
Langiden,2017,0.0000,0.0670,2.5000,2.5000,0.0022,0.0640,0.0000,0.9548,0.0000,0.0000,1.0061,1.1638,2.5000,1.5422,2.5000,0.0269,0.4326,0.0181,0.0224,0.0132,0.0000,1.4661,0.0192,0.0000,0.1720,0.0000,0.0000,0.0000,2.5000,0.8223,0.0020,0.0000,0.0002,0.0000,0.0001,0.0000,1.0000,0.0590,0.0037,0.9857,Abra,"3,198"
Langiden,2018,0.0000,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9046,1.9444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0139,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0023,0.0002,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Abra,"3,198"
Langiden,2019,0.0000,0.0523,1.2500,1.7688,0.0363,0.0148,0.0293,0.0023,1.2500,2.4994,1.1923,2.2500,2.4537,2.1684,2.5000,0.0020,0.4251,0.0024,0.0312,0.0046,0.0000,1.1093,0.0197,0.0360,0.0000,0.0000,0.0011,0.0002,2.5000,0.1728,0.0000,0.6250,0.0184,0.0000,0.0632,0.0658,1.0000,0.0752,0.0004,1.8737,Abra,"3,198"
Langiden,2020,0.0000,0.1127,2.5000,1.7688,0.1503,0.0726,0.0179,0.0029,2.4362,2.5000,1.7477,0.6967,2.4167,2.1154,2.5000,0.0078,0.4556,0.0000,0.0908,0.0521,0.0000,1.6285,0.0062,0.2083,0.1432,0.0000,0.0327,0.0017,2.5000,0.4605,0.0000,0.6250,0.0565,0.0000,0.0055,0.2275,1.5000,0.0251,0.0011,1.8560,Abra,"3,198"
Langiden,2021,0.0000,0.1562,1.2544,1.8438,0.0039,0.0160,0.0127,0.0006,1.2500,2.3214,2.0375,1.6250,2.3810,2.5000,1.2784,0.0200,0.0391,0.0000,0.0591,0.0391,0.0000,1.8382,0.0190,0.0000,0.2029,0.0000,0.0112,0.0023,2.5000,0.2500,0.0000,0.0000,0.0221,0.0000,0.0422,0.0000,1.2500,0.1851,0.0100,1.2503,Abra,"3,198"
Langiden,2022,0.0,0.0826,1.0053,0.3576,0.0017,0.0003,0.0,0.0409,2.0,1.9545,0.6653,1.8421,1.9998,1.4398,1.0152,0.0164,0.0088,0.0,0.0,0.0279,0.0,1.0,0.0098,0.0,0.0,0.0,0.0,0.0,2.0,0.4038,0.0,0.0,0.0,0.0625,0.0,0.0,1.0,0.1297,0.0026,1.3692,Abra,"3,198"
Languyan,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tawi-Tawi,"37,096"
Languyan,2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tawi-Tawi,"37,096"
Languyan,2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tawi-Tawi,"37,096"
Languyan,2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tawi-Tawi,"37,096"
Languyan,2021,0.0000,0.0031,0.0000,0.1676,0.0636,0.0320,0.0048,0.0073,2.3031,2.4405,2.0513,1.6250,1.5000,2.4998,0.0000,0.0577,0.0221,0.0000,0.0044,0.0000,0.0000,1.2271,0.0788,0.1364,0.0550,2.4773,0.0000,0.0000,2.5000,0.0271,0.0000,2.5000,0.0005,0.0000,0.1324,0.0000,1.8751,0.0000,0.0002,1.2688,Tawi-Tawi,"37,096"
Languyan,2022,0.0,0.001,1.01,0.0025,0.0,0.0006,0.0013,0.0005,2.0,1.9643,0.9136,1.9216,1.9998,1.3305,1.0,0.0013,0.0251,0.0024,0.0017,0.0093,0.0,1.0,0.0888,0.0176,0.001,1.5,0.0,0.0,0.0,0.0457,0.0006,1.9744,0.0013,0.0,0.0152,0.0,1.0,0.0006,0.0003,0.7499,Tawi-Tawi,"37,096"
Lantapan,2017,0.0000,0.1567,2.5000,1.8750,0.0017,0.0616,0.1600,0.8519,1.9172,2.2756,2.1113,1.6892,2.5000,1.6728,2.5000,0.0591,0.9002,0.2683,0.1186,0.0758,0.0231,2.0582,0.1291,0.2841,0.5636,2.5000,0.0119,0.0130,2.5000,0.3124,0.0645,2.5000,0.0162,0.1600,0.0022,0.1682,1.5809,0.4965,0.0061,0.9839,Bukidnon,"61,776"
Lantapan,2018,0.0000,0.2795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1634,1.4352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1057,0.0129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0082,0.0215,0.0000,0.0000,0.0487,0.0000,0.0031,0.0000,0.0000,0.2044,0.0000,0.0000,0.0000,0.0000,Bukidnon,"61,776"
Lantapan,2019,0.0055,0.2369,2.2500,1.5301,0.1915,0.0526,0.1785,0.0556,2.1751,2.4000,2.0577,0.9921,2.4537,2.1318,2.5000,0.0448,0.5027,0.0073,0.1918,0.0643,0.0456,2.4545,0.0436,0.2276,0.2479,2.4744,0.0058,0.0027,2.5000,0.0347,0.0404,2.5000,0.0014,0.0595,0.0506,0.1604,1.9902,0.1807,0.0023,1.8734,Bukidnon,"61,776"
Lantapan,2020,0.0159,0.2422,2.5000,2.1000,0.1314,0.0418,0.0845,0.0403,2.3171,2.5000,2.2545,0.9052,2.5000,2.2354,2.5000,0.0241,0.5152,0.0070,0.2026,0.0824,0.0240,2.4166,0.0405,0.3323,0.1540,2.4872,0.3296,0.0065,2.5000,0.0263,0.0000,2.5000,0.1447,0.0000,0.0058,0.1642,1.9907,0.4322,0.0024,1.8655,Bukidnon,"61,776"
Lantapan,2021,0.0128,0.3140,1.2625,1.9040,0.0180,0.0751,0.0389,0.0190,1.5995,2.4405,2.2605,1.9063,2.4737,2.2105,1.2646,0.0127,0.0418,0.0107,0.0853,0.0678,0.0436,1.5112,0.0828,0.0909,0.0139,2.4773,0.0026,0.0313,2.5000,0.0437,0.0000,2.5000,0.0736,0.0000,0.0758,0.2034,1.8753,0.3482,0.0028,1.0087,Bukidnon,"61,776"
Lantapan,2022,0.0039,0.0,1.008,0.0798,0.0,0.0009,0.0554,0.0052,2.0,1.9286,1.8936,1.8029,1.9995,1.5244,1.0074,0.0175,0.0376,0.0095,0.1555,0.07,0.0172,2.0,0.0205,0.0352,0.0011,1.9848,0.0,0.0147,2.0,0.0,0.0,1.8206,0.1142,0.1829,0.0006,0.0,1.5002,0.0013,0.0045,1.0048,Bukidnon,"61,776"
Lantawan,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Basilan,"31,040"
Lantawan,2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Basilan,"31,040"
Lantawan,2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Basilan,"31,040"
Lantawan,2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Basilan,"31,040"
Lantawan,2021,0.0000,0.1248,1.2500,2.0375,0.0000,0.0160,0.0000,0.0043,1.9579,2.3571,0.8874,2.0313,2.4706,2.4195,1.2550,0.0080,0.0236,0.0218,0.0165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4286,0.0000,0.0004,1.2500,0.0000,0.0000,0.0000,0.0126,0.0000,0.0300,0.0062,1.2500,0.0000,0.0082,1.2487,Basilan,"31,040"
Lantawan,2022,0.0249,0.0,1.001,0.1241,0.0,0.0213,0.0096,0.0,1.0,1.9615,1.6831,1.9996,1.9998,1.9715,1.002,0.0205,0.0171,0.0045,0.0,0.0,0.0,0.0,0.0,0.087,0.0002,1.9324,0.0,0.0,1.0,0.0001,0.0,0.0,0.0,0.0537,0.0004,0.0,0.5,0.0,0.0019,1.4993,Basilan,"31,040"
Lanuza,2017,0.0741,0.1294,2.5000,2.4980,0.0000,0.0756,0.1242,0.4801,2.2657,0.0000,1.9718,1.4655,2.0000,2.3982,0.0000,0.0731,0.8576,0.0683,0.0738,0.0132,0.0000,1.2653,0.0000,0.8631,0.0000,2.5000,0.0091,0.0009,2.5000,0.5068,0.0010,0.0000,0.0006,0.1242,0.0000,0.1264,1.8125,0.2420,0.0096,0.9748,Surigao Del Sur,"13,642"
Lanuza,2018,0.0000,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1024,1.9444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0460,0.0252,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0000,0.0000,0.0262,0.0000,0.0026,0.0000,0.0000,0.0803,0.0000,0.0000,0.0000,0.0000,Surigao Del Sur,"13,642"
Lanuza,2019,0.1011,0.1216,1.2500,2.3438,0.1240,0.0129,0.1184,0.0388,2.3605,2.4994,2.0498,2.2500,2.4537,1.9833,2.5000,0.0090,0.4865,0.1292,0.2033,0.0881,0.1563,1.5288,0.0163,0.1097,0.0628,2.4103,0.0021,0.0058,1.2500,0.1843,0.0000,2.5000,0.0817,0.0000,0.2225,0.1512,1.0265,0.3264,0.0027,1.8734,Surigao Del Sur,"13,642"
Lanuza,2020,0.2188,0.1486,2.5000,1.8432,0.0404,0.0080,0.0256,0.0223,2.4766,2.4643,2.2950,1.6146,2.5000,1.0616,2.5000,0.0258,0.4980,0.1583,0.0985,0.1473,0.0000,2.4845,0.0010,0.3380,0.0532,2.5000,1.0255,0.0052,2.5000,0.3189,0.0031,2.5000,0.0626,0.0000,0.0005,0.2993,1.0003,0.0900,0.0034,1.8750,Surigao Del Sur,"13,642"
Lanuza,2021,0.0000,0.1831,1.3158,2.0932,0.0025,0.0078,0.1459,0.0177,2.3152,2.3929,2.1181,2.0313,2.4853,0.9899,1.2575,0.0115,0.3318,0.1465,0.0797,0.1436,0.0000,1.8702,0.0037,0.3804,0.0886,2.3857,0.0007,0.0018,2.5000,0.1416,0.0000,1.2500,0.0594,0.1612,0.1420,0.2864,1.8750,0.0426,0.0080,1.2520,Surigao Del Sur,"13,642"
Lanuza,2022,0.0,0.2547,1.002,0.3628,0.0,0.0483,0.0129,0.0209,2.0,1.8077,1.9001,1.9994,1.9998,1.8266,1.0099,0.0241,0.4142,0.0225,0.1738,0.0286,0.0,2.0,0.0022,0.087,0.0002,1.9865,0.0011,0.0007,2.0,0.0004,0.0021,0.0,0.0548,0.0,0.0002,0.1201,1.5,0.0,0.0178,1.4995,Surigao Del Sur,"13,642"
Laoac,2017,0.0000,0.1293,2.5000,2.5000,0.0022,0.0552,0.7250,0.6473,2.2003,2.2368,1.9772,1.5517,2.5000,2.3674,2.5000,0.1549,0.8890,0.2049,0.2068,0.0529,0.1563,2.2399,0.1741,0.6349,0.0000,2.5000,0.0018,0.0007,2.5000,0.2296,0.0030,1.8750,0.0007,0.7250,0.0028,0.3297,1.0556,1.4081,0.0327,0.9722,Pangasinan,"34,128"
Laoac,2018,0.0000,0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1626,1.8056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0928,0.0168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0012,0.0000,0.0000,0.0022,0.0000,0.0008,0.0000,0.0000,0.1655,0.0000,0.0000,0.0000,0.0000,Pangasinan,"34,128"
Laoac,2019,0.0000,0.2643,2.2321,1.8478,0.0780,0.0291,0.2186,0.0497,2.3165,2.4975,2.2275,1.2500,2.4537,2.4353,2.5000,0.0370,0.4527,0.1475,0.1834,0.0431,0.0543,1.6050,0.1895,0.4360,0.0504,2.4487,0.0016,0.0148,2.5000,0.3226,0.0028,2.5000,0.1205,0.0940,0.0211,0.3055,1.0417,1.6790,0.0083,1.8856,Pangasinan,"34,128"
Laoac,2020,0.0000,0.5346,2.5000,1.6698,0.0390,0.0331,0.0336,0.2952,2.4936,2.3571,2.3324,1.0938,2.5000,2.4234,2.5000,0.0437,0.4570,0.1140,0.2220,0.1327,0.1563,2.4898,0.0479,0.6528,0.0553,2.4487,1.0269,0.0283,2.5000,0.3571,0.0031,2.5000,0.1128,0.1875,0.0006,0.7962,1.0005,0.6601,0.0068,1.8862,Pangasinan,"34,128"
Laoac,2021,0.0000,0.5158,1.2829,1.9345,0.0024,0.0501,0.0257,0.0567,2.3903,2.3929,2.4061,1.3750,2.5000,2.1918,1.2525,0.0513,0.2497,0.0497,0.2226,0.1121,0.3671,2.4905,0.0429,0.6522,0.0870,2.5000,0.0005,0.0092,2.5000,0.1232,0.0015,2.5000,0.1510,0.0000,0.0155,0.3243,1.8751,0.0212,0.0767,1.2499,Pangasinan,"34,128"
Laoac,2022,0.026,0.4212,0.0,0.4117,0.0,0.0326,0.007,0.0209,2.0,1.6538,1.9113,1.9995,1.9993,1.9427,1.002,0.0509,0.3674,0.0,0.3244,0.0476,0.0455,2.0,0.0512,0.2609,0.0003,1.8784,0.0041,0.0047,2.0,0.0002,0.0053,1.9991,0.1255,0.0167,0.0031,0.2577,1.5,0.0,0.0,1.4999,Pangasinan,"34,128"
Laoag,2017,0.7155,0.1938,2.5000,2.5000,0.0418,0.5456,0.3376,0.7117,2.1241,2.2222,1.9522,0.0000,2.5000,2.3560,2.5000,0.3621,1.1439,0.3598,0.2000,0.8333,0.6241,2.4934,1.0515,0.4568,0.2387,2.5000,0.0514,0.0364,2.5000,0.4294,0.0197,2.5000,0.0144,0.3376,0.0223,0.5943,1.5514,0.3251,0.6416,0.9936,Ilocos Norte,"111,125"
Laoag,2018,0.6313,1.1199,2.5000,2.4969,0.2619,0.6368,0.3166,0.5848,2.1600,2.1528,1.8128,1.4796,2.5000,2.2578,2.5000,0.4335,0.9313,0.0023,0.1182,0.5307,0.5426,1.5898,1.0816,0.6978,0.0769,2.5000,0.0799,0.0551,2.5000,0.1657,0.0169,2.5000,0.1063,0.2154,2.2258,0.4000,1.5321,0.9430,0.2291,1.7097,Ilocos Norte,"111,125"
Laoag,2019,0.2151,0.5578,2.2917,2.2188,0.5772,0.2907,0.2309,0.1208,2.1472,2.0833,1.8071,0.3571,2.4405,2.3417,2.5000,0.5669,0.3697,0.2717,0.1921,0.4109,0.6684,1.6566,0.5413,0.4207,0.2705,2.4985,0.1219,0.0525,2.5000,0.1090,0.0149,2.5000,0.1988,0.2636,0.1479,0.5126,1.9868,0.4402,0.1291,1.8876,Ilocos Norte,"111,125"
Laoag,2020,0.2729,0.4632,2.5000,2.3727,0.2782,0.2371,0.3051,0.1167,2.2891,2.0313,1.7045,1.6549,2.5000,2.3531,2.5000,0.3610,0.5643,0.0495,0.3408,0.4661,0.6608,2.4826,0.4980,0.5339,0.2171,2.3636,0.6002,0.0573,2.5000,0.1215,0.0156,2.5000,0.3293,0.2117,0.1652,0.5891,1.9962,0.2285,0.0869,1.8825,Ilocos Norte,"111,125"
Laoag,2021,0.3830,0.4616,1.2568,2.3731,0.1476,0.1685,0.3008,0.1172,2.2849,2.5000,2.1049,1.1039,2.5000,2.3492,1.3013,0.4457,0.4173,0.1006,0.6410,0.4910,0.4805,2.4591,0.5754,1.0417,0.0588,2.5000,0.0360,0.0588,2.5000,0.0295,0.0208,2.5000,0.5742,0.1137,0.0396,0.4170,1.8771,0.3767,0.1002,1.2606,Ilocos Norte,"111,125"
Laoag,2022,0.4615,0.5366,1.1893,1.4973,0.0755,0.2728,0.306,0.1112,2.0,1.9286,1.2939,1.359,1.9444,1.9492,1.0448,0.3965,0.1247,0.2301,0.0404,0.4051,0.2075,1.5,0.3931,0.1955,0.0022,1.9762,0.0199,0.0211,2.0,0.0002,0.0593,1.9683,0.0076,0.8869,0.0145,0.9347,1.5007,0.0,0.1097,1.5028,Ilocos Norte,"111,125"
Laoang,2017,0.0000,0.0315,2.5000,1.2500,0.0000,0.0680,0.1367,0.0000,1.1509,1.2500,1.2102,2.1284,1.5000,2.3635,2.5000,0.1001,0.8608,0.1442,0.0488,0.2146,0.0231,2.3160,0.0510,0.2841,0.0000,2.5000,0.0009,0.0065,2.5000,0.2852,0.0000,1.2500,0.0143,0.1367,0.0004,0.0501,1.5375,0.2056,0.0818,0.9766,Northern Samar,"61,359"
Laoang,2018,0.0000,0.1181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0517,0.8796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0405,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0094,0.0063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0877,0.0000,0.0000,0.0000,0.0000,Northern Samar,"61,359"
Laoang,2019,0.0000,0.0638,1.2500,1.2749,0.1625,0.0482,0.2562,0.0112,2.3536,1.2500,1.1879,1.0714,2.0833,2.3771,2.5000,0.1272,0.4794,0.1297,0.1095,0.1174,0.1393,2.4909,0.0617,0.1786,0.2162,2.3846,0.0015,0.0012,2.5000,0.0180,0.0000,0.0000,0.0003,0.0000,0.0290,0.0560,1.9980,0.4737,0.0726,1.5592,Northern Samar,"61,359"
Laoang,2020,0.0000,0.0841,1.2500,1.9167,0.1042,0.0417,0.0887,0.0108,2.4433,1.2500,1.2020,2.0690,2.0833,2.4988,2.5000,0.0912,0.4808,0.1248,0.0776,0.1186,0.1352,2.4887,0.0764,0.2679,0.1078,2.3846,0.3302,0.0017,2.5000,0.0180,0.0000,1.2500,0.0208,0.0000,0.0003,0.0512,1.9967,0.4751,0.0999,1.5592,Northern Samar,"61,359"
Laoang,2021,0.0026,0.0860,1.2542,1.1312,0.0203,0.0781,0.0485,0.0019,1.8278,2.4405,1.6881,1.2813,2.4737,2.4096,1.2518,0.1168,0.2428,0.0030,0.0000,0.0488,0.0195,1.7842,0.1485,0.1364,0.0171,2.4773,0.0036,0.0078,2.5000,0.0413,0.0009,0.6250,0.0078,0.0000,0.0560,0.0696,1.8753,0.4985,0.0066,0.7600,Northern Samar,"61,359"
Laoang,2022,0.0343,0.0344,1.018,0.0046,0.0,0.0019,0.03,0.0011,2.0,2.0,1.8769,1.8558,1.9998,1.9281,1.072,0.0821,0.3539,0.0107,0.0359,0.0683,0.0,2.0,0.1462,0.0176,0.0,1.4848,0.0,0.0026,2.0,0.0,0.0006,1.3077,0.028,0.0095,0.0004,0.0,1.5002,0.0011,0.016,1.2499,Northern Samar,"61,359"
Lapinig,2017,0.0000,0.0000,2.5000,0.0000,0.0000,0.0000,0.1121,0.0000,1.0248,0.0000,0.8004,2.0259,2.0000,2.1996,2.5000,0.0000,0.8497,0.0231,0.0084,0.0132,0.0000,1.5256,0.0000,0.2480,0.0789,0.0000,0.0022,0.0001,1.2500,0.4268,0.0000,0.0000,0.0020,0.1121,0.0000,0.0090,0.0222,0.1848,0.0023,0.9878,Northern Samar,"13,020"
Lapinig,2018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1978,0.8796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0041,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0838,0.0000,0.0000,0.0000,0.0000,Northern Samar,"13,020"
Lapinig,2019,0.0000,0.0000,1.2500,1.2533,0.0753,0.0129,0.0951,0.0060,2.3194,1.2488,0.7039,1.5000,2.4074,1.3157,2.5000,0.0089,0.4167,0.0293,0.0137,0.0037,0.0000,1.4607,0.0542,0.1097,0.0410,1.5000,0.0015,0.0012,2.5000,0.1728,0.0000,0.6250,0.0097,0.0940,0.0345,0.1030,1.5076,0.2184,0.0004,0.6212,Northern Samar,"13,020"
Lapinig,2020,0.0000,0.0000,1.2500,1.5750,0.1605,0.0511,0.0535,0.0067,2.3748,1.1806,0.7073,2.0902,2.3333,1.3337,2.5000,0.0156,0.4167,0.0712,0.0497,0.0637,0.0000,2.2708,0.2466,0.3750,0.1420,1.9730,0.0314,0.0052,2.5000,0.4605,0.0000,0.6250,0.0359,0.0417,0.0204,0.3462,1.4985,0.0788,0.0004,0.9411,Northern Samar,"13,020"
Lapinig,2021,0.0065,0.3344,1.2632,1.8511,0.0039,0.1518,0.0211,0.0013,2.2086,2.3214,1.2621,1.2813,1.4762,1.9304,1.2595,0.0193,0.2262,0.0327,0.1422,0.1225,0.0000,1.6493,0.0412,0.1786,0.2277,2.4615,0.0111,0.0079,2.5000,0.2292,0.0000,0.0000,0.0543,0.0000,0.0213,0.1040,1.2527,1.3983,0.0107,1.2482,Northern Samar,"13,020"
Lapinig,2022,0.0,0.2202,1.0106,0.2681,0.0015,0.0002,0.064,0.0016,0.0,1.8182,0.5225,1.5526,1.9998,1.7548,1.0076,0.0525,0.3464,0.0101,0.1568,0.0158,0.0,2.0,0.0333,0.25,0.0012,1.9583,0.0,0.0049,2.0,0.0788,0.0,0.0,0.0835,0.0,0.0,0.0725,1.0001,0.1637,0.012,1.4421,Northern Samar,"13,020"
Lapu Lapu,2017,0.3343,0.0000,2.5000,2.5000,1.1781,0.0226,0.5823,1.3294,2.3364,2.2500,1.9035,0.0000,2.5000,2.3426,2.5000,0.3998,1.0228,0.4908,0.6446,0.2431,0.1212,2.0914,0.6367,0.3889,1.0180,2.5000,0.0757,0.0380,2.5000,0.5168,0.1239,1.8750,0.0000,0.5823,0.0256,0.1821,1.0263,0.1956,0.5182,1.1218,Cebu,"497,604"
Lapu Lapu,2018,0.2669,0.2415,2.5000,2.5000,0.4337,0.1379,0.8210,0.6620,2.1369,2.5000,1.8472,1.3333,2.5000,2.3316,2.5000,0.5251,0.0672,0.0120,0.0422,0.1826,0.0644,2.0833,0.3451,0.5722,0.5646,2.5000,0.8816,0.0308,2.5000,0.3983,0.2415,2.5000,0.0861,0.5595,0.0443,0.1109,1.9354,0.5705,0.3312,1.6124,Cebu,"497,604"
Lapu Lapu,2019,0.3078,0.2829,1.8750,2.3742,0.1724,0.1407,0.2561,0.1903,1.9972,2.4038,1.6693,0.7895,2.2917,2.3316,2.5000,0.3188,0.4923,0.0097,0.3841,0.1544,0.0730,2.0323,0.1672,0.5331,0.1791,2.3077,0.8791,0.0359,2.5000,0.1431,0.0041,2.5000,0.3485,0.1915,0.0480,0.2040,1.9324,0.2607,0.0915,1.8687,Cebu,"497,604"
Lapu Lapu,2020,0.3540,0.5070,2.2500,0.7620,0.1184,0.1853,0.4531,0.2171,2.1309,2.4038,1.6915,1.9531,2.5000,2.3424,2.5000,0.3720,0.5314,0.0077,0.0286,0.2118,0.0548,1.7535,0.2072,0.5340,0.1615,2.5000,1.1763,0.0230,2.5000,0.1295,0.0131,2.5000,0.0209,0.1119,0.0535,0.3000,1.9487,0.1362,0.0973,1.8484,Cebu,"497,604"
Lapu Lapu,2021,0.2941,0.4541,0.0000,1.6637,0.0105,0.0845,0.1404,0.1063,1.7817,2.1429,1.7518,2.5000,2.4286,2.3425,1.2500,0.2068,0.2640,0.0066,0.3499,0.1195,0.0355,1.6931,0.0900,0.1462,0.2056,2.4706,0.3234,0.0409,2.5000,0.1501,0.0059,2.5000,0.2280,0.0000,0.0335,0.1405,1.9874,0.1895,0.1047,1.2392,Cebu,"497,604"
Lapu Lapu,2022,0.3577,0.3859,1.0036,1.5486,0.1218,0.29,0.4781,0.0784,2.0,1.4,1.4416,2.0,1.85,1.8747,1.0023,0.2139,0.0317,0.0039,0.0792,0.0796,0.0,2.0,0.1017,0.0137,0.0708,1.7222,0.4156,0.0267,2.0,0.0002,0.0072,1.7778,0.0275,0.0899,0.0025,0.1824,1.5638,0.0,0.1606,1.4534,Cebu,"497,604"
Lapuyan,2017,0.0000,0.0000,0.0000,2.2727,0.0000,0.1628,0.0000,0.7139,1.7019,0.0000,1.3138,1.2931,0.0000,2.3945,0.0000,0.1222,0.4563,0.0317,0.0343,0.0529,0.0000,1.1591,0.1070,0.6151,0.0000,0.0000,0.0015,0.0003,2.5000,0.1791,0.0000,0.0000,0.0009,0.0000,0.0003,0.0111,1.0111,0.4830,0.0304,0.6947,Zamboanga Del Sur,"27,737"
