,city_munic,economic_ind,disaster_ind,industry_ind,healthcare_ind,poverty_ind,cluster_id,population,hospital,doctor,nurse,midwife,dentist,nutritioni,pharmacist,occupation,medical_techs,physical_techs,radiology,x-ray_techs
1319,San Quintin (AA),0.12210377682224306,4.682284669292478,1.894935833146795,2.350951083861924,-0.37169305597431207,2,"5,438",0,0,10,2,0,0,0,0,0,0,0,0
1320,San Quintin (PS),-0.32674442268049947,-0.4344510260542118,-0.3257654804056693,2.355410536742976,0.09925523387891938,1,"32,945",0,60,40,8,0,0,4,0,3,0,2,0
1321,San Rafael (BU),0.35361696736408055,-0.17998249252741563,-0.8610873767379271,9.656721461414676,-0.3999736959962032,1,"103,097",0,40,50,19,1,0,0,0,3,0,0,0
1322,San Rafael (IO),0.5852947002898753,1.6216690942178977,-0.7055914060015227,9.655586665514697,-0.2628796884490214,2,"17,795",0,0,0,0,0,0,0,0,0,0,0,0
1323,San Remigio (AE),-0.24500919868077892,0.23763125634945165,0.06007020005007724,14.39386898292041,-0.5076823661698473,1,"31,935",0,10,10,7,0,0,0,0,0,0,0,0
1324,San Remigio (CU),-1.0961676062036494,-0.46543638921742014,-0.7632068412687619,14.399479606937486,-0.1846181308741791,1,"57,557",0,20,50,16,1,0,0,0,1,0,0,0
1325,San Ricardo,1.8441805938144316,1.6793231190907225,1.075420247594162,-17.642898631275873,-0.13448654317610628,2,"10,500",0,0,10,3,0,0,0,0,1,0,0,0
1326,San Roque,-0.8368046884233561,-0.06333030082515405,-0.13324678707350682,-15.644312072869567,-0.5266571918448191,1,"30,580",0,10,10,3,0,0,0,0,1,0,0,0
1327,San Sebastian,1.108732929666821,1.472030997448395,0.2377811323064402,-18.692913804162263,0.10216659728365503,2,"8,057",0,0,0,0,0,0,0,0,0,0,0,0
1328,San Simon,-0.9844211956288514,-0.45998319788074743,-0.6029397360210738,-7.685096483238444,-0.3778803911849252,1,"59,182",0,0,10,4,0,0,0,0,4,0,0,0
1329,San Teodoro,-0.6162516115176385,0.29780509331762456,-0.2837818003065077,-12.720823826041793,-0.3333180064919054,1,"17,904",0,10,50,3,1,0,0,0,0,0,0,0
1330,San Vicente (CN),-0.017625386757709232,0.16192903144379683,0.5459174410694981,5.582793122456031,0.6942714020639672,1,"12,579",0,20,40,5,0,0,0,0,1,1,0,0
1331,San Vicente (IS),-0.8075883901516027,-0.478106251631326,-0.47494766452552917,5.584325242824575,-0.09756476043401029,1,"12,758",0,0,10,1,0,0,2,0,1,0,0,0
1332,San Vicente (NS),2.0611315249196354,2.440783581275298,1.764269102003097,5.5809615234942,-0.08217777858446153,2,"6,928",0,10,10,3,0,0,0,0,0,0,0,0
1333,San Vicente (PN),-0.034098425938276666,-0.39077568122212053,-0.4236984398424443,5.5832082648747745,-0.1531646529683543,1,"31,232",0,10,40,12,1,0,1,0,1,0,0,0
1334,Sanchez-Mira,-0.9077119494535482,-0.45211148883124935,-0.5076403845694595,-15.606523421657347,0.01781174101375998,1,"24,541",1,80,200,13,1,1,3,0,4,0,3,0
1335,Santa,-0.7708751035800442,-0.4534325453488434,0.0119689047819437,5.311507808884979,-0.15258434839000515,1,"15,340",0,0,0,0,0,0,0,0,0,0,0,0
1336,Santa Ana (CG),1.6961640499817203,1.7870399812173372,0.13080628808654737,-0.15972392017102555,0.17636759724100093,2,"32,906",1,90,230,6,1,0,1,0,6,0,3,0
1337,Santa Ana (PA),-0.7821405789991199,-0.34744232623194005,-0.19377925033080537,-0.1574207252213141,-0.37354492312325743,1,"61,537",0,10,0,3,0,0,0,0,0,0,0,0
1338,Santa Barbara (IO),-0.8961209506885205,-0.23420543904256172,-0.9751987639993576,5.3529242706762945,-0.23974969548638037,1,"67,630",1,50,130,1,1,1,1,0,4,1,0,0
1339,Santa Barbara (PS),-0.7795549007382133,-0.4105694416105508,-0.4125492791292959,5.3525168699223356,0.09915374584063331,1,"82,012",0,40,40,12,7,0,8,0,1,0,0,0
1340,Santa Catalina (IS),-0.7726367725887548,-0.5603545464998846,-0.5440590672068456,13.32456079392026,-0.09968818955791489,1,"13,945",0,20,70,4,0,0,0,0,1,0,1,0
1341,Santa Catalina (NR),0.5170445505110116,-0.2962136301289632,-0.04547077729340759,13.321058308751146,-0.054908829255094084,1,"75,756",0,30,50,28,1,0,0,0,1,0,0,0
1342,Santa Cruz (DS),-0.7502879050910936,0.1768343726046689,-0.7243674543008388,53.17615978351209,0.006603754185295754,0,"101,125",2,30,50,0,0,0,4,0,1,0,0,0
1343,Santa Cruz (IS),-0.6910051701293636,-0.4072456856518307,0.1747875766557912,53.17510032621278,-0.15026116618995494,0,"44,558",0,10,10,7,2,0,2,0,0,0,0,1
1344,Santa Cruz (LA),1.5705788374288174,-0.2545591485361451,-0.5050839096802048,6.526127785859445,0.10808001844428579,1,"123,574",5,1920,3060,123,8,11,9,0,22,2,4,2
1345,Santa Cruz (ME),-0.3062258793280866,-0.43196126458744705,0.11010774788563417,53.17244469965028,-0.0336977553072476,0,"56,408",1,110,100,20,8,2,12,0,3,0,1,0
1346,Santa Cruz (OM),1.7194007771034274,-0.19681474874475427,1.3260060268690033,53.17060426701029,-0.21353773063707443,0,"42,417",0,30,40,2,0,0,1,0,0,1,0,0
1347,Santa Cruz (ZA),-0.6551073398282484,-0.09901007161393946,-0.15908961340904637,53.17414335503312,0.408943744503181,0,"63,839",0,40,90,5,1,1,2,0,3,0,0,1
1348,Santa Elena,1.8152019356174338,3.3188144991896826,2.0255694603267917,-12.570646220443793,0.6391192739833311,2,"40,786",0,30,30,15,1,0,0,0,1,0,0,0
1349,Santa Fe (CU),-0.8857574110512706,-0.1908120956262981,-0.35120667320792504,8.603046135984126,-0.19128338170862352,1,"28,603",0,0,0,0,0,0,0,0,0,0,0,0
1350,Santa Fe (LE),1.6776903424806606,0.6500371923523506,0.03646635899465473,8.601998958050766,0.4458706404525449,2,"21,674",0,0,0,0,0,0,0,0,0,0,0,0
1351,Santa Fe (NV),1.6797435782423247,0.8144033004078948,-0.2575365119673121,8.603494143051,0.08285240136818063,2,"16,180",0,10,0,3,1,0,0,0,1,0,0,0
1352,Santa Fe (RN),1.2115223736424952,0.27429602702391676,0.5264728025390857,8.598572360755597,0.31700534871394304,2,"16,098",0,10,10,5,1,0,0,0,0,0,0,0
1353,Santa Ignacia,-0.6556111894209825,-0.3401808554546239,-0.852296144879948,-16.64338507356105,0.4818700803063575,1,"51,626",0,0,20,7,1,0,0,0,1,0,0,0
1354,Santa Josefa,-0.7250876537397087,-0.39972808048716124,-0.31994869457590747,-17.696548936424705,-0.5248166851292859,1,"26,729",0,10,10,8,0,1,0,0,1,0,0,0
1355,Santa Lucia,-0.8371901545888808,-0.5057639855168311,-0.6392626965725677,-13.67615594375472,-0.14781607854142031,1,"25,402",1,50,100,4,2,1,4,0,2,0,0,0
1356,Santa Magdalena,1.0973749550758527,0.10010624546500183,0.8574248818290949,-17.641385053081844,0.4065374061809938,2,"16,848",0,10,0,5,0,0,0,0,1,0,0,0
1357,Santa Marcela,-0.6684255583826132,-0.43338571170022233,0.12027582068819287,-7.722396468821411,-0.27820891973238593,1,"13,613",0,60,110,11,1,0,1,0,3,0,0,0
1358,Santa Margarita,1.7055890722483245,0.4388531627156302,0.5283164627312311,-17.641401220269433,-0.5063422060373218,2,"26,348",0,0,0,0,0,0,0,0,0,0,0,0
1359,Santa Maria (BU),-1.0334094757274956,-0.2124664835752485,-0.9962510967253846,88.38229522451732,-0.38422865669270906,0,"289,820",6,750,1250,33,3,0,9,0,24,0,5,1
1360,Santa Maria (DS),1.0189053068095941,-0.44727289465665737,0.03963735255840007,88.37911136592551,0.394624879423527,0,"54,433",0,210,290,11,1,0,0,0,4,0,0,0
1361,Santa Maria (IA),1.755266162111391,0.17345515636048736,0.023734755636115944,88.37677528161002,0.16954809436791085,0,"25,758",0,20,60,11,1,0,0,0,1,0,0,0
1362,Santa Maria (IS),-0.7611593868158091,-0.16377904412923117,0.46439721260710687,88.37996393231364,-0.15000411647384457,0,"30,321",1,190,960,13,1,0,8,0,4,0,1,1
1363,Santa Maria (Imelda),-0.06888675452706014,-0.15865797765613301,-0.4708749631036206,-15.709351356726703,0.3154646576838232,1,"8,989",0,0,10,4,0,0,0,0,0,0,0,0
1364,Santa Maria (LA),-0.31564393070288355,-0.06922565456575239,-0.2648350400648859,88.37912002556305,-0.2764999861828357,0,"40,487",0,10,20,7,1,0,0,0,0,0,0,0
1365,Santa Maria (PS),-0.2575611018447315,-0.46633752122988587,-0.5818631000268104,88.37929966068084,0.10205987284812322,0,"34,220",0,10,40,8,0,0,5,0,0,0,0,0
1366,Santa Monica,-0.506028808708817,-0.4122725336551969,0.025818376112864798,-16.70373658936127,0.036059940662184854,1,"9,423",1,20,40,6,1,1,1,0,1,0,0,0
1367,Santa Praxedes,1.188205788114036,-0.07744542466387457,-0.42609293563492534,-20.623853945227662,0.17477962590526824,1,"4,154",0,10,120,3,0,0,1,0,1,0,0,0
1368,Santa Rita (PA),-0.6720000171817165,-0.40089060689826567,0.24337627215613825,-3.408791876217936,-0.3767051482726949,1,"48,209",0,10,10,6,1,0,0,0,0,0,0,0
1369,Santa Rita (WS),-0.13544482219781778,-0.4420782701701514,0.26421779895670083,-3.4124356521194676,-0.027570765155392207,1,"41,591",0,0,10,0,0,0,0,0,0,0,0,0
1370,Santa Rosa (LA),-0.9897141169396775,-1.2221544495723744,-0.8201878495006559,-1.1754596282534673,-0.1003071341584286,1,"414,812",8,420,3190,26,0,6,15,2,34,19,32,2
1371,Santa Rosa (NE),-0.7913864420422411,-0.14521582403100272,-0.6553910456939568,-2.5888381587866127,-0.40551360913981255,1,"75,649",0,0,140,16,0,0,1,0,1,0,0,0
1372,Santa Teresita (BS),-0.09311191880157123,0.3994379771561008,0.5136148408096793,7.3018091679268275,0.1759817604838165,1,"21,559",0,0,0,0,0,0,0,0,0,0,0,0
1373,Santa Teresita (CG),-0.8493844889570822,-0.2231570274078806,0.014143682435658429,7.304108754418397,0.014664377672202637,1,"19,038",0,10,90,8,0,0,0,0,0,0,0,0
1374,Santander,-0.7572837007759678,0.6892021497010473,-0.3996272630394014,-11.727393261115816,-0.19269240363291518,1,"17,857",0,0,0,0,0,0,0,0,0,0,0,0
1375,Santiago (AN),-0.2400496908722635,0.16328630924696855,0.3334821606669185,-10.60877821684324,-0.5263685535359307,1,"28,657",0,10,10,5,0,0,0,0,1,0,0,0
1376,Santiago (IA),-0.8320871535385694,-1.2646856412434575,-0.42030502427540806,16.93310128997176,0.5159679290654219,1,"148,580",7,950,4060,58,6,7,23,2,27,14,15,4
1377,Santiago (IS),-0.7792674427233451,-0.3742299480641694,-0.5522164524994511,-10.607121973298673,-0.15271624144573234,1,"18,759",0,0,30,3,0,0,2,0,0,0,0,0
1378,Santo Domingo (AY),-0.21977391432407334,0.32788724787501833,0.16948177668155476,-16.529271157768004,0.4734139650624952,1,"34,967",0,10,10,3,1,0,0,0,1,0,0,0
1379,Santo Domingo (IS),-0.8499503027181698,-0.574764164055082,-0.39364436195157687,21.48208870507113,-0.13800429943931564,1,"30,678",0,10,140,6,0,0,6,0,1,0,0,1
1380,Santo Domingo (NE),-0.7365767250230805,0.04687618665999722,0.5330405416420757,21.48183203437359,-0.5231599167762078,1,"61,092",1,40,110,7,1,0,0,0,1,0,0,0
1381,Santo Nino (CG),-0.5798135524057673,-0.030760693747311864,1.4917707873469745,-15.650543139498014,0.17441216793737188,1,"27,219",0,10,20,6,0,0,0,0,2,0,0,0
1382,Santo Nino (SC),-0.30661701725686136,-0.37943011136220894,-0.6383178764409423,-7.393169643740334,0.22817041845863162,1,"40,947",0,20,40,13,1,0,1,0,1,0,0,0
1383,Santo Nino (WS),1.8540048697373677,1.1997978125590907,0.34671547006416537,-7.399451530173878,0.45197313028183134,2,"13,923",0,0,0,0,0,0,0,0,0,0,0,0
1384,Santo Tomas (BS),-0.8578819154447992,0.7957959944561886,-0.4091902385248503,50.24023871602774,0.1806379111337358,0,"218,500",4,600,640,5,1,1,3,0,1,6,9,0
1385,Santo Tomas (DN),0.2908128050370305,-0.23143788580680763,0.2266707274271998,50.23956088604259,0.27173515441430834,0,"126,112",2,90,160,3,2,0,5,0,4,1,0,0
1386,Santo Tomas (IA),-0.6581117073183252,0.37203749640996026,1.9325410547233282,50.23826188029388,0.592377984504764,0,"24,582",0,10,30,7,0,0,0,0,0,0,0,0
1387,Santo Tomas (LU),-0.8040396005590355,-0.7819576220285777,-0.23226066196814885,50.24259930968822,-0.41445129829841365,0,"43,596",0,0,0,0,0,0,0,0,0,0,0,0
1388,Santo Tomas (PA),-0.09637540719854977,-0.3563978569043251,0.08526167472343178,50.24178895978426,-0.379238384702531,0,"42,846",1,10,10,7,0,0,0,0,1,0,0,0
1389,Santo Tomas (PS),-0.673068483782152,-0.43331482711354347,-0.2939200981326892,50.23821738808839,0.09579655062108934,0,"15,022",0,10,20,3,0,0,0,0,0,0,0,0
1390,Santol,-0.66881375297186,-0.42529006402152103,-0.7168132190752022,-9.67780204918075,-0.3640701959022039,1,"12,476",0,20,0,9,0,0,0,0,1,1,0,0
1391,Sapa-Sapa,0.6973921302202034,-0.4872369130090114,2.475414927078475,-10.638004986809703,-0.1533637085325102,2,"33,580",1,40,150,29,2,0,1,0,2,0,0,0
1392,Sapad,1.7689189907846665,-0.029979674333140142,0.9560289381556392,-15.708956021467582,0.2210605478332832,2,"21,309",0,10,80,6,0,0,0,0,0,0,0,0
1393,Sapang Dalaga,-0.669975937349873,-0.42773977470045677,0.04924237072941267,-16.701759788148863,0.45742988702226167,1,"19,983",0,30,120,17,0,0,1,0,1,0,0,0
1394,Sapi-An,1.6493683731513344,0.09066698679345608,0.7267065676019873,-10.732357779576828,-0.2763199366759403,2,"26,697",0,10,60,8,0,0,0,0,1,0,0,0
1395,Sara,-0.18323738384301902,-0.23267824005083126,-0.08652243144089439,-9.698030042506334,-0.2442676074737682,1,"54,637",1,80,190,1,1,1,1,2,0,0,0,0
1396,Sarangani,1.7616005274434037,-0.043791656727422586,0.5073078210543746,-8.716643631522889,0.16872255328063868,2,"24,039",1,0,0,0,0,0,0,0,0,0,0,0
1397,Sariaya,-0.34863945305405764,-0.39301051576675883,-0.6840801161756549,7.59568452310523,0.4144471590575337,1,"148,980",2,90,180,4,0,1,1,0,1,0,1,0
1398,Sarrat,-0.7705856119877231,-0.3809640622945666,-0.31508292913505065,-14.653018063335649,0.2223107007514679,1,"25,212",0,10,30,6,1,0,3,0,1,0,0,0
1399,Sasmuan,-0.18760068999794965,-0.45549196288502924,-0.3609568525609525,-13.657194283629646,-0.3807194165971702,1,"30,243",0,10,10,8,0,0,0,0,1,0,0,0
1400,Science City of Munoz,-0.8077215394460266,-1.222402334987234,-0.5014926053157729,16.2264072633337,-0.10937224814113823,1,"84,308",0,30,130,2,1,0,1,0,1,0,1,0
1401,Sebaste,1.0071038008108566,0.8471599481221511,0.7824389123939332,-14.45417490056918,-0.2777684499789997,2,"17,907",0,30,130,6,1,0,1,0,1,0,0,0
1402,Senator Ninoy Aquino,-0.7059266422817473,-0.3273799685985974,-0.21850245340658292,-0.6956685638936672,-0.3403164112202419,1,"46,882",0,50,70,12,0,1,1,0,3,0,0,0
1403,Sergio Osmena,-0.05679162555629389,0.1572673518436807,-0.35650442719094416,-10.673039767073101,-0.03739109615850871,1,"31,942",0,10,80,12,0,0,1,0,2,0,0,0
1404,Sevilla,-0.6545769906898692,-0.2597198024064047,-0.5560681301476961,-17.639458186923875,-0.1665498438943814,1,"11,376",0,0,0,0,0,0,0,0,0,0,0,0
1405,Shariff Aguak,1.1071020854700435,0.1170960456062393,0.15954600524605733,-17.581823001417835,0.5672886997780046,2,"33,982",0,0,0,0,0,0,0,0,0,0,0,0
1406,Shariff Saydona Mustapha,-0.6193090895067648,0.015164074172000865,0.1374418371224818,-18.573896148235274,0.5646858080530144,1,"25,080",0,0,0,0,0,0,0,0,0,0,0,0
1407,Siasi,2.50359325487413,3.0095932413689623,2.8041165099621885,-12.6883238554958,-0.3418113699400013,2,"67,705",1,10,0,0,0,0,0,0,0,0,0,0
1408,Siaton,1.6843761611484178,-0.10007900459510279,-0.6695570460417692,5.215029234510292,-0.05509895052191114,2,"77,696",0,40,190,4,1,1,3,0,1,0,0,1
1409,Siay,-0.5835825128959088,0.27357252782489877,0.3834146912681258,-12.664163546194812,-0.028651359370409454,1,"40,585",0,0,0,0,0,0,3,0,0,0,0,0
1410,Siayan,4.626529161988836e-05,-0.025631092451773384,-0.08945264871718217,2.260832889514022,-0.0369073595798012,1,"36,236",0,10,0,4,0,0,0,0,1,0,0,0
1411,Sibagat,-0.6582948008248912,-0.27215198122874174,0.9713827957970957,-13.716364973971789,-0.25225884539557913,1,"30,442",0,10,10,8,1,0,0,0,1,0,0,0
1412,Sibalom,-0.05032238650856895,0.6271985528432796,0.47785327345075124,-7.707341598376085,-0.16544285257977112,1,"60,306",1,40,120,11,2,1,2,0,2,0,0,0
1413,Sibonga,-0.7024446632047525,-0.4586067581274752,-0.27612480656851424,-10.692059988533948,-0.1883752487381406,1,"48,186",0,10,20,7,0,0,0,0,0,0,0,0
1414,Sibuco,2.26209902487894,2.120686019654165,2.1366841738305022,-13.692054878635354,-0.038038254276717136,2,"36,049",0,0,20,4,0,0,0,0,0,0,0,0
1415,Sibulan,-0.14496756888029727,0.4484526246630933,0.13919259832758804,-5.719059306136604,-0.054681386343826216,1,"59,455",0,10,60,19,1,1,0,0,0,0,0,0
1416,Sibunag,0.41895947934108985,-0.3844052855444231,0.6773371246622663,-7.747993229690163,-0.27726467749159456,1,"22,158",0,0,0,0,0,0,0,0,0,0,0,0
1417,Sibutad,1.889361616685413,0.9365956714231893,-0.11672254530777196,-13.575592850072919,-0.027754473079273496,2,"17,453",0,10,40,3,0,0,1,0,1,0,0,0
1418,Sibutu,1.1030556183323215,1.0838858344119044,0.8743080354360935,-13.622856760647458,-0.15109654502180755,2,"34,243",1,30,40,2,0,1,1,0,1,0,0,0
1419,Sierra Bullones,-0.31432838734262863,0.26103232259624565,-0.35852445986431297,-8.683438634677506,-0.4536945838536173,1,"24,745",0,10,110,11,1,0,1,0,1,0,0,0
1420,Sigay,-0.5913561806168484,0.8088228353853588,0.7211274228975635,-18.635943877603427,-0.10168196560442644,1,"2,737",0,10,0,3,0,0,0,0,0,0,0,0
1421,Sigma,-0.11601642857418368,-0.2066657232023906,0.36070866868193263,-1.717878611177527,-0.2746531675235487,1,"30,134",0,10,70,11,1,0,0,0,1,0,0,0
1422,Sikatuna,-0.1378158955188987,0.7975236782550116,-0.8899481226539165,-18.633503163335906,-0.16516082288816183,1,"6,906",0,0,0,0,0,0,0,0,0,0,0,0
1423,Silago,-0.1254911896390021,0.16502142024879196,1.047555614688412,-15.533574661616836,-0.5076514509140012,2,"13,116",0,10,10,5,0,0,1,0,1,0,0,0
1424,Silang,-1.051442581876863,-0.4387001404539402,-0.952624873654792,45.97050504477397,0.18406843792505867,0,"295,644",6,260,300,7,1,0,3,0,10,0,4,1
1425,Silay,-0.8439989169677382,-1.1546250484595877,-0.4515633532149554,1.2517030529309519,0.434954492266091,1,"130,478",1,700,1080,41,3,3,11,1,17,0,9,1
1426,Silvino Lobos,1.9778226692387433,-0.13789689025962107,2.167464547850396,-16.644618137076627,-0.029473532260009528,2,"15,299",0,10,10,4,0,0,0,0,0,0,0,0
1427,Simunul,-0.5342946737590285,-0.3797824196008743,2.068447802869641,-14.655321635034847,-0.1532160254656182,2,"34,245",0,0,0,0,0,0,0,0,0,0,0,0
1428,Sinacaban,1.4943030354753355,-0.38267008586529916,-0.7592187697471768,-16.67669620876317,0.4578109652670057,1,"19,671",0,20,80,10,0,0,0,0,1,0,0,0
1429,Sinait,-0.842350274342909,-0.4101486654937803,-0.392075547311349,-10.613975276153978,-0.14662190219244942,1,"25,640",2,160,480,18,5,1,9,0,7,0,1,0
1430,Sindangan,0.9340319151954148,0.32202124832886225,0.47444739843540396,32.29329568136054,-0.03203227665052409,2,"103,952",1,130,390,42,5,2,21,0,4,0,1,0
1431,Siniloan,-0.2783249983276554,-0.3516415623516925,-0.40498373471231336,-4.664587598662553,0.10105351225282908,1,"42,746",1,50,240,15,2,0,1,0,3,1,1,1
1432,Siocon,-0.6068728877834733,-0.3321692484066686,-0.1485331005506054,-13.606724359472988,-0.036655566950993916,1,"48,524",1,0,0,0,0,0,0,0,0,0,0,0
1433,Sipalay,-0.7292668121425808,-1.185921555334093,-0.4200014705313362,-3.73999790826393,0.4330317337056181,1,"72,448",1,0,0,0,0,0,0,0,0,0,0,0
1434,Sipocot,1.6881389588003914,-0.18497782884930217,-0.48061967275725315,24.319448720844523,0.9032567797971556,1,"64,855",0,30,10,1,0,0,0,0,2,0,0,0
1435,Siquijor,-0.936178687211027,-0.2347723834197922,-0.7049067699675859,0.2556956488113436,0.9087548465181731,1,"26,861",1,60,470,14,3,3,1,0,7,0,1,0
1436,Sirawai,2.101972799441865,1.3252508049176577,1.7609477065655759,-15.706202750001736,-0.35172017042360126,2,"31,163",0,30,120,6,0,0,0,0,0,0,0,0
1437,Siruma,1.2460933946149566,0.764256094155692,1.9757720555116753,-16.680224957065658,0.7930335022277976,2,"19,419",0,0,0,0,0,0,0,0,0,0,0,0
1438,Sison (PS),-0.4086321748912072,-0.4813399427874565,0.34968393591423097,8.40311060898805,0.09942171464752288,1,"52,320",1,90,390,11,15,0,3,0,2,0,0,0
1439,Sison (SN),-0.742132915311609,-0.6545444657207654,-0.30657859025844697,8.401257040594187,0.04162017727626102,1,"14,290",0,10,10,4,0,0,0,0,0,0,0,0
1440,Sitangkai,1.8000261434903975,-0.44500961693260327,0.9449850280382657,-17.64055853868371,-0.15389167158775333,2,"37,319",0,0,0,0,0,0,0,0,0,0,0,0
1441,Socorro (OR),-0.9404249264667541,-0.35157104715488824,-0.5213565541932914,10.294761492666728,-0.3285339536302809,1,"39,099",1,10,70,13,0,0,5,0,1,0,0,0
1442,Socorro (SN),-0.38114174926137756,-0.4573159199365828,-0.44315830854601507,10.293989767692455,-0.18222015355557658,1,"22,314",0,0,40,1,1,0,0,0,0,0,0,0
1443,Sofronio Espanola,1.1500241716431914,-0.3866585599556882,-0.004847679096446964,-9.737546181804825,-0.15272301758470747,1,"32,876",0,10,10,10,0,0,1,0,0,0,0,0
1444,Sogod (CU),-0.8674032917857193,-0.4654125917115012,-0.3125103849097912,4.560424557306769,-0.1883457098008127,1,"35,108",0,10,20,6,0,0,0,0,0,0,0,0
1445,Sogod (SL),1.7924669893052965,-0.17377597358250924,0.9599723802628064,4.557358986141132,-0.16141161224111755,2,"47,552",4,160,220,16,3,2,2,0,13,0,0,0
1446,Solana,-0.7205480958676028,-0.1372017767536152,-0.44578312011144916,17.36833602693775,0.1755210792992782,1,"85,581",0,30,10,0,1,0,0,0,0,0,0,0
1447,Solano,-0.7826045608402973,-0.23025706007563465,-0.1528049258951936,1.4047307203008843,0.3342166923485444,1,"59,517",2,350,770,25,2,0,11,0,5,0,3,1
1448,Solsona,-0.8709190495506169,-0.4219864061890574,-0.33484096310123695,-15.648153162460734,0.22407254459920972,1,"24,851",0,10,30,4,1,0,6,0,1,0,0,0
1449,Sominot,0.06578417756188414,0.6882416555856272,0.2884795414520385,-15.649459083617378,-0.19474637410987858,1,"19,061",0,10,10,3,0,0,0,0,0,0,0,0
1450,Sorsogon,-0.7521941988685384,-1.1352507289677767,-0.7483211536757862,48.60120286339508,0.30380269932365167,0,"182,237",3,460,1030,99,15,6,4,0,25,0,2,1
1451,South Ubian,0.5310666062004354,0.9324553845382976,1.7018175133808253,-14.535854749295787,-0.15176254533836392,2,"29,583",0,0,0,0,0,0,0,0,0,0,0,0
1452,South Upi,-0.7501280307769154,-0.48094158012083194,-0.45888520645590747,-12.637683727564898,0.5663673443194643,1,"43,197",0,40,180,5,0,1,1,0,2,0,0,0
1453,Sual,1.6996423552257998,0.6846997755933961,-0.2811020061145315,-13.633259247081105,0.09901232167618673,2,"39,091",0,10,50,9,1,0,4,0,1,1,0,0
1454,Subic,0.6029624560915088,-0.29176466565606396,0.16235481774816166,-4.5562991546544955,0.4100881611090441,1,"111,912",1,10,30,10,1,0,1,0,5,0,0,0
1455,Sudipen,-0.7043194558693616,-0.4279021969791602,-0.13501281702299506,-11.667371448879129,-0.4257253271538086,1,"17,056",0,20,10,9,0,0,0,0,1,0,1,0
1456,Sugbongcogon,-0.7059855168933752,-0.3746610545914277,0.04857589902233072,-15.708346284749451,0.13251763408816217,1,"9,764",0,10,0,1,0,0,0,0,0,0,0,0
1457,Sugpon,-0.5685867324252415,-0.4061930607255262,0.7343841398748456,-17.640994750389144,-0.10278571111742225,1,"4,930",0,10,10,4,0,0,0,0,0,0,0,0
1458,Sulat,-0.04495619900111071,-0.02377829362301782,1.0735307497160451,-15.651268242172595,-0.42515080860662846,2,"15,377",0,20,10,9,2,0,2,0,1,0,0,0
1459,Sulop,-0.9301043962339182,-0.5124933247503405,-0.791822073552997,4.365168358550796,-0.272592308631048,1,"33,613",0,50,90,1,0,0,2,0,1,0,0,0
1460,Sultan Dumalondong,-0.4322207928381266,-0.48151150084011457,0.3207064361496113,-20.62517599634196,-0.15298553745288096,1,"12,500",0,0,0,0,0,0,0,0,0,0,0,0
1461,Sultan Kudarat,-0.7920356392130055,-0.45302876181346985,-0.8833955852421805,3.413240104415079,0.5646831163291622,1,"105,121",1,10,40,3,2,0,1,0,2,1,0,0
1462,Sultan Mastura,-0.13742087780062717,-0.41907517593227955,-0.622922533871967,-8.683945449771278,0.5648102414540269,1,"25,331",0,0,0,0,0,0,0,0,0,0,0,0
1463,Sultan Naga Dimaporo,-0.011454486573291203,0.5409320021101371,-0.16123178767700944,-15.681849042395612,0.24540110025060366,1,"56,764",0,10,90,7,0,0,0,0,0,0,0,0
1464,Sultan Sa Barongis,2.047073504010163,0.8006552132459385,0.6380326420963279,-13.605986178555249,0.5639195204504411,2,"22,425",0,0,0,0,0,0,0,0,0,0,0,0
1465,Sumilao,-0.8011271076801464,-0.3737691002890427,-0.5430287316164362,-10.69083845460051,-0.026603540140951527,1,"27,660",1,10,70,9,0,0,0,0,0,0,0,0
1466,Sumisip,2.24997871550349,0.2834810742173543,2.8212896990517593,-4.6791403932156905,-0.5294017839212839,2,"47,345",0,0,0,0,0,0,0,0,0,0,0,0
1467,Surallah,-0.8972235458167677,-0.5115656184631273,-0.9225857699158806,-1.3986104797370977,0.556368761687269,1,"92,011",3,190,880,42,7,1,17,0,8,0,2,0
1468,Surigao,-0.8526479016362736,-1.053280651177559,-0.8712966637853033,26.604009487694995,-0.09616925829242765,1,"171,107",5,730,1690,58,5,3,13,0,29,0,4,1
1469,Suyo,-0.6827868576955458,-0.4928812205655981,-0.26212318896875225,-12.66529417690937,-0.15311408568181423,1,"11,880",0,10,10,7,0,0,0,0,1,0,0,0
1470,Taal,-0.9386017409922273,-0.4352882069869976,-0.15182397776429646,-0.6165952341649621,0.006220219098031941,1,"61,460",2,140,500,2,0,1,2,0,6,1,0,2
1471,Tabaco,-0.6317756634951813,-1.1266104878602166,-0.8812439971299041,-2.1759456976556457,0.760579770732813,1,"133,868",6,650,1430,39,6,4,7,0,19,1,3,5
1472,Tabango,0.49783244115476544,0.4316699687933936,0.8362209465518655,-11.584565963391803,-0.02675348655705577,2,"34,195",0,0,30,0,0,0,1,0,1,0,0,0
1473,Tabina,1.178619384950713,-0.05033154252918563,-0.2783664026562557,-16.64609005367363,-0.5257444726104465,2,"25,734",0,0,0,0,0,0,0,0,0,0,0,0
1474,Tabogon,0.3934884497140481,0.04987954665041861,-0.24665325833881452,-0.7801531413998625,-0.1820707361993561,1,"41,432",0,10,60,5,0,0,0,0,0,0,0,0
