,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0804,0.6045,0.5954,0.0781,0.2187,0.1436,0.1717,0.1428,0.1773,Tagbilaran
1,Local Economy Growth,1.2057,0.2335,0.2777,0.0691,0.2906,0.0436,0.5947,0.0312,0.0097,Tagbilaran
2,Active Establishments in the Locality,-,-,-,0.5637,1.2164,0.8001,0.6082,0.7767,0.5739,Tagbilaran
3,Safety Compliant Business,-,-,-,0.7563,0.5555,0.6881,0.6918,0.7296,0.4819,Tagbilaran
4,Employment Generation,0.0000,0.5454,1.2800,0.1901,0.1455,0.3359,0.4611,0.4118,0.0654,Tagbilaran
5,Cost of Living,3.1410,2.7174,2.9167,0.5603,2.0918,0.3968,2.3944,2.2403,1.2564,Tagbilaran
6,Cost of Doing Business,3.5181,3.3449,3.4937,1.9110,1.9293,1.9505,1.8334,1.7018,1.514,Tagbilaran
7,Financial Deepening,0.7193,1.7288,3.5985,1.5133,2.2015,1.0857,1.0597,0.9346,0.6964,Tagbilaran
8,Productivity,0.0000,0.3482,0.2570,0.0320,0.2597,0.3295,0.4275,0.4414,0.1569,Tagbilaran
9,Presence of Business and Professional Organizations,0.0151,0.2848,0.2421,0.0203,0.0220,0.0130,0.0446,0.0378,0.0825,Tagbilaran
10,Compliance to National Directives,3.3333,3.3333,3.3333,2.4306,2.4306,2.3611,2.3438,2.2794,1.6429,Tagbilaran
11,Presence of Investment Promotion Unit,3.3333,1.6667,1.6667,2.5000,2.5000,2.5000,2.5000,2.5000,1.8413,Tagbilaran
12,Compliance to ARTA Citizens Charter,-,2.2371,2.0667,1.9004,2.3418,1.9053,1.9606,1.4900,2.0,Tagbilaran
13,Capacity to Generate Local Resource,1.7903,1.5662,1.8254,0.9864,1.4816,0.2604,0.5601,0.2444,0.2311,Tagbilaran
14,Capacity of Health Services,0.0235,0.6400,0.5955,0.5514,1.2019,0.6776,0.5658,0.7055,1.2152,Tagbilaran
15,Capacity of School Services,0.4563,0.7943,0.2615,0.2907,0.4911,0.3643,0.3955,0.4499,0.2481,Tagbilaran
16,Recognition of Performance,0.0000,0.3101,0.2315,0.2907,0.3614,0.2210,0.4324,0.2929,0.2452,Tagbilaran
17,Getting Business Permits,-,-,2.7971,1.6684,2.2611,2.3113,1.9444,2.2987,1.5,Tagbilaran
18,Peace and Order,2.4125,0.4508,0.9827,0.4956,0.1437,0.0796,0.3346,0.2405,0.0008,Tagbilaran
19,Social Protection,-,-,0.2987,0.2241,0.7194,0.4510,0.4074,0.3354,0.9334,Tagbilaran
20,Road Network,0.0000,0.0046,1.1697,0.0185,0.6482,0.0206,0.0270,0.0050,0.0117,Tagbilaran
21,Distance to Ports,3.2777,3.3165,3.3201,2.4854,2.4724,2.4733,2.4005,2.4166,1.9318,Tagbilaran
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,2.5000,2.4624,2.4694,2.5000,1.0027,Tagbilaran
23,Transportation Vehicles,0.1831,0.3323,0.2142,0.1997,0.1655,0.1452,0.1671,0.3929,0.2126,Tagbilaran
24,Education,0.1170,0.6415,0.4462,0.3839,0.3491,0.3689,0.4010,0.4293,0.3827,Tagbilaran
25,Health,0.1331,1.2832,0.7334,0.8484,1.0646,0.5543,0.6214,0.6070,0.4427,Tagbilaran
26,LGU Investment,0.5988,0.0000,0.5799,1.5945,0.6366,0.5600,0.4900,0.0464,0.0014,Tagbilaran
27,Accommodation Capacity,0.0311,0.3887,0.5585,0.4357,0.9960,0.6780,0.7634,0.5700,0.4353,Tagbilaran
28,Information Technology Capacity,0.0000,0.5170,0.7043,0.5401,0.7018,0.8081,0.8521,1.4583,0.2757,Tagbilaran
29,Financial Technology Capacity,0.3873,1.1207,1.2929,0.9254,0.9831,1.0161,1.0280,0.8341,0.3475,Tagbilaran
30,Land Use Plan,-,-,-,2.5000,2.5000,2.4990,2.4773,2.4600,1.881,Tagbilaran
31,Disaster Risk Reduction Plan,-,-,-,2.5000,2.5000,2.4405,2.5000,2.4286,1.7222,Tagbilaran
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,2.2917,2.5000,1.2500,0.0146,Tagbilaran
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.2656,1.0071,Tagbilaran
34,Budget for DRRMP,-,-,-,0.0483,0.2041,0.5600,0.3869,0.1420,0.0977,Tagbilaran
35,Local Risk Assessments,-,-,-,2.5000,2.5000,2.5000,2.5000,2.5000,2.0,Tagbilaran
36,Emergency Infrastructure,-,-,-,0.9269,0.5685,0.4885,0.6432,0.4297,0.5124,Tagbilaran
37,Utilities,-,-,-,1.3079,1.9965,1.9338,1.9396,1.3480,1.5292,Tagbilaran
38,Employed Population,-,-,-,0.5997,0.0122,0.0107,0.0073,0.0077,0.0249,Tagbilaran
