,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.8299,0.9215,1.5750,0.2847,0.2444,0.2270,0.1101,0.1437,0.0925,Davao
1,Local Economy Growth,1.1926,0.9445,1.5764,0.2560,1.1039,0.7700,0.8715,0.1519,0.3929,Davao
2,Active Establishments in the Locality,-,-,-,0.9625,1.2160,1.0097,1.6980,1.2764,1.9234,Davao
3,Safety Compliant Business,-,-,-,1.9239,1.1536,1.1228,1.2643,0.8155,1.3651,Davao
4,Employment Generation,1.1292,1.8594,1.6755,2.5000,0.1917,1.7353,2.2506,0.6012,0.4495,Davao
5,Cost of Living,2.9487,2.6515,1.1905,0.3704,1.2500,1.6447,0.8594,2.2059,1.2941,Davao
6,Cost of Doing Business,3.4321,3.2877,3.1276,2.1817,1.9103,1.8983,1.8644,1.8661,1.7536,Davao
7,Financial Deepening,2.2007,1.9796,1.6771,1.2301,1.3400,0.9389,0.9411,0.9614,1.0149,Davao
8,Productivity,0.3933,0.0692,0.4427,0.0576,0.1345,1.3822,1.3510,0.6655,0.4479,Davao
9,Presence of Business and Professional Organizations,0.3170,0.2663,0.5408,2.5000,1.2160,1.6119,1.6710,1.8320,1.2549,Davao
10,Compliance to National Directives,3.3333,3.3333,3.1217,2.1875,2.1094,1.8269,2.5000,2.3214,1.8,Davao
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,2.5000,2.5000,2.5000,2.5000,2.5000,2.0001,Davao
12,Compliance to ARTA Citizens Charter,-,3.0015,3.0080,2.4728,2.4993,2.1659,1.8552,1.8729,2.0,Davao
13,Capacity to Generate Local Resource,1.3372,1.9893,0.6061,0.5896,0.4562,0.6529,0.8381,0.4683,0.4238,Davao
14,Capacity of Health Services,0.2061,2.4800,2.2157,0.8633,0.7703,1.1546,1.7331,1.3038,0.6481,Davao
15,Capacity of School Services,0.5350,0.5646,1.2153,0.4940,0.4258,1.5960,2.0147,0.8861,0.7929,Davao
16,Recognition of Performance,0.5159,0.8816,0.5818,0.4940,0.8036,0.9070,0.3719,1.2292,0.8164,Davao
17,Getting Business Permits,-,-,2.3907,2.1190,2.2808,1.3804,1.1024,1.6603,2.0,Davao
18,Peace and Order,0.7139,0.7998,0.5992,0.5374,0.7185,1.5726,1.6185,0.7233,0.0003,Davao
19,Social Protection,-,-,1.7206,1.4502,1.0840,1.4677,2.3630,2.4938,0.8993,Davao
20,Road Network,0.0000,0.0000,0.0000,0.0116,2.5000,1.7057,1.2695,1.1457,0.002,Davao
21,Distance to Ports,3.2088,3.0032,2.8765,2.1684,2.1550,2.1579,2.1682,2.1682,1.7427,Davao
22,Availability of Basic Utilities,3.1431,3.1486,3.2364,2.5000,2.5000,2.4916,1.8666,2.5000,2.0,Davao
23,Transportation Vehicles,1.4143,0.4609,0.2278,0.5744,0.3757,0.3198,0.3368,0.3768,0.3384,Davao
24,Education,1.6968,0.8835,2.1197,1.4940,1.5890,1.2744,1.3479,1.1212,1.0578,Davao
25,Health,0.5759,1.1298,1.6231,1.3794,0.5238,1.2864,1.5655,1.4222,1.325,Davao
26,LGU Investment,2.0988,0.4689,0.2074,0.2089,0.3443,0.6526,1.0333,1.2224,0.1257,Davao
27,Accommodation Capacity,1.6720,0.5953,2.2320,2.3479,1.1066,0.3253,0.5316,0.8500,0.3262,Davao
28,Information Technology Capacity,0.1367,1.1337,0.6151,1.0278,0.5990,0.5917,0.5497,0.0385,0.3045,Davao
29,Financial Technology Capacity,2.3438,1.2891,0.6084,0.7164,0.6658,0.6702,0.6720,0.5737,0.3282,Davao
30,Land Use Plan,-,-,-,2.5000,2.5000,2.2692,2.3077,2.3235,1.9444,Davao
31,Disaster Risk Reduction Plan,-,-,-,2.5000,2.5000,2.3611,2.3611,2.5000,1.9,Davao
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,1.8750,2.5000,1.3649,1.1505,Davao
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.3015,1.1066,Davao
34,Budget for DRRMP,-,-,-,0.9694,0.5734,0.6510,0.7326,0.0373,0.2044,Davao
35,Local Risk Assessments,-,-,-,2.5000,2.5000,2.5000,2.5000,2.5000,2.0,Davao
36,Emergency Infrastructure,-,-,-,1.3592,1.8678,0.9307,1.0999,0.7298,0.7405,Davao
37,Utilities,-,-,-,1.9299,1.5556,1.9538,1.9367,1.6153,1.5984,Davao
38,Employed Population,-,-,-,2.2390,2.5000,1.9702,1.0540,1.0764,0.9165,Davao
39,Sanitary System,-,-,-,1.6368,1.9390,1.9358,1.9281,1.8920,1.9072,Davao
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.265,Davao
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,1.0134,Davao
42,STEM graduates,-,-,-,-,-,-,-,-,0.0434,Davao
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.2837,Davao
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Davao
45,Internet Capability,-,-,-,-,-,-,-,-,1.0828,Davao
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.1922,Davao
47,Online Payment Facilities,-,-,-,-,-,-,-,-,2.0,Davao
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Davao
49,New Technology,-,-,-,-,-,-,-,-,0.0215,Davao
