,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.2597,0.3670,0.1104,0.0535,0.0120,0.0156,0.1940,0.0689,San Pascual (BS)
1,Local Economy Growth,-,0.3028,0.0801,0.0056,0.0074,0.0016,0.3297,0.0083,0.0,San Pascual (BS)
2,Active Establishments in the Locality,-,-,-,0.0002,0.3699,0.1630,0.2228,0.2313,0.2129,San Pascual (BS)
3,Safety Compliant Business,-,-,-,0.2491,0.3217,0.2675,0.1830,0.2497,0.0,San Pascual (BS)
4,Employment Generation,-,0.2299,0.2722,0.0774,0.1206,0.1499,0.1786,0.1386,0.1018,San Pascual (BS)
5,Cost of Living,-,2.7132,3.2500,1.9595,1.2963,1.3095,0.8190,1.4688,1.8269,San Pascual (BS)
6,Cost of Doing Business,-,2.1630,2.8750,1.3860,2.1278,2.1212,2.2692,2.1494,1.8562,San Pascual (BS)
7,Financial Deepening,-,0.4604,0.4303,0.2399,0.0350,0.1353,0.1579,0.1329,0.1706,San Pascual (BS)
8,Productivity,-,0.0104,0.0045,0.0505,0.0061,0.0024,0.1649,0.2853,0.1117,San Pascual (BS)
9,Presence of Business and Professional Organizations,-,0.0048,0.0000,0.0086,0.0034,0.0021,0.0045,0.0176,0.0006,San Pascual (BS)
10,Compliance to National Directives,-,3.3333,2.3860,2.2756,0.0000,2.2000,2.2727,1.9643,1.6429,San Pascual (BS)
11,Presence of Investment Promotion Unit,-,3.3333,0.8333,1.2500,0.0000,2.5000,2.5000,2.5000,1.9744,San Pascual (BS)
12,Compliance to ARTA Citizens Charter,-,2.7757,1.6037,1.6748,0.0000,2.2506,2.3537,1.9683,1.0,San Pascual (BS)
13,Capacity to Generate Local Resource,-,1.0557,1.8097,1.4222,0.0000,0.2298,0.2443,0.0253,0.0088,San Pascual (BS)
14,Capacity of Health Services,-,0.3470,0.1857,0.0608,0.0000,0.1147,0.5727,0.1744,0.0023,San Pascual (BS)
15,Capacity of School Services,-,0.5854,0.2526,0.1437,0.0000,0.2257,0.0803,0.0193,0.0022,San Pascual (BS)
16,Recognition of Performance,-,0.0000,0.0000,0.1437,0.0000,0.0722,0.0046,0.0184,0.1251,San Pascual (BS)
17,Getting Business Permits,-,-,0.0000,1.3053,0.0000,2.1714,2.4079,1.5012,0.5,San Pascual (BS)
18,Peace and Order,-,0.0497,0.0303,0.2735,0.0000,0.0192,0.0299,0.0508,0.0001,San Pascual (BS)
19,Social Protection,-,-,0.3150,0.1937,0.0000,0.4966,0.6357,0.5054,0.0009,San Pascual (BS)
