,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.4483,0.8223,0.7600,0.0130,0.0654,0.1602,0.2792,0.1030,0.0167,Mambajao
1,Local Economy Growth,0.4100,0.9182,0.0737,0.0020,0.0023,0.0019,1.0265,0.0005,0.0002,Mambajao
2,Active Establishments in the Locality,-,-,-,1.2931,0.0144,1.1010,1.4567,1.9613,1.3484,Mambajao
3,Safety Compliant Business,-,-,-,1.2595,0.7044,1.0390,1.3616,1.2899,0.7087,Mambajao
4,Employment Generation,0.0029,2.5163,1.1654,1.4318,0.6545,1.8178,1.8196,0.7581,0.8757,Mambajao
5,Cost of Living,0.0000,2.5107,2.5000,1.4224,0.6481,1.7500,1.1979,1.6875,1.9992,Mambajao
6,Cost of Doing Business,3.1369,3.0460,2.7669,1.5772,1.6710,1.6058,1.7832,1.8178,1.9067,Mambajao
7,Financial Deepening,1.1639,3.6723,3.9352,0.8333,0.3020,0.6468,1.0338,1.2753,0.5052,Mambajao
8,Productivity,0.0000,0.0513,0.0198,0.0017,0.0072,1.3753,1.4765,0.5959,0.6224,Mambajao
9,Presence of Business and Professional Organizations,0.0108,0.0641,0.1432,0.0128,0.0164,0.1002,0.0340,0.0168,0.0116,Mambajao
10,Compliance to National Directives,3.3333,3.3333,3.2323,2.3684,0.0000,2.4988,2.4286,2.4643,1.9231,Mambajao
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.9991,Mambajao
12,Compliance to ARTA Citizens Charter,-,3.0610,1.9879,2.3191,0.0000,2.3969,2.4362,2.1622,2.0,Mambajao
13,Capacity to Generate Local Resource,0.1916,1.9362,0.2058,0.1767,0.0000,0.5150,0.5774,0.2790,0.3339,Mambajao
14,Capacity of Health Services,0.3511,0.8886,1.0270,0.7921,0.0000,0.4719,0.3007,0.4184,0.1429,Mambajao
15,Capacity of School Services,0.4035,0.2666,0.3236,0.1749,0.0000,0.6133,0.1160,0.3899,0.2591,Mambajao
16,Recognition of Performance,1.7100,0.6944,0.7018,0.1749,0.0000,0.5923,0.3178,0.8453,0.5936,Mambajao
17,Getting Business Permits,-,-,0.0000,1.5134,0.0000,2.3176,2.3585,2.1780,2.0,Mambajao
18,Peace and Order,0.4472,0.1063,0.0490,0.1044,0.0000,1.0023,1.8495,0.7204,0.0008,Mambajao
19,Social Protection,-,-,0.1781,1.3108,0.0000,1.0089,1.3052,0.2322,0.777,Mambajao
20,Road Network,0.0026,0.0003,0.0038,0.0014,0.0000,0.0498,0.0012,0.0417,0.0023,Mambajao
21,Distance to Ports,3.2505,3.3205,3.3288,2.4957,0.0000,2.4913,2.4914,2.4900,1.9975,Mambajao
22,Availability of Basic Utilities,3.3268,3.3333,3.3333,2.5000,0.0000,2.4938,2.2500,2.5000,0.461,Mambajao
23,Transportation Vehicles,0.0272,0.5601,0.3011,0.1922,0.0000,0.0443,0.1262,0.1017,0.014,Mambajao
24,Education,0.1334,0.2859,0.2632,0.1957,0.0000,0.0596,0.0423,0.0615,0.0693,Mambajao
25,Health,0.0556,1.2954,1.1031,0.7196,0.0000,0.4625,0.4877,0.4221,0.3186,Mambajao
26,LGU Investment,1.3194,0.2054,0.3193,0.0763,0.0000,0.1048,0.0892,0.1713,0.0002,Mambajao
27,Accommodation Capacity,0.5408,0.9698,0.4219,0.0877,0.0000,0.0448,0.1030,0.2340,0.1299,Mambajao
28,Information Technology Capacity,0.1376,1.7329,2.0423,1.1111,0.0000,0.5554,1.0509,0.4891,0.3913,Mambajao
29,Financial Technology Capacity,0.0457,0.9524,0.9524,0.6250,0.0000,0.2717,1.3125,0.7440,0.3182,Mambajao
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4615,2.4615,2.4429,1.9189,Mambajao
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4537,2.4853,1.9993,Mambajao
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2664,1.002,Mambajao
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.6111,1.3162,Mambajao
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.2056,0.0724,0.0025,0.0,Mambajao
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Mambajao
36,Emergency Infrastructure,-,-,-,0.9678,0.0000,0.6347,0.6215,0.4557,0.5098,Mambajao
37,Utilities,-,-,-,1.4472,0.0000,1.9052,1.9016,1.3559,1.5071,Mambajao
38,Employed Population,-,-,-,1.9562,0.0000,0.2889,0.2421,0.2512,0.1565,Mambajao
39,Sanitary System,-,-,-,1.5893,0.0000,2.0424,1.9863,1.8751,1.5,Mambajao
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.13,Mambajao
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0001,Mambajao
42,STEM graduates,-,-,-,-,-,-,-,-,0.0521,Mambajao
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.1191,Mambajao
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Mambajao
45,Internet Capability,-,-,-,-,-,-,-,-,1.1957,Mambajao
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0595,Mambajao
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Mambajao
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Mambajao
49,New Technology,-,-,-,-,-,-,-,-,0.0,Mambajao
