,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.1083,0.1365,0.0010,0.0072,0.0074,0.0379,0.0117,0.0008,Bacolod (LN)
1,Local Economy Growth,-,0.2890,0.0877,0.0098,0.0029,0.0015,1.6985,0.0011,0.0,Bacolod (LN)
2,Active Establishments in the Locality,-,-,-,0.0000,0.0028,0.0556,0.2132,0.1046,0.1753,Bacolod (LN)
3,Safety Compliant Business,-,-,-,0.2016,0.2595,0.3756,0.6021,0.3023,0.2072,Bacolod (LN)
4,Employment Generation,-,0.3480,0.1244,0.0542,0.0362,0.0382,0.0512,0.0702,0.1951,Bacolod (LN)
5,Cost of Living,-,3.8996,3.8333,1.1638,0.6944,1.2500,1.4063,1.5938,1.9991,Bacolod (LN)
6,Cost of Doing Business,-,3.3738,3.4758,2.0505,2.1074,2.0431,2.0142,2.2894,1.8662,Bacolod (LN)
7,Financial Deepening,-,0.3531,0.7716,0.1455,0.0545,0.2256,0.2939,0.3709,0.1269,Bacolod (LN)
8,Productivity,-,0.0116,0.0061,0.0014,0.0042,0.0340,0.0541,0.0606,0.0641,Bacolod (LN)
9,Presence of Business and Professional Organizations,-,0.0000,0.1172,0.0905,0.0109,0.8085,0.1880,0.1463,0.0222,Bacolod (LN)
10,Compliance to National Directives,-,3.3333,3.2660,2.3684,0.0000,2.4994,2.5000,2.4643,1.9615,Bacolod (LN)
11,Presence of Investment Promotion Unit,-,1.6667,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.9997,Bacolod (LN)
12,Compliance to ARTA Citizens Charter,-,2.9123,2.2680,2.2706,0.0000,2.4155,2.4968,1.9729,2.0,Bacolod (LN)
13,Capacity to Generate Local Resource,-,1.5850,1.6139,0.4248,0.0000,0.0849,0.0416,0.0749,0.052,Bacolod (LN)
14,Capacity of Health Services,-,0.2885,0.3421,0.2063,0.0000,0.1525,0.1509,0.0764,0.0583,Bacolod (LN)
15,Capacity of School Services,-,0.2675,0.3252,0.2095,0.0000,0.3323,0.1525,0.1022,0.0224,Bacolod (LN)
16,Recognition of Performance,-,0.0000,0.5890,0.2095,0.0000,0.1777,0.3400,0.1612,0.1907,Bacolod (LN)
17,Getting Business Permits,-,-,0.0000,2.2872,0.0000,2.3079,2.3109,1.2384,2.0,Bacolod (LN)
18,Peace and Order,-,0.1913,0.1620,0.1852,0.0000,0.2304,0.3571,0.1416,0.0002,Bacolod (LN)
19,Social Protection,-,-,0.1123,1.1176,0.0000,0.2604,0.4724,0.0175,0.0,Bacolod (LN)
20,Road Network,-,0.0001,0.0016,0.0005,0.0000,0.0577,0.0005,0.0480,0.0005,Bacolod (LN)
21,Distance to Ports,-,2.9228,3.1933,2.4241,0.0000,2.4008,2.3863,2.3837,1.9664,Bacolod (LN)
22,Availability of Basic Utilities,-,3.3333,3.3333,2.5000,0.0000,2.4188,2.1688,2.4188,0.4462,Bacolod (LN)
23,Transportation Vehicles,-,0.0733,0.0378,0.1059,0.0000,0.0204,0.0544,0.0727,0.0296,Bacolod (LN)
24,Education,-,0.3746,0.2607,0.2198,0.0000,0.1110,0.0601,0.1254,0.1857,Bacolod (LN)
25,Health,-,0.2792,0.3023,0.3788,0.0000,0.1210,0.1054,0.1627,0.2574,Bacolod (LN)
26,LGU Investment,-,0.5420,0.6167,0.1115,0.0000,0.0610,0.0468,0.1012,0.0004,Bacolod (LN)
27,Accommodation Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0086,0.0000,0.0,Bacolod (LN)
28,Information Technology Capacity,-,1.1175,1.3386,0.4563,0.0000,0.4291,0.9120,0.2174,0.1304,Bacolod (LN)
29,Financial Technology Capacity,-,0.0000,0.3333,0.2500,0.0000,0.3193,0.4375,0.1587,0.0909,Bacolod (LN)
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.5000,2.5000,1.9865,Bacolod (LN)
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.0370,2.5000,2.4853,1.9998,Bacolod (LN)
