,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.0000,0.0022,0.0071,0.0275,0.0452,0.0272,0.0049,Urbiztondo
1,Local Economy Growth,-,-,0.0000,0.0000,0.0011,0.0052,1.0256,0.0008,0.0015,Urbiztondo
2,Active Establishments in the Locality,-,-,-,0.0000,0.0022,0.1902,0.1907,0.1937,0.3531,Urbiztondo
3,Safety Compliant Business,-,-,-,0.1453,0.0459,0.0848,0.2247,0.2077,0.1892,Urbiztondo
4,Employment Generation,-,-,0.0000,0.2313,0.1007,0.2115,0.1899,0.2251,0.5436,Urbiztondo
5,Cost of Living,-,-,3.0833,1.5517,1.8056,1.2500,1.0938,1.3750,1.9992,Urbiztondo
6,Cost of Doing Business,-,-,2.3625,2.3308,1.7411,2.2029,2.3260,2.4063,1.9041,Urbiztondo
7,Financial Deepening,-,-,0.3858,0.1058,0.0503,0.1655,0.4446,0.3575,0.2688,Urbiztondo
8,Productivity,-,-,0.0000,0.0013,0.0068,0.1655,0.1828,0.2415,0.1984,Urbiztondo
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0000,0.0000,0.0297,0.0132,0.0046,0.0085,Urbiztondo
10,Compliance to National Directives,-,-,0.2222,2.3026,0.0000,2.4969,2.3214,2.4643,1.9615,Urbiztondo
11,Presence of Investment Promotion Unit,-,-,0.0000,0.0000,0.0000,0.0000,2.5000,2.5000,1.9997,Urbiztondo
12,Compliance to ARTA Citizens Charter,-,-,1.2248,2.1502,0.0000,2.2926,2.4973,2.4472,2.0,Urbiztondo
13,Capacity to Generate Local Resource,-,-,1.7227,0.3948,0.0000,0.0638,0.3459,0.0631,0.0603,Urbiztondo
14,Capacity of Health Services,-,-,0.0000,0.1264,0.0000,0.0627,0.0593,0.0558,0.0127,Urbiztondo
15,Capacity of School Services,-,-,0.0000,0.2045,0.0000,0.8396,0.1049,0.1219,0.0077,Urbiztondo
16,Recognition of Performance,-,-,0.0877,0.2045,0.0000,0.3309,0.0860,0.2834,0.1787,Urbiztondo
17,Getting Business Permits,-,-,0.0000,1.4539,0.0000,1.6383,1.6610,1.5624,2.0,Urbiztondo
18,Peace and Order,-,-,0.0632,0.0935,0.0000,0.2304,0.3699,0.1539,0.0001,Urbiztondo
19,Social Protection,-,-,0.0872,1.9761,0.0000,2.2266,0.9117,0.3342,1.3935,Urbiztondo
20,Road Network,-,-,0.0000,0.0013,0.0000,0.0450,0.0005,0.0367,0.0018,Urbiztondo
21,Distance to Ports,-,-,2.9438,2.3459,0.0000,2.3934,2.3627,2.1841,1.9689,Urbiztondo
22,Availability of Basic Utilities,-,-,3.3333,2.5000,0.0000,2.2856,1.5278,1.7778,0.3529,Urbiztondo
23,Transportation Vehicles,-,-,0.0371,0.2817,0.0000,0.0154,0.0376,0.0513,0.0088,Urbiztondo
24,Education,-,-,0.2378,0.3081,0.0000,0.1237,0.0849,0.1342,0.5184,Urbiztondo
25,Health,-,-,0.0000,0.1899,0.0000,0.1433,0.1034,0.1441,0.1134,Urbiztondo
26,LGU Investment,-,-,0.0000,0.1524,0.0000,0.0901,0.0712,0.1404,0.0002,Urbiztondo
27,Accommodation Capacity,-,-,0.0000,0.0094,0.0000,0.0000,0.0000,0.0000,0.0109,Urbiztondo
28,Information Technology Capacity,-,-,0.6138,0.5655,0.0000,0.4194,0.6528,0.6522,0.5217,Urbiztondo
29,Financial Technology Capacity,-,-,0.0000,0.4063,0.0000,0.4212,0.5625,0.3175,0.1818,Urbiztondo
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4744,2.4744,2.5000,1.9865,Urbiztondo
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.5000,1.9998,Urbiztondo
32,Annual Disaster Drill,-,-,-,0.0000,0.0000,2.4107,2.5000,1.2582,1.0005,Urbiztondo
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2525,1.002,Urbiztondo
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.1619,0.0563,0.0024,0.0,Urbiztondo
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Urbiztondo
36,Emergency Infrastructure,-,-,-,0.8705,0.0000,0.4621,0.4790,0.2827,0.402,Urbiztondo
37,Utilities,-,-,-,1.0397,0.0000,1.8845,1.8843,1.2825,1.5028,Urbiztondo
38,Employed Population,-,-,-,0.2723,0.0000,0.0183,0.0593,0.2861,0.1312,Urbiztondo
39,Sanitary System,-,-,-,1.0833,0.0000,1.5038,1.9477,1.8751,1.5,Urbiztondo
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0328,Urbiztondo
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Urbiztondo
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Urbiztondo
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Urbiztondo
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Urbiztondo
45,Internet Capability,-,-,-,-,-,-,-,-,1.2609,Urbiztondo
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0297,Urbiztondo
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Urbiztondo
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Urbiztondo
49,New Technology,-,-,-,-,-,-,-,-,0.0,Urbiztondo
