,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.1122,0.7413,0.5859,0.1002,0.1683,0.2029,0.1918,0.1718,0.2767,Tuguegarao
1,Local Economy Growth,1.1081,0.3280,0.2214,0.0584,0.1123,0.1272,0.6658,0.0371,0.0191,Tuguegarao
2,Active Establishments in the Locality,-,-,-,0.3453,1.1907,0.8137,0.6356,1.0313,0.7469,Tuguegarao
3,Safety Compliant Business,-,-,-,0.4414,0.4859,0.4504,0.6902,0.9519,0.4834,Tuguegarao
4,Employment Generation,0.1508,0.5960,1.1936,0.2396,0.1429,0.6701,0.4889,0.4585,0.1016,Tuguegarao
5,Cost of Living,3.5897,2.9891,2.2500,1.0345,1.4286,1.5079,2.0775,0.7143,1.4615,Tuguegarao
6,Cost of Doing Business,2.8876,3.6373,3.0412,1.8735,1.3996,1.4774,1.7270,1.6338,1.3388,Tuguegarao
7,Financial Deepening,0.2967,0.7462,1.5873,1.0667,0.8250,0.7129,0.9858,0.8103,0.6421,Tuguegarao
8,Productivity,0.0000,0.2555,0.2627,0.0178,0.1410,0.5539,0.4107,0.4082,0.0989,Tuguegarao
9,Presence of Business and Professional Organizations,0.2566,0.0749,0.1274,0.0061,0.0282,0.0171,0.0287,0.0326,0.1685,Tuguegarao
10,Compliance to National Directives,1.9167,2.9167,3.1373,1.3889,1.3194,2.4306,2.5000,2.4265,1.9286,Tuguegarao
11,Presence of Investment Promotion Unit,0.0000,3.3333,3.3333,2.5000,2.5000,2.5000,2.5000,2.5000,1.9683,Tuguegarao
12,Compliance to ARTA Citizens Charter,-,2.5754,2.4007,2.2395,2.2903,2.2217,1.6173,0.9375,2.0,Tuguegarao
13,Capacity to Generate Local Resource,1.7912,1.0606,0.3913,0.2381,0.8678,0.2645,0.1712,0.1018,0.2748,Tuguegarao
14,Capacity of Health Services,2.6423,0.7862,0.6783,0.8712,1.1133,0.7777,0.6898,0.8739,1.3639,Tuguegarao
15,Capacity of School Services,0.7167,0.1256,0.3221,0.3617,0.4058,0.3880,0.4032,0.4223,0.2309,Tuguegarao
16,Recognition of Performance,0.2381,0.3333,0.5688,0.3617,0.3614,0.2298,0.1208,0.0498,0.3779,Tuguegarao
17,Getting Business Permits,-,-,3.1131,2.1444,2.2446,2.3049,1.8056,2.1945,2.0,Tuguegarao
18,Peace and Order,0.7839,0.8331,2.7122,1.0122,0.2914,0.3218,0.3312,2.5000,0.0033,Tuguegarao
19,Social Protection,-,-,0.0791,0.3497,0.7869,0.3662,0.3325,0.3391,0.9454,Tuguegarao
20,Road Network,0.2299,0.0021,0.5409,0.0197,0.6300,0.1692,0.0778,0.0522,0.0068,Tuguegarao
21,Distance to Ports,2.7979,2.7962,2.9339,2.1197,2.0202,2.0055,1.9406,2.1592,1.8893,Tuguegarao
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,2.5000,2.5000,2.4677,2.4846,1.571,Tuguegarao
23,Transportation Vehicles,0.5260,0.8870,1.0881,0.6445,0.4731,0.4341,0.3952,0.2035,0.462,Tuguegarao
24,Education,0.2743,0.7382,0.4271,0.3147,0.3954,0.5020,0.3386,0.4669,0.4545,Tuguegarao
25,Health,0.2505,1.2359,0.8750,1.1987,0.9379,0.5440,0.6565,0.7786,0.6569,Tuguegarao
26,LGU Investment,0.9846,0.3943,0.3098,0.3537,0.4073,0.4218,0.5924,0.0435,0.0,Tuguegarao
27,Accommodation Capacity,0.0099,0.6850,0.0787,0.6157,0.5564,0.2335,0.2926,0.1958,0.2178,Tuguegarao
28,Information Technology Capacity,0.5203,0.6713,0.8656,0.4365,0.7395,0.5498,0.8567,1.1458,0.0752,Tuguegarao
29,Financial Technology Capacity,0.2157,1.0806,1.0742,0.7634,0.7549,1.0820,1.1195,1.2673,0.3304,Tuguegarao
30,Land Use Plan,-,-,-,2.5000,2.5000,2.4998,2.5000,2.4800,1.9286,Tuguegarao
31,Disaster Risk Reduction Plan,-,-,-,2.5000,2.5000,2.4405,2.5000,2.4286,1.9444,Tuguegarao
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,2.5000,2.5000,1.2770,1.0194,Tuguegarao
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.3862,1.9198,Tuguegarao
34,Budget for DRRMP,-,-,-,0.0421,0.1589,0.5839,0.5577,0.1345,0.0026,Tuguegarao
35,Local Risk Assessments,-,-,-,2.5000,2.5000,2.5000,2.5000,2.5000,2.0,Tuguegarao
36,Emergency Infrastructure,-,-,-,0.8994,1.6764,0.3941,1.0476,0.8499,0.8469,Tuguegarao
37,Utilities,-,-,-,1.0789,1.6802,1.8720,1.8530,1.2441,1.497,Tuguegarao
38,Employed Population,-,-,-,0.4017,0.2873,0.0107,0.0051,0.0120,0.7274,Tuguegarao
39,Sanitary System,-,-,-,1.0420,1.5495,1.8650,2.0518,1.9160,1.5312,Tuguegarao
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.8835,Tuguegarao
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0271,Tuguegarao
42,STEM graduates,-,-,-,-,-,-,-,-,0.2203,Tuguegarao
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.3146,Tuguegarao
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Tuguegarao
45,Internet Capability,-,-,-,-,-,-,-,-,1.0145,Tuguegarao
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.633,Tuguegarao
47,Online Payment Facilities,-,-,-,-,-,-,-,-,2.0,Tuguegarao
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Tuguegarao
49,New Technology,-,-,-,-,-,-,-,-,0.0307,Tuguegarao
