,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0377,0.2157,0.2355,0.0143,0.0197,0.0179,0.0238,0.0341,0.0592,Tacurong
1,Local Economy Growth,1.1854,0.3454,0.4108,0.0559,0.0781,0.0907,0.6748,0.0493,0.0186,Tacurong
2,Active Establishments in the Locality,-,-,-,0.2817,0.5577,0.3171,0.2218,0.3774,0.3577,Tacurong
3,Safety Compliant Business,-,-,-,0.2310,0.1728,0.1441,0.2553,0.2148,0.1813,Tacurong
4,Employment Generation,0.0592,0.2313,0.5144,0.0906,0.0379,0.1307,0.1890,0.1801,0.077,Tacurong
5,Cost of Living,3.0128,2.6721,3.6667,0.2155,2.0918,1.3095,1.4085,1.7857,1.359,Tacurong
6,Cost of Doing Business,3.3592,3.3990,3.4735,2.0225,2.0104,2.0942,2.0581,2.0215,1.5498,Tacurong
7,Financial Deepening,0.3095,0.6859,1.7136,1.4333,0.9701,0.5579,0.6307,0.6446,0.3915,Tacurong
8,Productivity,0.0582,0.1420,0.1144,0.0093,0.0885,0.1053,0.1523,0.1404,0.0266,Tacurong
9,Presence of Business and Professional Organizations,0.1963,1.6337,1.5673,0.0834,0.0693,0.0615,0.0364,0.0715,0.0181,Tacurong
10,Compliance to National Directives,3.3333,3.3333,3.1373,2.2222,2.4306,2.3611,2.4219,2.3529,1.9286,Tacurong
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,2.5000,2.5000,2.5000,2.5000,2.5000,1.8731,Tacurong
12,Compliance to ARTA Citizens Charter,-,2.6941,2.1173,1.9506,2.0920,2.0668,2.1568,1.8444,2.0,Tacurong
13,Capacity to Generate Local Resource,0.5653,0.6827,1.0227,0.8403,0.7347,0.0469,0.0865,0.0493,0.1648,Tacurong
14,Capacity of Health Services,0.1940,0.5529,0.4161,0.3000,0.8497,0.3889,0.3097,0.3100,0.6065,Tacurong
15,Capacity of School Services,0.7599,0.6685,0.2358,0.5480,0.3943,0.1460,0.2911,0.1969,0.1805,Tacurong
16,Recognition of Performance,0.3889,0.6047,0.3241,0.5480,0.3756,0.1839,0.1289,0.0710,0.1285,Tacurong
17,Getting Business Permits,-,-,3.2146,2.4393,2.3549,2.4304,2.3819,2.1489,1.5,Tacurong
18,Peace and Order,0.4662,1.3563,3.0899,2.5000,0.7345,0.1090,0.3113,0.2032,0.0005,Tacurong
19,Social Protection,-,-,0.2986,0.4721,1.5090,0.4475,0.3977,0.3573,0.8966,Tacurong
20,Road Network,0.3530,0.0028,0.8377,0.0158,0.5646,0.1705,0.1297,0.0751,0.0076,Tacurong
21,Distance to Ports,2.3019,2.4763,2.5951,1.7748,1.7352,1.6634,1.7280,1.7442,1.6074,Tacurong
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,2.5000,2.5000,2.5000,2.5000,1.411,Tacurong
23,Transportation Vehicles,0.1820,0.2514,0.2227,0.2374,0.2060,0.1171,0.1004,0.1109,0.1601,Tacurong
24,Education,0.2124,0.5459,0.3735,0.3820,0.3471,0.5297,0.5793,0.4898,0.4427,Tacurong
25,Health,0.2728,0.7453,0.5993,0.6501,0.9088,0.6128,0.5011,0.4669,0.3818,Tacurong
26,LGU Investment,0.9383,0.5542,0.6954,0.6092,0.6210,0.2522,0.2143,0.0525,0.0093,Tacurong
27,Accommodation Capacity,0.0057,0.0226,0.0648,0.0480,0.0444,0.0207,0.0235,0.0217,0.0504,Tacurong
28,Information Technology Capacity,0.5955,1.1728,1.3749,1.1428,1.2317,1.0830,1.0281,0.8333,0.0852,Tacurong
29,Financial Technology Capacity,0.0712,0.2784,0.2538,0.2215,0.2544,0.2491,0.2883,0.1730,0.0986,Tacurong
30,Land Use Plan,-,-,-,2.5000,2.5000,2.4998,2.4773,2.5000,1.9762,Tacurong
31,Disaster Risk Reduction Plan,-,-,-,2.5000,2.5000,2.2024,2.5000,2.3571,1.9444,Tacurong
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,2.2917,2.1875,1.2770,1.0194,Tacurong
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.2879,1.0401,Tacurong
34,Budget for DRRMP,-,-,-,0.0689,0.2458,0.3046,0.1767,0.1415,0.0725,Tacurong
35,Local Risk Assessments,-,-,-,2.5000,2.5000,2.5000,2.5000,2.5000,2.0,Tacurong
36,Emergency Infrastructure,-,-,-,0.9005,1.0681,0.5879,0.6278,0.3805,0.4726,Tacurong
37,Utilities,-,-,-,1.0268,1.7239,1.9071,1.8973,1.2637,1.5044,Tacurong
38,Employed Population,-,-,-,0.2203,0.1223,0.0876,0.0157,0.0182,0.0365,Tacurong
39,Sanitary System,-,-,-,1.5802,1.5428,1.9604,1.9853,1.8796,1.5025,Tacurong
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0875,Tacurong
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,1.1666,Tacurong
42,STEM graduates,-,-,-,-,-,-,-,-,0.0548,Tacurong
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0365,Tacurong
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Tacurong
45,Internet Capability,-,-,-,-,-,-,-,-,1.0164,Tacurong
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Tacurong
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Tacurong
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Tacurong
49,New Technology,-,-,-,-,-,-,-,-,0.0026,Tacurong
