,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.1465,0.0750,0.0874,0.0000,0.2084,0.1454,0.0325,0.0029,0.0001,Penablanca
1,Local Economy Growth,0.3536,1.0417,0.0736,0.0000,0.0000,0.0017,0.3296,0.0000,0.0,Penablanca
2,Active Establishments in the Locality,-,-,-,0.0000,0.1719,0.1472,0.1615,0.1795,0.1507,Penablanca
3,Safety Compliant Business,-,-,-,0.1939,0.2745,0.2872,0.1692,0.1607,0.0,Penablanca
4,Employment Generation,0.0000,0.0470,0.0000,0.0242,0.0233,0.0000,0.0467,0.0389,0.0818,Penablanca
5,Cost of Living,3.7356,3.1977,2.2500,1.3514,1.2963,1.5079,1.2069,0.7813,1.7308,Penablanca
6,Cost of Doing Business,0.3204,3.0596,1.7462,2.1955,2.1042,1.9858,2.2186,2.2023,1.8655,Penablanca
7,Financial Deepening,0.0233,0.0230,0.0226,0.0379,0.0129,0.0416,0.1044,0.0479,0.0184,Penablanca
8,Productivity,0.0000,0.0008,0.0000,0.0000,0.0717,0.0034,0.0705,0.0255,0.0245,Penablanca
9,Presence of Business and Professional Organizations,0.0000,0.0000,0.0000,1.5198,1.1854,0.0000,0.6064,0.0053,0.0017,Penablanca
10,Compliance to National Directives,3.3333,3.3333,3.1871,2.4038,0.0000,2.3500,2.5000,2.3810,1.8929,Penablanca
11,Presence of Investment Promotion Unit,3.3333,3.3333,0.8333,1.8750,0.0000,2.5000,2.5000,2.5000,1.6924,Penablanca
12,Compliance to ARTA Citizens Charter,-,2.8444,2.1197,2.3078,0.0000,2.2670,2.3453,1.8335,2.0,Penablanca
13,Capacity to Generate Local Resource,1.7674,1.0211,1.8473,0.0321,0.0000,0.0190,0.2163,0.0175,0.0017,Penablanca
14,Capacity of Health Services,0.0777,0.1549,0.0990,0.0561,0.0000,0.0305,0.0175,0.0644,0.0021,Penablanca
15,Capacity of School Services,0.0000,0.5642,0.6101,0.2669,0.0000,0.1942,0.0937,0.0210,0.0025,Penablanca
16,Recognition of Performance,0.0000,0.0000,0.7143,0.2669,0.0000,0.1353,0.0000,0.1020,0.0769,Penablanca
17,Getting Business Permits,-,-,0.0000,2.1784,0.0000,1.5919,2.3003,1.7287,2.0,Penablanca
18,Peace and Order,0.7380,0.0738,0.1003,0.4990,0.0000,0.0347,0.0479,0.0897,0.0001,Penablanca
19,Social Protection,-,-,0.0772,0.0638,0.0000,0.1838,0.1841,0.1548,0.0014,Penablanca
20,Road Network,0.0014,0.0004,0.0002,0.0003,0.0000,0.0084,0.0015,0.0626,0.0001,Penablanca
21,Distance to Ports,0.0000,1.8355,2.9154,2.2237,0.0000,2.4536,2.4489,2.4327,1.7326,Penablanca
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,0.0000,2.3676,2.4356,2.4036,0.0199,Penablanca
23,Transportation Vehicles,0.0000,0.0000,0.0000,0.0380,0.0000,0.0834,0.0848,0.0033,0.0215,Penablanca
24,Education,0.1646,0.1956,0.0561,0.0598,0.0000,0.0541,0.0714,0.0537,0.0861,Penablanca
25,Health,0.4422,0.0000,0.0000,0.1811,0.0000,0.0000,0.0050,0.0041,0.0056,Penablanca
26,LGU Investment,0.9259,0.0000,0.0000,0.5396,0.0000,0.4289,0.1201,0.0280,0.0011,Penablanca
27,Accommodation Capacity,0.0000,0.0052,0.0176,0.0000,0.0000,0.0017,0.0008,0.0240,0.0066,Penablanca
28,Information Technology Capacity,0.6287,0.4525,0.4928,0.2611,0.0000,0.3618,0.2447,0.1364,0.0705,Penablanca
29,Financial Technology Capacity,0.0000,0.0000,0.0000,0.0266,0.0000,0.0216,0.0676,0.0195,0.0086,Penablanca
30,Land Use Plan,-,-,-,2.5000,0.0000,2.2692,2.2692,2.4773,2.0,Penablanca
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4537,2.4737,1.9995,Penablanca
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2500,2.5000,1.3750,1.056,Penablanca
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2500,1.0037,Penablanca
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.2996,0.1744,0.3983,0.0,Penablanca
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Penablanca
36,Emergency Infrastructure,-,-,-,0.8981,0.0000,0.4473,0.4574,0.2345,0.3653,Penablanca
37,Utilities,-,-,-,0.9863,0.0000,1.8713,1.8712,1.2564,1.5048,Penablanca
38,Employed Population,-,-,-,0.3461,0.0000,0.0172,0.0260,0.0316,0.0189,Penablanca
39,Sanitary System,-,-,-,1.5354,0.0000,1.9496,1.9736,1.8751,1.5002,Penablanca
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0784,Penablanca
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Penablanca
42,STEM graduates,-,-,-,-,-,-,-,-,0.0258,Penablanca
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0557,Penablanca
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Penablanca
45,Internet Capability,-,-,-,-,-,-,-,-,1.0381,Penablanca
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Penablanca
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Penablanca
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Penablanca
49,New Technology,-,-,-,-,-,-,-,-,0.0,Penablanca
