,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0669,0.1691,0.1575,0.0105,0.0135,0.0123,0.0139,0.0168,0.0228,Batac
1,Local Economy Growth,1.2689,0.3231,0.2528,0.0686,0.0775,0.0893,0.6039,0.0425,0.0147,Batac
2,Active Establishments in the Locality,-,-,-,0.3056,0.3310,0.2981,0.1861,0.3415,0.3081,Batac
3,Safety Compliant Business,-,-,-,0.2378,0.2010,0.2503,0.2810,0.2568,0.1717,Batac
4,Employment Generation,0.0267,0.1121,0.2105,0.0438,0.0286,0.0916,0.0787,0.0999,0.0224,Batac
5,Cost of Living,2.5000,2.9891,2.9167,0.0000,1.4796,0.3571,1.6549,1.1039,1.359,Batac
6,Cost of Doing Business,2.9520,3.7600,3.6541,2.0956,1.2803,2.0379,2.0104,2.2027,1.4984,Batac
7,Financial Deepening,0.1366,0.3059,0.6494,0.4333,0.3648,0.2101,0.2568,0.2723,0.2532,Batac
8,Productivity,0.1057,0.2036,0.1672,0.0116,0.0768,0.0602,0.0662,0.0742,0.0147,Batac
9,Presence of Business and Professional Organizations,0.1057,0.0749,0.0892,0.0427,0.0355,0.0291,0.0248,0.0368,0.055,Batac
10,Compliance to National Directives,2.6667,3.3333,3.1373,2.2222,2.1528,2.2222,2.1875,2.5000,1.9286,Batac
11,Presence of Investment Promotion Unit,1.6667,3.3333,3.3333,2.5000,2.5000,2.5000,2.5000,2.5000,1.7778,Batac
12,Compliance to ARTA Citizens Charter,-,2.5372,1.5548,1.2488,2.1655,1.8114,2.4988,1.2500,2.0,Batac
13,Capacity to Generate Local Resource,0.0829,1.9738,0.2044,0.7467,0.1527,0.0439,0.0768,0.0534,0.0507,Batac
14,Capacity of Health Services,0.4289,0.3951,0.6030,0.3839,1.1514,0.3725,0.3134,0.3229,0.8557,Batac
15,Capacity of School Services,0.8045,0.7182,0.2291,0.3105,0.3572,0.0838,0.1086,0.1116,0.2224,Batac
16,Recognition of Performance,0.3889,0.5271,0.2778,0.3105,0.1970,0.1413,0.1967,0.0618,0.0856,Batac
17,Getting Business Permits,-,-,3.2117,2.4090,1.5042,1.5814,2.3814,2.1515,2.0,Batac
18,Peace and Order,0.6376,0.3957,1.0554,0.4907,0.1794,0.0311,0.0632,0.0039,0.0003,Batac
19,Social Protection,-,-,0.0785,0.2060,0.7519,0.2416,0.1147,0.1988,0.0,Batac
20,Road Network,0.8048,0.0039,1.0675,0.0214,0.7508,0.1697,0.1335,0.0629,0.0085,Batac
21,Distance to Ports,3.1393,3.1611,3.1758,2.3426,2.3352,2.3279,2.3424,2.3546,1.9094,Batac
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,2.5000,2.0344,1.9022,2.0330,1.571,Batac
23,Transportation Vehicles,0.2286,0.3246,0.1926,0.1631,0.1605,0.0977,0.0504,0.0526,0.0606,Batac
24,Education,0.1278,0.3399,0.2063,0.1227,0.1605,0.2437,0.1320,0.1402,0.1525,Batac
25,Health,0.0630,0.3385,0.2094,0.2855,1.0012,0.1414,0.2112,0.4159,0.2828,Batac
26,LGU Investment,0.7377,1.0974,1.1095,0.8006,1.1163,0.3212,0.1787,0.1208,0.0015,Batac
27,Accommodation Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0171,0.0165,0.036,Batac
28,Information Technology Capacity,1.3001,0.6404,0.2399,0.3532,0.9836,0.3374,0.5216,0.9375,0.0652,Batac
29,Financial Technology Capacity,0.0543,0.1862,0.1889,0.1225,0.1449,0.1245,0.1442,0.0782,0.0408,Batac
30,Land Use Plan,-,-,-,2.5000,2.5000,2.4985,2.3636,2.5000,1.9762,Batac
31,Disaster Risk Reduction Plan,-,-,-,2.5000,2.5000,2.4405,2.5000,2.5000,1.9444,Batac
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,1.2500,2.5000,1.2568,1.0097,Batac
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.2768,1.013,Batac
34,Budget for DRRMP,-,-,-,0.0418,0.2562,0.2698,0.1394,0.1476,0.0755,Batac
35,Local Risk Assessments,-,-,-,2.5000,2.5000,2.5000,2.5000,2.5000,2.0,Batac
36,Emergency Infrastructure,-,-,-,0.8775,0.8856,0.2810,0.4807,0.2600,0.4037,Batac
37,Utilities,-,-,-,0.9904,1.7106,1.8969,1.8693,1.2701,1.5111,Batac
38,Employed Population,-,-,-,0.0863,0.0554,0.0379,0.0425,0.0859,0.1829,Batac
39,Sanitary System,-,-,-,1.5757,1.5475,1.9728,1.9948,1.8814,1.5034,Batac
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.1518,Batac
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0995,Batac
42,STEM graduates,-,-,-,-,-,-,-,-,0.0348,Batac
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.111,Batac
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Batac
45,Internet Capability,-,-,-,-,-,-,-,-,1.0125,Batac
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0165,Batac
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Batac
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Batac
49,New Technology,-,-,-,-,-,-,-,-,0.1175,Batac
