,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.8060,0.7981,0.9336,0.3534,0.2253,0.2210,0.1352,0.2382,0.1781,Cebu
1,Local Economy Growth,1.3091,0.8932,1.1221,0.2768,0.5810,0.7643,1.0018,0.3210,0.5753,Cebu
2,Active Establishments in the Locality,-,-,-,0.5985,1.1483,0.6160,1.6340,1.1707,1.1004,Cebu
3,Safety Compliant Business,-,-,-,0.7100,0.3592,0.3558,0.4705,0.6403,0.3148,Cebu
4,Employment Generation,1.6992,0.0264,1.2680,0.8116,0.0587,0.6316,0.4019,0.4528,0.3641,Cebu
5,Cost of Living,3.1410,1.3258,2.2619,0.0000,1.3333,0.7895,1.9531,2.5000,1.9412,Cebu
6,Cost of Doing Business,2.7158,3.5806,3.1357,1.9070,1.7606,1.4477,1.3354,1.2592,1.558,Cebu
7,Financial Deepening,2.5508,2.0594,1.5560,0.8281,0.8497,0.5300,0.7892,0.8061,0.6125,Cebu
8,Productivity,0.1833,4.1667,0.8081,0.2316,0.4203,0.6352,0.4503,0.6167,0.413,Cebu
9,Presence of Business and Professional Organizations,0.1812,0.0090,1.8437,0.6261,1.1483,0.0041,0.0076,0.0000,0.0,Cebu
10,Compliance to National Directives,3.3333,3.3333,2.4868,2.4375,2.4219,1.2500,1.2500,2.5000,0.8,Cebu
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,2.5000,2.5000,2.5000,2.5000,2.5000,0.0,Cebu
12,Compliance to ARTA Citizens Charter,-,1.3049,1.7299,0.7372,0.9976,2.1840,1.5609,1.9919,2.0,Cebu
13,Capacity to Generate Local Resource,0.9900,1.4509,0.7093,0.2657,1.1753,0.4731,1.3749,0.3785,0.1949,Cebu
14,Capacity of Health Services,0.0000,2.9515,0.3142,0.6341,0.4775,0.3883,0.8708,0.6335,0.1265,Cebu
15,Capacity of School Services,0.4145,1.0997,1.1879,0.1870,0.6243,0.5552,0.9298,1.0742,0.2467,Cebu
16,Recognition of Performance,0.4048,1.9565,0.5349,0.1870,0.6310,0.3388,0.0721,0.0391,0.1429,Cebu
17,Getting Business Permits,-,-,2.1491,1.1042,2.0825,1.8931,1.9300,1.5238,2.0,Cebu
18,Peace and Order,0.9036,0.6627,1.0591,0.5733,0.6029,0.4992,0.4846,0.3281,0.0002,Cebu
19,Social Protection,-,-,1.7458,0.5178,0.5263,0.7653,0.6200,0.8296,1.6648,Cebu
20,Road Network,0.0000,0.0033,0.3430,0.0325,0.0156,0.3584,0.3669,0.2695,0.0006,Cebu
21,Distance to Ports,3.2262,2.7976,3.1379,2.2622,2.2521,2.2521,2.2620,2.2620,1.8212,Cebu
22,Availability of Basic Utilities,3.3333,3.3192,3.3333,2.5000,2.5000,2.5000,1.3332,1.7736,1.4516,Cebu
23,Transportation Vehicles,0.0000,3.3333,0.1294,1.3004,2.5000,0.8636,0.8103,0.3297,0.2188,Cebu
24,Education,1.1179,0.8463,1.5388,0.9947,0.8586,0.6916,1.0960,0.5112,0.5235,Cebu
25,Health,0.6798,1.0140,1.0384,0.5300,0.7299,0.3363,0.4176,0.8159,0.3661,Cebu
26,LGU Investment,0.6728,0.4104,0.4308,0.1608,0.0000,0.3443,1.1521,0.6596,0.0116,Cebu
27,Accommodation Capacity,0.3721,3.3333,0.6707,1.2412,0.3152,0.7309,0.4935,1.1338,0.2744,Cebu
28,Information Technology Capacity,2.9591,0.0794,1.9544,0.4167,0.7530,0.7098,0.6920,0.1615,0.19,Cebu
29,Financial Technology Capacity,2.5270,1.4873,0.6058,0.7739,0.6162,0.6841,0.6976,0.6150,0.2693,Cebu
30,Land Use Plan,-,-,-,2.5000,2.5000,2.0000,2.0000,2.5000,1.5,Cebu
31,Disaster Risk Reduction Plan,-,-,-,2.5000,2.5000,2.4306,2.5000,2.5000,1.95,Cebu
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,0.0000,0.0000,1.2500,0.0,Cebu
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.2500,1.0,Cebu
34,Budget for DRRMP,-,-,-,1.0911,0.0000,0.4287,0.5559,0.0695,0.1358,Cebu
35,Local Risk Assessments,-,-,-,2.5000,2.5000,2.5000,2.5000,2.5000,2.0,Cebu
36,Emergency Infrastructure,-,-,-,1.2039,0.3575,0.6307,0.6627,0.3494,0.4653,Cebu
37,Utilities,-,-,-,1.7288,2.3002,1.9193,1.9459,1.1223,1.4682,Cebu
38,Employed Population,-,-,-,1.0171,2.3367,1.6034,0.0085,0.0077,0.0787,Cebu
39,Sanitary System,-,-,-,1.6080,1.9091,1.9049,0.4585,0.6315,1.1187,Cebu
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.4558,Cebu
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Cebu
42,STEM graduates,-,-,-,-,-,-,-,-,0.29,Cebu
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.4838,Cebu
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Cebu
45,Internet Capability,-,-,-,-,-,-,-,-,1.0515,Cebu
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Cebu
47,Online Payment Facilities,-,-,-,-,-,-,-,-,2.0,Cebu
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Cebu
49,New Technology,-,-,-,-,-,-,-,-,0.0,Cebu
