,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.6946,0.3721,0.3062,0.0465,0.0376,0.0148,0.0170,0.0567,0.0266,Maramag
1,Local Economy Growth,0.5059,0.2668,0.0554,0.0045,0.0062,0.0040,0.3300,0.0031,0.0,Maramag
2,Active Establishments in the Locality,-,-,-,0.5183,0.7647,0.4030,0.5863,0.6295,0.5046,Maramag
3,Safety Compliant Business,-,-,-,0.7033,0.6099,0.4310,0.3056,0.2009,0.0,Maramag
4,Employment Generation,0.9039,0.2667,0.2562,0.2207,0.2458,0.5879,0.3084,0.2706,0.1567,Maramag
5,Cost of Living,2.8736,2.9554,3.0833,1.6892,1.4352,0.9921,0.9052,1.9063,1.838,Maramag
6,Cost of Doing Business,3.3237,3.5990,3.4657,2.1700,2.0653,1.9196,2.1342,2.1904,1.8394,Maramag
7,Financial Deepening,0.7682,1.7956,1.4719,0.8712,0.1418,0.4818,0.4088,0.3090,0.6102,Maramag
8,Productivity,0.0290,0.0081,0.0039,0.0924,0.0101,0.0026,0.2271,0.2239,0.1504,Maramag
9,Presence of Business and Professional Organizations,0.0000,0.0383,0.0278,0.0215,0.0571,0.0248,0.1132,0.1282,0.0117,Maramag
10,Compliance to National Directives,3.3333,3.3333,3.2749,2.3397,0.0000,2.4000,2.5000,2.4405,1.9286,Maramag
11,Presence of Investment Promotion Unit,0.0000,3.3333,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.7949,Maramag
12,Compliance to ARTA Citizens Charter,-,2.9179,2.2490,2.0270,0.0000,1.9794,2.2758,1.7346,2.0,Maramag
13,Capacity to Generate Local Resource,0.0000,1.7946,0.1357,0.1851,0.0000,0.1930,0.2028,0.0284,0.0095,Maramag
14,Capacity of Health Services,1.0731,1.0646,0.2649,0.7362,0.0000,0.5321,0.5357,0.8372,0.0068,Maramag
15,Capacity of School Services,0.4065,0.5273,0.4584,0.1591,0.0000,0.4501,0.1991,0.1865,0.0422,Maramag
16,Recognition of Performance,1.4502,0.5556,2.2511,0.1591,0.0000,0.7020,0.4667,0.3792,0.7653,Maramag
17,Getting Business Permits,-,-,1.1111,2.0929,0.0000,2.4371,2.4102,2.1418,2.0,Maramag
18,Peace and Order,0.2502,0.0370,0.0224,0.2103,0.0000,0.0371,0.0371,0.0637,0.0,Maramag
19,Social Protection,-,-,0.9727,0.8075,0.0000,0.4450,0.8775,0.3311,0.0,Maramag
20,Road Network,0.0004,0.0001,0.0023,0.0014,0.0000,0.0843,0.0029,0.1201,0.0005,Maramag
21,Distance to Ports,2.5747,2.5247,2.8666,1.7448,0.0000,2.0719,2.1869,2.1746,1.4527,Maramag
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,0.0000,2.3518,2.3748,2.3880,0.1016,Maramag
23,Transportation Vehicles,0.0480,0.0579,0.2094,0.2023,0.0000,0.0435,0.0370,0.0393,0.048,Maramag
24,Education,0.3390,0.4059,0.1267,0.1573,0.0000,0.3276,0.3030,0.3270,0.2727,Maramag
25,Health,0.2005,0.7015,0.9983,0.5702,0.0000,0.3941,0.4938,0.4665,0.4191,Maramag
26,LGU Investment,0.7639,0.4540,0.5196,0.3936,0.0000,0.5273,0.2603,0.0233,0.0012,Maramag
27,Accommodation Capacity,0.0510,0.0000,0.0000,0.0120,0.0000,0.0055,0.0068,0.1313,0.0537,Maramag
28,Information Technology Capacity,0.5027,0.4776,0.5894,0.4725,0.0000,0.2850,0.5175,0.4091,0.2203,Maramag
29,Financial Technology Capacity,0.2304,0.3386,0.3155,0.2187,0.0000,0.3788,0.3546,0.3546,0.1552,Maramag
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4872,2.4318,1.9394,Maramag
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4074,2.5000,2.4474,1.9995,Maramag
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.5000,2.5000,0.0042,1.004,Maramag
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2756,1.0385,Maramag
34,Budget for DRRMP,-,-,-,0.0021,0.0000,0.4072,0.2541,0.0186,0.0,Maramag
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Maramag
36,Emergency Infrastructure,-,-,-,0.9768,0.0000,0.6491,0.6334,0.3726,0.4756,Maramag
37,Utilities,-,-,-,1.0650,0.0000,1.8782,1.8823,1.3053,1.5202,Maramag
38,Employed Population,-,-,-,0.4861,0.0000,0.2867,1.7084,0.0053,0.0431,Maramag
39,Sanitary System,-,-,-,1.5790,0.0000,1.9967,1.9937,1.8753,1.5002,Maramag
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.376,Maramag
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Maramag
42,STEM graduates,-,-,-,-,-,-,-,-,0.0696,Maramag
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.1581,Maramag
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Maramag
45,Internet Capability,-,-,-,-,-,-,-,-,1.119,Maramag
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0006,Maramag
47,Online Payment Facilities,-,-,-,-,-,-,-,-,2.0,Maramag
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Maramag
49,New Technology,-,-,-,-,-,-,-,-,0.002,Maramag
