,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.1137,1.5109,0.7191,0.0236,0.0331,0.0295,0.0499,0.0397,0.046,Cotabato
1,Local Economy Growth,0.9575,0.6743,0.3431,0.0522,0.0719,0.0860,0.7991,0.0286,0.0124,Cotabato
2,Active Establishments in the Locality,-,-,-,0.3528,1.5698,0.9063,0.5899,0.7316,0.4664,Cotabato
3,Safety Compliant Business,-,-,-,0.2581,0.2093,0.2909,0.3870,0.4126,0.1986,Cotabato
4,Employment Generation,0.0982,0.3656,0.7294,0.1423,0.0764,0.2653,0.3949,0.5161,0.1115,Cotabato
5,Cost of Living,1.9872,1.8569,2.5833,1.7672,2.1429,1.2698,1.7958,0.8442,1.6923,Cotabato
6,Cost of Doing Business,3.4368,3.4211,3.2660,1.9626,1.9674,2.0317,1.8309,1.9620,1.4575,Cotabato
7,Financial Deepening,0.9392,1.1263,2.1916,1.6400,1.1857,0.6097,0.6185,0.6536,0.3547,Cotabato
8,Productivity,0.0008,0.1714,0.1705,0.0121,0.0912,0.1665,0.2907,0.2804,0.037,Cotabato
9,Presence of Business and Professional Organizations,1.8720,1.8885,4.1667,0.2225,0.1875,0.1470,0.1830,0.2498,0.1376,Cotabato
10,Compliance to National Directives,3.3333,3.3333,2.9412,2.0139,2.4306,2.3611,2.5000,2.5000,1.9286,Cotabato
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,2.5000,2.5000,2.5000,2.5000,2.5000,1.9366,Cotabato
12,Compliance to ARTA Citizens Charter,-,2.4675,2.1359,2.0959,2.2852,2.1372,1.7736,2.1011,2.0,Cotabato
13,Capacity to Generate Local Resource,1.7905,1.9998,1.3878,1.1208,1.0774,0.0815,0.1309,0.0701,0.2502,Cotabato
14,Capacity of Health Services,0.6419,1.0613,2.4812,1.7504,1.5261,1.1153,1.1309,1.0632,0.306,Cotabato
15,Capacity of School Services,0.8367,0.6646,0.3533,0.4387,0.3909,0.5678,0.6262,0.3736,0.3176,Cotabato
16,Recognition of Performance,0.1111,0.7442,0.3770,0.4387,0.2409,0.3766,0.1748,0.0866,0.0548,Cotabato
17,Getting Business Permits,-,-,3.0488,2.1150,2.2475,2.3075,2.1455,2.0866,2.0,Cotabato
18,Peace and Order,0.7427,0.8898,2.4344,0.9189,0.2611,0.6903,0.7640,0.3312,0.36,Cotabato
19,Social Protection,-,-,0.7486,1.2074,1.1120,1.0177,0.9011,0.9002,0.6684,Cotabato
20,Road Network,0.0000,0.0013,0.3436,0.0102,0.3613,0.1181,0.0880,0.0655,0.0038,Cotabato
21,Distance to Ports,3.2556,3.2903,3.2939,2.4610,2.4480,2.4461,2.4521,2.4616,1.9724,Cotabato
22,Availability of Basic Utilities,3.0998,3.3333,3.3222,2.4240,2.5000,2.5000,2.5000,2.5000,1.2581,Cotabato
23,Transportation Vehicles,0.0706,0.3202,0.2234,0.1847,0.1956,0.2043,0.2057,0.1051,0.1496,Cotabato
24,Education,0.5074,1.2081,0.8440,0.7455,0.7538,0.6531,0.4832,0.7254,0.5526,Cotabato
25,Health,0.5512,1.9592,1.2167,1.4640,0.4889,0.7568,0.6859,0.6332,0.4534,Cotabato
26,LGU Investment,0.9383,1.3836,1.3267,1.1437,1.4091,0.5789,0.5996,0.1019,0.0028,Cotabato
27,Accommodation Capacity,0.0130,0.0000,0.0000,0.0471,0.1091,0.0421,0.0383,0.0523,0.0414,Cotabato
28,Information Technology Capacity,0.1630,0.9568,1.2514,0.6850,0.9668,0.7998,0.8567,1.5625,0.2506,Cotabato
29,Financial Technology Capacity,0.1360,0.6507,0.5949,0.4712,0.4887,0.4917,0.5640,0.3063,0.0954,Cotabato
30,Land Use Plan,-,-,-,2.5000,2.5000,2.4980,2.5000,2.5000,1.9762,Cotabato
31,Disaster Risk Reduction Plan,-,-,-,2.5000,2.5000,2.4405,2.5000,2.4286,1.8333,Cotabato
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,2.2917,2.5000,1.2838,1.0194,Cotabato
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.2522,1.0,Cotabato
34,Budget for DRRMP,-,-,-,0.0633,0.2562,0.5305,0.3504,0.1471,0.0755,Cotabato
35,Local Risk Assessments,-,-,-,2.5000,2.5000,2.5000,2.5000,2.5000,2.0,Cotabato
36,Emergency Infrastructure,-,-,-,0.9879,1.0361,0.6810,0.8382,0.6684,0.5691,Cotabato
37,Utilities,-,-,-,1.0144,1.7164,1.8984,1.8889,1.2542,1.5013,Cotabato
38,Employed Population,-,-,-,0.5988,0.0647,0.1353,0.0549,0.0553,0.114,Cotabato
39,Sanitary System,-,-,-,1.5757,1.5383,1.9682,1.9882,1.8761,1.5008,Cotabato
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.5556,Cotabato
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.2324,Cotabato
42,STEM graduates,-,-,-,-,-,-,-,-,0.1275,Cotabato
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Cotabato
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Cotabato
45,Internet Capability,-,-,-,-,-,-,-,-,1.0483,Cotabato
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Cotabato
47,Online Payment Facilities,-,-,-,-,-,-,-,-,2.0,Cotabato
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Cotabato
49,New Technology,-,-,-,-,-,-,-,-,0.0,Cotabato
