,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.0000,0.0008,0.0154,0.0260,0.0225,0.0124,0.0021,Balungao
1,Local Economy Growth,-,-,0.0000,0.0000,0.0065,0.0033,1.0258,0.0029,0.0002,Balungao
2,Active Establishments in the Locality,-,-,-,0.0000,0.0056,0.3115,0.4742,0.4807,0.5047,Balungao
3,Safety Compliant Business,-,-,-,0.2070,0.1102,0.3752,0.8800,0.3285,0.3696,Balungao
4,Employment Generation,-,-,0.0000,0.0885,0.0108,0.3592,0.1461,0.2342,0.4209,Balungao
5,Cost of Living,-,-,3.0833,1.5517,1.8056,1.2500,1.0938,1.3750,1.9992,Balungao
6,Cost of Doing Business,-,-,2.4069,2.3336,1.9643,2.1678,2.3450,2.4030,1.916,Balungao
7,Financial Deepening,-,-,0.4630,0.1587,0.0461,0.0431,0.1106,0.4259,0.0975,Balungao
8,Productivity,-,-,0.0000,0.0019,0.1531,0.0992,0.1140,0.1849,0.2541,Balungao
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0039,0.0033,0.3547,0.0839,0.0091,0.0539,Balungao
10,Compliance to National Directives,-,-,0.0000,2.3684,0.0000,2.4988,2.3929,2.3214,1.9615,Balungao
11,Presence of Investment Promotion Unit,-,-,0.0000,0.6250,0.0000,0.0000,2.5000,2.5000,1.9997,Balungao
12,Compliance to ARTA Citizens Charter,-,-,1.2248,2.3429,0.0000,2.4143,2.4955,2.3949,2.0,Balungao
13,Capacity to Generate Local Resource,-,-,1.7186,0.1926,0.0000,0.0618,0.2817,0.0564,0.0483,Balungao
14,Capacity of Health Services,-,-,0.0000,0.2034,0.0000,0.1168,0.0914,0.0988,0.07,Balungao
15,Capacity of School Services,-,-,0.5002,0.1699,0.0000,0.2655,0.0525,0.0284,0.0115,Balungao
16,Recognition of Performance,-,-,0.0877,0.1699,0.0000,0.4841,0.0652,0.0329,0.1166,Balungao
17,Getting Business Permits,-,-,0.0000,1.5256,0.0000,1.5596,1.6512,1.5341,2.0,Balungao
18,Peace and Order,-,-,0.1860,0.2170,0.0000,0.2535,0.2934,0.1232,0.0001,Balungao
19,Social Protection,-,-,0.0583,1.2219,0.0000,1.3923,0.5460,0.1752,0.0,Balungao
20,Road Network,-,-,0.0000,0.0024,0.0000,0.0399,0.0008,0.0320,0.0015,Balungao
21,Distance to Ports,-,-,2.8831,2.3149,0.0000,2.3646,2.3274,2.2188,1.9394,Balungao
22,Availability of Basic Utilities,-,-,3.3333,2.5000,0.0000,1.9879,1.6609,2.0647,0.3572,Balungao
23,Transportation Vehicles,-,-,0.0000,0.0000,0.0000,0.0027,0.0122,0.0360,0.0012,Balungao
24,Education,-,-,0.1850,0.1628,0.0000,0.0544,0.0654,0.0798,0.108,Balungao
25,Health,-,-,0.0106,0.1014,0.0000,0.2204,0.1622,0.2782,0.2146,Balungao
26,LGU Investment,-,-,0.0000,0.4882,0.0000,0.0774,0.0617,0.1007,0.0003,Balungao
27,Accommodation Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Balungao
28,Information Technology Capacity,-,-,0.4286,0.5754,0.0000,0.3930,0.5694,0.6522,0.5217,Balungao
29,Financial Technology Capacity,-,-,0.0000,0.0000,0.0000,0.3668,0.4063,0.1587,0.0909,Balungao
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4872,2.4714,1.9459,Balungao
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.5000,1.9998,Balungao
32,Annual Disaster Drill,-,-,-,0.0000,0.0000,2.4107,2.5000,1.2911,1.002,Balungao
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2575,1.0296,Balungao
34,Budget for DRRMP,-,-,-,0.0011,0.0000,0.1196,0.0403,0.0025,0.0,Balungao
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Balungao
36,Emergency Infrastructure,-,-,-,0.8796,0.0000,0.4758,0.4739,0.2808,0.3867,Balungao
37,Utilities,-,-,-,0.7024,0.0000,1.8815,1.8813,1.2980,1.5035,Balungao
38,Employed Population,-,-,-,0.0775,0.0000,0.0098,0.0829,1.1340,0.2447,Balungao
39,Sanitary System,-,-,-,0.1667,0.0000,2.0145,1.9584,1.8751,1.5,Balungao
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0007,Balungao
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Balungao
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Balungao
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Balungao
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Balungao
45,Internet Capability,-,-,-,-,-,-,-,-,1.2609,Balungao
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Balungao
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Balungao
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Balungao
49,New Technology,-,-,-,-,-,-,-,-,0.0,Balungao
