,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.3095,0.0427,0.0692,1.8065,1.4445,1.2465,0.0853,Sison (PS)
1,Local Economy Growth,-,-,0.0000,0.0000,0.0035,0.0266,1.0255,0.0009,0.0002,Sison (PS)
2,Active Establishments in the Locality,-,-,-,0.8328,0.0071,0.4691,0.6735,0.8728,0.7684,Sison (PS)
3,Safety Compliant Business,-,-,-,0.3983,0.1775,0.4633,1.2839,0.3796,0.5096,Sison (PS)
4,Employment Generation,-,-,0.7714,0.5393,0.2905,0.8389,0.6186,1.1990,0.7491,Sison (PS)
5,Cost of Living,-,-,3.0833,1.5517,1.8056,1.2500,1.0938,1.3750,1.9995,Sison (PS)
6,Cost of Doing Business,-,-,1.0762,1.9259,1.6982,1.7240,1.9133,2.3969,1.9005,Sison (PS)
7,Financial Deepening,-,-,0.3086,0.0529,0.0126,0.0998,0.2822,0.3514,0.17,Sison (PS)
8,Productivity,-,-,0.0000,0.0230,0.0057,0.9912,1.7141,1.4519,0.5792,Sison (PS)
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0000,0.0000,0.0093,0.0031,0.0122,0.1797,Sison (PS)
10,Compliance to National Directives,-,-,2.2222,2.2697,0.0000,2.4994,2.4643,2.4643,1.9615,Sison (PS)
11,Presence of Investment Promotion Unit,-,-,1.6667,1.2500,0.0000,0.0000,2.5000,2.5000,1.9997,Sison (PS)
12,Compliance to ARTA Citizens Charter,-,-,2.4206,2.4987,0.0000,2.4572,2.4968,2.3950,2.0,Sison (PS)
13,Capacity to Generate Local Resource,-,-,1.7221,1.0896,0.0000,0.3461,0.4946,0.3238,0.329,Sison (PS)
14,Capacity of Health Services,-,-,0.3763,0.3166,0.0000,0.0852,0.1582,0.1791,0.0705,Sison (PS)
15,Capacity of School Services,-,-,0.5413,0.3625,0.0000,0.5458,0.1037,0.1447,0.0144,Sison (PS)
16,Recognition of Performance,-,-,0.0877,0.3625,0.0000,0.0694,0.0652,0.1283,0.0954,Sison (PS)
17,Getting Business Permits,-,-,0.0000,1.4416,0.0000,1.6063,1.6592,1.5530,2.0,Sison (PS)
18,Peace and Order,-,-,0.1161,0.1473,0.0000,0.4032,0.2934,0.2032,0.0001,Sison (PS)
19,Social Protection,-,-,0.1001,2.0592,0.0000,2.0476,0.9831,0.3129,0.0,Sison (PS)
20,Road Network,-,-,0.0000,0.0018,0.0000,0.0455,0.0010,0.0750,0.0006,Sison (PS)
21,Distance to Ports,-,-,3.0462,2.3726,0.0000,2.4434,2.4208,2.1078,1.9122,Sison (PS)
22,Availability of Basic Utilities,-,-,1.6667,2.5000,0.0000,1.1612,1.0000,1.2500,0.273,Sison (PS)
23,Transportation Vehicles,-,-,0.0011,0.0561,0.0000,0.0280,0.0178,0.0566,0.0097,Sison (PS)
24,Education,-,-,0.4716,0.3784,0.0000,0.1190,0.1600,0.1446,0.2039,Sison (PS)
25,Health,-,-,0.1394,0.1443,0.0000,0.2397,0.0494,0.2914,0.1946,Sison (PS)
26,LGU Investment,-,-,0.0000,0.2250,0.0000,0.1178,0.0702,0.1573,0.0008,Sison (PS)
27,Accommodation Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,0.0131,Sison (PS)
28,Information Technology Capacity,-,-,0.6138,0.5159,0.0000,0.4097,0.5463,0.2717,0.5217,Sison (PS)
29,Financial Technology Capacity,-,-,0.3333,0.2500,0.0000,0.1563,0.2500,0.1389,0.0909,Sison (PS)
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4872,2.5000,1.9865,Sison (PS)
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.5000,1.9998,Sison (PS)
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2582,1.0005,Sison (PS)
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2600,1.0079,Sison (PS)
34,Budget for DRRMP,-,-,-,0.0020,0.0000,0.2022,0.0571,0.0025,0.0,Sison (PS)
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Sison (PS)
36,Emergency Infrastructure,-,-,-,0.8616,0.0000,0.5236,0.5582,0.3925,0.447,Sison (PS)
37,Utilities,-,-,-,0.9722,0.0000,1.8760,1.8665,1.2748,1.5005,Sison (PS)
38,Employed Population,-,-,-,0.4994,0.0000,0.0683,0.0980,0.1221,0.0315,Sison (PS)
39,Sanitary System,-,-,-,0.5615,0.0000,1.9877,1.9466,1.8751,1.5,Sison (PS)
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Sison (PS)
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Sison (PS)
42,STEM graduates,-,-,-,-,-,-,-,-,0.1253,Sison (PS)
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0086,Sison (PS)
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Sison (PS)
45,Internet Capability,-,-,-,-,-,-,-,-,1.2609,Sison (PS)
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Sison (PS)
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Sison (PS)
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Sison (PS)
49,New Technology,-,-,-,-,-,-,-,-,0.0,Sison (PS)
