,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.1024,0.1841,0.0005,0.0242,0.0177,0.0306,0.0070,0.0011,Santiago (IS)
1,Local Economy Growth,-,0.1273,0.1261,0.0038,0.0201,0.0038,1.0264,0.0007,0.0001,Santiago (IS)
2,Active Establishments in the Locality,-,-,-,0.0000,0.0039,0.2732,0.3805,0.4491,0.4086,Santiago (IS)
3,Safety Compliant Business,-,-,-,0.2056,0.1331,0.2891,0.3447,0.3021,0.2245,Santiago (IS)
4,Employment Generation,-,0.3895,0.3329,0.2821,0.1493,0.2512,0.2664,0.2817,0.2865,Santiago (IS)
5,Cost of Living,-,3.0449,3.1667,1.8534,1.5741,2.2500,1.4583,1.6250,1.9991,Santiago (IS)
6,Cost of Doing Business,-,1.7818,3.0011,1.8660,2.1052,2.2058,2.3417,2.4092,1.9188,Santiago (IS)
7,Financial Deepening,-,0.0706,0.1543,0.0265,0.0042,0.0442,0.0884,0.1348,0.0609,Santiago (IS)
8,Productivity,-,0.0000,0.0015,0.0002,0.0016,0.1759,0.1709,0.2234,0.1445,Santiago (IS)
9,Presence of Business and Professional Organizations,-,0.0000,0.0000,0.0020,0.0011,0.0167,0.0146,0.0259,0.0507,Santiago (IS)
10,Compliance to National Directives,-,3.3333,3.1987,2.2697,0.0000,2.4963,2.2857,2.4643,1.9231,Santiago (IS)
11,Presence of Investment Promotion Unit,-,3.3333,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.9971,Santiago (IS)
12,Compliance to ARTA Citizens Charter,-,0.0000,1.8890,2.3264,0.0000,2.3730,2.4965,2.4455,0.0,Santiago (IS)
13,Capacity to Generate Local Resource,-,0.8435,1.7196,0.4916,0.0000,0.0290,0.6600,0.0302,0.0165,Santiago (IS)
14,Capacity of Health Services,-,0.0600,0.0457,0.0407,0.0000,0.0394,0.0380,0.0711,0.0642,Santiago (IS)
15,Capacity of School Services,-,0.4539,0.3291,0.1678,0.0000,0.2049,0.0544,0.1209,0.0146,Santiago (IS)
16,Recognition of Performance,-,0.0000,0.0877,0.1678,0.0000,0.0000,0.1290,0.0720,0.0417,Santiago (IS)
17,Getting Business Permits,-,-,1.1111,1.5448,0.0000,1.6092,1.6608,1.5530,0.5,Santiago (IS)
18,Peace and Order,-,0.2888,0.2325,0.2342,0.0000,0.1843,0.2806,0.0862,0.0002,Santiago (IS)
19,Social Protection,-,-,0.0385,0.8349,0.0000,0.9531,0.3858,0.1300,1.311,Santiago (IS)
20,Road Network,-,0.0000,0.0041,0.0017,0.0000,0.0244,0.0004,0.0188,0.0012,Santiago (IS)
