,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.1924,0.0000,0.0015,0.0109,0.0218,0.0516,0.0535,0.0065,Mambusao
1,Local Economy Growth,-,0.1940,0.0000,0.0000,0.0153,0.0079,1.0260,0.0044,0.0001,Mambusao
2,Active Establishments in the Locality,-,-,-,0.6697,0.0059,0.5033,0.5360,0.6971,0.5247,Mambusao
3,Safety Compliant Business,-,-,-,0.0036,0.2629,0.5303,0.6280,0.5187,0.3694,Mambusao
4,Employment Generation,-,1.4322,0.0000,0.4070,0.1388,0.3486,0.1485,0.1354,0.4688,Mambusao
5,Cost of Living,-,3.5256,3.5000,1.8966,2.0833,1.7500,0.4167,1.5000,1.9988,Mambusao
6,Cost of Doing Business,-,2.7099,1.5772,1.7728,2.0817,2.0726,2.2053,2.2991,1.8583,Mambusao
7,Financial Deepening,-,2.1893,2.2377,0.5026,0.0965,0.2879,0.6720,0.9600,0.5431,Mambusao
8,Productivity,-,0.0000,0.0000,0.0000,0.0007,0.2547,0.1490,0.1631,0.0174,Mambusao
9,Presence of Business and Professional Organizations,-,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,0.0000,0.0,Mambusao
10,Compliance to National Directives,-,3.0000,0.2222,0.0000,0.0000,1.2420,2.0357,1.9643,1.3846,Mambusao
11,Presence of Investment Promotion Unit,-,1.6667,0.0000,0.0000,0.0000,1.8750,0.6250,0.6250,1.3291,Mambusao
12,Compliance to ARTA Citizens Charter,-,2.7730,1.5418,1.6560,0.0000,2.3228,2.4968,1.9011,1.0,Mambusao
13,Capacity to Generate Local Resource,-,0.8490,0.0000,0.5853,0.0000,0.2334,0.0466,0.0446,0.1783,Mambusao
14,Capacity of Health Services,-,0.1303,0.0582,0.0930,0.0000,0.0452,0.0349,0.0425,0.1411,Mambusao
15,Capacity of School Services,-,0.0000,0.0000,0.0000,0.0000,0.5175,0.0767,0.0518,0.0142,Mambusao
16,Recognition of Performance,-,0.0000,0.0000,0.0000,0.0000,0.1185,0.0208,0.0893,0.0,Mambusao
17,Getting Business Permits,-,-,0.0000,1.2781,0.0000,2.2927,1.5258,1.8654,2.0,Mambusao
18,Peace and Order,-,0.1392,0.0760,0.1700,0.0000,0.3687,0.4464,0.1909,0.0001,Mambusao
19,Social Protection,-,-,0.0000,0.9213,0.0000,0.9684,1.2170,0.0000,0.0,Mambusao
20,Road Network,-,0.0001,0.0019,0.0000,0.0000,0.5651,0.0004,0.0644,0.0005,Mambusao
21,Distance to Ports,-,3.0332,2.1423,2.4123,0.0000,2.3472,2.3354,2.3417,1.9414,Mambusao
22,Availability of Basic Utilities,-,1.7992,1.8056,1.2500,0.0000,1.1813,1.1688,1.4708,0.1265,Mambusao
23,Transportation Vehicles,-,0.4389,0.2244,0.0771,0.0000,0.0147,0.0329,0.0699,0.0056,Mambusao
24,Education,-,0.1243,0.1305,0.2211,0.0000,0.0489,0.0377,0.0545,0.1289,Mambusao
25,Health,-,0.1906,0.1493,0.1590,0.0000,0.6351,0.6302,0.6315,0.5015,Mambusao
26,LGU Investment,-,0.0000,0.0000,0.0000,0.0000,0.0813,0.0555,0.1239,0.0001,Mambusao
27,Accommodation Capacity,-,0.0000,0.0000,0.0600,0.0000,0.0000,0.0000,0.0000,0.0,Mambusao
28,Information Technology Capacity,-,1.7863,1.8201,0.7440,0.0000,0.2388,0.5648,0.2174,0.3043,Mambusao
29,Financial Technology Capacity,-,0.4762,0.4762,0.4688,0.0000,0.4280,0.7500,0.3373,0.1818,Mambusao
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3333,2.3333,2.3000,1.7838,Mambusao
31,Disaster Risk Reduction Plan,-,-,-,0.0000,0.0000,2.4537,2.4537,2.4706,1.999,Mambusao
32,Annual Disaster Drill,-,-,-,0.0000,0.0000,2.5000,2.5000,0.0000,0.0,Mambusao
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2525,1.002,Mambusao
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.1447,0.0515,0.0025,0.0,Mambusao
35,Local Risk Assessments,-,-,-,0.0000,0.0000,2.5000,2.5000,2.5000,2.0,Mambusao
36,Emergency Infrastructure,-,-,-,0.8652,0.0000,0.4821,0.4855,0.2740,0.3863,Mambusao
37,Utilities,-,-,-,0.9722,0.0000,1.9232,1.9021,1.3233,1.5077,Mambusao
38,Employed Population,-,-,-,0.0995,0.0000,0.0146,0.0028,0.0017,0.0034,Mambusao
39,Sanitary System,-,-,-,0.5000,0.0000,2.1088,1.9965,1.8752,1.5001,Mambusao
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Mambusao
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Mambusao
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Mambusao
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.2852,Mambusao
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Mambusao
45,Internet Capability,-,-,-,-,-,-,-,-,1.0,Mambusao
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Mambusao
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Mambusao
48,ICT Plan,-,-,-,-,-,-,-,-,0.0,Mambusao
49,New Technology,-,-,-,-,-,-,-,-,0.0,Mambusao
