,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.1254,0.0064,0.0355,0.0283,0.0701,0.0263,0.0133,Candelaria (ZA)
1,Local Economy Growth,-,-,0.1150,0.0079,0.0031,0.0006,1.0269,0.0010,0.0007,Candelaria (ZA)
2,Active Establishments in the Locality,-,-,-,0.0000,0.0023,0.1666,0.2453,0.2778,0.2559,Candelaria (ZA)
3,Safety Compliant Business,-,-,-,0.1613,0.1322,0.1903,0.2268,0.2464,0.1586,Candelaria (ZA)
4,Employment Generation,-,-,0.2228,0.1802,0.0996,0.1673,0.2144,0.2517,0.3315,Candelaria (ZA)
5,Cost of Living,-,-,2.4167,1.5517,1.0648,1.7500,0.7813,0.7813,1.9988,Candelaria (ZA)
6,Cost of Doing Business,-,-,3.0033,1.8409,1.5484,1.9226,2.0233,2.0616,1.9129,Candelaria (ZA)
7,Financial Deepening,-,-,1.0802,0.2249,0.0797,0.1853,0.2400,0.3854,0.1335,Candelaria (ZA)
8,Productivity,-,-,0.0448,0.0030,0.0349,0.1320,0.2047,0.2201,0.2177,Candelaria (ZA)
9,Presence of Business and Professional Organizations,-,-,0.0260,0.0020,0.0011,0.0019,0.0031,0.0000,0.0021,Candelaria (ZA)
10,Compliance to National Directives,-,-,3.0774,2.1711,0.0000,2.4944,2.1786,2.4643,1.9231,Candelaria (ZA)
11,Presence of Investment Promotion Unit,-,-,0.8333,0.0000,0.0000,2.5000,2.5000,2.5000,1.9991,Candelaria (ZA)
12,Compliance to ARTA Citizens Charter,-,-,2.1158,2.3071,0.0000,2.2775,2.4835,2.2041,1.0,Candelaria (ZA)
13,Capacity to Generate Local Resource,-,-,0.0000,1.8261,0.0000,0.1402,0.3431,0.0713,0.2849,Candelaria (ZA)
14,Capacity of Health Services,-,-,0.5708,0.4826,0.0000,0.2338,0.1663,0.2446,0.1207,Candelaria (ZA)
15,Capacity of School Services,-,-,0.4509,0.0000,0.0000,0.3383,0.0622,0.0535,0.0373,Candelaria (ZA)
16,Recognition of Performance,-,-,0.2381,0.0000,0.0000,0.2921,0.0665,0.0329,0.0,Candelaria (ZA)
17,Getting Business Permits,-,-,0.0000,1.4661,0.0000,1.6109,1.6583,1.5577,0.5,Candelaria (ZA)
