,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0004,0.0102,0.3199,0.0108,0.0154,0.1037,0.2008,0.0200,0.0239,Maasin (SL)
1,Local Economy Growth,0.0994,0.0456,1.0417,0.0626,0.0763,0.3146,0.9717,0.0040,0.0305,Maasin (SL)
2,Active Establishments in the Locality,-,-,-,0.4962,0.6687,0.4383,0.3172,0.2279,0.2639,Maasin (SL)
3,Safety Compliant Business,-,-,-,0.1103,0.1057,0.1319,0.1677,0.1285,0.1119,Maasin (SL)
4,Employment Generation,0.0000,0.0000,0.2940,0.0498,0.0623,0.4338,0.5805,0.1758,0.018,Maasin (SL)
5,Cost of Living,3.5897,0.9964,0.0000,2.1983,1.0204,2.5000,2.4296,1.5260,1.4615,Maasin (SL)
6,Cost of Doing Business,3.2730,3.0141,3.3241,2.2044,2.1192,2.1294,2.0054,1.7597,1.8021,Maasin (SL)
7,Financial Deepening,0.1366,0.1715,0.8838,0.6267,0.4975,0.3625,0.3854,0.4306,0.3791,Maasin (SL)
8,Productivity,0.0000,0.0000,0.1862,0.0175,0.0488,0.4751,0.7167,0.1550,0.0208,Maasin (SL)
9,Presence of Business and Professional Organizations,0.1208,0.0000,0.4715,0.0251,0.0203,0.0048,0.0142,0.0013,0.0542,Maasin (SL)
10,Compliance to National Directives,1.4167,1.4167,2.5490,2.2222,2.4306,2.3611,2.3438,2.5000,1.8571,Maasin (SL)
11,Presence of Investment Promotion Unit,2.5000,2.5000,3.3333,2.5000,2.5000,2.5000,2.5000,2.5000,2.0001,Maasin (SL)
12,Compliance to ARTA Citizens Charter,-,2.6691,1.6411,2.1054,2.3445,2.3473,2.4030,0.9375,2.0,Maasin (SL)
13,Capacity to Generate Local Resource,0.1370,0.1651,0.1386,0.7470,0.8479,0.0171,0.0276,0.0231,0.0287,Maasin (SL)
14,Capacity of Health Services,0.0429,0.0572,0.1922,0.1719,0.3690,0.2268,0.1918,0.0896,0.2409,Maasin (SL)
15,Capacity of School Services,0.5555,0.4650,0.1703,0.3889,0.4076,0.1316,0.2002,0.2487,0.263,Maasin (SL)
16,Recognition of Performance,0.0000,0.1938,0.0463,0.3889,0.7185,0.3299,0.1852,0.0000,0.0548,Maasin (SL)
17,Getting Business Permits,-,-,3.0232,2.1939,1.8453,1.4778,2.1516,1.1528,2.0,Maasin (SL)
18,Peace and Order,0.4260,0.2744,0.6250,0.3487,0.0874,0.1332,0.1781,0.0140,0.0001,Maasin (SL)
19,Social Protection,-,-,0.0000,0.3367,0.6512,0.1626,0.1506,0.3044,0.8257,Maasin (SL)
20,Road Network,0.0000,0.0000,0.0071,0.0095,0.3185,1.1251,0.3467,0.1213,0.0001,Maasin (SL)
21,Distance to Ports,1.4463,1.7249,1.2399,1.6640,1.6582,1.8067,1.8638,2.4400,1.9466,Maasin (SL)
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,2.5000,2.4312,2.4334,1.4368,1.6936,Maasin (SL)
23,Transportation Vehicles,0.0959,0.1259,0.1199,0.0650,0.0801,0.0520,0.0469,0.2509,0.0319,Maasin (SL)
24,Education,0.1832,0.5812,0.4113,0.3649,0.3905,0.3991,0.2172,0.3359,0.3575,Maasin (SL)
25,Health,0.0266,0.1529,0.7337,0.2515,0.4470,0.1655,0.1492,0.2062,0.0729,Maasin (SL)
26,LGU Investment,0.5370,0.0000,0.6480,0.5935,1.2746,0.2410,0.1758,0.0451,0.0073,Maasin (SL)
27,Accommodation Capacity,0.0592,0.1636,0.4431,0.3564,0.3366,0.1769,0.1738,0.1696,0.0874,Maasin (SL)
28,Information Technology Capacity,0.0000,0.3395,0.3634,0.4980,0.7572,0.8915,0.9278,0.2083,0.0902,Maasin (SL)
29,Financial Technology Capacity,0.0759,0.3011,0.3908,0.2333,0.3258,0.2524,0.3378,0.1269,0.0647,Maasin (SL)
30,Land Use Plan,-,-,-,2.5000,2.5000,2.4995,2.4545,2.4400,2.0,Maasin (SL)
31,Disaster Risk Reduction Plan,-,-,-,2.5000,2.5000,2.4405,2.4405,2.5000,1.9444,Maasin (SL)
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,1.2500,1.5625,1.2568,1.0097,Maasin (SL)
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.4063,1.0024,Maasin (SL)
34,Budget for DRRMP,-,-,-,0.0645,0.2562,0.1414,0.1584,0.1493,2.0,Maasin (SL)
35,Local Risk Assessments,-,-,-,2.5000,2.5000,2.5000,2.5000,2.5000,2.0,Maasin (SL)
36,Emergency Infrastructure,-,-,-,0.9432,0.9099,0.4429,0.6111,0.4870,0.3815,Maasin (SL)
37,Utilities,-,-,-,0.7131,1.1575,1.2490,1.4226,1.2306,1.2441,Maasin (SL)
38,Employed Population,-,-,-,0.1636,0.7184,0.0048,0.0008,0.0009,0.0028,Maasin (SL)
39,Sanitary System,-,-,-,1.9328,1.6037,1.9489,1.9894,1.8829,1.5006,Maasin (SL)
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Maasin (SL)
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Maasin (SL)
42,STEM graduates,-,-,-,-,-,-,-,-,0.0029,Maasin (SL)
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Maasin (SL)
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Maasin (SL)
45,Internet Capability,-,-,-,-,-,-,-,-,0.0174,Maasin (SL)
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Maasin (SL)
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Maasin (SL)
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Maasin (SL)
49,New Technology,-,-,-,-,-,-,-,-,0.0,Maasin (SL)
