,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.0811,0.0000,0.0000,0.0033,0.0103,0.0064,0.0054,Pamplona (CG)
1,Local Economy Growth,-,-,0.0670,0.0000,0.0000,0.0000,1.0403,0.0031,0.0002,Pamplona (CG)
2,Active Establishments in the Locality,-,-,-,0.1796,0.0000,0.0000,0.3073,0.5420,0.3878,Pamplona (CG)
3,Safety Compliant Business,-,-,-,0.0698,0.0000,0.1456,0.5259,0.5848,0.8373,Pamplona (CG)
4,Employment Generation,-,-,0.0188,0.0553,0.0000,0.0000,0.0158,0.0152,0.256,Pamplona (CG)
5,Cost of Living,-,-,2.2500,1.0345,1.2963,2.0000,1.4583,0.7813,1.9989,Pamplona (CG)
6,Cost of Doing Business,-,-,1.0084,1.7536,1.4207,1.1789,2.1842,1.7567,1.2532,Pamplona (CG)
7,Financial Deepening,-,-,0.0772,0.0794,0.0210,0.0107,0.0243,0.1042,0.0141,Pamplona (CG)
8,Productivity,-,-,0.0000,0.0002,0.0000,0.0003,0.0142,0.0138,0.1131,Pamplona (CG)
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0000,0.0000,0.0000,0.0034,0.0015,0.0053,Pamplona (CG)
10,Compliance to National Directives,-,-,0.0000,1.9408,0.0000,2.4926,0.8214,2.4643,1.9615,Pamplona (CG)
11,Presence of Investment Promotion Unit,-,-,0.0000,0.0000,0.0000,2.5000,1.2500,2.5000,1.9997,Pamplona (CG)
12,Compliance to ARTA Citizens Charter,-,-,1.0232,2.3975,0.0000,1.8488,2.3100,2.2542,2.0,Pamplona (CG)
13,Capacity to Generate Local Resource,-,-,0.0361,0.8924,0.0000,0.0576,0.2447,0.0282,0.1274,Pamplona (CG)
14,Capacity of Health Services,-,-,0.1348,0.1555,0.0000,0.0111,0.0156,0.0203,0.0311,Pamplona (CG)
15,Capacity of School Services,-,-,0.2019,0.2014,0.0000,0.2737,0.0563,0.0447,0.0077,Pamplona (CG)
16,Recognition of Performance,-,-,0.0000,0.2014,0.0000,0.0000,0.0000,0.0000,0.137,Pamplona (CG)
17,Getting Business Permits,-,-,0.0000,1.3675,0.0000,1.6109,1.6574,1.5530,2.0,Pamplona (CG)
18,Peace and Order,-,-,0.1355,0.2535,0.0000,0.2419,0.3189,0.1232,0.0003,Pamplona (CG)
19,Social Protection,-,-,0.0064,0.2874,0.0000,0.0000,0.1267,0.0000,0.8759,Pamplona (CG)
20,Road Network,-,-,0.0025,0.0007,0.0000,0.0960,0.0043,0.0830,0.0006,Pamplona (CG)
21,Distance to Ports,-,-,2.8764,2.2733,0.0000,1.4357,2.0795,2.1279,1.8563,Pamplona (CG)
22,Availability of Basic Utilities,-,-,0.0000,1.2500,0.0000,1.2438,0.9938,1.8688,0.1177,Pamplona (CG)
23,Transportation Vehicles,-,-,0.0346,0.0306,0.0000,0.0032,0.0277,0.0191,0.0065,Pamplona (CG)
24,Education,-,-,0.1845,0.1845,0.0000,0.0653,0.0297,0.0509,0.0876,Pamplona (CG)
25,Health,-,-,0.0225,0.3392,0.0000,0.0885,0.0093,0.0314,0.0486,Pamplona (CG)
26,LGU Investment,-,-,0.0899,0.1632,0.0000,0.0586,0.0554,0.1008,0.0002,Pamplona (CG)
27,Accommodation Capacity,-,-,0.1515,0.0273,0.0000,0.0506,0.0000,0.0199,0.0,Pamplona (CG)
28,Information Technology Capacity,-,-,0.5026,0.2579,0.0000,0.2000,0.5000,0.2174,0.4348,Pamplona (CG)
29,Financial Technology Capacity,-,-,0.4762,0.3125,0.0000,0.1563,0.1250,0.0694,0.0455,Pamplona (CG)
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3718,1.3718,1.3429,2.0,Pamplona (CG)
31,Disaster Risk Reduction Plan,-,-,-,2.0000,0.0000,2.4074,2.5000,1.4853,1.0,Pamplona (CG)
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2582,0.0,Pamplona (CG)
33,Early Warning System,-,-,-,0.0000,0.0000,2.5000,2.5000,1.2525,1.0158,Pamplona (CG)
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.0978,0.0428,0.0025,0.0,Pamplona (CG)
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Pamplona (CG)
36,Emergency Infrastructure,-,-,-,0.8873,0.0000,0.4640,0.5165,0.3116,0.3981,Pamplona (CG)
37,Utilities,-,-,-,0.5672,0.0000,1.5622,1.8556,1.2561,1.6001,Pamplona (CG)
38,Employed Population,-,-,-,0.0590,0.0000,0.0000,0.0141,0.0131,0.0043,Pamplona (CG)
39,Sanitary System,-,-,-,0.5222,0.0000,0.5000,0.4909,1.8750,1.5,Pamplona (CG)
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Pamplona (CG)
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Pamplona (CG)
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Pamplona (CG)
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Pamplona (CG)
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Pamplona (CG)
45,Internet Capability,-,-,-,-,-,-,-,-,0.2174,Pamplona (CG)
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Pamplona (CG)
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Pamplona (CG)
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Pamplona (CG)
49,New Technology,-,-,-,-,-,-,-,-,0.0,Pamplona (CG)
