,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.1446,0.0842,0.0040,0.0148,0.0166,0.0008,0.0170,0.0186,0.0089,Mamburao
1,Local Economy Growth,0.2008,0.2814,0.0000,0.0000,0.0065,0.0000,0.0466,0.0026,0.0,Mamburao
2,Active Establishments in the Locality,-,-,-,0.1309,0.3241,0.1026,0.1402,0.1540,0.0,Mamburao
3,Safety Compliant Business,-,-,-,0.0765,0.1535,0.1478,0.1183,0.1151,0.0,Mamburao
4,Employment Generation,0.2507,0.0000,0.0000,0.0991,0.0000,0.1293,0.0763,0.0774,0.0826,Mamburao
5,Cost of Living,3.4004,2.9554,3.5000,1.9257,2.3611,1.8254,0.0000,0.5938,1.6875,Mamburao
6,Cost of Doing Business,0.9784,3.2897,3.2889,2.2578,2.1480,1.6304,2.1378,2.3097,1.8496,Mamburao
7,Financial Deepening,0.3957,0.7136,0.7020,0.4040,0.0663,0.2247,0.2891,0.1949,0.2335,Mamburao
8,Productivity,0.0370,0.0000,0.0000,0.0134,0.0000,0.0008,0.0609,0.0715,0.0491,Mamburao
9,Presence of Business and Professional Organizations,0.0000,0.0000,0.0000,0.0430,0.0604,0.0617,0.1138,0.0220,0.0329,Mamburao
10,Compliance to National Directives,2.5833,2.5833,1.3333,0.0000,0.0000,0.0000,2.5000,2.3810,1.8929,Mamburao
11,Presence of Investment Promotion Unit,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9231,Mamburao
12,Compliance to ARTA Citizens Charter,-,2.5879,1.6897,1.8938,0.0000,2.3363,2.4146,2.0223,2.0,Mamburao
13,Capacity to Generate Local Resource,0.1474,0.1590,0.0000,0.5573,0.0000,0.0302,0.1304,0.0109,0.003,Mamburao
14,Capacity of Health Services,0.0161,0.2431,0.1937,0.1883,0.0000,0.1495,0.1246,0.2768,0.0043,Mamburao
15,Capacity of School Services,0.0000,0.2852,0.2298,0.2100,0.0000,0.1998,0.0862,0.0368,0.0261,Mamburao
16,Recognition of Performance,0.1515,0.2381,0.0000,0.2100,0.0000,0.0000,0.0660,0.0000,0.1538,Mamburao
17,Getting Business Permits,-,-,1.1111,2.2995,0.0000,2.4371,2.4079,1.8277,1.5,Mamburao
18,Peace and Order,0.0000,0.0882,0.0666,0.3727,0.0000,0.0120,0.0120,0.0307,0.0001,Mamburao
19,Social Protection,-,-,0.0000,0.1232,0.0000,0.0000,0.3141,0.1436,0.001,Mamburao
20,Road Network,0.0000,0.0007,0.0007,0.0000,0.0000,0.0315,0.0000,0.0643,0.0006,Mamburao
21,Distance to Ports,2.2151,2.8773,2.5740,2.4827,0.0000,2.0698,2.4922,2.4912,1.9886,Mamburao
22,Availability of Basic Utilities,2.0000,3.3333,3.3333,1.6250,0.0000,2.0153,2.3800,2.3574,0.0673,Mamburao
23,Transportation Vehicles,0.0597,0.0885,0.1445,0.1154,0.0000,0.0125,0.0127,0.0086,0.0117,Mamburao
24,Education,0.0208,0.1440,0.0332,0.0616,0.0000,0.0146,0.2107,0.0785,0.0584,Mamburao
25,Health,0.0935,0.2769,0.2315,0.1521,0.0000,0.1295,0.1268,0.1611,0.1575,Mamburao
26,LGU Investment,1.3194,0.0000,0.0000,0.4128,0.0000,0.2225,0.1249,0.0148,0.0248,Mamburao
27,Accommodation Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0472,0.02,Mamburao
28,Information Technology Capacity,0.0000,0.2815,0.7633,0.2973,0.0000,0.2471,0.2860,0.1364,0.0705,Mamburao
29,Financial Technology Capacity,0.0457,0.0741,0.1736,0.1157,0.0000,0.1078,0.1217,0.1608,0.069,Mamburao
30,Land Use Plan,-,-,-,0.0000,0.0000,2.3846,2.0000,2.4545,1.9545,Mamburao
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.4737,1.9998,Mamburao
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2500,2.5000,1.2542,1.036,Mamburao
33,Early Warning System,-,-,-,0.0000,0.0000,2.5000,2.5000,1.2537,1.0223,Mamburao
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.1612,0.1157,0.0685,0.0,Mamburao
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Mamburao
36,Emergency Infrastructure,-,-,-,0.8634,0.0000,0.4623,0.5041,0.3030,0.4011,Mamburao
37,Utilities,-,-,-,1.1699,0.0000,1.8764,1.8753,1.1889,1.4515,Mamburao
38,Employed Population,-,-,-,0.1573,0.0000,0.0153,0.0551,0.0399,0.0039,Mamburao
39,Sanitary System,-,-,-,0.0750,0.0000,0.5128,1.5028,1.2502,1.5002,Mamburao
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0995,Mamburao
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Mamburao
42,STEM graduates,-,-,-,-,-,-,-,-,0.005,Mamburao
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0065,Mamburao
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Mamburao
45,Internet Capability,-,-,-,-,-,-,-,-,1.0381,Mamburao
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0012,Mamburao
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Mamburao
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Mamburao
49,New Technology,-,-,-,-,-,-,-,-,0.0,Mamburao
