,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0259,0.0148,0.0226,0.0022,0.0018,0.0006,0.0017,0.0036,0.0045,Loreto (AS)
1,Local Economy Growth,0.1131,0.2525,0.0852,0.0028,0.0134,0.0001,0.3335,0.0039,0.0,Loreto (AS)
2,Active Establishments in the Locality,-,-,-,0.0218,0.0631,0.0440,0.0506,0.1484,0.1368,Loreto (AS)
3,Safety Compliant Business,-,-,-,0.0097,0.0199,0.0293,0.0310,0.0580,0.0,Loreto (AS)
4,Employment Generation,0.0193,0.0140,0.0190,0.0078,0.0129,0.0221,0.0146,0.0833,0.0491,Loreto (AS)
5,Cost of Living,3.2088,2.4709,1.0833,1.6216,1.5741,1.5873,1.7241,1.7813,1.8029,Loreto (AS)
6,Cost of Doing Business,3.3658,3.0705,3.3284,1.9336,1.9646,2.0744,2.2702,2.2232,1.903,Loreto (AS)
7,Financial Deepening,0.1862,0.1381,0.2491,0.0884,0.0184,0.0660,0.0430,0.0409,0.0445,Loreto (AS)
8,Productivity,0.0244,0.0016,0.0012,0.0058,0.0009,0.0001,0.0089,0.0217,0.014,Loreto (AS)
9,Presence of Business and Professional Organizations,0.0108,0.0144,0.0093,0.1483,0.1142,0.0007,0.0009,0.0000,0.0017,Loreto (AS)
10,Compliance to National Directives,3.3333,3.3333,3.3041,2.4038,0.0000,2.4000,2.4621,2.4405,1.9286,Loreto (AS)
11,Presence of Investment Promotion Unit,1.6667,0.8333,0.0000,0.0000,0.0000,2.5000,2.5000,2.5000,1.9488,Loreto (AS)
12,Compliance to ARTA Citizens Charter,-,2.5628,1.4897,1.6516,0.0000,2.4037,2.4611,1.8585,2.0,Loreto (AS)
13,Capacity to Generate Local Resource,0.0085,1.1451,1.4385,0.9802,0.0000,0.0106,0.0070,0.0028,0.0015,Loreto (AS)
14,Capacity of Health Services,0.0536,0.1068,0.0536,0.0537,0.0000,0.0427,0.0511,0.0960,0.0024,Loreto (AS)
15,Capacity of School Services,0.3191,0.6080,0.3432,0.1187,0.0000,0.1013,0.0622,0.0185,0.0486,Loreto (AS)
16,Recognition of Performance,0.0000,0.9524,1.7316,0.1187,0.0000,0.2038,0.0000,0.1654,0.6836,Loreto (AS)
17,Getting Business Permits,-,-,0.0000,1.3451,0.0000,1.6038,1.6437,1.7495,2.0,Loreto (AS)
18,Peace and Order,0.4525,0.0484,0.0289,0.3790,0.0000,0.0072,0.0048,0.0295,0.0,Loreto (AS)
19,Social Protection,-,-,0.0888,0.0923,0.0000,0.1227,0.1284,0.0866,0.002,Loreto (AS)
20,Road Network,0.0010,0.0003,0.0004,0.0000,0.0000,0.2167,0.0046,0.4230,0.0007,Loreto (AS)
21,Distance to Ports,2.3907,2.1829,2.0646,1.4448,0.0000,1.9383,2.0339,1.9734,1.7559,Loreto (AS)
22,Availability of Basic Utilities,2.6515,3.3333,2.5000,1.6667,0.0000,1.8101,1.8076,1.5810,0.0046,Loreto (AS)
23,Transportation Vehicles,0.0103,0.0155,0.0243,0.0014,0.0000,0.0020,0.0035,0.0033,0.0039,Loreto (AS)
24,Education,0.2729,0.2146,0.0843,0.0769,0.0000,0.0388,0.0998,0.0286,0.0386,Loreto (AS)
25,Health,0.0000,0.0405,0.0669,0.0578,0.0000,0.0714,0.0268,0.1309,0.1397,Loreto (AS)
26,LGU Investment,1.0031,0.6994,0.6693,0.5446,0.0000,0.5316,0.1271,0.0349,0.0938,Loreto (AS)
27,Accommodation Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0393,0.0108,0.0563,0.0699,Loreto (AS)
28,Information Technology Capacity,0.2459,0.4525,0.6522,0.3304,0.0000,0.2933,0.3605,0.2273,0.0441,Loreto (AS)
