,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,0.0004,0.0058,0.0068,0.0447,0.0276,0.0077,Penarrubia
1,Local Economy Growth,-,-,-,0.0026,0.0062,0.0020,0.0314,0.0084,0.0,Penarrubia
2,Active Establishments in the Locality,-,-,-,0.1054,0.0014,0.0951,0.2338,0.3850,0.2573,Penarrubia
3,Safety Compliant Business,-,-,-,0.0000,0.0541,0.1113,0.3062,0.3230,0.2252,Penarrubia
4,Employment Generation,-,-,-,0.0539,0.0339,0.0787,0.2871,0.1686,0.171,Penarrubia
5,Cost of Living,-,-,-,1.1638,1.9444,2.2500,0.6967,1.6250,1.8421,Penarrubia
6,Cost of Doing Business,-,-,-,1.8335,1.7209,2.0161,2.2130,2.2781,1.6639,Penarrubia
7,Financial Deepening,-,-,-,0.0132,0.0126,0.0076,0.1298,0.1611,0.177,Penarrubia
8,Productivity,-,-,-,0.0006,0.0026,0.0418,0.1852,0.0788,0.107,Penarrubia
9,Presence of Business and Professional Organizations,-,-,-,0.0000,0.0044,0.0113,0.0355,0.1003,0.0422,Penarrubia
10,Compliance to National Directives,-,-,-,0.0000,0.0000,2.4988,2.4306,2.2619,1.7727,Penarrubia
11,Presence of Investment Promotion Unit,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,1.9981,Penarrubia
12,Compliance to ARTA Citizens Charter,-,-,-,2.4337,0.0000,2.2884,2.3884,2.0242,2.0,Penarrubia
13,Capacity to Generate Local Resource,-,-,-,0.8097,0.0000,0.0119,0.0270,0.0012,0.055,Penarrubia
14,Capacity of Health Services,-,-,-,0.0872,0.0000,0.0265,0.0928,0.0450,0.0003,Penarrubia
15,Capacity of School Services,-,-,-,0.2724,0.0000,0.0940,0.1024,0.0684,0.0154,Penarrubia
16,Recognition of Performance,-,-,-,0.2724,0.0000,0.2267,0.0001,0.1111,0.1806,Penarrubia
17,Getting Business Permits,-,-,-,2.3403,0.0000,2.4365,1.6328,1.8365,0.5,Penarrubia
18,Peace and Order,-,-,-,0.7163,0.0000,0.1498,0.4825,0.3750,0.0002,Penarrubia
19,Social Protection,-,-,-,0.1190,0.0000,0.1671,0.0556,0.3672,0.1381,Penarrubia
20,Road Network,-,-,-,0.0002,0.0000,0.0204,0.0028,0.0137,0.0,Penarrubia
21,Distance to Ports,-,-,-,2.2862,0.0000,2.1415,2.0818,1.9425,1.6664,Penarrubia
22,Availability of Basic Utilities,-,-,-,2.5000,0.0000,2.4824,2.5000,2.4824,0.46,Penarrubia
23,Transportation Vehicles,-,-,-,0.0234,0.0000,0.0015,0.0015,0.0429,0.0069,Penarrubia
24,Education,-,-,-,0.0597,0.0000,0.0673,0.3145,0.1907,0.0781,Penarrubia
25,Health,-,-,-,0.0343,0.0000,0.0199,0.0124,0.0380,0.0417,Penarrubia
26,LGU Investment,-,-,-,0.0559,0.0000,0.0553,0.1248,0.1840,0.0046,Penarrubia
27,Accommodation Capacity,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Penarrubia
28,Information Technology Capacity,-,-,-,0.1984,0.0000,0.2167,0.3125,0.5357,0.375,Penarrubia
29,Financial Technology Capacity,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Penarrubia
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3846,2.3784,2.3077,1.8333,Penarrubia
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.3611,2.2500,2.3810,1.9985,Penarrubia
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2675,1.0053,Penarrubia
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2689,1.0379,Penarrubia
34,Budget for DRRMP,-,-,-,0.0021,0.0000,0.0879,0.1298,0.0045,0.0017,Penarrubia
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Penarrubia
36,Emergency Infrastructure,-,-,-,0.8542,0.0000,0.4499,0.5427,0.2705,0.4416,Penarrubia
37,Utilities,-,-,-,1.0317,0.0000,1.8790,2.0178,1.3137,1.4996,Penarrubia
38,Employed Population,-,-,-,0.0831,0.0000,0.0573,0.1483,0.1183,0.0947,Penarrubia
39,Sanitary System,-,-,-,1.0000,0.0000,1.0000,1.0000,1.2502,1.0,Penarrubia
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Penarrubia
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Penarrubia
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Penarrubia
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Penarrubia
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Penarrubia
45,Internet Capability,-,-,-,-,-,-,-,-,0.06,Penarrubia
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Penarrubia
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Penarrubia
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Penarrubia
49,New Technology,-,-,-,-,-,-,-,-,0.0,Penarrubia
