,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0435,0.2679,0.2812,0.0043,0.0055,0.0044,0.0098,0.0105,0.0165,Bislig
1,Local Economy Growth,1.2636,0.2945,0.2646,0.0496,0.0723,0.0186,0.4591,0.0451,0.0208,Bislig
2,Active Establishments in the Locality,-,-,-,0.4249,0.6676,0.4162,0.2936,0.7895,0.5713,Bislig
3,Safety Compliant Business,-,-,-,0.1809,0.1388,0.1605,0.0172,0.2348,0.7779,Bislig
4,Employment Generation,0.0481,0.1869,0.4601,0.0581,0.0249,0.0629,0.1145,0.2741,0.0517,Bislig
5,Cost of Living,1.7949,1.5399,2.4167,1.4655,2.1429,2.1032,2.1831,2.0130,1.359,Bislig
6,Cost of Doing Business,3.4639,3.6249,3.6318,2.1037,2.1699,2.0736,1.9479,2.0570,1.5547,Bislig
7,Financial Deepening,0.1345,0.4357,0.4780,0.4200,0.3856,0.2208,0.1986,0.1901,0.2563,Bislig
8,Productivity,0.0222,0.0448,0.0431,0.0041,0.0422,0.0673,0.0715,0.1191,0.0106,Bislig
9,Presence of Business and Professional Organizations,0.1057,0.2248,0.9557,0.0461,0.0383,0.0239,0.0175,0.0187,0.0378,Bislig
10,Compliance to National Directives,3.3333,3.3333,2.9412,2.0139,1.9444,2.2917,2.2656,2.2059,1.5714,Bislig
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,2.5000,2.5000,2.5000,2.5000,1.8750,1.3651,Bislig
12,Compliance to ARTA Citizens Charter,-,2.1078,1.5129,1.1817,1.6352,1.8613,1.8682,1.5421,2.0,Bislig
13,Capacity to Generate Local Resource,0.0365,0.7927,0.7755,0.6389,0.6765,0.0298,0.0287,0.0328,0.036,Bislig
14,Capacity of Health Services,0.1391,0.1414,0.0876,0.1155,0.2508,0.0941,0.0927,0.0702,0.6306,Bislig
15,Capacity of School Services,0.7534,0.7617,0.3813,0.4187,0.4253,0.1884,0.3869,0.1613,0.211,Bislig
16,Recognition of Performance,0.6111,0.4651,0.5093,0.4187,0.6562,0.3524,0.0160,0.0840,0.5386,Bislig
17,Getting Business Permits,-,-,3.1215,2.2106,1.8453,2.0618,1.7361,1.2570,1.5,Bislig
18,Peace and Order,0.5329,0.3559,0.7176,0.4806,0.0863,0.0381,0.1049,0.0271,0.0001,Bislig
19,Social Protection,-,-,0.3136,0.2239,0.7454,0.2069,0.0200,0.1893,0.2049,Bislig
20,Road Network,0.1139,0.0013,0.2429,0.0069,0.2368,0.2618,0.0642,0.1226,0.0032,Bislig
21,Distance to Ports,1.3876,3.2878,3.2979,0.9178,0.8011,2.3209,1.6551,2.4580,1.3147,Bislig
22,Availability of Basic Utilities,3.2010,3.2948,3.2083,2.5000,2.5000,2.2034,2.3730,2.2012,1.3503,Bislig
23,Transportation Vehicles,0.0647,0.1866,0.1289,0.1430,0.1386,0.0559,0.1053,0.0736,0.0707,Bislig
24,Education,0.3365,1.0186,0.5851,0.4629,0.5321,0.3607,0.1823,0.2794,0.2087,Bislig
25,Health,0.0662,0.5354,0.4261,0.4566,0.6235,0.1964,0.2246,0.2368,0.1328,Bislig
26,LGU Investment,0.6574,0.2090,0.3680,0.3337,0.2119,0.2086,0.1786,0.0486,0.002,Bislig
27,Accommodation Capacity,0.0000,0.0000,0.0000,0.2724,0.3126,0.0844,0.0291,0.0060,0.0,Bislig
28,Information Technology Capacity,0.0000,0.5015,1.4689,0.6235,0.7567,0.4583,0.3474,0.9375,0.0301,Bislig
29,Financial Technology Capacity,0.0349,0.1862,0.2030,0.1319,0.1303,0.1300,0.1305,0.1192,0.051,Bislig
30,Land Use Plan,-,-,-,2.5000,2.5000,2.4993,2.5000,2.4400,1.881,Bislig
31,Disaster Risk Reduction Plan,-,-,-,2.5000,2.5000,2.4405,2.5000,2.5000,1.9444,Bislig
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,1.2500,2.5000,1.2568,1.0194,Bislig
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.2589,1.0083,Bislig
34,Budget for DRRMP,-,-,-,0.0580,0.2283,0.3561,0.2087,0.1418,0.0755,Bislig
35,Local Risk Assessments,-,-,-,2.5000,2.5000,2.5000,2.5000,2.5000,2.0,Bislig
36,Emergency Infrastructure,-,-,-,0.8661,0.8598,0.3403,0.4854,0.2526,0.3846,Bislig
37,Utilities,-,-,-,0.9961,1.5751,1.8789,1.8393,1.2430,1.5043,Bislig
38,Employed Population,-,-,-,0.3595,0.4010,0.0317,0.0074,0.0085,0.0197,Bislig
39,Sanitary System,-,-,-,1.5618,1.5618,1.9389,1.9765,1.8756,1.5005,Bislig
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.1091,Bislig
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.1765,Bislig
42,STEM graduates,-,-,-,-,-,-,-,-,0.0087,Bislig
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0686,Bislig
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Bislig
45,Internet Capability,-,-,-,-,-,-,-,-,0.0058,Bislig
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.1986,Bislig
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Bislig
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Bislig
49,New Technology,-,-,-,-,-,-,-,-,0.0,Bislig
