,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.4739,0.6148,0.5658,0.1178,0.0665,0.0668,0.0417,0.0811,0.0522,Iloilo
1,Local Economy Growth,1.1805,1.1402,1.2301,0.1482,0.4511,0.7698,0.8625,0.3902,0.4122,Iloilo
2,Active Establishments in the Locality,-,-,-,0.2795,0.4772,0.3242,0.4309,0.3916,0.5129,Iloilo
3,Safety Compliant Business,-,-,-,0.5293,0.2860,0.3008,0.4673,0.2751,0.3197,Iloilo
4,Employment Generation,0.0000,0.0000,0.3393,0.2436,0.0168,0.2716,0.1324,0.1920,0.1286,Iloilo
5,Cost of Living,3.0769,0.7576,0.9524,1.5741,2.2500,1.1842,2.4219,1.4706,1.8824,Iloilo
6,Cost of Doing Business,2.7002,3.5600,3.5224,2.0315,1.9996,1.8770,1.9015,1.9630,1.8302,Iloilo
7,Financial Deepening,1.0566,1.2971,0.9660,0.6490,0.4354,0.5944,0.5964,0.4199,0.3871,Iloilo
8,Productivity,0.0000,0.0000,1.3993,0.2801,0.4991,0.2322,0.1153,0.2276,0.1618,Iloilo
9,Presence of Business and Professional Organizations,1.4946,0.1490,0.2765,0.1408,0.4772,0.1691,0.2511,0.2319,0.4534,Iloilo
10,Compliance to National Directives,3.3333,3.3333,3.1746,0.0000,2.1875,1.9231,2.5000,2.3214,1.4,Iloilo
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,0.0000,2.5000,2.5000,2.5000,2.5000,1.9556,Iloilo
12,Compliance to ARTA Citizens Charter,-,3.1846,1.9640,2.4299,2.4695,2.4469,1.7558,1.5685,2.0,Iloilo
13,Capacity to Generate Local Resource,1.7876,2.2232,2.0829,1.6413,0.8612,0.2492,0.2309,0.2736,0.2135,Iloilo
14,Capacity of Health Services,1.9447,1.4385,0.5285,0.2903,0.9992,1.0137,1.3433,1.1091,1.8662,Iloilo
15,Capacity of School Services,0.5421,1.7156,1.6618,0.8534,0.3814,0.3499,0.4691,1.1671,0.8265,Iloilo
16,Recognition of Performance,1.4683,3.0556,2.3474,0.8534,2.1250,1.7045,1.3505,0.7604,1.0498,Iloilo
17,Getting Business Permits,-,-,3.0185,1.3532,2.0616,2.0584,1.7795,2.0245,2.0,Iloilo
18,Peace and Order,1.3345,2.0500,1.4871,0.7637,0.5912,0.2660,0.2463,0.2205,0.0005,Iloilo
19,Social Protection,-,-,0.8324,0.4225,1.4127,0.3041,0.5948,0.1531,2.0,Iloilo
20,Road Network,0.2347,0.0017,0.1580,0.0166,0.0533,0.0647,0.2546,0.2775,0.0922,Iloilo
21,Distance to Ports,3.1590,2.4655,2.8912,2.0861,2.0758,2.0758,2.0859,2.0859,1.8501,Iloilo
22,Availability of Basic Utilities,3.3333,3.3333,2.5758,1.2500,1.2500,1.2500,0.6250,1.8750,1.8361,Iloilo
23,Transportation Vehicles,0.4770,0.3275,0.1853,0.4385,0.3388,0.3827,0.3989,0.2713,0.2094,Iloilo
24,Education,0.5088,0.4126,0.6792,0.4287,0.3931,0.4496,0.4787,0.5271,0.43,Iloilo
25,Health,1.3748,0.4850,0.6037,0.5480,0.9400,0.4330,0.6076,0.3443,0.3764,Iloilo
26,LGU Investment,0.7994,0.3478,0.0000,0.1618,0.2433,0.0701,0.1148,0.2154,1.3596,Iloilo
27,Accommodation Capacity,1.0463,1.2930,0.5444,0.3773,0.1469,0.2225,0.2938,0.2930,0.146,Iloilo
28,Information Technology Capacity,0.6059,0.0181,0.4306,0.2778,0.2374,0.2043,0.2450,0.1077,0.1046,Iloilo
29,Financial Technology Capacity,1.1870,0.5425,0.3697,0.6891,0.2758,0.2930,0.2574,0.5629,0.2711,Iloilo
30,Land Use Plan,-,-,-,2.5000,2.5000,2.4615,2.1923,2.5000,2.0,Iloilo
31,Disaster Risk Reduction Plan,-,-,-,2.5000,2.5000,2.3611,2.5000,2.5000,1.9,Iloilo
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,1.8750,2.5000,0.0000,1.8889,Iloilo
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.3959,1.1542,Iloilo
34,Budget for DRRMP,-,-,-,0.0000,0.5182,0.0942,0.0995,0.1225,0.2221,Iloilo
35,Local Risk Assessments,-,-,-,2.5000,2.5000,2.5000,2.5000,2.5000,2.0,Iloilo
36,Emergency Infrastructure,-,-,-,0.2694,1.2440,0.8389,0.5880,0.4752,0.6886,Iloilo
37,Utilities,-,-,-,0.4337,1.8197,2.0862,2.1417,1.8338,1.6713,Iloilo
38,Employed Population,-,-,-,0.4495,0.1057,2.5000,0.0065,0.0057,0.3457,Iloilo
39,Sanitary System,-,-,-,0.0458,2.4542,2.4522,1.9547,1.8750,2.0,Iloilo
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.3312,Iloilo
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.1745,Iloilo
42,STEM graduates,-,-,-,-,-,-,-,-,0.0132,Iloilo
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.2337,Iloilo
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Iloilo
45,Internet Capability,-,-,-,-,-,-,-,-,1.0281,Iloilo
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.2428,Iloilo
47,Online Payment Facilities,-,-,-,-,-,-,-,-,2.0,Iloilo
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Iloilo
49,New Technology,-,-,-,-,-,-,-,-,0.1075,Iloilo
