,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0715,0.4752,0.3781,0.0326,0.0392,0.0413,0.0430,0.0489,0.0641,Digos
1,Local Economy Growth,1.8941,0.3144,0.1915,0.0494,0.0602,0.1162,0.5719,0.0404,0.015,Digos
2,Active Establishments in the Locality,-,-,-,0.1690,0.8339,0.5401,0.3992,0.4976,0.5927,Digos
3,Safety Compliant Business,-,-,-,0.5241,0.4085,0.5304,0.5465,0.3702,0.4095,Digos
4,Employment Generation,0.0000,0.2596,1.6049,0.2613,0.1431,0.3532,0.4750,0.4135,0.1562,Digos
5,Cost of Living,2.9487,3.0344,1.9167,0.9052,1.5306,1.4683,1.7606,2.1753,1.1282,Digos
6,Cost of Doing Business,2.0497,2.2138,2.0857,1.5736,1.5896,1.3922,1.4411,1.2061,1.3787,Digos
7,Financial Deepening,0.0768,0.3615,0.7305,0.5733,0.6095,0.6160,0.4247,0.6060,0.4078,Digos
8,Productivity,0.0000,0.0787,0.1231,0.0094,0.0598,0.2273,0.0006,0.3232,0.0452,Digos
9,Presence of Business and Professional Organizations,0.4529,0.7344,0.6244,2.5000,2.5000,1.4200,0.3071,0.3389,0.3405,Digos
10,Compliance to National Directives,3.3333,3.3333,3.1373,2.2917,2.2222,2.1528,2.3438,2.4265,1.9286,Digos
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,2.5000,2.5000,2.5000,2.5000,2.5000,1.9683,Digos
12,Compliance to ARTA Citizens Charter,-,2.6054,2.2596,1.9421,2.1409,1.7010,2.1201,1.2398,2.0,Digos
13,Capacity to Generate Local Resource,1.0789,1.3148,0.3790,0.2307,1.3766,0.1487,0.1179,0.0982,0.257,Digos
14,Capacity of Health Services,0.0373,0.7975,0.4361,0.3299,0.4771,0.2817,0.0305,0.0573,0.3009,Digos
15,Capacity of School Services,0.4256,0.8064,0.1248,0.2460,0.2667,0.2993,0.3210,0.2775,0.4925,Digos
16,Recognition of Performance,0.0000,0.0000,0.0000,0.2460,0.0000,0.1177,0.0595,0.0320,0.0589,Digos
17,Getting Business Permits,-,-,1.7130,0.9013,0.8730,1.9784,0.9028,1.1008,2.0,Digos
18,Peace and Order,0.5902,0.4426,0.7791,0.4008,0.1542,0.1886,0.2397,0.4646,0.6656,Digos
19,Social Protection,-,-,0.2067,0.0000,0.7161,0.3735,0.3347,0.6426,0.8525,Digos
20,Road Network,0.0000,0.0003,0.0893,0.0016,0.3783,0.1339,0.0680,0.1003,0.0024,Digos
21,Distance to Ports,2.6225,2.7773,2.7864,1.9648,1.8770,1.8512,1.0887,2.1250,1.741,Digos
22,Availability of Basic Utilities,3.3333,1.9133,3.3333,2.5000,2.5000,2.3120,2.3860,2.4014,1.5351,Digos
23,Transportation Vehicles,0.1705,0.2869,0.1795,0.1895,0.1566,0.2716,0.0781,0.1079,0.1454,Digos
24,Education,0.1983,0.6599,0.4853,0.3175,0.3526,0.3914,0.2295,0.3261,0.2871,Digos
25,Health,0.1946,0.9041,0.4162,0.5912,0.4576,0.4277,0.5473,0.8463,0.5541,Digos
26,LGU Investment,0.8735,0.2290,0.0000,0.1976,0.1207,0.0265,0.3513,0.0625,0.0045,Digos
27,Accommodation Capacity,0.0000,0.9532,0.4248,0.2260,0.4251,0.6924,0.0159,0.5134,0.3398,Digos
28,Information Technology Capacity,0.0000,0.6481,0.5724,0.3745,0.6225,0.6831,0.3380,0.7292,0.0451,Digos
29,Financial Technology Capacity,0.0288,0.3951,0.0649,0.3344,0.4101,0.4172,0.3504,0.2524,0.0749,Digos
30,Land Use Plan,-,-,-,2.5000,2.5000,2.4988,2.3182,2.3800,1.9762,Digos
31,Disaster Risk Reduction Plan,-,-,-,2.5000,2.5000,2.2024,2.2024,2.5000,1.9444,Digos
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,2.0833,1.8750,1.3514,1.1942,Digos
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.5179,1.191,Digos
34,Budget for DRRMP,-,-,-,0.0535,0.2209,0.1853,0.2848,0.1336,0.0683,Digos
35,Local Risk Assessments,-,-,-,2.5000,2.5000,1.2500,2.5000,2.5000,2.0,Digos
36,Emergency Infrastructure,-,-,-,0.9058,0.8594,0.6321,0.5403,0.3226,0.4605,Digos
37,Utilities,-,-,-,0.9890,1.6497,2.4991,1.8685,1.3098,1.5187,Digos
38,Employed Population,-,-,-,0.2582,0.0723,0.0446,0.0078,0.0838,0.1676,Digos
39,Sanitary System,-,-,-,1.4475,1.5949,1.9697,2.1825,2.1148,1.6194,Digos
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.1297,Digos
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.013,Digos
42,STEM graduates,-,-,-,-,-,-,-,-,0.006,Digos
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0295,Digos
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Digos
45,Internet Capability,-,-,-,-,-,-,-,-,1.0087,Digos
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.7404,Digos
47,Online Payment Facilities,-,-,-,-,-,-,-,-,2.0,Digos
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Digos
49,New Technology,-,-,-,-,-,-,-,-,0.0077,Digos
