,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.4434,0.3550,0.0060,0.0250,0.0588,0.1119,0.0153,0.0086,Lumban
1,Local Economy Growth,-,0.3040,0.1288,0.0008,0.0014,0.0021,1.0265,0.0003,0.0011,Lumban
2,Active Establishments in the Locality,-,-,-,0.1323,0.0017,0.1283,0.1736,0.2251,0.0,Lumban
3,Safety Compliant Business,-,-,-,0.1173,0.2340,0.3068,0.3431,0.3148,0.2367,Lumban
4,Employment Generation,-,2.3437,0.6964,0.5771,0.2274,0.6802,0.5332,0.2696,0.3767,Lumban
5,Cost of Living,-,3.5791,3.5000,1.9397,1.8981,1.7500,1.6146,1.3750,1.9991,Lumban
6,Cost of Doing Business,-,3.4469,2.9886,2.0152,2.1124,2.0023,2.1749,2.1867,1.8608,Lumban
7,Financial Deepening,-,0.7062,0.6944,0.1852,0.0545,0.1957,0.3045,0.2568,0.1145,Lumban
8,Productivity,-,0.0814,0.0381,0.0034,0.0150,0.2781,0.2480,0.2328,0.1956,Lumban
9,Presence of Business and Professional Organizations,-,0.0142,0.0391,0.0030,0.0000,0.0019,0.0049,0.0000,0.0,Lumban
10,Compliance to National Directives,-,3.3333,1.7710,0.0000,0.0000,2.4858,1.6786,1.6071,1.0,Lumban
11,Presence of Investment Promotion Unit,-,2.5000,0.0000,0.0000,0.0000,1.8750,1.8750,1.8750,0.6667,Lumban
12,Compliance to ARTA Citizens Charter,-,2.8179,1.6410,2.2920,0.0000,2.3319,2.4916,2.4302,2.0,Lumban
13,Capacity to Generate Local Resource,-,0.2386,1.6940,1.1738,0.0000,0.1976,0.3180,0.0605,0.2196,Lumban
14,Capacity of Health Services,-,0.0985,0.2306,0.2586,0.0000,0.1260,0.1126,0.1442,0.0418,Lumban
15,Capacity of School Services,-,0.4217,0.2407,0.2537,0.0000,0.2555,0.0685,0.0579,0.0077,Lumban
16,Recognition of Performance,-,0.2778,0.0000,0.2537,0.0000,0.0940,0.0222,0.0000,0.0417,Lumban
17,Getting Business Permits,-,-,0.0000,1.5128,0.0000,1.6083,1.6565,1.5530,1.0,Lumban
18,Peace and Order,-,0.1598,0.1423,0.2691,0.0000,0.2650,0.3699,0.1355,0.1879,Lumban
19,Social Protection,-,-,0.0805,0.6155,0.0000,0.7578,1.1044,0.0527,0.2121,Lumban
20,Road Network,-,0.0002,0.0029,0.0010,0.0000,0.0207,0.0002,0.0160,0.001,Lumban
21,Distance to Ports,-,1.9113,3.0955,2.4325,0.0000,2.3608,2.2765,2.2760,1.9984,Lumban
22,Availability of Basic Utilities,-,3.3333,3.3333,2.5000,0.0000,2.2313,2.0625,2.3125,0.4247,Lumban
23,Transportation Vehicles,-,0.4678,0.2730,0.1992,0.0000,0.0163,0.0524,0.1309,0.0085,Lumban
24,Education,-,0.6109,0.3524,0.1978,0.0000,0.1621,0.0555,0.0908,0.0987,Lumban
25,Health,-,0.2593,0.3738,0.2023,0.0000,0.0241,0.0247,0.0627,0.0481,Lumban
26,LGU Investment,-,0.0000,0.2082,0.0311,0.0000,0.0787,0.0718,0.1182,0.0002,Lumban
27,Accommodation Capacity,-,0.8307,0.0000,0.0623,0.0000,0.0766,0.0744,0.0927,0.0987,Lumban
28,Information Technology Capacity,-,1.3419,1.6085,0.7639,0.0000,0.4027,0.6065,0.4348,0.3478,Lumban
29,Financial Technology Capacity,-,0.0000,0.0000,0.2500,0.0000,0.1087,0.5625,0.1786,0.1364,Lumban
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4103,2.4103,2.0000,1.6486,Lumban
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.4853,1.9993,Lumban
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2582,1.0005,Lumban
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2649,1.0138,Lumban
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.1391,0.0469,0.0030,0.0,Lumban
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Lumban
36,Emergency Infrastructure,-,-,-,0.8833,0.0000,0.4867,0.4969,0.3033,0.4,Lumban
37,Utilities,-,-,-,1.0168,0.0000,1.8847,1.8827,1.2774,1.5019,Lumban
38,Employed Population,-,-,-,0.8344,0.0000,0.0122,0.0094,0.0087,0.0023,Lumban
39,Sanitary System,-,-,-,1.3333,0.0000,1.7273,1.0027,1.2505,1.0002,Lumban
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Lumban
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Lumban
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Lumban
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0138,Lumban
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Lumban
45,Internet Capability,-,-,-,-,-,-,-,-,0.1739,Lumban
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Lumban
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Lumban
48,ICT Plan,-,-,-,-,-,-,-,-,0.0,Lumban
49,New Technology,-,-,-,-,-,-,-,-,0.0,Lumban
