,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.1236,0.0827,0.0535,0.0321,0.0535,0.0719,0.0701,0.0552,0.0152,San Leonardo
1,Local Economy Growth,0.1777,0.2700,0.1824,0.0061,0.0154,0.0196,0.3305,0.0026,0.0,San Leonardo
2,Active Establishments in the Locality,-,-,-,0.0000,0.1333,0.0656,0.1091,0.1166,0.0971,San Leonardo
3,Safety Compliant Business,-,-,-,0.0949,0.2401,0.0970,0.0745,0.0806,0.0,San Leonardo
4,Employment Generation,0.3379,0.1392,0.1200,0.1230,0.0919,0.1051,0.0714,0.0947,0.0703,San Leonardo
5,Cost of Living,4.1667,3.7791,3.5833,2.1959,2.2685,2.0635,0.6034,0.7188,1.8798,San Leonardo
6,Cost of Doing Business,1.8998,1.6227,1.7667,1.2927,1.7082,1.1066,1.6571,2.0401,1.8615,San Leonardo
7,Financial Deepening,0.3259,0.2762,0.3397,0.3535,0.0350,0.1627,0.1403,0.1001,0.2049,San Leonardo
8,Productivity,0.0590,0.0001,0.0035,0.0152,0.0086,0.0023,0.0685,0.1136,0.0562,San Leonardo
9,Presence of Business and Professional Organizations,0.0000,0.0144,0.0093,0.0473,0.0789,0.0511,0.1080,0.1054,0.0017,San Leonardo
10,Compliance to National Directives,3.3333,3.3333,2.5263,2.4038,0.0000,2.3500,2.3485,2.1429,1.75,San Leonardo
11,Presence of Investment Promotion Unit,0.0000,0.0000,0.0000,1.8750,0.0000,2.5000,2.5000,2.5000,1.9488,San Leonardo
12,Compliance to ARTA Citizens Charter,-,2.8973,1.5052,1.6636,0.0000,2.3699,2.4633,1.9082,2.0,San Leonardo
13,Capacity to Generate Local Resource,0.2355,1.6845,1.3483,0.0886,0.0000,0.1789,0.1738,0.0121,0.009,San Leonardo
14,Capacity of Health Services,0.5938,0.1165,0.0568,0.2379,0.0000,0.1856,0.1683,0.1758,0.0082,San Leonardo
15,Capacity of School Services,0.6177,1.0265,0.0000,0.1953,0.0000,0.2613,0.1357,0.0453,0.0092,San Leonardo
16,Recognition of Performance,0.0000,0.0000,0.9524,0.1953,0.0000,0.4076,0.1991,0.0000,0.0769,San Leonardo
17,Getting Business Permits,-,-,0.0000,1.4059,0.0000,2.4857,2.4865,1.5159,0.5,San Leonardo
18,Peace and Order,0.3968,0.0677,0.0498,0.7678,0.0000,0.0407,0.0407,0.0602,0.064,San Leonardo
