,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0429,0.0259,0.0388,0.0104,0.0059,0.0045,0.0014,0.0025,0.0047,San Luis (AU)
1,Local Economy Growth,0.1486,0.2580,0.1044,0.0127,0.0112,0.0017,0.3298,0.0021,0.0002,San Luis (AU)
2,Active Establishments in the Locality,-,-,-,0.0560,0.0995,0.0415,0.1036,0.1230,0.106,San Luis (AU)
3,Safety Compliant Business,-,-,-,0.0517,0.0726,0.0655,0.0666,0.1625,0.0,San Luis (AU)
4,Employment Generation,0.0783,0.0245,0.0367,0.0209,0.0056,0.0114,0.0365,0.0631,0.1415,San Luis (AU)
5,Cost of Living,3.1130,2.5194,3.2500,1.1486,1.1111,1.1905,0.3017,1.3750,1.7933,San Luis (AU)
6,Cost of Doing Business,3.0418,3.4604,3.5036,2.1538,2.1685,2.0663,2.1916,2.2090,1.8911,San Luis (AU)
7,Financial Deepening,0.1862,0.2762,0.2491,0.1515,0.0239,0.1276,0.1061,0.0962,0.1089,San Luis (AU)
8,Productivity,0.0001,0.0016,0.0008,0.0070,0.0061,0.0001,0.0215,0.0251,0.022,San Luis (AU)
9,Presence of Business and Professional Organizations,0.0022,0.0335,0.0216,0.0150,0.0353,0.0085,0.2655,0.0888,0.0329,San Luis (AU)
10,Compliance to National Directives,3.3333,3.3333,3.3041,2.4038,0.0000,2.4500,2.4621,2.3214,1.8571,San Luis (AU)
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.7949,San Luis (AU)
12,Compliance to ARTA Citizens Charter,-,3.1347,1.6621,2.4158,0.0000,2.4486,2.4793,2.2198,2.0,San Luis (AU)
13,Capacity to Generate Local Resource,0.0747,0.0810,0.1187,0.0156,0.0000,0.1250,0.1269,0.0082,0.0016,San Luis (AU)
14,Capacity of Health Services,0.0659,0.1088,0.0860,0.0633,0.0000,0.0306,0.0403,0.0667,0.0011,San Luis (AU)
15,Capacity of School Services,0.4200,0.5087,0.4265,0.2206,0.0000,0.0974,0.0616,0.0136,0.0022,San Luis (AU)
16,Recognition of Performance,0.7143,0.7937,0.8658,0.2206,0.0000,0.2931,0.0402,0.0156,0.1447,San Luis (AU)
17,Getting Business Permits,-,-,1.1111,1.5556,0.0000,2.4947,2.4930,2.4758,2.0,San Luis (AU)
18,Peace and Order,1.0916,0.1593,0.1485,0.8598,0.0000,0.0419,0.0287,0.0508,0.0001,San Luis (AU)
19,Social Protection,-,-,0.1017,0.0000,0.0000,0.0979,0.1064,0.0851,0.0011,San Luis (AU)
20,Road Network,0.0009,0.0003,0.0003,0.0002,0.0000,0.0719,0.0011,0.1423,0.0002,San Luis (AU)
21,Distance to Ports,3.2606,3.2570,3.2491,2.4432,0.0000,2.4799,2.4844,2.4882,1.9742,San Luis (AU)
22,Availability of Basic Utilities,3.1667,3.3333,3.3333,2.5000,0.0000,2.4937,2.4938,2.4937,0.1101,San Luis (AU)
23,Transportation Vehicles,0.0377,0.0439,0.0079,0.0404,0.0000,0.0089,0.1724,0.0199,0.0106,San Luis (AU)
24,Education,0.1538,0.1312,0.0505,0.0511,0.0000,0.0481,0.0348,0.0203,0.0107,San Luis (AU)
25,Health,0.3992,0.1319,0.2750,0.1608,0.0000,0.0336,0.0748,0.0706,0.0459,San Luis (AU)
26,LGU Investment,0.7562,0.2711,0.3073,0.1803,0.0000,0.0479,0.1936,0.0208,0.0012,San Luis (AU)
27,Accommodation Capacity,0.0448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,San Luis (AU)
28,Information Technology Capacity,0.2279,0.4324,0.6522,0.3436,0.0000,0.1703,0.4249,0.1364,0.0529,San Luis (AU)
29,Financial Technology Capacity,0.0000,0.0397,0.0362,0.0532,0.0000,0.0481,0.0481,0.0481,0.0172,San Luis (AU)
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4872,2.4318,1.7576,San Luis (AU)
