,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.1676,0.1913,0.0003,0.0168,0.0143,0.0194,0.0162,0.0038,Zarraga
1,Local Economy Growth,-,0.2863,0.0934,0.0008,0.0328,0.0011,1.0260,0.0021,0.0006,Zarraga
2,Active Establishments in the Locality,-,-,-,0.3143,0.0040,0.2773,0.3455,0.4427,0.4176,Zarraga
3,Safety Compliant Business,-,-,-,0.2779,0.1697,0.2981,0.3215,0.4250,0.3141,Zarraga
4,Employment Generation,-,1.2153,0.3287,0.2579,0.1289,0.2419,0.2274,0.2808,0.3997,Zarraga
5,Cost of Living,-,3.0449,1.7500,0.9914,1.9907,1.7500,1.9792,1.7188,1.9995,Zarraga
6,Cost of Doing Business,-,3.0970,3.5020,2.0195,2.0726,2.0402,2.1649,2.2475,1.8914,Zarraga
7,Financial Deepening,-,1.2006,1.5432,0.3042,0.0923,0.2607,0.2882,0.4945,0.141,Zarraga
8,Productivity,-,0.0344,0.0158,0.0001,0.0049,0.1755,0.1636,0.2096,0.1837,Zarraga
9,Presence of Business and Professional Organizations,-,0.0071,0.0130,0.0020,0.0022,0.0102,0.0096,0.0015,0.0095,Zarraga
10,Compliance to National Directives,-,3.3333,2.2222,0.0000,0.0000,2.4988,2.4286,2.3571,1.8077,Zarraga
11,Presence of Investment Promotion Unit,-,0.0000,0.8333,0.0000,0.0000,1.8750,2.5000,2.5000,1.9984,Zarraga
12,Compliance to ARTA Citizens Charter,-,2.2008,2.1419,2.2872,0.0000,2.3125,2.4761,1.5663,2.0,Zarraga
13,Capacity to Generate Local Resource,-,1.7320,0.0789,0.1226,0.0000,0.2715,0.1518,0.0946,0.0763,Zarraga
14,Capacity of Health Services,-,0.0922,0.0887,0.0712,0.0000,0.0720,0.0578,0.0587,0.0418,Zarraga
15,Capacity of School Services,-,0.3230,0.4091,0.2813,0.0000,0.4784,0.0910,0.0992,0.0077,Zarraga
16,Recognition of Performance,-,0.0000,0.0000,0.2813,0.0000,0.2226,0.0860,0.2332,0.112,Zarraga
17,Getting Business Permits,-,-,0.0000,2.2747,0.0000,2.4418,2.4903,2.1781,2.0,Zarraga
18,Peace and Order,-,0.2753,0.2530,0.3184,0.0000,0.2650,0.4337,0.1293,0.0002,Zarraga
19,Social Protection,-,-,0.1018,0.2000,0.0000,0.6819,0.7289,0.0917,0.962,Zarraga
20,Road Network,-,0.0001,0.0025,0.0013,0.0000,0.0291,0.0003,0.0227,0.0009,Zarraga
21,Distance to Ports,-,3.2132,3.2562,2.4676,0.0000,2.4482,2.4373,2.4487,1.9821,Zarraga
22,Availability of Basic Utilities,-,3.3333,3.3333,2.5000,0.0000,2.5000,2.2500,1.5500,0.4617,Zarraga
23,Transportation Vehicles,-,0.3481,0.1632,0.1580,0.0000,0.0175,0.0392,0.0596,0.0134,Zarraga
24,Education,-,0.3998,0.2699,0.2016,0.0000,0.2359,0.1270,0.1882,0.0727,Zarraga
25,Health,-,0.2711,0.2740,0.2691,0.0000,0.1534,0.1845,0.1553,0.1201,Zarraga
26,LGU Investment,-,0.4195,0.6247,0.1543,0.0000,0.0612,0.0498,0.0922,0.0002,Zarraga
27,Accommodation Capacity,-,0.1219,0.0743,0.0195,0.0000,0.0528,0.0000,0.0142,0.0123,Zarraga
28,Information Technology Capacity,-,1.8440,2.4074,1.2599,0.0000,0.7054,1.0972,0.8696,0.3043,Zarraga
29,Financial Technology Capacity,-,0.2778,0.3333,0.5000,0.0000,0.3125,0.2500,0.1389,0.0909,Zarraga
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4487,2.4487,2.4286,1.9054,Zarraga
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4074,2.4537,2.4853,1.9998,Zarraga
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2993,1.003,Zarraga
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2799,1.0237,Zarraga
34,Budget for DRRMP,-,-,-,0.0034,0.0000,0.1851,0.0407,0.0026,0.0,Zarraga
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Zarraga
36,Emergency Infrastructure,-,-,-,0.8629,0.0000,0.5534,0.5374,0.2928,0.3756,Zarraga
37,Utilities,-,-,-,1.0065,0.0000,1.8781,1.8784,1.2796,1.5003,Zarraga
38,Employed Population,-,-,-,0.1808,0.0000,0.1036,0.0801,0.1806,0.0574,Zarraga
39,Sanitary System,-,-,-,1.5855,0.0000,2.0515,1.9954,1.8758,1.5003,Zarraga
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Zarraga
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Zarraga
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Zarraga
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Zarraga
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Zarraga
45,Internet Capability,-,-,-,-,-,-,-,-,1.1522,Zarraga
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.006,Zarraga
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Zarraga
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Zarraga
49,New Technology,-,-,-,-,-,-,-,-,0.0,Zarraga
