,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.1089,0.0842,0.0006,0.0020,0.0067,0.0233,0.0377,0.0316,Batuan (BL)
1,Local Economy Growth,-,0.1699,0.1064,0.0008,0.0015,0.0027,0.0319,0.0161,0.0,Batuan (BL)
2,Active Establishments in the Locality,-,-,-,0.0000,0.0017,0.1262,0.2863,0.5116,0.2649,Batuan (BL)
3,Safety Compliant Business,-,-,-,0.0955,0.1845,0.1431,0.5463,0.4426,0.2732,Batuan (BL)
4,Employment Generation,-,0.3591,0.1541,0.1288,0.0502,0.0768,0.3749,0.1874,0.1367,Batuan (BL)
5,Cost of Living,-,3.2051,2.9167,0.5603,1.8981,1.2500,1.6393,2.2500,1.3947,Batuan (BL)
6,Cost of Doing Business,-,2.0442,2.9294,1.9406,2.0337,2.0772,2.0903,2.2122,1.6006,Batuan (BL)
7,Financial Deepening,-,0.0000,0.0000,0.1190,0.0419,0.1160,0.3256,0.2893,0.0444,Batuan (BL)
8,Productivity,-,0.0168,0.0059,0.0006,0.0027,0.0700,0.2945,0.1242,0.0942,Batuan (BL)
9,Presence of Business and Professional Organizations,-,1.1182,0.0000,0.0000,0.2371,0.0269,0.7469,0.4059,0.7071,Batuan (BL)
10,Compliance to National Directives,-,0.0000,2.5219,2.3684,0.0000,2.4981,2.3958,2.2024,1.7273,Batuan (BL)
11,Presence of Investment Promotion Unit,-,0.0000,0.0000,2.5000,0.0000,2.5000,2.5000,2.5000,1.9994,Batuan (BL)
12,Compliance to ARTA Citizens Charter,-,1.8390,1.7953,1.8806,0.0000,2.1040,2.3538,1.9585,1.0,Batuan (BL)
13,Capacity to Generate Local Resource,-,0.0000,0.0000,0.0000,0.0000,0.0197,0.0908,0.0071,0.0057,Batuan (BL)
14,Capacity of Health Services,-,0.1079,0.1674,0.1366,0.0000,0.0316,0.1755,0.0822,0.0003,Batuan (BL)
15,Capacity of School Services,-,0.3207,0.0000,0.2067,0.0000,0.2616,0.2494,0.2829,0.1115,Batuan (BL)
16,Recognition of Performance,-,0.0000,0.0877,0.2067,0.0000,0.2083,0.0000,0.1141,0.0625,Batuan (BL)
17,Getting Business Permits,-,-,0.0000,0.9589,0.0000,2.1510,2.3403,2.1604,1.0,Batuan (BL)
18,Peace and Order,-,0.3412,0.3429,0.3776,0.0000,0.1843,0.4605,0.2083,0.0815,Batuan (BL)
