,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0326,0.0676,0.0004,0.0028,0.0052,0.0246,0.0176,0.0227,Sugbongcogon
1,Local Economy Growth,-,0.3213,0.1012,0.0332,0.0030,0.0018,0.0312,0.0078,0.0,Sugbongcogon
2,Active Establishments in the Locality,-,-,-,0.0074,0.0016,0.1470,0.4122,0.4048,0.32,Sugbongcogon
3,Safety Compliant Business,-,-,-,0.0770,0.0690,0.1946,0.4991,0.4662,0.3774,Sugbongcogon
4,Employment Generation,-,0.2224,0.0867,0.0843,0.0349,0.1296,0.4219,0.1441,0.2826,Sugbongcogon
5,Cost of Living,-,2.8312,2.2500,1.0776,1.1574,1.5000,0.4918,1.8750,1.3421,Sugbongcogon
6,Cost of Doing Business,-,1.5511,3.5188,2.1116,2.1082,2.0582,2.2054,2.2020,1.643,Sugbongcogon
7,Financial Deepening,-,0.0000,0.4630,0.1852,0.0461,0.0892,0.3292,0.2763,0.1713,Sugbongcogon
8,Productivity,-,0.0143,0.0001,0.0004,0.0029,0.0546,0.2528,0.0888,0.1429,Sugbongcogon
9,Presence of Business and Professional Organizations,-,0.0000,0.0000,0.0216,0.0273,0.0661,0.0938,0.0629,0.0501,Sugbongcogon
10,Compliance to National Directives,-,3.3333,2.2222,2.3684,0.0000,2.4981,2.3958,2.4405,1.9545,Sugbongcogon
11,Presence of Investment Promotion Unit,-,1.6667,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,2.0001,Sugbongcogon
12,Compliance to ARTA Citizens Charter,-,1.6106,1.7010,2.4024,0.0000,2.1973,2.2761,2.0002,2.0,Sugbongcogon
13,Capacity to Generate Local Resource,-,1.7416,0.3820,0.6639,0.0000,0.0312,0.0709,0.0057,0.0503,Sugbongcogon
14,Capacity of Health Services,-,0.0600,0.0609,0.0233,0.0000,0.0261,0.1111,0.0681,0.0003,Sugbongcogon
15,Capacity of School Services,-,0.1961,0.2848,0.1151,0.0000,0.1319,0.0581,0.0312,0.016,Sugbongcogon
16,Recognition of Performance,-,0.0000,0.8897,0.1151,0.0000,0.1042,0.1012,0.0000,0.2083,Sugbongcogon
17,Getting Business Permits,-,-,1.1111,1.8535,0.0000,2.3176,2.2778,1.4589,0.5,Sugbongcogon
18,Peace and Order,-,0.4655,0.4757,0.5877,0.0000,0.1843,0.5263,0.2917,0.0001,Sugbongcogon
19,Social Protection,-,-,0.0351,0.3817,0.0000,0.1716,0.1054,0.4780,0.0019,Sugbongcogon
20,Road Network,-,0.0000,0.0075,0.0029,0.0000,0.0134,0.0038,0.0119,0.0,Sugbongcogon
21,Distance to Ports,-,1.6138,2.9869,2.3960,0.0000,2.2273,2.2661,2.1738,1.6875,Sugbongcogon
22,Availability of Basic Utilities,-,1.7992,1.8750,1.4063,0.0000,2.0208,2.0833,1.6281,0.1558,Sugbongcogon
23,Transportation Vehicles,-,0.0599,0.0306,0.1227,0.0000,0.0042,0.0113,0.0005,0.0038,Sugbongcogon
24,Education,-,0.0396,0.0800,0.0586,0.0000,0.0050,0.0078,0.0414,0.0309,Sugbongcogon
25,Health,-,0.1518,0.0345,0.0384,0.0000,0.0194,0.0267,0.0413,0.0,Sugbongcogon
26,LGU Investment,-,0.0000,0.5672,0.1481,0.0000,0.0387,0.1491,0.2178,0.0018,Sugbongcogon
27,Accommodation Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0284,0.0000,0.0,Sugbongcogon
28,Information Technology Capacity,-,0.5876,0.4074,0.8829,0.0000,0.2291,0.9167,0.7143,0.375,Sugbongcogon
29,Financial Technology Capacity,-,0.0000,0.0000,0.4063,0.0000,0.2106,0.5962,0.2607,0.0952,Sugbongcogon
