,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.3373,0.1783,0.1836,0.0071,0.0315,0.0070,0.0182,0.0777,0.0159,Makilala
1,Local Economy Growth,0.3544,0.2786,0.0708,0.0033,0.1649,0.0013,0.3302,0.0024,0.0,Makilala
2,Active Establishments in the Locality,-,-,-,0.2433,0.5090,0.1902,0.2759,0.2386,0.2253,Makilala
3,Safety Compliant Business,-,-,-,0.1470,0.2763,0.2378,0.1995,0.2583,0.0,Makilala
4,Employment Generation,0.0000,0.2582,0.2306,0.1850,0.1396,0.8433,0.5860,0.8049,0.0952,Makilala
5,Cost of Living,3.0651,2.6647,2.5833,1.2162,1.8519,0.4365,1.5086,0.5938,1.7356,Makilala
6,Cost of Doing Business,3.3952,3.6477,3.4429,2.3159,2.1840,2.1162,2.3015,2.3086,1.8779,Makilala
7,Financial Deepening,0.4423,0.6215,1.4493,1.0480,0.1049,0.3165,0.2932,0.2186,0.107,Makilala
8,Productivity,0.0000,0.0065,0.0027,0.0008,0.0038,0.0041,0.1495,0.2110,0.0439,Makilala
9,Presence of Business and Professional Organizations,0.0022,0.0431,0.0123,0.0537,0.0369,0.0319,0.0810,0.0781,0.0011,Makilala
10,Compliance to National Directives,3.3333,3.3333,3.1579,2.2436,0.0000,2.4000,2.4242,2.2619,1.9286,Makilala
11,Presence of Investment Promotion Unit,0.8333,3.3333,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.9744,Makilala
12,Compliance to ARTA Citizens Charter,-,2.9245,1.6171,2.1623,0.0000,2.2891,2.3970,2.0531,2.0,Makilala
13,Capacity to Generate Local Resource,1.1831,0.9421,1.2554,0.3784,0.0000,0.0927,0.2672,0.0235,0.009,Makilala
14,Capacity of Health Services,0.0759,0.1448,0.2253,0.1107,0.0000,0.1647,0.1529,0.1648,0.0039,Makilala
15,Capacity of School Services,0.3568,0.5448,0.4614,0.1950,0.0000,0.3158,0.1343,0.0373,0.0289,Makilala
16,Recognition of Performance,0.3896,0.3175,0.0505,0.1950,0.0000,0.0000,0.0000,0.0000,0.0769,Makilala
17,Getting Business Permits,-,-,1.1111,2.0073,0.0000,2.4649,2.4496,1.8068,1.5,Makilala
18,Peace and Order,0.3859,0.0456,0.0354,0.2963,0.0000,0.0359,0.0299,0.0496,0.1853,Makilala
19,Social Protection,-,-,0.9796,0.8032,0.0000,0.8249,0.8260,0.6655,0.0,Makilala
20,Road Network,0.0059,0.0005,0.0004,0.0029,0.0000,0.0669,0.0050,0.0797,0.0007,Makilala
21,Distance to Ports,2.7744,2.7398,2.5749,1.9732,0.0000,2.2190,2.2531,2.2859,1.5992,Makilala
22,Availability of Basic Utilities,3.0076,3.3333,3.3333,2.5000,0.0000,2.4372,2.4375,2.4286,0.0035,Makilala
23,Transportation Vehicles,0.0088,0.1166,0.0564,0.0313,0.0000,0.0919,0.0846,0.0925,0.0819,Makilala
24,Education,0.4970,0.5279,0.1746,0.2053,0.0000,0.1722,0.1086,0.1194,0.1564,Makilala
25,Health,0.1562,0.2859,0.6890,0.1258,0.0000,0.2266,0.2789,0.3051,0.1781,Makilala
26,LGU Investment,1.0725,0.2321,0.2586,1.3180,0.0000,0.3192,0.1495,0.0122,0.0082,Makilala
27,Accommodation Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0033,Makilala
28,Information Technology Capacity,0.2018,0.6611,1.0193,0.5714,0.0000,0.4007,0.4150,0.5455,0.1762,Makilala
29,Financial Technology Capacity,0.0616,0.0767,0.0710,0.0763,0.0000,0.0937,0.0916,0.0916,0.0345,Makilala
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4872,2.4318,1.9848,Makilala
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4537,2.4211,1.9998,Makilala
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2500,2.0833,1.2542,1.01,Makilala
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2518,1.0037,Makilala
34,Budget for DRRMP,-,-,-,0.0025,0.0000,0.2590,0.1593,0.0200,0.0,Makilala
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Makilala
36,Emergency Infrastructure,-,-,-,0.9023,0.0000,0.6864,0.6683,0.4915,0.5362,Makilala
37,Utilities,-,-,-,0.9901,0.0000,1.8754,1.8769,1.2629,1.5057,Makilala
38,Employed Population,-,-,-,0.2461,0.0000,0.1087,0.1046,0.1138,0.0829,Makilala
39,Sanitary System,-,-,-,1.5806,0.0000,1.9611,1.9772,1.8753,1.5002,Makilala
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0392,Makilala
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0001,Makilala
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Makilala
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0453,Makilala
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Makilala
45,Internet Capability,-,-,-,-,-,-,-,-,1.1429,Makilala
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0001,Makilala
47,Online Payment Facilities,-,-,-,-,-,-,-,-,2.0,Makilala
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Makilala
49,New Technology,-,-,-,-,-,-,-,-,0.0,Makilala
