,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.4239,0.6761,0.0387,0.1593,0.3869,0.5668,0.2116,0.0,Bantay
1,Local Economy Growth,-,0.0249,0.0960,0.0078,0.0016,0.0018,1.0258,0.0005,0.0,Bantay
2,Active Establishments in the Locality,-,-,-,0.0000,0.0090,0.7329,0.9048,0.7834,0.9393,Bantay
3,Safety Compliant Business,-,-,-,0.8023,0.5587,0.9149,1.1040,1.1213,0.6651,Bantay
4,Employment Generation,-,0.0000,0.7090,0.6877,0.4311,0.9280,0.9431,1.1080,1.0504,Bantay
5,Cost of Living,-,3.0449,3.1667,1.8534,1.5741,2.2500,1.4583,1.6250,0.0,Bantay
6,Cost of Doing Business,-,1.4967,1.6807,1.1255,1.1854,1.7335,2.2194,2.3203,1.4295,Bantay
7,Financial Deepening,-,1.3418,1.3117,0.2381,0.0923,0.1577,0.3639,0.4311,0.1471,Bantay
8,Productivity,-,0.0000,0.0649,0.0080,0.0289,1.0216,1.1194,1.2136,0.8459,Bantay
9,Presence of Business and Professional Organizations,-,0.0000,0.0391,0.0039,0.0033,0.0019,0.0031,0.0351,0.0211,Bantay
10,Compliance to National Directives,-,3.0000,3.2323,2.2697,0.0000,2.4994,2.5000,2.4643,1.8462,Bantay
11,Presence of Investment Promotion Unit,-,0.0000,0.8333,2.5000,0.0000,2.5000,2.5000,2.5000,1.9984,Bantay
12,Compliance to ARTA Citizens Charter,-,1.4755,2.3880,2.2336,0.0000,2.3194,2.4954,2.2415,2.0,Bantay
13,Capacity to Generate Local Resource,-,1.3145,1.7330,0.7050,0.0000,0.2034,0.5371,0.2144,0.387,Bantay
14,Capacity of Health Services,-,0.0540,1.2983,1.2705,0.0000,0.9986,0.8414,0.9729,0.3691,Bantay
15,Capacity of School Services,-,0.2518,0.2902,0.0909,0.0000,0.2038,0.0147,0.1444,0.0514,Bantay
16,Recognition of Performance,-,0.0000,0.0877,0.0909,0.0000,0.0245,0.2722,0.6696,0.2741,Bantay
17,Getting Business Permits,-,-,0.0000,1.4539,0.0000,1.4468,2.4035,2.1768,2.0,Bantay
18,Peace and Order,-,0.1993,0.1638,0.2197,0.0000,0.3111,0.3954,0.1847,0.0002,Bantay
19,Social Protection,-,-,0.0779,1.6788,0.0000,1.7245,0.7981,0.2646,0.0,Bantay
20,Road Network,-,0.0003,0.0126,0.0187,0.0000,0.0424,0.0008,0.0345,0.0139,Bantay
21,Distance to Ports,-,3.1815,3.2576,2.4505,0.0000,2.4349,2.4142,2.2673,1.9679,Bantay
22,Availability of Basic Utilities,-,1.6667,3.3333,0.0000,0.0000,1.2438,2.2500,2.4625,0.462,Bantay
23,Transportation Vehicles,-,0.0000,0.3544,0.2317,0.0000,0.0302,0.0658,0.1538,0.0074,Bantay
24,Education,-,0.2436,0.1766,0.0428,0.0000,0.0408,0.0252,0.3152,0.1328,Bantay
25,Health,-,0.0810,0.1075,1.3434,0.0000,0.5335,0.7525,1.0940,0.6778,Bantay
26,LGU Investment,-,0.0000,0.0000,0.4746,0.0000,0.1200,0.0680,0.1434,0.0001,Bantay
27,Accommodation Capacity,-,0.4432,0.3075,0.0483,0.0000,0.0529,0.0883,0.1466,0.1765,Bantay
28,Information Technology Capacity,-,0.0000,0.6138,0.6944,0.0000,0.4264,0.5694,0.5435,0.4348,Bantay
29,Financial Technology Capacity,-,0.5556,1.0000,0.7500,0.0000,0.6250,0.5000,0.2778,0.1818,Bantay
30,Land Use Plan,-,-,-,1.8750,0.0000,1.9872,1.9872,2.4714,1.9459,Bantay
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.5000,1.9993,Bantay
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2582,1.002,Bantay
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2724,1.168,Bantay
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.2115,0.0579,0.0025,0.0,Bantay
35,Local Risk Assessments,-,-,-,1.2500,0.0000,2.5000,2.5000,2.5000,2.0,Bantay
36,Emergency Infrastructure,-,-,-,0.9192,0.0000,0.5358,0.5972,0.4901,0.514,Bantay
37,Utilities,-,-,-,1.0833,0.0000,1.8839,1.8861,1.2869,1.4982,Bantay
38,Employed Population,-,-,-,0.6299,0.0000,0.0512,0.4474,0.4457,0.0223,Bantay
39,Sanitary System,-,-,-,1.0667,0.0000,1.0455,1.0005,1.8751,1.5,Bantay
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Bantay
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Bantay
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Bantay
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0669,Bantay
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Bantay
45,Internet Capability,-,-,-,-,-,-,-,-,1.2174,Bantay
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Bantay
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Bantay
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Bantay
49,New Technology,-,-,-,-,-,-,-,-,0.0,Bantay
