,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.1885,0.2474,0.4288,0.3106,0.0829,0.3194,0.1005,Norzagaray
1,Local Economy Growth,-,-,0.0681,0.0197,0.0092,0.0120,0.3287,0.0021,0.0,Norzagaray
2,Active Establishments in the Locality,-,-,-,0.0000,0.2080,0.1124,0.1783,0.1883,0.1774,Norzagaray
3,Safety Compliant Business,-,-,-,0.0849,0.0814,0.0580,0.0341,0.1266,0.0,Norzagaray
4,Employment Generation,-,-,0.3501,0.1595,0.1841,0.2692,0.2079,0.1761,0.1638,Norzagaray
5,Cost of Living,-,-,3.9167,0.8784,0.0000,2.4206,0.9914,1.9063,1.875,Norzagaray
6,Cost of Doing Business,-,-,0.2451,1.2993,1.9853,1.6498,2.0575,2.0476,1.8109,Norzagaray
7,Financial Deepening,-,-,0.8152,0.6061,0.1068,0.3317,0.3596,0.3149,0.2929,Norzagaray
8,Productivity,-,-,0.0180,0.1480,0.0383,0.0404,0.2391,0.4472,0.1916,Norzagaray
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0000,0.0017,0.0007,0.0009,0.0009,0.0006,Norzagaray
10,Compliance to National Directives,-,-,2.2222,0.0000,0.0000,2.4500,2.4621,2.3214,1.8571,Norzagaray
11,Presence of Investment Promotion Unit,-,-,2.5000,0.0000,0.0000,2.5000,2.5000,2.5000,0.8975,Norzagaray
12,Compliance to ARTA Citizens Charter,-,-,1.5067,2.1668,0.0000,2.3237,2.4245,2.0531,2.0,Norzagaray
13,Capacity to Generate Local Resource,-,-,0.4095,1.2873,0.0000,0.5156,0.4672,0.0600,0.0239,Norzagaray
14,Capacity of Health Services,-,-,0.1686,0.1617,0.0000,0.0891,0.0847,0.1444,0.001,Norzagaray
15,Capacity of School Services,-,-,0.4671,0.1623,0.0000,0.0000,0.0832,0.0340,0.0034,Norzagaray
16,Recognition of Performance,-,-,0.0000,0.1623,0.0000,0.0000,0.0000,0.0000,0.0,Norzagaray
17,Getting Business Permits,-,-,0.0000,2.2305,0.0000,1.5725,1.5867,2.4487,2.0,Norzagaray
18,Peace and Order,-,-,0.0132,0.1666,0.0000,0.0263,0.0263,0.0484,0.0,Norzagaray
19,Social Protection,-,-,0.3989,0.0567,0.0000,0.3813,0.4223,0.3286,0.0005,Norzagaray
20,Road Network,-,-,0.0004,0.0005,0.0000,0.0405,0.0004,0.0706,0.0007,Norzagaray
21,Distance to Ports,-,-,1.9254,2.2537,0.0000,2.3548,2.4118,2.3906,1.831,Norzagaray
22,Availability of Basic Utilities,-,-,3.3333,2.5000,0.0000,2.4749,2.4750,2.4732,0.0748,Norzagaray
23,Transportation Vehicles,-,-,0.0000,0.0688,0.0000,0.0071,0.0072,0.0044,0.0048,Norzagaray
24,Education,-,-,0.0699,0.1648,0.0000,0.0884,0.0741,0.0412,0.1356,Norzagaray
25,Health,-,-,0.4046,0.2103,0.0000,0.1225,0.1460,0.2501,0.1734,Norzagaray
26,LGU Investment,-,-,0.7064,0.2354,0.0000,0.5145,0.3079,0.0240,0.0007,Norzagaray
27,Accommodation Capacity,-,-,0.0617,0.0195,0.0000,0.0000,0.0000,0.0215,0.0,Norzagaray
28,Information Technology Capacity,-,-,0.7343,0.2740,0.0000,0.3322,0.3968,0.5000,0.0617,Norzagaray
29,Financial Technology Capacity,-,-,0.3518,0.1886,0.0000,0.1965,0.1848,0.2088,0.0948,Norzagaray
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3974,2.3974,2.4773,1.8333,Norzagaray
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4537,2.4737,1.4995,Norzagaray
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2500,0.8333,1.2542,1.002,Norzagaray
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2537,1.0025,Norzagaray
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.4122,0.2841,0.0450,0.0,Norzagaray
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Norzagaray
36,Emergency Infrastructure,-,-,-,0.9516,0.0000,0.5164,0.5225,0.2941,0.3964,Norzagaray
37,Utilities,-,-,-,0.9823,0.0000,1.8788,1.8786,1.2686,1.5052,Norzagaray
38,Employed Population,-,-,-,0.7704,0.0000,0.0102,0.0098,0.0070,0.0051,Norzagaray
39,Sanitary System,-,-,-,1.5035,0.0000,1.9999,1.9952,1.8753,1.5004,Norzagaray
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0392,Norzagaray
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0128,Norzagaray
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Norzagaray
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.1022,Norzagaray
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Norzagaray
45,Internet Capability,-,-,-,-,-,-,-,-,1.0333,Norzagaray
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Norzagaray
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Norzagaray
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Norzagaray
49,New Technology,-,-,-,-,-,-,-,-,0.0,Norzagaray
