,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0268,0.1779,0.1361,0.0058,0.0342,0.0290,0.0312,0.0116,0.0123,Oroquieta
1,Local Economy Growth,0.9808,0.3224,0.2251,0.0670,0.4550,0.0846,0.5671,0.0178,0.0126,Oroquieta
2,Active Establishments in the Locality,-,-,-,0.5198,0.3079,0.6136,0.1768,0.3882,0.3474,Oroquieta
3,Safety Compliant Business,-,-,-,0.1524,0.1497,0.1680,0.2122,0.2198,0.2098,Oroquieta
4,Employment Generation,0.0991,0.2200,0.4687,0.0523,0.0340,0.0981,0.0912,0.0912,0.0048,Oroquieta
5,Cost of Living,0.6410,3.3514,3.5833,1.9397,1.1224,2.2619,1.6901,1.1039,0.8718,Oroquieta
6,Cost of Doing Business,3.3581,3.3199,3.4024,1.8730,1.8957,1.9680,1.7465,1.6018,1.369,Oroquieta
7,Financial Deepening,0.2305,0.5515,1.0642,0.9000,0.4478,0.3001,0.2194,0.2044,0.5229,Oroquieta
8,Productivity,0.0202,0.0633,0.0656,0.0064,0.1303,0.0694,0.0951,0.0811,0.0104,Oroquieta
9,Presence of Business and Professional Organizations,0.0302,0.0150,0.3568,0.0014,0.0011,0.0006,0.0018,0.0166,0.0009,Oroquieta
10,Compliance to National Directives,3.3333,3.3333,2.2876,2.4306,2.4306,2.4306,2.5000,2.5000,1.9286,Oroquieta
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,2.5000,2.5000,2.5000,1.8750,2.5000,1.9048,Oroquieta
12,Compliance to ARTA Citizens Charter,-,2.5706,1.6104,1.9783,2.2347,2.2993,2.3541,1.6672,0.0,Oroquieta
13,Capacity to Generate Local Resource,0.8340,1.0132,1.0895,0.8675,1.4969,0.0266,0.0378,0.0299,0.031,Oroquieta
14,Capacity of Health Services,0.2548,0.3655,0.4135,0.2021,0.3965,0.1573,0.1349,0.1407,0.3385,Oroquieta
15,Capacity of School Services,0.8942,1.2608,0.4588,0.4511,0.4720,0.0812,0.1748,0.1834,0.2979,Oroquieta
16,Recognition of Performance,0.0000,0.4496,0.3307,0.4511,0.0000,0.2117,0.0251,0.0000,0.0778,Oroquieta
17,Getting Business Permits,-,-,3.0856,2.0891,1.8453,2.3113,2.1522,1.4508,1.5,Oroquieta
18,Peace and Order,0.3583,0.2643,1.0436,0.4675,0.1150,0.0398,0.0766,0.0116,0.0001,Oroquieta
19,Social Protection,-,-,0.2480,0.3682,1.5701,0.2897,0.2827,0.0000,0.0,Oroquieta
20,Road Network,0.1090,0.0010,0.2698,0.0009,0.1808,0.1525,0.0632,0.0975,0.0022,Oroquieta
21,Distance to Ports,3.0394,3.1094,3.3068,2.2839,2.2761,2.2569,2.2816,2.3159,1.8636,Oroquieta
22,Availability of Basic Utilities,2.7083,3.3333,3.3333,2.5000,2.5000,2.4271,2.4037,2.3157,1.488,Oroquieta
23,Transportation Vehicles,0.1024,0.1202,0.0769,0.0713,0.0826,0.0458,0.0373,0.4884,0.0379,Oroquieta
24,Education,0.2001,0.6133,0.7700,0.2503,0.2520,0.2587,0.1598,0.1990,0.2108,Oroquieta
25,Health,0.0870,0.3617,0.1769,0.2747,0.4542,0.1814,0.2154,0.2121,0.1824,Oroquieta
26,LGU Investment,0.5988,0.3514,2.2808,0.2372,1.2790,0.3585,0.4389,0.1333,0.0046,Oroquieta
27,Accommodation Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0384,0.0195,Oroquieta
28,Information Technology Capacity,0.6177,0.5478,0.8656,0.5610,0.3234,0.5749,0.4184,0.7292,0.0301,Oroquieta
29,Financial Technology Capacity,0.0349,0.1862,0.1565,0.1131,0.1421,0.1343,0.1557,0.0948,0.0545,Oroquieta
30,Land Use Plan,-,-,-,2.5000,2.5000,2.4998,2.4318,2.5000,1.9762,Oroquieta
31,Disaster Risk Reduction Plan,-,-,-,2.5000,2.5000,2.4405,2.5000,2.5000,1.9444,Oroquieta
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,2.2917,2.5000,1.2500,1.0194,Oroquieta
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.2522,1.0047,Oroquieta
34,Budget for DRRMP,-,-,-,0.0437,0.0000,0.4414,0.3321,0.1122,0.0755,Oroquieta
35,Local Risk Assessments,-,-,-,2.5000,2.5000,2.5000,2.5000,2.5000,2.0,Oroquieta
36,Emergency Infrastructure,-,-,-,0.8976,0.8632,0.4054,0.5549,0.3025,0.4277,Oroquieta
37,Utilities,-,-,-,1.0229,1.6922,1.8827,1.8644,1.2480,1.5005,Oroquieta
38,Employed Population,-,-,-,0.1322,0.0158,0.0030,0.0001,0.0011,0.0033,Oroquieta
39,Sanitary System,-,-,-,1.0992,1.0046,1.0037,1.9922,1.8750,1.0025,Oroquieta
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0204,Oroquieta
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0056,Oroquieta
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Oroquieta
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0116,Oroquieta
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Oroquieta
45,Internet Capability,-,-,-,-,-,-,-,-,1.0058,Oroquieta
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.6154,Oroquieta
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Oroquieta
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Oroquieta
49,New Technology,-,-,-,-,-,-,-,-,0.0051,Oroquieta
