,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.3799,0.4548,0.0046,0.0202,0.0644,0.0311,0.0331,0.0056,Maragondon
1,Local Economy Growth,-,0.3204,0.0930,0.0027,0.0020,0.0044,1.0246,0.0193,0.0002,Maragondon
2,Active Establishments in the Locality,-,-,-,0.5511,0.0080,0.6058,1.8023,1.0025,0.7756,Maragondon
3,Safety Compliant Business,-,-,-,0.2502,0.1853,0.5788,0.6180,0.5949,0.4407,Maragondon
4,Employment Generation,-,1.4018,0.6926,0.5145,0.2027,0.5260,0.3372,0.4559,0.5234,Maragondon
5,Cost of Living,-,3.7393,2.7500,1.7672,1.4352,1.7500,0.9375,1.1250,1.9994,Maragondon
6,Cost of Doing Business,-,2.7310,3.4441,1.8706,1.9178,1.9957,2.0524,1.8168,1.8616,Maragondon
7,Financial Deepening,-,0.8475,0.7716,0.1852,0.0587,0.1717,0.3173,0.3178,0.2346,Maragondon
8,Productivity,-,0.0201,0.0050,0.0007,0.0037,0.3374,0.2459,0.3049,0.2392,Maragondon
9,Presence of Business and Professional Organizations,-,0.0071,0.0130,0.0010,0.0022,0.0176,0.0233,0.0000,0.0,Maragondon
10,Compliance to National Directives,-,3.3333,2.2424,1.2500,0.0000,2.4975,2.3571,2.2857,1.9615,Maragondon
11,Presence of Investment Promotion Unit,-,2.5000,0.0000,1.2500,0.0000,1.8750,2.5000,0.0000,0.6667,Maragondon
12,Compliance to ARTA Citizens Charter,-,2.6160,1.4483,2.3218,0.0000,2.3308,2.4910,1.9123,2.0,Maragondon
13,Capacity to Generate Local Resource,-,1.1198,1.6520,1.2568,0.0000,0.3072,0.3312,0.1423,0.3019,Maragondon
14,Capacity of Health Services,-,0.0703,0.1156,0.1046,0.0000,0.1204,0.0927,0.1225,0.078,Maragondon
15,Capacity of School Services,-,0.1160,0.2994,0.1026,0.0000,0.5369,0.0814,0.3193,0.2037,Maragondon
16,Recognition of Performance,-,0.0000,0.1754,0.1026,0.0000,0.3513,0.0887,0.0893,0.1203,Maragondon
17,Getting Business Permits,-,-,0.0000,1.3348,0.0000,2.4254,2.4850,1.8654,1.5,Maragondon
18,Peace and Order,-,0.1435,0.1291,0.2459,0.0000,0.3341,0.5612,0.2155,0.0002,Maragondon
19,Social Protection,-,-,0.1033,0.9157,0.0000,1.4459,1.6064,0.2307,0.717,Maragondon
20,Road Network,-,0.0001,0.0021,0.0004,0.0000,0.0920,0.0003,0.0788,0.0001,Maragondon
21,Distance to Ports,-,2.9754,3.1073,2.4041,0.0000,2.3695,2.2813,2.3494,1.9209,Maragondon
22,Availability of Basic Utilities,-,3.3333,3.3333,2.5000,0.0000,2.3438,2.0938,2.3438,0.4363,Maragondon
23,Transportation Vehicles,-,0.3044,0.1797,0.2572,0.0000,0.0330,0.0868,0.0746,0.0078,Maragondon
24,Education,-,0.2345,0.2519,0.1868,0.0000,0.0177,0.2161,0.0568,0.0992,Maragondon
25,Health,-,0.4169,0.3549,0.3369,0.0000,0.2535,0.3779,0.4419,0.2662,Maragondon
26,LGU Investment,-,1.7304,0.0000,0.0762,0.0000,0.0769,0.0614,0.1197,0.0002,Maragondon
27,Accommodation Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,0.0073,0.0066,Maragondon
28,Information Technology Capacity,-,1.0342,1.1534,0.5060,0.0000,0.3097,0.4306,0.3261,0.6957,Maragondon
29,Financial Technology Capacity,-,0.2778,0.3333,0.2500,0.0000,0.3125,0.2500,0.2778,0.2273,Maragondon
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4487,2.4487,2.4286,1.9865,Maragondon
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.3611,2.3611,2.4853,1.9995,Maragondon
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,0.0000,1.003,Maragondon
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2774,1.0178,Maragondon
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.0682,0.0530,0.0025,0.0,Maragondon
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Maragondon
36,Emergency Infrastructure,-,-,-,0.9121,0.0000,0.5138,0.5147,0.2662,0.3749,Maragondon
37,Utilities,-,-,-,1.0187,0.0000,1.8818,1.8812,1.2744,1.5039,Maragondon
38,Employed Population,-,-,-,0.5028,0.0000,0.2572,0.1988,0.0061,0.002,Maragondon
39,Sanitary System,-,-,-,1.0222,0.0000,1.3530,1.0003,1.8751,1.5,Maragondon
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0007,Maragondon
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Maragondon
42,STEM graduates,-,-,-,-,-,-,-,-,0.0045,Maragondon
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0171,Maragondon
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Maragondon
45,Internet Capability,-,-,-,-,-,-,-,-,1.3478,Maragondon
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0285,Maragondon
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Maragondon
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Maragondon
49,New Technology,-,-,-,-,-,-,-,-,0.0,Maragondon
