,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.1051,0.1835,0.0388,0.0649,0.1225,0.0661,0.0014,Currimao
1,Local Economy Growth,-,-,0.0842,1.2512,0.0008,0.0010,1.0293,0.0026,0.0001,Currimao
2,Active Establishments in the Locality,-,-,-,0.1636,0.0017,0.1117,0.1036,0.1792,0.1342,Currimao
3,Safety Compliant Business,-,-,-,0.0032,0.0847,0.1437,0.1414,0.1247,0.0863,Currimao
4,Employment Generation,-,-,0.1654,0.1585,0.0668,0.1327,0.1022,0.1305,0.1259,Currimao
5,Cost of Living,-,-,2.9167,0.0000,1.3426,1.2500,0.8333,1.1563,1.9994,Currimao
6,Cost of Doing Business,-,-,3.1123,2.2867,1.5533,2.2142,2.3313,2.4093,1.9231,Currimao
7,Financial Deepening,-,-,0.0772,0.0000,0.0000,0.0000,0.0000,0.0451,0.0229,Currimao
8,Productivity,-,-,0.9157,0.0150,0.0607,0.1559,0.1857,0.1558,0.077,Currimao
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0000,0.0011,0.0000,0.0000,0.0000,0.0011,Currimao
10,Compliance to National Directives,-,-,2.0000,2.2697,0.0000,2.4969,2.3214,2.4643,1.9615,Currimao
11,Presence of Investment Promotion Unit,-,-,0.0000,1.8750,0.0000,2.5000,2.5000,2.5000,1.9997,Currimao
12,Compliance to ARTA Citizens Charter,-,-,2.2144,2.4184,0.0000,2.4444,2.4765,2.3481,2.0,Currimao
13,Capacity to Generate Local Resource,-,-,1.7302,0.6006,0.0000,0.2512,0.1790,0.1359,0.0731,Currimao
14,Capacity of Health Services,-,-,0.1128,0.0974,0.0000,0.0330,0.0272,0.0381,0.034,Currimao
15,Capacity of School Services,-,-,0.2617,0.0705,0.0000,0.1450,0.0162,0.0198,0.0158,Currimao
16,Recognition of Performance,-,-,0.0877,0.0705,0.0000,0.1532,0.0833,0.0000,0.0,Currimao
17,Getting Business Permits,-,-,0.0000,1.4539,0.0000,1.4600,1.5702,1.5530,0.5,Currimao
18,Peace and Order,-,-,0.3802,0.2751,0.0000,0.1728,0.2679,0.0862,0.0004,Currimao
19,Social Protection,-,-,0.0026,0.3518,0.0000,0.5669,0.2348,0.0753,0.0,Currimao
20,Road Network,-,-,0.0186,0.0073,0.0000,0.0184,0.0008,0.0135,0.0016,Currimao
21,Distance to Ports,-,-,3.2171,2.4527,0.0000,2.4328,2.4164,2.4079,1.9852,Currimao
22,Availability of Basic Utilities,-,-,3.3333,2.5000,0.0000,1.9875,1.7998,2.0498,0.3556,Currimao
23,Transportation Vehicles,-,-,0.1163,0.0547,0.0000,0.0133,0.0096,0.0425,0.003,Currimao
24,Education,-,-,0.0844,0.0728,0.0000,0.0088,0.0228,0.0801,0.0793,Currimao
25,Health,-,-,0.0605,0.0554,0.0000,0.0520,0.0401,0.1920,0.1623,Currimao
26,LGU Investment,-,-,0.0000,0.0000,0.0000,0.0701,0.0936,0.0975,0.0001,Currimao
27,Accommodation Capacity,-,-,0.5229,0.0771,0.0000,0.0197,0.0448,0.0362,0.0401,Currimao
28,Information Technology Capacity,-,-,0.4286,0.5159,0.0000,0.4264,0.5694,0.5435,0.3478,Currimao
29,Financial Technology Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0694,0.0455,Currimao
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4231,2.4231,2.5000,1.9865,Currimao
31,Disaster Risk Reduction Plan,-,-,-,2.0000,0.0000,2.4537,2.5000,2.5000,1.9998,Currimao
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2582,0.0,Currimao
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2525,1.0059,Currimao
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.1530,0.0468,0.0025,0.0,Currimao
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Currimao
36,Emergency Infrastructure,-,-,-,0.8746,0.0000,0.5016,0.5120,0.3094,0.3976,Currimao
37,Utilities,-,-,-,0.9972,0.0000,1.8807,1.8792,1.2705,1.5011,Currimao
38,Employed Population,-,-,-,0.1609,0.0000,0.0024,0.0414,0.0384,0.0099,Currimao
39,Sanitary System,-,-,-,0.5000,0.0000,2.0379,1.9942,1.8751,1.5,Currimao
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0007,Currimao
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Currimao
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Currimao
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0069,Currimao
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Currimao
45,Internet Capability,-,-,-,-,-,-,-,-,0.1739,Currimao
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Currimao
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Currimao
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Currimao
49,New Technology,-,-,-,-,-,-,-,-,0.0,Currimao
