,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.1198,0.4112,0.3448,0.0337,0.0557,0.0385,0.0432,0.0470,0.0256,Vigan
1,Local Economy Growth,1.2001,0.6048,0.2787,0.0583,0.1039,0.3036,0.5837,0.0384,0.0047,Vigan
2,Active Establishments in the Locality,-,-,-,0.5163,0.8957,0.5333,0.2902,0.5947,0.6666,Vigan
3,Safety Compliant Business,-,-,-,0.3586,0.3237,0.4783,0.4119,0.4276,1.0789,Vigan
4,Employment Generation,0.0889,0.3427,0.7943,0.1536,0.0080,0.1636,0.2396,0.2464,0.0263,Vigan
5,Cost of Living,2.9487,2.5815,3.1667,1.8534,1.7347,1.9841,2.0775,1.5909,1.2949,Vigan
6,Cost of Doing Business,1.7690,3.5514,3.4130,2.1848,1.4451,1.9958,1.8985,2.1547,1.4189,Vigan
7,Financial Deepening,0.1601,0.7184,0.9109,0.6133,0.4312,0.4226,0.3807,0.3559,0.3357,Vigan
8,Productivity,0.0790,0.2408,0.2101,0.0174,2.5000,0.1461,0.2117,0.2063,0.0221,Vigan
9,Presence of Business and Professional Organizations,0.5888,0.5845,0.4205,0.0047,0.0265,0.0175,0.0386,0.0387,0.0456,Vigan
10,Compliance to National Directives,3.3333,3.3333,2.9412,2.1528,2.4306,2.3611,2.3438,2.2794,1.9286,Vigan
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,2.5000,2.5000,2.5000,2.5000,2.5000,1.9683,Vigan
12,Compliance to ARTA Citizens Charter,-,2.8377,2.3662,2.2391,2.2549,2.2530,2.3048,2.1520,2.0,Vigan
13,Capacity to Generate Local Resource,0.1329,1.5611,0.2464,0.6393,0.0000,0.0803,0.0887,0.0888,0.1437,Vigan
14,Capacity of Health Services,0.5246,0.3517,0.5478,0.3004,1.7192,0.3863,0.2215,0.2642,0.4491,Vigan
15,Capacity of School Services,0.6973,0.8034,0.3893,0.3060,0.3675,0.1585,0.2051,0.2162,0.306,Vigan
16,Recognition of Performance,0.2778,0.8992,0.9392,0.3060,0.3940,0.4539,0.0613,0.0379,0.1108,Vigan
17,Getting Business Permits,-,-,3.0979,2.3176,1.4060,1.4650,2.1302,2.3902,1.5,Vigan
18,Peace and Order,1.1533,0.7858,1.6936,0.6392,0.2522,0.0623,0.0782,0.0310,0.0003,Vigan
19,Social Protection,-,-,0.0759,0.2776,1.6829,0.2391,0.1116,0.2024,0.0016,Vigan
20,Road Network,0.1265,0.0045,1.2234,0.0214,0.7507,0.0156,0.0235,0.0025,0.0099,Vigan
21,Distance to Ports,2.1982,3.1834,3.2134,2.3825,1.9890,2.3638,2.3739,2.0286,1.9607,Vigan
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,2.5000,2.5000,2.5000,2.5000,1.571,Vigan
23,Transportation Vehicles,0.0248,0.2916,0.2074,0.1809,0.1629,0.1595,0.0924,0.0825,0.1318,Vigan
24,Education,0.1175,0.3243,0.2726,0.3442,0.3241,0.4312,0.2643,0.2618,0.2275,Vigan
25,Health,0.1012,0.5304,0.6073,0.4962,0.8860,0.3577,0.3150,0.2408,0.1712,Vigan
26,LGU Investment,1.3333,0.3664,0.7757,0.9083,0.3934,0.1702,0.1341,0.0446,0.001,Vigan
27,Accommodation Capacity,0.1355,0.2244,0.4772,0.4295,0.4617,0.1498,0.2979,0.4543,0.3823,Vigan
28,Information Technology Capacity,0.5470,1.3272,0.3409,0.4771,0.6261,0.4331,0.5339,1.0417,0.1303,Vigan
29,Financial Technology Capacity,0.1166,0.6388,0.6258,0.4172,0.4139,0.4829,0.4672,0.2999,0.1463,Vigan
30,Land Use Plan,-,-,-,2.5000,2.5000,2.4995,2.3182,2.4400,1.9762,Vigan
31,Disaster Risk Reduction Plan,-,-,-,2.5000,2.5000,2.4405,2.5000,2.5000,1.9444,Vigan
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,2.2917,2.5000,1.2635,1.0194,Vigan
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.2612,1.0366,Vigan
34,Budget for DRRMP,-,-,-,0.0465,0.2562,0.4411,0.1734,0.2133,0.0674,Vigan
35,Local Risk Assessments,-,-,-,2.5000,2.5000,2.5000,2.5000,2.5000,2.0,Vigan
36,Emergency Infrastructure,-,-,-,1.0390,0.8992,0.3845,0.5534,0.3254,0.4284,Vigan
37,Utilities,-,-,-,1.0128,1.5140,1.8819,1.8792,1.2545,1.5015,Vigan
38,Employed Population,-,-,-,0.2189,0.0172,0.0117,0.0175,0.0249,0.058,Vigan
39,Sanitary System,-,-,-,1.5000,1.0642,1.0236,1.0284,1.2802,1.0148,Vigan
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.1133,Vigan
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0807,Vigan
42,STEM graduates,-,-,-,-,-,-,-,-,0.1706,Vigan
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0868,Vigan
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Vigan
45,Internet Capability,-,-,-,-,-,-,-,-,1.0251,Vigan
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.2599,Vigan
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Vigan
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Vigan
49,New Technology,-,-,-,-,-,-,-,-,1.1137,Vigan
