,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,0.0000,0.0000,0.0000,0.0055,0.0040,0.0097,Maripipi
1,Local Economy Growth,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0280,0.0,Maripipi
2,Active Establishments in the Locality,-,-,-,0.0129,0.0009,0.0962,0.1743,0.2988,0.2711,Maripipi
3,Safety Compliant Business,-,-,-,0.0016,0.0019,0.0049,0.2308,0.2169,0.0957,Maripipi
4,Employment Generation,-,-,-,0.0304,0.0144,0.0282,0.1133,0.0613,0.0376,Maripipi
5,Cost of Living,-,-,-,1.8966,1.8981,2.0000,2.5000,2.3125,1.6579,Maripipi
6,Cost of Doing Business,-,-,-,0.5961,0.4032,1.1392,1.9586,1.9445,1.6139,Maripipi
7,Financial Deepening,-,-,-,0.0794,0.0252,0.1033,0.2680,0.2197,0.0501,Maripipi
8,Productivity,-,-,-,0.0000,0.0000,0.0212,0.0846,0.0561,0.0329,Maripipi
9,Presence of Business and Professional Organizations,-,-,-,0.0020,0.0000,0.0000,0.0097,0.0068,0.0026,Maripipi
10,Compliance to National Directives,-,-,-,2.3684,0.0000,2.4981,2.4306,2.2619,1.7727,Maripipi
11,Presence of Investment Promotion Unit,-,-,-,0.0000,0.0000,2.5000,1.8750,1.8750,0.6667,Maripipi
12,Compliance to ARTA Citizens Charter,-,-,-,2.3142,0.0000,0.0000,2.2495,1.7918,1.0,Maripipi
13,Capacity to Generate Local Resource,-,-,-,1.1289,0.0000,0.0052,0.0196,0.0016,0.0368,Maripipi
14,Capacity of Health Services,-,-,-,0.1395,0.0000,0.0148,0.1755,0.0777,0.0007,Maripipi
15,Capacity of School Services,-,-,-,0.1488,0.0000,0.0000,0.0612,0.0220,0.024,Maripipi
16,Recognition of Performance,-,-,-,0.1488,0.0000,0.0000,0.1250,0.1944,0.0,Maripipi
17,Getting Business Permits,-,-,-,1.4492,0.0000,1.6663,2.4891,1.5519,0.5,Maripipi
18,Peace and Order,-,-,-,0.6969,0.0000,0.0000,0.4386,0.2083,0.1631,Maripipi
19,Social Protection,-,-,-,0.1241,0.0000,0.3723,0.0455,0.3379,0.1697,Maripipi
20,Road Network,-,-,-,0.0021,0.0000,0.0002,0.0019,0.0099,0.0,Maripipi
21,Distance to Ports,-,-,-,0.8332,0.0000,0.8333,1.6010,2.3636,1.8563,Maripipi
22,Availability of Basic Utilities,-,-,-,0.7955,0.0000,0.6250,1.1398,1.8480,0.3641,Maripipi
23,Transportation Vehicles,-,-,-,0.0164,0.0000,0.0003,0.0007,0.0019,0.0073,Maripipi
24,Education,-,-,-,0.0223,0.0000,0.0291,0.0156,0.0448,0.0335,Maripipi
25,Health,-,-,-,0.0220,0.0000,0.0100,0.0591,0.2029,0.191,Maripipi
26,LGU Investment,-,-,-,0.0657,0.0000,0.0310,0.1329,0.1801,0.002,Maripipi
27,Accommodation Capacity,-,-,-,0.0000,0.0000,0.0000,0.0135,0.0036,0.0,Maripipi
28,Information Technology Capacity,-,-,-,0.4960,0.0000,0.2194,0.4167,0.3571,0.25,Maripipi
29,Financial Technology Capacity,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0096,Maripipi
30,Land Use Plan,-,-,-,2.5000,0.0000,2.2436,1.6622,2.0000,1.6111,Maripipi
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.0833,2.5000,2.4762,1.9998,Maripipi
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2321,2.5000,1.2588,1.0106,Maripipi
33,Early Warning System,-,-,-,0.0000,0.0000,0.0000,2.5000,1.2784,1.1061,Maripipi
34,Budget for DRRMP,-,-,-,0.0021,0.0000,0.0584,0.1371,0.0039,0.0017,Maripipi
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Maripipi
36,Emergency Infrastructure,-,-,-,0.9657,0.0000,0.5427,0.1257,0.2923,0.1245,Maripipi
37,Utilities,-,-,-,0.7022,0.0000,1.5651,1.8749,1.2711,1.4942,Maripipi
38,Employed Population,-,-,-,0.0096,0.0000,0.1000,0.0741,0.1007,0.0806,Maripipi
39,Sanitary System,-,-,-,0.5000,0.0000,2.0000,1.0000,1.2507,0.0,Maripipi
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.1667,Maripipi
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Maripipi
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Maripipi
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Maripipi
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Maripipi
45,Internet Capability,-,-,-,-,-,-,-,-,1.04,Maripipi
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Maripipi
47,Online Payment Facilities,-,-,-,-,-,-,-,-,2.0,Maripipi
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Maripipi
49,New Technology,-,-,-,-,-,-,-,-,0.0,Maripipi
