,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.2097,0.0031,0.0159,0.0357,0.0089,0.0256,0.0034,San Luis (BS)
1,Local Economy Growth,-,-,0.0826,0.0036,0.0023,0.0020,1.0248,0.0280,0.0007,San Luis (BS)
2,Active Establishments in the Locality,-,-,-,0.2506,0.0036,0.2574,0.2904,0.3897,0.3596,San Luis (BS)
3,Safety Compliant Business,-,-,-,0.2855,0.1386,0.5990,0.2996,0.2770,0.2166,San Luis (BS)
4,Employment Generation,-,-,0.2006,0.3958,0.1885,0.1520,0.1366,0.1918,0.2121,San Luis (BS)
5,Cost of Living,-,-,3.2500,1.8103,1.2963,1.7500,0.9896,1.4688,0.0,San Luis (BS)
6,Cost of Doing Business,-,-,2.9104,1.5474,1.6543,1.4158,1.8308,1.8544,1.2237,San Luis (BS)
7,Financial Deepening,-,-,0.4630,0.0794,0.0210,0.0776,0.2410,0.1255,0.128,San Luis (BS)
8,Productivity,-,-,0.0280,0.0009,0.0042,0.0987,0.0975,0.1773,0.105,San Luis (BS)
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,San Luis (BS)
10,Compliance to National Directives,-,-,2.2222,2.3684,0.0000,2.4963,2.3571,2.2857,1.7308,San Luis (BS)
11,Presence of Investment Promotion Unit,-,-,0.8333,1.2500,0.0000,2.5000,2.5000,2.5000,1.9971,San Luis (BS)
12,Compliance to ARTA Citizens Charter,-,-,1.2558,1.5626,0.0000,2.3738,2.4968,2.3555,1.0,San Luis (BS)
13,Capacity to Generate Local Resource,-,-,1.4355,1.0551,0.0000,0.0971,0.2624,0.0385,0.1509,San Luis (BS)
14,Capacity of Health Services,-,-,0.4417,0.4357,0.0000,0.2142,0.1163,0.0453,0.5734,San Luis (BS)
15,Capacity of School Services,-,-,0.3318,0.1637,0.0000,0.2801,0.0814,0.0000,0.0096,San Luis (BS)
16,Recognition of Performance,-,-,0.3258,0.1637,0.0000,0.1675,0.0013,0.0000,0.0,San Luis (BS)
17,Getting Business Permits,-,-,1.1111,1.4539,0.0000,1.6059,2.4903,2.1780,2.0,San Luis (BS)
18,Peace and Order,-,-,0.0853,0.1644,0.0000,0.2765,0.3444,0.1108,0.0002,San Luis (BS)
19,Social Protection,-,-,0.0754,0.6278,0.0000,1.2870,1.4984,0.0016,1.2606,San Luis (BS)
20,Road Network,-,-,0.0098,0.0034,0.0000,0.0229,0.0007,0.0634,0.14,San Luis (BS)
21,Distance to Ports,-,-,0.0000,2.3862,0.0000,2.2937,2.1810,2.2111,1.9719,San Luis (BS)
22,Availability of Basic Utilities,-,-,3.3333,2.5000,0.0000,2.5000,2.2500,2.5000,0.2239,San Luis (BS)
23,Transportation Vehicles,-,-,0.1448,0.0991,0.0000,0.0085,0.0309,0.0499,0.0031,San Luis (BS)
24,Education,-,-,0.1019,0.1447,0.0000,0.0747,0.0310,0.0525,0.0672,San Luis (BS)
25,Health,-,-,0.1862,0.1508,0.0000,0.0331,0.0291,0.0234,0.0579,San Luis (BS)
26,LGU Investment,-,-,0.4922,0.1312,0.0000,0.0800,0.0569,0.1069,0.0002,San Luis (BS)
27,Accommodation Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0104,0.0357,San Luis (BS)
28,Information Technology Capacity,-,-,0.0000,0.2480,0.0000,0.2930,0.3843,0.3261,0.4348,San Luis (BS)
29,Financial Technology Capacity,-,-,0.3333,0.2500,0.0000,0.1563,0.1250,0.0694,0.0909,San Luis (BS)
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3333,2.3333,2.2571,1.7432,San Luis (BS)
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4074,2.5000,2.4853,1.9993,San Luis (BS)
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2829,1.002,San Luis (BS)
33,Early Warning System,-,-,-,0.0000,0.0000,2.5000,2.5000,1.2525,1.0079,San Luis (BS)
34,Budget for DRRMP,-,-,-,0.0013,0.0000,0.1493,0.0467,0.0022,0.0,San Luis (BS)
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,San Luis (BS)
36,Emergency Infrastructure,-,-,-,0.8565,0.0000,0.4600,0.4768,0.2647,0.3946,San Luis (BS)
37,Utilities,-,-,-,0.9738,0.0000,1.8788,1.8741,1.2501,1.5,San Luis (BS)
38,Employed Population,-,-,-,0.0356,0.0000,0.0475,0.0113,0.0113,0.0027,San Luis (BS)
39,Sanitary System,-,-,-,1.0278,0.0000,1.0189,1.9982,1.8751,1.5,San Luis (BS)
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,San Luis (BS)
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,San Luis (BS)
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,San Luis (BS)
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.01,San Luis (BS)
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,San Luis (BS)
45,Internet Capability,-,-,-,-,-,-,-,-,0.1522,San Luis (BS)
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,San Luis (BS)
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,San Luis (BS)
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,San Luis (BS)
49,New Technology,-,-,-,-,-,-,-,-,0.0,San Luis (BS)
