,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0008,0.1688,0.1134,0.0000,0.0066,0.0146,0.0244,0.0000,0.0007,Bulusan
1,Local Economy Growth,0.0033,0.0000,0.0445,0.0000,0.0000,0.0015,1.0260,0.0000,0.0004,Bulusan
2,Active Establishments in the Locality,-,-,-,0.0000,0.0000,0.0000,0.1263,0.3498,0.1426,Bulusan
3,Safety Compliant Business,-,-,-,0.1835,0.0987,0.2174,0.2960,0.2417,0.2094,Bulusan
4,Employment Generation,0.0000,0.0000,0.0000,0.0000,0.0000,0.1481,0.1569,0.1084,0.2365,Bulusan
5,Cost of Living,3.0172,2.6709,3.4167,2.1552,1.0648,2.0000,0.9375,1.1563,0.0,Bulusan
6,Cost of Doing Business,0.4130,0.3701,2.2664,1.7688,1.5887,1.5707,1.8394,1.8805,1.8831,Bulusan
7,Financial Deepening,0.0000,0.0706,0.3086,0.1587,0.0587,0.1362,0.1420,0.2183,0.042,Bulusan
8,Productivity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0970,0.1214,0.0759,0.0917,Bulusan
9,Presence of Business and Professional Organizations,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Bulusan
10,Compliance to National Directives,0.0000,0.0000,2.1212,0.0000,0.0000,2.4988,2.5000,2.4643,1.9615,Bulusan
11,Presence of Investment Promotion Unit,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6250,0.6250,0.0,Bulusan
12,Compliance to ARTA Citizens Charter,-,0.0000,1.0886,1.1879,0.0000,2.3690,2.4883,2.2584,2.0,Bulusan
13,Capacity to Generate Local Resource,0.8504,0.8800,0.0378,0.0000,0.0000,0.0151,0.0211,0.0000,0.0195,Bulusan
14,Capacity of Health Services,0.0000,0.1152,0.1213,0.1947,0.0000,0.0694,0.0639,0.0608,0.0,Bulusan
15,Capacity of School Services,0.0000,0.3318,0.5313,0.0000,0.0000,0.3366,0.0443,0.0292,0.0096,Bulusan
16,Recognition of Performance,0.0000,0.0000,0.5639,0.0000,0.0000,0.0694,0.0013,0.0000,0.0417,Bulusan
17,Getting Business Permits,-,-,0.0000,1.4692,0.0000,1.5862,1.6547,1.8655,1.0,Bulusan
18,Peace and Order,0.0000,0.1800,0.1588,0.2299,0.0000,0.1843,0.3061,0.0800,0.0002,Bulusan
19,Social Protection,-,-,0.0287,0.0000,0.0000,0.5999,0.5232,0.0000,0.0,Bulusan
20,Road Network,0.0000,0.0001,0.0013,0.0005,0.0000,0.0522,0.0002,0.0437,0.0,Bulusan
21,Distance to Ports,0.0000,0.7385,2.9979,2.3856,0.0000,2.2898,2.1712,1.6645,0.0,Bulusan
22,Availability of Basic Utilities,0.0000,3.3333,3.3333,0.0000,0.0000,2.4558,2.2058,2.4688,0.2232,Bulusan
23,Transportation Vehicles,0.0000,0.1980,0.0915,0.0594,0.0000,0.0081,0.0130,0.0295,0.0018,Bulusan
24,Education,0.0000,0.5510,0.3765,0.2692,0.0000,0.1235,0.0649,0.0000,0.0442,Bulusan
25,Health,0.0000,0.0388,0.1804,0.0969,0.0000,0.1587,0.1614,0.0000,0.0,Bulusan
26,LGU Investment,0.0000,0.0000,0.2708,0.0000,0.0000,0.0540,0.0378,0.0838,0.0,Bulusan
27,Accommodation Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0209,0.0213,0.0000,0.0613,Bulusan
28,Information Technology Capacity,0.0000,0.8932,0.9101,0.4960,0.0000,0.2194,0.3981,0.1630,0.087,Bulusan
29,Financial Technology Capacity,0.0000,0.0000,0.3333,0.2500,0.0000,0.1563,0.1250,0.1587,0.0455,Bulusan
30,Land Use Plan,-,-,-,0.0000,0.0000,2.4744,2.2949,2.4857,1.9865,Bulusan
31,Disaster Risk Reduction Plan,-,-,-,0.0000,0.0000,1.6667,2.0833,2.5000,1.9998,Bulusan
32,Annual Disaster Drill,-,-,-,0.0000,0.0000,0.0000,1.2500,1.2829,1.002,Bulusan
33,Early Warning System,-,-,-,0.0000,0.0000,2.5000,2.5000,1.3396,1.0059,Bulusan
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.0496,0.0272,0.0000,0.0,Bulusan
35,Local Risk Assessments,-,-,-,0.0000,0.0000,2.5000,2.5000,2.5000,2.0,Bulusan
36,Emergency Infrastructure,-,-,-,0.0000,0.0000,0.4479,0.4456,0.2555,0.3714,Bulusan
37,Utilities,-,-,-,0.0000,0.0000,1.5602,1.5543,1.0000,1.2495,Bulusan
38,Employed Population,-,-,-,0.0000,0.0000,0.0183,0.0141,0.0201,0.0054,Bulusan
39,Sanitary System,-,-,-,0.0000,0.0000,2.0530,1.9969,1.8751,1.5,Bulusan
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Bulusan
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Bulusan
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Bulusan
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Bulusan
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Bulusan
45,Internet Capability,-,-,-,-,-,-,-,-,1.0435,Bulusan
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Bulusan
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Bulusan
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Bulusan
49,New Technology,-,-,-,-,-,-,-,-,0.0,Bulusan
