,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0734,0.1544,0.0481,0.0062,0.0060,0.0115,0.0026,0.0069,0.0031,Libungan
1,Local Economy Growth,0.1937,0.4007,0.0756,0.0041,0.0125,0.0072,0.3296,0.0025,0.0,Libungan
2,Active Establishments in the Locality,-,-,-,0.0194,0.1027,0.0541,0.1918,0.1283,0.0979,Libungan
3,Safety Compliant Business,-,-,-,0.0706,0.1044,0.1323,0.0166,0.2878,0.0,Libungan
4,Employment Generation,0.0492,0.0588,0.0734,0.0404,0.0440,0.0788,0.0584,0.0773,0.0434,Libungan
5,Cost of Living,3.0651,2.6647,2.5833,1.2162,1.8519,0.4365,1.5086,0.5938,1.7356,Libungan
6,Cost of Doing Business,1.0953,3.6380,3.3252,2.2139,2.1717,2.0284,2.2590,2.2958,1.6083,Libungan
7,Financial Deepening,0.2793,0.4604,0.6567,0.3662,0.0534,0.1862,0.1330,0.1811,0.233,Libungan
8,Productivity,0.0000,0.0000,0.0006,0.0068,0.0016,0.0002,0.0425,0.0370,0.0259,Libungan
9,Presence of Business and Professional Organizations,0.0000,0.0048,0.0062,0.0107,0.0319,0.0298,0.0017,0.0088,0.0006,Libungan
10,Compliance to National Directives,1.6667,3.3333,3.1579,2.4038,0.0000,2.4000,2.4242,2.2619,1.7857,Libungan
11,Presence of Investment Promotion Unit,2.5000,3.3333,3.3333,2.5000,0.0000,2.5000,2.5000,1.8750,1.7949,Libungan
12,Compliance to ARTA Citizens Charter,-,2.8623,2.1073,2.2944,0.0000,2.3585,2.3934,2.1468,2.0,Libungan
13,Capacity to Generate Local Resource,0.0000,0.7812,0.9519,1.4602,0.0000,0.0321,0.1273,0.0105,0.0022,Libungan
14,Capacity of Health Services,0.0000,0.1745,0.1643,0.0990,0.0000,0.1517,0.1469,0.1806,0.0035,Libungan
15,Capacity of School Services,0.0000,0.4815,0.4621,0.1967,0.0000,0.1994,0.0761,0.0248,0.0111,Libungan
16,Recognition of Performance,0.2381,0.2381,0.0000,0.1967,0.0000,0.0893,0.0149,0.0000,0.0,Libungan
17,Getting Business Permits,-,-,1.1111,2.0929,0.0000,1.6524,2.4791,1.8228,1.5,Libungan
18,Peace and Order,0.7964,0.0885,0.0699,0.5218,0.0000,0.0431,0.0407,0.0555,0.0856,Libungan
19,Social Protection,-,-,0.4241,0.3614,0.0000,0.3883,0.3897,0.3510,0.0,Libungan
20,Road Network,0.0050,0.0039,0.0045,0.0017,0.0000,0.0376,0.0008,0.0438,0.0007,Libungan
21,Distance to Ports,3.1085,3.0870,3.0156,2.2794,0.0000,2.3824,2.4007,2.4177,1.8134,Libungan
22,Availability of Basic Utilities,0.0000,3.3333,3.3333,2.5000,0.0000,2.5000,2.3970,2.3678,0.004,Libungan
23,Transportation Vehicles,0.0000,0.0261,0.0597,0.0428,0.0000,0.0245,0.0117,0.0118,0.0082,Libungan
24,Education,0.1969,0.2206,0.0615,0.0757,0.0000,0.0791,0.0761,0.1537,0.0825,Libungan
25,Health,0.0000,0.1233,0.3669,0.2411,0.0000,0.1627,0.1308,0.1614,0.1106,Libungan
26,LGU Investment,0.8873,1.3899,0.7039,0.4424,0.0000,0.1792,0.0495,0.0056,0.001,Libungan
27,Accommodation Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0021,Libungan
28,Information Technology Capacity,0.0000,0.4776,0.7488,0.5682,0.0000,0.3895,0.2794,0.1364,0.0705,Libungan
29,Financial Technology Capacity,0.0388,0.0370,0.0347,0.0231,0.0000,0.0216,0.0195,0.0195,0.0259,Libungan
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4744,2.4744,2.4091,1.8788,Libungan
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.3148,2.5000,2.4474,1.9993,Libungan
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2500,2.0833,0.0000,1.002,Libungan
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.3103,1.0409,Libungan
34,Budget for DRRMP,-,-,-,0.0015,0.0000,0.1306,0.0468,0.0242,0.0,Libungan
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Libungan
36,Emergency Infrastructure,-,-,-,0.9217,0.0000,0.6698,0.5917,0.3010,0.579,Libungan
37,Utilities,-,-,-,0.9932,0.0000,1.8829,1.8804,1.2801,1.5013,Libungan
38,Employed Population,-,-,-,0.1354,0.0000,0.0677,0.0028,0.0709,0.0138,Libungan
39,Sanitary System,-,-,-,1.5794,0.0000,1.9948,1.9953,1.8753,1.5002,Libungan
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0371,Libungan
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Libungan
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Libungan
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.02,Libungan
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Libungan
45,Internet Capability,-,-,-,-,-,-,-,-,0.0381,Libungan
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Libungan
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Libungan
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Libungan
49,New Technology,-,-,-,-,-,-,-,-,0.0,Libungan
