,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.2948,0.0015,0.0067,0.0179,0.0307,0.0142,0.0014,Patnongon
1,Local Economy Growth,-,-,0.0000,0.0116,0.0017,0.0020,1.0260,0.0009,0.0001,Patnongon
2,Active Establishments in the Locality,-,-,-,0.3431,0.0041,0.3269,1.1262,0.5639,0.388,Patnongon
3,Safety Compliant Business,-,-,-,0.2431,0.4458,0.5655,0.6593,0.4544,0.6133,Patnongon
4,Employment Generation,-,-,0.2906,0.4571,0.0981,0.2189,0.2095,0.1660,0.1904,Patnongon
5,Cost of Living,-,-,1.5000,1.5086,2.2222,1.7500,1.9792,1.5000,1.9992,Patnongon
6,Cost of Doing Business,-,-,2.7446,2.1362,2.1061,2.0617,2.1797,2.2634,1.8966,Patnongon
7,Financial Deepening,-,-,1.0802,0.4365,0.1468,0.2679,0.4170,0.4023,0.1149,Patnongon
8,Productivity,-,-,0.0013,0.0006,0.0059,0.1153,0.1148,0.1250,0.1189,Patnongon
9,Presence of Business and Professional Organizations,-,-,0.0130,0.0492,0.0535,0.2980,0.1218,0.0473,0.0085,Patnongon
10,Compliance to National Directives,-,-,2.0000,2.3684,0.0000,2.4981,2.3929,2.3214,1.7692,Patnongon
11,Presence of Investment Promotion Unit,-,-,1.6667,2.5000,0.0000,1.8750,1.8750,0.0000,0.6667,Patnongon
12,Compliance to ARTA Citizens Charter,-,-,1.6667,1.9187,0.0000,2.3296,2.2641,2.2150,2.0,Patnongon
13,Capacity to Generate Local Resource,-,-,0.7391,1.2573,0.0000,0.0900,0.0555,0.0453,0.1894,Patnongon
14,Capacity of Health Services,-,-,0.2413,0.1570,0.0000,0.0732,0.0492,0.0609,0.0151,Patnongon
15,Capacity of School Services,-,-,0.2369,0.1333,0.0000,0.4623,0.0872,0.0651,0.0077,Patnongon
16,Recognition of Performance,-,-,0.0000,0.1333,0.0000,0.0592,0.0000,0.0000,0.075,Patnongon
17,Getting Business Permits,-,-,1.1111,1.3471,0.0000,2.3766,2.4035,1.8607,2.0,Patnongon
18,Peace and Order,-,-,0.0617,0.1833,0.0000,0.2074,0.3444,0.1232,0.1376,Patnongon
19,Social Protection,-,-,0.0529,0.6424,0.0000,0.4379,0.5198,0.0876,1.1557,Patnongon
20,Road Network,-,-,0.0029,0.0009,0.0000,0.0941,0.0010,0.0806,0.0006,Patnongon
21,Distance to Ports,-,-,1.1100,2.3749,0.0000,2.3718,2.3015,2.4013,1.9438,Patnongon
22,Availability of Basic Utilities,-,-,3.3333,2.5000,0.0000,2.3714,2.0699,2.3563,0.4185,Patnongon
23,Transportation Vehicles,-,-,0.3566,0.4563,0.0000,0.0411,0.1310,0.1891,0.0648,Patnongon
24,Education,-,-,0.2178,0.1688,0.0000,0.0601,0.0398,0.0585,0.0589,Patnongon
25,Health,-,-,0.0605,0.2718,0.0000,0.1776,0.0374,0.1230,0.0685,Patnongon
26,LGU Investment,-,-,0.8225,0.2202,0.0000,0.0920,0.0696,0.1220,0.0,Patnongon
27,Accommodation Capacity,-,-,0.0000,0.0195,0.0000,0.0155,0.0071,0.0222,0.0189,Patnongon
28,Information Technology Capacity,-,-,1.3651,1.1607,0.0000,0.2527,0.8704,0.7065,0.3043,Patnongon
29,Financial Technology Capacity,-,-,0.3333,0.2500,0.0000,0.4688,0.1563,0.2282,0.0455,Patnongon
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4359,2.4615,2.4429,1.9189,Patnongon
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4074,2.5000,2.5000,1.9998,Patnongon
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2582,1.0005,Patnongon
33,Early Warning System,-,-,-,0.0000,0.0000,2.5000,2.5000,1.2649,1.0435,Patnongon
34,Budget for DRRMP,-,-,-,0.0020,0.0000,0.1521,0.0547,0.0025,0.0,Patnongon
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Patnongon
36,Emergency Infrastructure,-,-,-,0.1516,0.0000,0.8220,0.9590,0.5754,0.599,Patnongon
37,Utilities,-,-,-,0.0774,0.0000,1.8903,1.8861,1.2875,1.5031,Patnongon
38,Employed Population,-,-,-,0.2358,0.0000,0.0951,0.0838,0.0157,0.0041,Patnongon
39,Sanitary System,-,-,-,1.5908,0.0000,1.5568,1.5007,1.2501,1.0,Patnongon
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Patnongon
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Patnongon
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Patnongon
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Patnongon
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Patnongon
45,Internet Capability,-,-,-,-,-,-,-,-,1.1522,Patnongon
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Patnongon
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Patnongon
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Patnongon
49,New Technology,-,-,-,-,-,-,-,-,0.0059,Patnongon
