,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,-,-,-,-,-,0.0206,Compostela (DDO)
1,Local Economy Growth,-,-,-,-,-,-,-,-,0.0,Compostela (DDO)
2,Active Establishments in the Locality,-,-,-,-,-,-,-,-,0.2047,Compostela (DDO)
3,Safety Compliant Business,-,-,-,-,-,-,-,-,0.0,Compostela (DDO)
4,Employment Generation,-,-,-,-,-,-,-,-,0.1047,Compostela (DDO)
5,Cost of Living,-,-,-,-,-,-,-,-,1.8462,Compostela (DDO)
6,Cost of Doing Business,-,-,-,-,-,-,-,-,1.8736,Compostela (DDO)
7,Financial Deepening,-,-,-,-,-,-,-,-,0.3698,Compostela (DDO)
8,Productivity,-,-,-,-,-,-,-,-,0.0648,Compostela (DDO)
9,Presence of Business and Professional Organizations,-,-,-,-,-,-,-,-,0.0168,Compostela (DDO)
10,Compliance to National Directives,-,-,-,-,-,-,-,-,1.8571,Compostela (DDO)
11,Presence of Investment Promotion Unit,-,-,-,-,-,-,-,-,1.9231,Compostela (DDO)
12,Compliance to ARTA Citizens Charter,-,-,-,-,-,-,-,-,2.0,Compostela (DDO)
13,Capacity to Generate Local Resource,-,-,-,-,-,-,-,-,0.0052,Compostela (DDO)
14,Capacity of Health Services,-,-,-,-,-,-,-,-,0.002,Compostela (DDO)
15,Capacity of School Services,-,-,-,-,-,-,-,-,0.0399,Compostela (DDO)
16,Recognition of Performance,-,-,-,-,-,-,-,-,0.0773,Compostela (DDO)
17,Getting Business Permits,-,-,-,-,-,-,-,-,2.0,Compostela (DDO)
18,Peace and Order,-,-,-,-,-,-,-,-,0.0569,Compostela (DDO)
19,Social Protection,-,-,-,-,-,-,-,-,0.0,Compostela (DDO)
20,Road Network,-,-,-,-,-,-,-,-,0.0,Compostela (DDO)
21,Distance to Ports,-,-,-,-,-,-,-,-,1.7312,Compostela (DDO)
22,Availability of Basic Utilities,-,-,-,-,-,-,-,-,0.0319,Compostela (DDO)
23,Transportation Vehicles,-,-,-,-,-,-,-,-,0.0334,Compostela (DDO)
24,Education,-,-,-,-,-,-,-,-,0.3621,Compostela (DDO)
25,Health,-,-,-,-,-,-,-,-,0.2529,Compostela (DDO)
26,LGU Investment,-,-,-,-,-,-,-,-,0.0181,Compostela (DDO)
27,Accommodation Capacity,-,-,-,-,-,-,-,-,0.0033,Compostela (DDO)
28,Information Technology Capacity,-,-,-,-,-,-,-,-,0.185,Compostela (DDO)
29,Financial Technology Capacity,-,-,-,-,-,-,-,-,0.0345,Compostela (DDO)
30,Land Use Plan,-,-,-,-,-,-,-,-,2.0,Compostela (DDO)
31,Disaster Risk Reduction Plan,-,-,-,-,-,-,-,-,2.0,Compostela (DDO)
32,Annual Disaster Drill,-,-,-,-,-,-,-,-,1.008,Compostela (DDO)
33,Early Warning System,-,-,-,-,-,-,-,-,1.0099,Compostela (DDO)
34,Budget for DRRMP,-,-,-,-,-,-,-,-,0.0,Compostela (DDO)
35,Local Risk Assessments,-,-,-,-,-,-,-,-,2.0,Compostela (DDO)
36,Emergency Infrastructure,-,-,-,-,-,-,-,-,0.4454,Compostela (DDO)
37,Utilities,-,-,-,-,-,-,-,-,1.516,Compostela (DDO)
38,Employed Population,-,-,-,-,-,-,-,-,0.015,Compostela (DDO)
39,Sanitary System,-,-,-,-,-,-,-,-,1.0006,Compostela (DDO)
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.1176,Compostela (DDO)
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0086,Compostela (DDO)
42,STEM graduates,-,-,-,-,-,-,-,-,0.0161,Compostela (DDO)
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0246,Compostela (DDO)
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Compostela (DDO)
45,Internet Capability,-,-,-,-,-,-,-,-,1.1,Compostela (DDO)
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0062,Compostela (DDO)
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Compostela (DDO)
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Compostela (DDO)
49,New Technology,-,-,-,-,-,-,-,-,0.0,Compostela (DDO)
