,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.3921,0.0634,0.4670,0.0768,0.0448,0.0417,0.0237,0.0502,0.031,Bacolod (NO)
1,Local Economy Growth,1.0970,0.0000,0.9391,0.4571,0.4713,0.6898,0.8625,0.4606,0.5525,Bacolod (NO)
2,Active Establishments in the Locality,-,-,-,0.4342,0.6475,0.6795,1.2530,0.7488,0.7278,Bacolod (NO)
3,Safety Compliant Business,-,-,-,0.5380,0.3532,0.2996,0.4376,0.2370,0.2263,Bacolod (NO)
4,Employment Generation,0.8018,0.0000,0.4555,0.2824,0.0230,0.3316,0.2252,0.2728,0.1949,Bacolod (NO)
5,Cost of Living,2.2436,1.5152,1.3095,0.8333,2.2500,0.6579,0.0781,0.4902,0.9412,Bacolod (NO)
6,Cost of Doing Business,3.1632,2.7570,2.8156,1.8786,1.8683,1.8546,1.8910,1.9956,1.7701,Bacolod (NO)
7,Financial Deepening,1.3533,0.8421,0.8505,0.6365,0.7010,0.3778,0.4668,0.4134,0.3652,Bacolod (NO)
8,Productivity,0.1034,0.0000,0.4735,0.1390,0.2376,0.2098,0.1444,0.1929,0.1338,Bacolod (NO)
9,Presence of Business and Professional Organizations,2.3551,0.0000,0.0615,0.0105,0.6475,0.9952,1.1641,1.3215,0.2671,Bacolod (NO)
10,Compliance to National Directives,2.6667,2.6667,3.2804,2.4375,2.5000,2.4038,2.5000,2.3214,2.0,Bacolod (NO)
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,2.5000,2.5000,2.5000,2.5000,2.5000,1.8667,Bacolod (NO)
12,Compliance to ARTA Citizens Charter,-,1.0037,1.8649,0.8494,1.8843,2.2396,1.3566,1.5685,2.0,Bacolod (NO)
13,Capacity to Generate Local Resource,0.0000,2.7249,0.6025,0.3918,0.4377,0.1709,0.1219,0.1309,0.1065,Bacolod (NO)
14,Capacity of Health Services,2.0448,1.9166,0.9004,0.3999,1.0602,0.3231,0.5155,0.3817,0.6067,Bacolod (NO)
15,Capacity of School Services,0.7840,0.0000,1.2586,0.8498,0.7326,1.1671,1.3613,0.9251,0.6732,Bacolod (NO)
16,Recognition of Performance,0.0556,0.0000,0.0235,0.8498,0.5357,1.7235,0.5387,0.6484,0.5679,Bacolod (NO)
17,Getting Business Permits,-,-,1.8528,1.4601,1.7361,1.3891,1.5278,1.9275,2.0,Bacolod (NO)
