,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.1090,0.0000,0.0019,0.0079,0.0077,0.0191,0.0118,0.0052,Buruanga
1,Local Economy Growth,-,0.8793,0.0000,0.0000,0.0024,0.0009,0.0293,0.0073,0.0,Buruanga
2,Active Establishments in the Locality,-,-,-,0.2045,0.0037,0.0968,0.4709,0.1616,0.4304,Buruanga
3,Safety Compliant Business,-,-,-,0.0062,0.0015,0.0241,0.2043,0.2025,0.1467,Buruanga
4,Employment Generation,-,0.2569,0.0000,0.0570,0.0142,0.0363,0.1966,0.1894,0.0709,Buruanga
5,Cost of Living,-,3.5256,4.1667,1.9397,1.7130,1.5000,1.2705,1.3438,1.6053,Buruanga
6,Cost of Doing Business,-,0.9880,0.3035,1.5137,1.4839,2.0934,2.1563,1.9861,1.5617,Buruanga
7,Financial Deepening,-,0.7768,0.8488,0.1587,0.0503,0.0992,0.4127,0.4820,0.0659,Buruanga
8,Productivity,-,0.0256,0.0000,0.0016,0.0224,0.0260,0.1734,0.0448,0.0462,Buruanga
9,Presence of Business and Professional Organizations,-,0.0000,0.0000,0.0039,0.0000,0.0009,0.0264,0.0187,0.0686,Buruanga
10,Compliance to National Directives,-,1.1667,0.2222,0.0000,0.0000,2.4988,2.4306,2.2619,1.7727,Buruanga
11,Presence of Investment Promotion Unit,-,0.8333,0.0000,1.8750,0.0000,2.5000,2.5000,2.5000,1.9987,Buruanga
12,Compliance to ARTA Citizens Charter,-,2.9056,1.9777,2.1098,0.0000,2.3712,2.3812,2.1461,2.0,Buruanga
13,Capacity to Generate Local Resource,-,0.3133,0.0000,0.2234,0.0000,0.0202,0.4976,0.0064,0.0113,Buruanga
14,Capacity of Health Services,-,0.0703,0.0161,0.1323,0.0000,0.0459,0.1818,0.1229,0.0003,Buruanga
15,Capacity of School Services,-,0.0000,0.0000,0.1319,0.0000,0.2079,0.1888,0.0542,0.016,Buruanga
16,Recognition of Performance,-,0.0000,0.0000,0.1319,0.0000,0.1532,0.1012,0.0000,0.0625,Buruanga
17,Getting Business Permits,-,-,0.0000,1.5134,0.0000,1.5967,1.6454,2.4567,2.0,Buruanga
18,Peace and Order,-,0.2597,0.2237,0.2699,0.0000,0.2419,0.5921,0.3333,0.0001,Buruanga
19,Social Protection,-,-,0.0000,0.2166,0.0000,0.2881,0.0569,0.2672,0.1473,Buruanga
20,Road Network,-,0.0001,0.0013,0.0008,0.0000,1.1378,0.0045,0.0346,0.0,Buruanga
21,Distance to Ports,-,2.3836,1.8334,2.4862,0.0000,2.4721,2.4639,2.4623,1.9677,Buruanga
22,Availability of Basic Utilities,-,3.3333,3.3333,2.5000,0.0000,1.9688,1.9688,1.9688,0.4043,Buruanga
23,Transportation Vehicles,-,0.0641,0.0328,0.0383,0.0000,0.0113,0.0238,0.0994,0.1365,Buruanga
24,Education,-,0.2203,0.1728,0.1705,0.0000,0.0355,0.0928,0.1939,0.1189,Buruanga
25,Health,-,0.1104,0.0708,0.0761,0.0000,0.0589,0.2447,0.2229,0.2533,Buruanga
26,LGU Investment,-,0.0000,0.0000,0.1632,0.0000,0.0620,0.2230,0.3122,0.0019,Buruanga
27,Accommodation Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0052,0.0694,0.014,Buruanga
28,Information Technology Capacity,-,0.2778,0.3175,0.3770,0.0000,0.2264,0.6875,0.5357,0.25,Buruanga
29,Financial Technology Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0735,0.0476,Buruanga
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4231,2.4189,2.3654,1.875,Buruanga
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4167,2.4048,1.9993,Buruanga
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2544,1.0319,Buruanga
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.4962,1.1515,Buruanga
34,Budget for DRRMP,-,-,-,0.0020,0.0000,0.1079,0.2267,0.0037,0.0017,Buruanga
35,Local Risk Assessments,-,-,-,1.2500,0.0000,2.5000,2.5000,2.5000,2.0,Buruanga
36,Emergency Infrastructure,-,-,-,0.8576,0.0000,0.4514,0.5330,0.3048,0.4556,Buruanga
37,Utilities,-,-,-,0.7705,0.0000,1.5670,1.5576,1.0343,1.2452,Buruanga
38,Employed Population,-,-,-,0.0260,0.0000,0.0171,0.9579,0.8132,0.4935,Buruanga
39,Sanitary System,-,-,-,1.0222,0.0000,1.0246,1.0025,1.2540,1.0001,Buruanga
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Buruanga
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Buruanga
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Buruanga
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.25,Buruanga
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Buruanga
45,Internet Capability,-,-,-,-,-,-,-,-,1.04,Buruanga
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Buruanga
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Buruanga
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Buruanga
49,New Technology,-,-,-,-,-,-,-,-,0.0,Buruanga
