,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,0.0000,0.0000,0.0002,0.0028,0.0040,0.001,Concepcion
1,Local Economy Growth,-,-,-,0.0000,0.0000,0.0013,0.0334,0.0130,0.0,Concepcion
2,Active Establishments in the Locality,-,-,-,0.0000,0.0000,0.0109,0.0609,0.0739,0.0901,Concepcion
3,Safety Compliant Business,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Concepcion
4,Employment Generation,-,-,-,0.0000,0.0019,0.0239,0.0000,0.0000,0.0,Concepcion
5,Cost of Living,-,-,-,1.9397,1.0185,2.2500,0.8197,1.1563,1.0,Concepcion
6,Cost of Doing Business,-,-,-,0.7761,1.2373,2.0141,2.2751,2.3089,1.6475,Concepcion
7,Financial Deepening,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0260,0.0186,Concepcion
8,Productivity,-,-,-,0.0000,0.0000,0.0023,0.0002,0.0002,0.0001,Concepcion
9,Presence of Business and Professional Organizations,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0068,0.0106,Concepcion
10,Compliance to National Directives,-,-,-,2.3355,0.0000,2.5000,2.5000,2.3810,1.9545,Concepcion
11,Presence of Investment Promotion Unit,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,1.9997,Concepcion
12,Compliance to ARTA Citizens Charter,-,-,-,2.3284,0.0000,2.4163,2.4582,2.0627,2.0,Concepcion
13,Capacity to Generate Local Resource,-,-,-,0.2747,0.0000,0.0015,0.0072,0.0006,0.0431,Concepcion
14,Capacity of Health Services,-,-,-,0.0640,0.0000,0.0289,0.1433,0.0694,0.0006,Concepcion
15,Capacity of School Services,-,-,-,1.2500,0.0000,0.0394,0.0214,0.0064,0.016,Concepcion
16,Recognition of Performance,-,-,-,1.2500,0.0000,0.2778,0.0417,0.0417,0.0625,Concepcion
17,Getting Business Permits,-,-,-,1.4976,0.0000,1.6107,1.6455,1.8528,2.0,Concepcion
18,Peace and Order,-,-,-,0.5364,0.0000,0.2304,0.5921,0.3542,0.0002,Concepcion
19,Social Protection,-,-,-,0.1844,0.0000,0.5040,0.0541,0.0959,0.0,Concepcion
20,Road Network,-,-,-,0.0021,0.0000,0.0471,0.2548,0.0249,0.0,Concepcion
21,Distance to Ports,-,-,-,2.3935,0.0000,2.3049,2.3303,2.2049,1.7623,Concepcion
22,Availability of Basic Utilities,-,-,-,2.5000,0.0000,1.0938,0.6250,0.0000,0.2736,Concepcion
23,Transportation Vehicles,-,-,-,0.0035,0.0000,0.0001,0.0001,0.0007,0.0019,Concepcion
24,Education,-,-,-,0.0269,0.0000,0.0023,0.0078,0.0221,0.0244,Concepcion
25,Health,-,-,-,0.0192,0.0000,0.0111,0.1048,0.0419,0.2062,Concepcion
26,LGU Investment,-,-,-,0.0000,0.0000,0.0319,0.1220,0.2215,0.002,Concepcion
27,Accommodation Capacity,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Concepcion
28,Information Technology Capacity,-,-,-,0.0000,0.0000,0.3124,0.4167,0.5357,0.375,Concepcion
29,Financial Technology Capacity,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0096,Concepcion
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.5000,2.5000,1.9861,Concepcion
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.0370,2.5000,2.4762,1.9995,Concepcion
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,0.0000,2.5000,0.0000,0.0,Concepcion
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.4205,1.1364,Concepcion
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.0705,0.1570,0.0037,0.0017,Concepcion
35,Local Risk Assessments,-,-,-,2.5000,0.0000,1.2500,2.5000,2.5000,2.0,Concepcion
36,Emergency Infrastructure,-,-,-,0.8432,0.0000,0.0052,0.0201,0.0149,0.0353,Concepcion
37,Utilities,-,-,-,1.0144,0.0000,1.8737,1.8229,1.2496,0.9875,Concepcion
38,Employed Population,-,-,-,0.0000,0.0000,0.0878,0.2135,0.0529,0.0423,Concepcion
39,Sanitary System,-,-,-,1.0000,0.0000,1.5000,1.0007,1.2504,1.0,Concepcion
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Concepcion
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Concepcion
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Concepcion
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Concepcion
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Concepcion
45,Internet Capability,-,-,-,-,-,-,-,-,1.06,Concepcion
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0012,Concepcion
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Concepcion
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Concepcion
49,New Technology,-,-,-,-,-,-,-,-,0.0,Concepcion
