,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.4362,0.1538,0.0018,0.0873,0.2341,0.2831,0.1696,0.0367,Bacong
1,Local Economy Growth,-,0.1968,0.0937,0.0035,0.1424,0.0016,1.0264,0.0055,0.0001,Bacong
2,Active Establishments in the Locality,-,-,-,0.0824,0.0036,0.3088,0.3411,0.3930,0.3301,Bacong
3,Safety Compliant Business,-,-,-,0.6309,0.7169,0.6203,0.3457,0.3563,0.1839,Bacong
4,Employment Generation,-,0.0000,0.1487,0.5344,0.1293,0.2454,0.0627,0.0407,0.1436,Bacong
5,Cost of Living,-,3.3120,2.3333,0.5603,1.5278,1.0000,1.7188,2.0625,1.9993,Bacong
6,Cost of Doing Business,-,3.2221,3.4731,2.1991,2.0357,2.0525,2.1371,2.2060,1.8651,Bacong
7,Financial Deepening,-,0.2119,0.3086,0.1323,0.0126,0.0929,0.1492,0.1790,0.0629,Bacong
8,Productivity,-,0.0000,0.0212,0.0006,0.0681,0.4422,0.3015,0.1679,0.107,Bacong
9,Presence of Business and Professional Organizations,-,0.0000,0.0521,0.0069,0.0098,0.0000,0.0000,0.0000,0.0021,Bacong
10,Compliance to National Directives,-,2.6667,2.6195,2.1053,0.0000,2.4981,2.3929,0.0000,0.9231,Bacong
11,Presence of Investment Promotion Unit,-,0.0000,0.0000,2.5000,0.0000,2.5000,0.0000,0.0000,0.0,Bacong
12,Compliance to ARTA Citizens Charter,-,2.4737,1.8158,2.0251,0.0000,2.3413,2.4775,2.0583,2.0,Bacong
13,Capacity to Generate Local Resource,-,1.8973,1.7350,1.1618,0.0000,0.2774,0.0523,0.1179,0.1341,Bacong
14,Capacity of Health Services,-,0.1199,0.1522,0.1512,0.0000,0.0596,0.0447,0.0482,0.0024,Bacong
15,Capacity of School Services,-,0.2725,0.3648,0.2155,0.0000,0.1671,0.0545,0.0237,0.0077,Bacong
16,Recognition of Performance,-,0.8333,0.0000,0.2155,0.0000,0.0490,0.0000,0.0329,0.0,Bacong
17,Getting Business Permits,-,-,0.0000,1.7940,0.0000,1.3997,1.4750,1.5529,1.0,Bacong
18,Peace and Order,-,0.1818,0.1283,0.1803,0.0000,0.2535,0.4464,0.1478,0.0002,Bacong
19,Social Protection,-,-,0.0000,0.4131,0.0000,0.5927,0.5226,0.1592,0.0,Bacong
20,Road Network,-,0.0003,0.0036,0.0013,0.0000,0.0221,0.0004,0.0156,0.0,Bacong
21,Distance to Ports,-,3.2519,3.2909,2.4833,0.0000,2.4858,2.4680,2.4774,1.9902,Bacong
22,Availability of Basic Utilities,-,3.3333,3.3333,2.5000,0.0000,2.5000,2.2500,2.2500,0.4617,Bacong
23,Transportation Vehicles,-,0.1902,0.0544,0.0456,0.0000,0.0055,0.0059,0.0118,0.0006,Bacong
24,Education,-,0.3110,0.1909,0.1451,0.0000,0.0781,0.0364,0.0234,0.0304,Bacong
25,Health,-,0.5837,0.5626,0.4155,0.0000,0.0366,0.0446,0.0242,0.0102,Bacong
26,LGU Investment,-,0.5074,0.6705,0.2483,0.0000,0.0778,0.0556,0.1487,0.0002,Bacong
27,Accommodation Capacity,-,0.1719,0.1010,0.0257,0.0000,0.0328,0.0376,0.0024,0.0,Bacong
28,Information Technology Capacity,-,1.1175,1.1799,0.6250,0.0000,0.4027,0.6065,0.0000,0.1739,Bacong
29,Financial Technology Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0455,Bacong
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4103,2.4487,0.4857,0.5,Bacong
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.0833,2.4265,0.5,Bacong
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2500,1.001,Bacong
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,0.0000,1.0,Bacong
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.0662,0.0501,0.0033,0.0,Bacong
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,1.2500,2.5000,2.0,Bacong
36,Emergency Infrastructure,-,-,-,0.8493,0.0000,0.4607,0.4667,0.0526,0.3702,Bacong
37,Utilities,-,-,-,0.9862,0.0000,1.8800,1.5635,1.2673,0.9985,Bacong
38,Employed Population,-,-,-,0.4900,0.0000,0.0122,0.0094,0.0218,0.002,Bacong
39,Sanitary System,-,-,-,1.0556,0.0000,1.5303,1.0007,1.8751,1.0,Bacong
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Bacong
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Bacong
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Bacong
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0704,Bacong
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Bacong
45,Internet Capability,-,-,-,-,-,-,-,-,0.087,Bacong
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Bacong
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Bacong
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Bacong
49,New Technology,-,-,-,-,-,-,-,-,0.0,Bacong
