,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0389,0.0251,0.0000,0.0002,0.0006,0.0015,0.0021,0.0043,Sigay
1,Local Economy Growth,-,0.1454,0.0386,0.0030,0.0011,0.0020,0.0310,0.0151,0.0,Sigay
2,Active Establishments in the Locality,-,-,-,0.0374,0.0006,0.0383,0.0653,0.1386,0.0936,Sigay
3,Safety Compliant Business,-,-,-,0.0000,0.0217,0.0407,0.1143,0.1269,0.0795,Sigay
4,Employment Generation,-,0.0000,0.0000,0.0003,0.0095,0.0188,0.0626,0.0412,0.0516,Sigay
5,Cost of Living,-,3.0449,3.1667,1.8534,1.5741,2.2500,1.2705,1.6250,1.1053,Sigay
6,Cost of Doing Business,-,1.7928,2.4339,1.6050,1.8139,1.8343,2.3709,1.9708,1.3456,Sigay
7,Financial Deepening,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0231,0.0391,0.4279,Sigay
8,Productivity,-,0.0000,0.0000,0.0000,0.0017,0.0121,0.0551,0.0214,0.0301,Sigay
9,Presence of Business and Professional Organizations,-,0.0071,0.0260,0.0010,0.0000,0.0000,0.0000,0.1020,0.058,Sigay
10,Compliance to National Directives,-,1.6667,2.6768,2.2697,0.0000,2.4969,2.3264,2.4405,1.9091,Sigay
11,Presence of Investment Promotion Unit,-,0.0000,0.8333,1.8750,0.0000,2.5000,2.5000,2.5000,1.9971,Sigay
12,Compliance to ARTA Citizens Charter,-,1.4974,1.2248,0.0000,0.0000,0.0000,2.1873,1.7711,2.0,Sigay
13,Capacity to Generate Local Resource,-,0.2716,1.7187,0.7450,0.0000,0.0044,0.2845,0.0110,0.0024,Sigay
14,Capacity of Health Services,-,0.0300,0.1039,0.0465,0.0000,0.0308,0.0985,0.0541,0.0007,Sigay
15,Capacity of School Services,-,0.3392,0.3743,0.1853,0.0000,0.0220,0.0125,0.0042,0.028,Sigay
16,Recognition of Performance,-,0.0000,0.0877,0.1853,0.0000,0.0245,0.0000,0.0417,0.0278,Sigay
17,Getting Business Permits,-,-,0.0000,1.4832,0.0000,1.6223,1.6470,1.8557,1.0,Sigay
18,Peace and Order,-,1.7829,2.2884,1.5996,0.0000,0.2189,0.4386,0.2500,0.0004,Sigay
19,Social Protection,-,-,0.0067,0.1374,0.0000,0.1753,0.0244,0.2238,0.1755,Sigay
20,Road Network,-,0.0001,0.0015,0.0005,0.0000,0.0437,0.0025,0.0297,0.0,Sigay
21,Distance to Ports,-,2.6378,2.9379,2.2949,0.0000,2.1448,2.1416,1.6918,1.3345,Sigay
22,Availability of Basic Utilities,-,1.6667,3.3333,2.5000,0.0000,1.2000,1.2188,1.2500,0.3524,Sigay
23,Transportation Vehicles,-,0.0162,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Sigay
24,Education,-,0.0020,0.0290,0.0191,0.0000,0.0030,0.0156,0.0261,0.0458,Sigay
25,Health,-,0.0253,0.0795,0.0384,0.0000,0.0404,0.0093,0.0809,0.0646,Sigay
26,LGU Investment,-,0.7509,2.2322,0.1570,0.0000,0.0332,0.1260,0.2317,0.0016,Sigay
27,Accommodation Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Sigay
28,Information Technology Capacity,-,0.3632,0.3175,0.2083,0.0000,0.3333,0.6250,1.0714,0.25,Sigay
29,Financial Technology Capacity,-,0.0000,0.0000,1.2188,0.0000,0.0000,0.0000,0.0000,0.0,Sigay
30,Land Use Plan,-,-,-,1.2500,0.0000,0.0000,0.0000,0.0000,1.9861,Sigay
31,Disaster Risk Reduction Plan,-,-,-,1.5000,0.0000,2.4537,2.5000,2.4762,1.9998,Sigay
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2544,1.0213,Sigay
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.3068,1.2424,Sigay
34,Budget for DRRMP,-,-,-,0.0020,0.0000,0.0585,0.1304,0.0039,0.0014,Sigay
35,Local Risk Assessments,-,-,-,0.0000,0.0000,2.5000,2.5000,2.5000,2.0,Sigay
36,Emergency Infrastructure,-,-,-,0.8645,0.0000,0.0343,0.5119,0.3969,0.5055,Sigay
37,Utilities,-,-,-,1.0286,0.0000,1.8731,1.8092,1.2805,1.4838,Sigay
38,Employed Population,-,-,-,0.0128,0.0000,0.0280,0.1127,0.2644,0.2759,Sigay
39,Sanitary System,-,-,-,1.0000,0.0000,0.5000,1.9984,1.2500,1.0,Sigay
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Sigay
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Sigay
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Sigay
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Sigay
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Sigay
45,Internet Capability,-,-,-,-,-,-,-,-,0.04,Sigay
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Sigay
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Sigay
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Sigay
49,New Technology,-,-,-,-,-,-,-,-,0.0,Sigay
