,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0000,0.1772,0.0000,0.0029,0.0046,0.0367,0.0711,0.0208,Sapang Dalaga
1,Local Economy Growth,-,0.0000,0.0000,0.0000,0.0000,0.0095,0.0315,0.0092,0.0,Sapang Dalaga
2,Active Establishments in the Locality,-,-,-,0.0000,0.0017,0.0983,0.2262,1.1229,0.3354,Sapang Dalaga
3,Safety Compliant Business,-,-,-,0.0000,0.0049,0.1326,0.4352,0.8460,0.3254,Sapang Dalaga
4,Employment Generation,-,0.0000,0.0833,0.0000,0.0394,0.0820,0.1608,0.4159,0.2111,Sapang Dalaga
5,Cost of Living,-,3.9530,3.5833,1.9397,1.0185,2.2500,0.8197,1.1563,1.0,Sapang Dalaga
6,Cost of Doing Business,-,0.8696,2.7261,1.8945,2.0744,2.0403,1.1661,2.2569,1.6427,Sapang Dalaga
7,Financial Deepening,-,0.0000,0.3086,0.1587,0.0503,0.1305,0.4245,0.3935,0.2085,Sapang Dalaga
8,Productivity,-,0.0000,0.0025,0.0000,0.0003,0.0435,0.1189,0.0453,0.1225,Sapang Dalaga
9,Presence of Business and Professional Organizations,-,0.0000,0.0130,0.0049,0.0011,0.0000,0.0000,0.0153,0.0079,Sapang Dalaga
10,Compliance to National Directives,-,0.0000,3.1650,2.3684,0.0000,2.4988,2.5000,2.3810,1.7273,Sapang Dalaga
11,Presence of Investment Promotion Unit,-,0.0000,3.3333,1.2500,0.0000,2.5000,2.5000,2.5000,1.9987,Sapang Dalaga
12,Compliance to ARTA Citizens Charter,-,0.0000,1.4512,2.1893,0.0000,2.3744,2.4374,2.1461,2.0,Sapang Dalaga
13,Capacity to Generate Local Resource,-,0.0000,1.7175,0.6902,0.0000,0.0241,0.0684,0.0040,0.0073,Sapang Dalaga
14,Capacity of Health Services,-,0.0000,0.1065,0.0349,0.0000,0.0344,0.1503,0.0939,0.0,Sapang Dalaga
15,Capacity of School Services,-,0.0000,0.3946,0.0000,0.0000,0.2048,0.1844,0.0612,0.0433,Sapang Dalaga
16,Recognition of Performance,-,0.0000,0.8897,0.0000,0.0000,0.0347,0.0000,0.1558,0.0278,Sapang Dalaga
17,Getting Business Permits,-,-,0.0000,2.2994,0.0000,2.4438,2.4787,1.3368,0.5,Sapang Dalaga
18,Peace and Order,-,0.0000,0.1822,0.2924,0.0000,0.2419,0.3947,0.0000,0.0001,Sapang Dalaga
19,Social Protection,-,-,0.0716,0.8056,0.0000,0.9208,0.2549,0.0000,0.0,Sapang Dalaga
20,Road Network,-,0.0000,0.0000,0.0000,0.0000,0.0567,0.5218,0.0479,0.0,Sapang Dalaga
21,Distance to Ports,-,0.0000,3.3197,2.4513,0.0000,2.3582,2.3665,2.3164,1.8905,Sapang Dalaga
22,Availability of Basic Utilities,-,0.0000,3.3333,0.2083,0.0000,1.5500,1.2500,2.4500,0.3796,Sapang Dalaga
23,Transportation Vehicles,-,0.0000,0.0018,0.0245,0.0000,0.0063,0.0045,0.0407,0.0255,Sapang Dalaga
24,Education,-,0.0000,0.2089,0.1217,0.0000,0.1226,0.3425,0.2641,0.2621,Sapang Dalaga
25,Health,-,0.0000,0.0000,0.0384,0.0000,0.0352,0.0311,0.0587,0.1113,Sapang Dalaga
26,LGU Investment,-,0.0000,0.3690,0.0000,0.0000,0.0472,0.1829,0.3479,0.0081,Sapang Dalaga
27,Accommodation Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0306,0.0,Sapang Dalaga
28,Information Technology Capacity,-,0.0000,0.1852,0.5060,0.0000,0.2097,0.5833,0.8929,0.375,Sapang Dalaga
29,Financial Technology Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0735,0.0572,Sapang Dalaga
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.5000,2.5000,1.9444,Sapang Dalaga
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4167,2.4762,1.9993,Sapang Dalaga
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,1.2500,1.2500,1.2588,1.0213,Sapang Dalaga
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2500,1.0379,Sapang Dalaga
34,Budget for DRRMP,-,-,-,0.0121,0.0000,0.1043,0.2396,0.0000,0.0041,Sapang Dalaga
