,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.2101,0.0224,0.0213,0.0044,0.0057,0.0228,0.0123,Sogod (SL)
1,Local Economy Growth,-,-,0.0000,0.0051,1.2558,0.0032,0.3301,0.0034,0.0,Sogod (SL)
2,Active Establishments in the Locality,-,-,-,0.0000,0.3081,0.0000,0.2350,0.1631,0.2251,Sogod (SL)
3,Safety Compliant Business,-,-,-,0.1270,0.2347,0.1659,0.1824,0.0000,0.0,Sogod (SL)
4,Employment Generation,-,-,0.1848,0.0000,0.0806,0.1299,0.1164,0.0668,0.1143,Sogod (SL)
5,Cost of Living,-,-,0.0000,1.0811,0.9259,2.5000,1.6379,1.5625,1.8654,Sogod (SL)
6,Cost of Doing Business,-,-,3.4890,1.9280,2.1521,1.3730,1.2211,0.8519,0.5863,Sogod (SL)
7,Financial Deepening,-,-,1.1775,0.6187,0.1252,0.3313,0.3284,0.3030,0.3616,Sogod (SL)
8,Productivity,-,-,0.0041,0.0000,0.0043,0.0012,0.0816,0.0725,0.0925,Sogod (SL)
9,Presence of Business and Professional Organizations,-,-,0.0185,0.0129,0.0604,0.0489,0.0591,0.0167,0.0,Sogod (SL)
10,Compliance to National Directives,-,-,3.3041,1.2500,0.0000,2.4000,2.4242,2.2024,1.9643,Sogod (SL)
11,Presence of Investment Promotion Unit,-,-,3.3333,2.5000,0.0000,0.0000,0.0000,0.0000,1.718,Sogod (SL)
12,Compliance to ARTA Citizens Charter,-,-,1.3373,2.2869,0.0000,2.4106,2.3904,1.5965,2.0,Sogod (SL)
13,Capacity to Generate Local Resource,-,-,0.0000,0.0000,0.0000,0.0392,0.0382,0.0064,0.0033,Sogod (SL)
14,Capacity of Health Services,-,-,0.0910,0.0592,0.0000,0.0174,0.0166,0.2016,0.0,Sogod (SL)
15,Capacity of School Services,-,-,0.1059,0.0934,0.0000,0.0936,0.1036,0.0000,0.0,Sogod (SL)
16,Recognition of Performance,-,-,0.7648,0.0934,0.0000,0.0722,0.0023,0.0000,0.0,Sogod (SL)
17,Getting Business Permits,-,-,0.0000,2.2223,0.0000,1.6592,1.5607,1.8293,1.5,Sogod (SL)
18,Peace and Order,-,-,0.0439,0.2321,0.0000,0.0108,0.0108,0.0000,0.036,Sogod (SL)
19,Social Protection,-,-,0.0000,0.1676,0.0000,0.1850,0.1916,0.0000,0.0,Sogod (SL)
20,Road Network,-,-,0.0000,0.0000,0.0000,0.0214,0.0000,0.0437,0.0,Sogod (SL)
21,Distance to Ports,-,-,2.9000,1.6660,0.0000,2.2130,0.8333,2.2983,0.506,Sogod (SL)
22,Availability of Basic Utilities,-,-,3.3333,2.5000,0.0000,2.3744,1.8125,2.4794,0.0035,Sogod (SL)
23,Transportation Vehicles,-,-,0.1102,0.0629,0.0000,0.0082,0.0078,0.0109,0.0,Sogod (SL)
24,Education,-,-,0.0577,0.0653,0.0000,0.0650,0.0546,0.0000,0.0,Sogod (SL)
25,Health,-,-,0.2976,0.2233,0.0000,0.1928,0.2566,0.2762,0.0,Sogod (SL)
26,LGU Investment,-,-,0.0000,0.0000,0.0000,0.0000,0.0029,0.0040,0.0,Sogod (SL)
27,Accommodation Capacity,-,-,0.0441,0.0214,0.0000,0.0113,0.0028,0.0323,0.0,Sogod (SL)
28,Information Technology Capacity,-,-,0.7633,0.3767,0.0000,0.0851,0.1571,0.1364,0.0,Sogod (SL)
29,Financial Technology Capacity,-,-,0.2446,0.1655,0.0000,0.1127,0.2239,0.2239,0.0862,Sogod (SL)
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4872,2.4091,1.9394,Sogod (SL)
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4074,2.3148,2.4474,1.9998,Sogod (SL)
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,1.2500,1.2500,0.0167,1.002,Sogod (SL)
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2500,1.005,Sogod (SL)
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.0004,0.0439,0.0000,0.0,Sogod (SL)
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Sogod (SL)
36,Emergency Infrastructure,-,-,-,0.0231,0.0000,0.4935,0.0981,0.2351,0.3693,Sogod (SL)
37,Utilities,-,-,-,0.5575,0.0000,1.2505,0.0000,0.7572,1.251,Sogod (SL)
38,Employed Population,-,-,-,0.0000,0.0000,0.0076,0.0061,0.0050,0.0048,Sogod (SL)
39,Sanitary System,-,-,-,0.0000,0.0000,1.0051,1.0011,1.2503,1.0,Sogod (SL)
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Sogod (SL)
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Sogod (SL)
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Sogod (SL)
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.1821,Sogod (SL)
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Sogod (SL)
45,Internet Capability,-,-,-,-,-,-,-,-,0.0,Sogod (SL)
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Sogod (SL)
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Sogod (SL)
48,ICT Plan,-,-,-,-,-,-,-,-,0.0,Sogod (SL)
49,New Technology,-,-,-,-,-,-,-,-,0.0,Sogod (SL)
