,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.1334,0.0716,0.0006,0.0043,0.0043,0.0079,0.0035,0.0011,Antequera
1,Local Economy Growth,-,0.0873,0.0364,0.0032,0.0031,0.0013,1.0267,0.0008,0.0006,Antequera
2,Active Establishments in the Locality,-,-,-,0.2728,0.0027,0.2628,0.4581,0.4532,0.3161,Antequera
3,Safety Compliant Business,-,-,-,0.2716,0.1872,0.3485,0.5139,0.3805,0.1972,Antequera
4,Employment Generation,-,0.5745,0.1453,0.1666,0.0733,0.1357,0.1861,0.1906,0.2521,Antequera
5,Cost of Living,-,3.2051,2.9167,1.2500,1.8981,1.2500,1.9271,2.2500,1.9993,Antequera
6,Cost of Doing Business,-,2.0464,3.4870,1.9560,2.1137,2.0944,2.1565,2.2249,1.8997,Antequera
7,Financial Deepening,-,0.6356,1.3117,0.2249,2.5000,0.1447,0.1734,0.2734,0.0729,Antequera
8,Productivity,-,0.0086,0.0040,0.0004,0.0000,0.1011,0.0978,0.1373,0.0838,Antequera
9,Presence of Business and Professional Organizations,-,0.0499,0.0911,0.0098,0.0066,0.0631,0.0031,0.0000,0.0,Antequera
10,Compliance to National Directives,-,2.9167,3.3333,0.0000,0.0000,2.4988,2.4286,2.3571,1.8077,Antequera
11,Presence of Investment Promotion Unit,-,2.5000,2.5000,1.2500,0.0000,2.5000,2.5000,2.5000,1.9984,Antequera
12,Compliance to ARTA Citizens Charter,-,2.8442,1.9778,2.1710,0.0000,2.3738,1.8629,2.2126,2.0,Antequera
13,Capacity to Generate Local Resource,-,1.6839,0.0000,0.1653,0.0000,0.0443,0.0534,0.0131,0.0072,Antequera
14,Capacity of Health Services,-,0.1199,0.2140,0.1424,0.0000,0.0522,0.0461,0.0387,0.0461,Antequera
15,Capacity of School Services,-,0.0955,0.4481,0.2082,0.0000,0.1780,0.0426,0.0545,0.0077,Antequera
16,Recognition of Performance,-,0.5556,0.5013,0.2082,0.0000,0.2226,0.0000,0.0720,0.0,Antequera
17,Getting Business Permits,-,-,1.1111,1.5256,0.0000,2.4433,2.0331,1.8655,1.5,Antequera
18,Peace and Order,-,0.2783,0.2464,0.3479,0.0000,0.1728,0.2679,0.0739,0.2987,Antequera
19,Social Protection,-,-,0.0572,0.3082,0.0000,0.7634,0.5675,0.1167,0.0,Antequera
20,Road Network,-,0.0002,0.0028,0.0012,0.0000,0.0359,0.0004,0.0290,0.0013,Antequera
21,Distance to Ports,-,3.1760,3.2377,2.4515,0.0000,2.4267,2.3760,2.3837,1.9827,Antequera
22,Availability of Basic Utilities,-,2.2205,2.9167,2.5000,0.0000,2.3573,2.1073,2.3668,0.4583,Antequera
23,Transportation Vehicles,-,0.0965,0.0576,0.0213,0.0000,0.0036,0.0028,0.0083,0.0014,Antequera
24,Education,-,0.2057,0.1434,0.0851,0.0000,0.0460,0.0246,0.0359,0.0346,Antequera
25,Health,-,0.1417,0.1851,0.1309,0.0000,0.0458,0.0524,0.0436,0.0349,Antequera
26,LGU Investment,-,0.0000,0.0000,0.1577,0.0000,0.0598,0.0432,0.0737,0.0001,Antequera
27,Accommodation Capacity,-,0.0000,0.0564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Antequera
28,Information Technology Capacity,-,0.6709,1.5503,0.8532,0.0000,0.2485,0.6481,0.3261,0.087,Antequera
29,Financial Technology Capacity,-,0.2381,0.2381,0.1563,0.0000,0.0543,0.1563,0.0893,0.0455,Antequera
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4744,2.5000,2.4857,1.9324,Antequera
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.4853,1.9993,Antequera
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,1.2500,2.5000,1.2582,1.0,Antequera
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2550,1.0059,Antequera
34,Budget for DRRMP,-,-,-,0.0019,0.0000,0.1003,0.0355,0.0023,0.0,Antequera
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Antequera
36,Emergency Infrastructure,-,-,-,0.9044,0.0000,0.4713,0.4676,0.2486,0.3633,Antequera
37,Utilities,-,-,-,0.9963,0.0000,1.8786,1.8771,1.2562,1.4979,Antequera
38,Employed Population,-,-,-,0.1646,0.0000,0.2255,0.0207,0.0009,0.0005,Antequera
39,Sanitary System,-,-,-,1.5457,0.0000,1.9697,1.9398,1.8751,1.5,Antequera
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Antequera
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Antequera
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Antequera
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Antequera
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Antequera
45,Internet Capability,-,-,-,-,-,-,-,-,0.0435,Antequera
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Antequera
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Antequera
48,ICT Plan,-,-,-,-,-,-,-,-,0.0,Antequera
49,New Technology,-,-,-,-,-,-,-,-,0.0,Antequera
