,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0571,0.0434,0.0000,0.0007,0.0024,0.0022,0.0015,0.0020,0.0013,Dumarao
1,Local Economy Growth,0.1627,0.3356,0.0000,0.0075,0.0152,0.0060,0.3302,0.0023,0.0,Dumarao
2,Active Establishments in the Locality,-,-,-,0.0373,0.0692,0.0464,0.0740,0.1089,0.0072,Dumarao
3,Safety Compliant Business,-,-,-,0.0410,0.0606,0.0481,0.0505,0.0504,0.0,Dumarao
4,Employment Generation,0.0000,0.0499,0.0000,0.0081,0.0204,0.0382,0.0386,0.0566,0.0281,Dumarao
5,Cost of Living,4.1667,3.1977,3.5000,2.0270,2.0833,1.2302,0.3448,1.5000,1.7067,Dumarao
6,Cost of Doing Business,0.7214,3.6262,1.6934,1.9870,2.1505,2.0448,2.2121,2.2544,1.8689,Dumarao
7,Financial Deepening,0.3259,0.3913,0.3850,0.2525,0.0460,0.1239,0.1197,0.0936,0.0598,Dumarao
8,Productivity,0.0000,0.0000,0.0000,0.0082,0.0015,0.0001,0.0239,0.0279,0.0235,Dumarao
9,Presence of Business and Professional Organizations,0.0000,0.3879,0.0000,0.0000,0.0000,0.0021,0.0090,0.0220,0.0028,Dumarao
10,Compliance to National Directives,2.6667,2.6667,0.2222,2.2436,0.0000,2.4000,2.4242,2.2619,1.8214,Dumarao
11,Presence of Investment Promotion Unit,0.0000,0.0000,0.0000,0.6250,0.0000,2.5000,2.5000,2.5000,1.8462,Dumarao
12,Compliance to ARTA Citizens Charter,-,2.6190,1.5802,2.2257,0.0000,2.4055,2.4608,2.2471,2.0,Dumarao
13,Capacity to Generate Local Resource,1.1322,1.2110,0.0000,0.9376,0.0000,0.1142,0.0112,0.0013,0.0016,Dumarao
14,Capacity of Health Services,0.0747,0.1137,0.0252,0.0683,0.0000,0.0564,0.0486,0.0568,0.0014,Dumarao
15,Capacity of School Services,0.0000,0.0000,0.0000,0.1743,0.0000,0.1861,0.0737,0.0247,0.0023,Dumarao
16,Recognition of Performance,0.0000,0.0000,0.0000,0.1743,0.0000,0.1852,0.0502,0.0000,0.0965,Dumarao
17,Getting Business Permits,-,-,0.0000,1.4660,0.0000,2.4926,2.4860,1.5140,0.5,Dumarao
18,Peace and Order,0.5547,0.0649,0.0467,0.3961,0.0000,0.0587,0.0587,0.0449,0.0001,Dumarao
19,Social Protection,-,-,0.0000,0.1823,0.0000,0.1888,0.2867,0.0706,0.0014,Dumarao
20,Road Network,0.0000,0.0000,0.0000,0.0028,0.0000,0.0414,0.0036,0.0537,0.0009,Dumarao
21,Distance to Ports,3.1902,3.1902,2.2153,2.2440,0.0000,2.3332,2.3805,2.3321,1.7946,Dumarao
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,0.0000,1.2560,2.4375,2.4599,0.1079,Dumarao
23,Transportation Vehicles,0.0018,0.0026,0.0044,0.0149,0.0000,0.0083,0.0079,0.0106,0.0119,Dumarao
24,Education,0.1250,0.0609,0.0376,0.0712,0.0000,0.0762,0.0661,0.0983,0.0472,Dumarao
25,Health,0.0877,0.0569,0.0357,0.0143,0.0000,0.0583,0.0897,0.0865,0.0607,Dumarao
26,LGU Investment,0.3241,0.0000,0.0000,1.0847,0.0000,0.2531,0.1556,0.0118,0.0018,Dumarao
27,Accommodation Capacity,0.0090,0.0000,0.0000,0.0031,0.0000,0.0000,0.0000,0.0000,0.0,Dumarao
28,Information Technology Capacity,0.0000,0.1508,0.2077,0.5682,0.0000,0.3489,0.5357,0.6364,0.0264,Dumarao
29,Financial Technology Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0721,0.1442,0.1683,0.0086,Dumarao
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3974,2.3974,2.2727,1.9848,Dumarao
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4537,2.4737,1.999,Dumarao
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2500,2.5000,1.2542,1.008,Dumarao
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2573,1.0099,Dumarao
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.1325,0.0943,0.0191,0.0,Dumarao
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Dumarao
36,Emergency Infrastructure,-,-,-,0.9404,0.0000,0.5109,0.4687,0.2567,0.4131,Dumarao
37,Utilities,-,-,-,1.2005,0.0000,1.8910,1.8936,1.3187,1.5248,Dumarao
38,Employed Population,-,-,-,0.0479,0.0000,0.0359,0.0346,0.0133,0.0036,Dumarao
39,Sanitary System,-,-,-,1.0650,0.0000,2.0005,1.9899,1.8752,1.5004,Dumarao
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0392,Dumarao
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Dumarao
42,STEM graduates,-,-,-,-,-,-,-,-,0.0036,Dumarao
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0012,Dumarao
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Dumarao
45,Internet Capability,-,-,-,-,-,-,-,-,0.0143,Dumarao
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0051,Dumarao
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Dumarao
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Dumarao
49,New Technology,-,-,-,-,-,-,-,-,0.0,Dumarao
