,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.0438,0.0007,0.0000,0.0024,0.0165,0.0075,0.0069,San Policarpo
1,Local Economy Growth,-,-,0.1194,0.0182,0.0000,0.0000,0.0314,0.0178,0.0,San Policarpo
2,Active Establishments in the Locality,-,-,-,0.0000,0.0000,0.0644,0.5065,0.3637,0.1423,San Policarpo
3,Safety Compliant Business,-,-,-,0.0315,0.0000,0.1118,0.2895,0.2038,0.1692,San Policarpo
4,Employment Generation,-,-,0.0000,0.0133,0.0000,0.1016,0.3380,0.0580,0.0678,San Policarpo
5,Cost of Living,-,-,2.5833,1.5517,1.8981,1.2500,1.2705,2.0938,1.1053,San Policarpo
6,Cost of Doing Business,-,-,1.3266,0.7995,0.6310,0.7376,0.9266,1.4526,1.6932,San Policarpo
7,Financial Deepening,-,-,0.6173,0.1190,0.0084,0.0951,0.2209,0.3284,0.0659,San Policarpo
8,Productivity,-,-,0.0000,0.0020,0.0000,0.0192,0.0727,0.0381,0.0477,San Policarpo
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.2075,0.0026,San Policarpo
10,Compliance to National Directives,-,-,3.1650,2.3355,0.0000,2.4988,2.4306,2.4405,1.9091,San Policarpo
11,Presence of Investment Promotion Unit,-,-,0.0000,1.2500,0.0000,1.8750,1.8750,1.2500,1.3327,San Policarpo
12,Compliance to ARTA Citizens Charter,-,-,0.5519,2.1773,0.0000,2.2357,2.3332,2.3109,2.0,San Policarpo
13,Capacity to Generate Local Resource,-,-,1.1520,0.0000,0.0000,0.0184,0.0564,0.0017,0.0019,San Policarpo
14,Capacity of Health Services,-,-,0.1142,0.0872,0.0000,0.0410,0.1679,0.0314,0.0001,San Policarpo
15,Capacity of School Services,-,-,0.0000,0.0000,0.0000,0.0000,0.1266,0.0542,0.016,San Policarpo
16,Recognition of Performance,-,-,0.0000,0.0000,0.0000,0.0694,0.0417,0.0000,0.0,San Policarpo
17,Getting Business Permits,-,-,1.1111,1.2683,0.0000,1.4607,1.4375,1.5354,1.0,San Policarpo
18,Peace and Order,-,-,0.2802,0.2795,0.0000,0.1728,0.4605,0.2083,0.0001,San Policarpo
19,Social Protection,-,-,0.0072,0.2887,0.0000,0.4099,0.1178,0.0000,0.0876,San Policarpo
20,Road Network,-,-,0.0009,0.0014,0.0000,0.0426,0.0106,0.0362,0.0,San Policarpo
21,Distance to Ports,-,-,1.1105,0.8329,0.0000,1.3589,1.2760,1.9858,1.5354,San Policarpo
22,Availability of Basic Utilities,-,-,1.6667,0.0000,0.0000,1.8750,1.8750,1.2188,0.1333,San Policarpo
23,Transportation Vehicles,-,-,0.0036,0.0023,0.0000,0.0002,0.0003,0.0570,0.0211,San Policarpo
24,Education,-,-,0.1069,0.0505,0.0000,0.0254,0.0574,0.1852,0.1151,San Policarpo
25,Health,-,-,0.2165,0.1422,0.0000,0.0724,0.0498,0.0239,0.0424,San Policarpo
26,LGU Investment,-,-,0.3565,0.0000,0.0000,0.0480,0.1646,0.2585,0.0048,San Policarpo
27,Accommodation Capacity,-,-,0.0015,0.0152,0.0000,0.0040,0.0208,0.0000,0.0,San Policarpo
28,Information Technology Capacity,-,-,0.5397,0.2579,0.0000,0.2097,0.0000,0.0000,0.25,San Policarpo
29,Financial Technology Capacity,-,-,0.0000,0.2500,0.0000,0.3193,0.0000,0.0000,0.0,San Policarpo
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4744,2.4730,2.4423,1.9306,San Policarpo
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4167,2.4762,1.9995,San Policarpo
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.4107,1.2675,1.0213,San Policarpo
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2689,1.0227,San Policarpo
34,Budget for DRRMP,-,-,-,0.0208,0.0000,0.0855,0.1726,0.0039,0.0288,San Policarpo
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,San Policarpo
36,Emergency Infrastructure,-,-,-,0.8509,0.0000,0.4444,0.5018,0.2809,0.3899,San Policarpo
37,Utilities,-,-,-,0.9838,0.0000,1.2521,1.2566,1.2644,1.3953,San Policarpo
38,Employed Population,-,-,-,0.0224,0.0000,0.0768,0.1868,0.0201,0.0242,San Policarpo
39,Sanitary System,-,-,-,0.5941,0.0000,1.3409,1.4346,1.2518,0.5,San Policarpo
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,San Policarpo
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,San Policarpo
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,San Policarpo
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,San Policarpo
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,San Policarpo
45,Internet Capability,-,-,-,-,-,-,-,-,0.04,San Policarpo
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,San Policarpo
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,San Policarpo
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,San Policarpo
49,New Technology,-,-,-,-,-,-,-,-,0.0,San Policarpo
