,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0752,0.0712,0.0799,0.0230,0.0040,0.0027,0.0021,0.0018,Hinatuan
1,Local Economy Growth,-,0.2516,0.0618,0.0660,0.0094,0.0004,0.3298,0.0024,0.0,Hinatuan
2,Active Establishments in the Locality,-,-,-,0.0000,0.1996,0.0878,0.1480,0.1963,0.227,Hinatuan
3,Safety Compliant Business,-,-,-,0.0858,0.0869,0.0528,0.0559,0.0936,0.0,Hinatuan
4,Employment Generation,-,0.0658,0.0241,0.0070,0.0204,0.0703,0.0477,0.0551,0.0564,Hinatuan
5,Cost of Living,-,1.6473,2.4167,1.6892,1.9444,2.1032,1.3362,2.0313,1.8462,Hinatuan
6,Cost of Doing Business,-,3.3616,3.5320,2.0874,2.1012,2.0537,2.2541,2.0953,1.8731,Hinatuan
7,Financial Deepening,-,0.6215,0.4755,0.1389,0.0405,0.1232,0.1359,0.1053,0.0839,Hinatuan
8,Productivity,-,0.0009,0.0014,0.0338,0.0017,0.0002,0.0240,0.0235,0.0198,Hinatuan
9,Presence of Business and Professional Organizations,-,0.0862,0.0340,0.0924,0.0705,0.0021,0.0045,0.1054,0.0173,Hinatuan
10,Compliance to National Directives,-,3.3333,3.1871,2.2436,0.0000,2.4000,2.4242,2.2619,1.8214,Hinatuan
11,Presence of Investment Promotion Unit,-,3.3333,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.9744,Hinatuan
12,Compliance to ARTA Citizens Charter,-,2.8339,1.9588,2.1155,0.0000,2.2324,2.3834,1.9528,2.0,Hinatuan
13,Capacity to Generate Local Resource,-,0.4851,0.2604,0.3300,0.0000,0.0437,0.1300,0.0048,0.0019,Hinatuan
14,Capacity of Health Services,-,0.2083,0.0825,0.1121,0.0000,0.0820,0.0468,0.0900,0.0022,Hinatuan
15,Capacity of School Services,-,0.7257,0.4900,0.2090,0.0000,0.1805,0.0918,0.0643,0.0045,Hinatuan
16,Recognition of Performance,-,0.1587,0.5411,0.2090,0.0000,0.2543,0.1450,0.0313,0.0769,Hinatuan
17,Getting Business Permits,-,-,0.0000,1.2595,0.0000,1.5760,2.3358,1.5077,0.5,Hinatuan
18,Peace and Order,-,0.0569,0.0354,0.3878,0.0000,0.0036,0.0072,0.0307,0.0,Hinatuan
19,Social Protection,-,-,0.3912,0.1640,0.0000,0.1727,0.1953,0.1447,0.0,Hinatuan
20,Road Network,-,0.0014,0.0008,0.0001,0.0000,0.0601,0.0007,0.0685,0.0006,Hinatuan
21,Distance to Ports,-,3.0772,3.0004,2.2686,0.0000,2.1309,2.1406,2.2180,1.4389,Hinatuan
22,Availability of Basic Utilities,-,3.2771,3.2958,2.5000,0.0000,2.5000,2.5000,2.4999,0.0045,Hinatuan
23,Transportation Vehicles,-,0.0122,0.0242,0.0254,0.0000,0.0864,0.1110,0.0093,0.0077,Hinatuan
24,Education,-,0.3023,0.1005,0.0950,0.0000,0.1167,0.0795,0.1338,0.0674,Hinatuan
25,Health,-,0.2037,0.0579,0.0365,0.0000,0.0683,0.0865,0.1768,0.1615,Hinatuan
26,LGU Investment,-,0.0000,0.1465,0.3281,0.0000,0.2381,0.1521,0.0176,0.0007,Hinatuan
27,Accommodation Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0266,0.1264,0.0074,0.0098,Hinatuan
28,Information Technology Capacity,-,0.2815,0.9855,0.4957,0.0000,0.3423,0.4944,0.3182,0.0264,Hinatuan
29,Financial Technology Capacity,-,0.0741,0.0694,0.0497,0.0000,0.0456,0.0676,0.0676,0.0259,Hinatuan
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4744,2.4744,2.4091,1.9242,Hinatuan
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4537,2.4737,1.9995,Hinatuan
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2500,2.5000,1.2625,1.006,Hinatuan
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2591,1.0062,Hinatuan
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.1777,0.0940,0.0215,0.0,Hinatuan
35,Local Risk Assessments,-,-,-,1.2500,0.0000,2.5000,2.5000,2.5000,2.0,Hinatuan
36,Emergency Infrastructure,-,-,-,1.1312,0.0000,0.6247,0.6371,0.2810,0.4245,Hinatuan
37,Utilities,-,-,-,1.1614,0.0000,1.8767,1.8669,1.2637,1.5057,Hinatuan
38,Employed Population,-,-,-,0.1403,0.0000,0.0470,0.0535,0.0080,0.0141,Hinatuan
39,Sanitary System,-,-,-,1.5256,0.0000,1.9741,1.4867,1.8751,1.5001,Hinatuan
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Hinatuan
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Hinatuan
42,STEM graduates,-,-,-,-,-,-,-,-,0.0072,Hinatuan
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.004,Hinatuan
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Hinatuan
45,Internet Capability,-,-,-,-,-,-,-,-,1.0143,Hinatuan
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0061,Hinatuan
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Hinatuan
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Hinatuan
49,New Technology,-,-,-,-,-,-,-,-,0.0,Hinatuan
