city_municipality,Sanitary System,Social Protection,Hospital,Poverty Incidents,Health,Cluster_Id,Vulnerability
Alegria (CU),0.7584567932446782,0.327439564966986,0.0,0.26755440077947384,0.016830708113792264,0,medium
Alegria (SN),0.9494362137836881,0.12532436577458422,0.0,0.4480306185481662,0.027958449015473102,0,medium
Aleosan,0.9480709915558477,0.8569943291263736,0.1111111111111111,0.5719567723159416,0.23646449416071777,0,medium
Alfonso,0.5134246852404308,0.018047283883775467,0.1111111111111111,0.03906157461360639,0.21657365729896327,2,high
Alfonso Castaneda,0.7584567932446782,0.00100662141184405,0.0,0.2639881805271638,0.036721544975546756,0,medium
Alfonso Lista,0.948121555342064,0.39100051697199595,0.1111111111111111,0.18094619465194325,0.1358975357617772,0,medium
Aliaga,0.7585579208171108,0.12812852542186406,0.0,0.05752950092021218,0.06426270370720683,0,medium
Alicia (BL),0.7814633159731001,0.6100125755774943,0.3333333333333333,0.3235950047443466,0.12170966611213413,0,medium
Alicia (IA),0.6321990190625474,0.11691188683274466,0.3333333333333333,0.13267485623674607,0.30462190718351284,0,medium
Alicia (ZS),0.9481721191282804,0.07154202177034498,0.3333333333333333,0.4472664284940998,0.03964257696223798,0,medium
Alilem,0.5057389897355514,0.1004464365961527,0.0,0.0827477727044049,0.04715380207087254,2,high
Alimodian,0.5305152449815442,0.6591932216990178,0.1111111111111111,0.2741773812480497,0.425636089489292,0,medium
Alitagtag,0.9480709915558477,0.7477759059412943,0.0,0.1758515942915003,0.07372128347363553,0,medium
Allacapan,0.7555240936441321,0.41688506756227156,0.0,0.1181552452094836,0.25385158931959406,0,medium
Allen,0.5066997016736613,0.35504975226327995,0.1111111111111111,0.2773615064733266,0.5664020118955546,0,medium
Almagro,0.0,0.04472275129764279,0.0,0.3573467321322813,0.0,2,high
Almeria,0.5133235576679982,0.10749278647906105,0.0,0.18578606499436412,0.12685624627916153,2,high
Aloguinsan,0.7584567932446782,0.37014907344094067,0.0,0.2611861503289201,0.02072541742938056,0,medium
Aloran,0.7522374475400718,0.08060161447694143,0.0,0.27150271605881715,0.10863457055265917,0,medium
Altavas,0.5056378621631188,0.01747207164843601,0.0,0.158275223047972,0.12296153696357325,2,high
Alubijid,0.9480709915558477,0.39459559344286754,0.0,0.16222353832731534,0.23757726825088585,0,medium
Amadeo,0.5058906810942003,0.7431023065291612,0.0,0.031929134108986235,0.15968308193912,0,medium
Amai Manabilang,0.948121555342064,0.0,0.0,0.9367301581236586,0.026011094357678954,2,high
Ambaguio,0.7584567932446782,0.0,0.0,0.6528335530379739,0.08457083085277435,2,high
Amlan,0.948121555342064,0.09455051118392327,0.0,0.13382114131784575,0.06954838063550522,0,medium
Ampatuan,0.9480709915558477,0.039473939650170244,0.0,0.7221201179399983,0.03560877088537868,2,high
Amulung,0.7585579208171108,0.0010785229412614821,0.0,0.1689738838049023,0.00959767652769972,0,medium
Anahawan,0.5058401173079841,0.0,0.1111111111111111,0.27303109616695004,0.2034985617394883,2,high
Anao,0.7415179248622137,0.11036884765575834,0.0,0.03842474956855102,0.013909676127101046,0,medium
Anda (BL),0.7622996409971179,0.18320509695561712,0.0,0.13000019104751354,0.01947354657794146,0,medium
Anda (PS),0.9293623906558124,0.17702156542571792,0.0,0.2955747027619102,0.05967251058526348,0,medium
Angadanan,0.948121555342064,0.5765064628689709,0.0,0.15432690776862873,0.026706578164034003,0,medium
Angat,0.948121555342064,0.13977657318748807,0.0,0.030782849027886566,0.06426270370720683,0,medium
Angeles,0.9456944936036811,0.10195636871391878,1.0,0.0,0.20488952935219837,1,low
Angono,0.9482226829144966,0.4500316726237078,0.3333333333333333,0.02390513854128855,0.8475165664242666,1,low
Anilao,0.7584567932446782,0.06456757341685407,0.0,0.26003986524782047,0.06676644541008502,0,medium
Anini-Y,0.31602366385194924,0.0,0.0,0.21100433677855684,0.03435690003393958,2,high
Antequera,0.948121555342064,0.08390908483014331,0.0,0.1707569939310573,0.06064618791416056,0,medium
Antipas,0.9484755018455782,0.13301782942224946,0.1111111111111111,0.33633150564545405,0.30768203593147514,0,medium
Antipolo,1.0,1.0,1.0,0.04058995472173929,1.0,1,low
Apalit,0.922991353592557,0.2538843003729529,0.4444444444444444,0.031929134108986235,0.31769700274298784,1,low
Aparri,0.8909844769176316,0.17177275377824539,0.3333333333333333,0.14120831184048804,0.24953958972019274,0,medium
Araceli,0.6320473277038985,0.0,0.0,0.21635366715702195,0.0,2,high
Arakan,0.7562825504373768,0.249570208607907,0.0,0.5082742678104044,0.10543534504342593,2,high
Arayat,0.9482226829144966,0.30594100767117377,0.5555555555555556,0.053581185640868875,0.36777183680055164,1,low
Argao,0.9481721191282804,0.18011333119066752,0.1111111111111111,0.17457794420138956,0.4145083485876111,0,medium
Aringay,0.9483238104869293,0.15487589436514884,0.0,0.027980818829642925,0.15829211432640988,0,medium
Aritao,0.9482226829144966,0.10864321094973997,0.1111111111111111,0.17368638913831203,0.0706611547256733,0,medium
Aroroy,0.9483743742731455,0.0,0.0,0.4466296034490444,0.11475482804858363,0,medium
Arteche,0.6320473277038985,0.021570458825229642,0.0,0.7191907227327435,0.2158781734926082,2,high
Asingan,0.7585579208171108,0.17860339907290146,0.1111111111111111,0.10478191926332077,0.24620126744968848,0,medium
Asipulo,0.7558780401476463,0.06658081624054217,0.0,0.3801450687452636,0.16705521028648354,2,high
Asturias,0.948121555342064,0.04213429623861523,0.0,0.30321660330257466,0.12560437542772243,0,medium
Asuncion,0.7585579208171108,0.0010785229412614821,0.0,0.20285297620184808,0.005285676928298397,0,medium
Atimonan,0.9482226829144966,0.25927691507926026,0.2222222222222222,0.04976023537053664,0.26011094357678954,0,medium
Atok,0.2528189310815594,0.27099686437430176,0.1111111111111111,0.20973068668844608,0.09222115272267993,2,high
Aurora (IA),0.948121555342064,0.39107241850141344,0.1111111111111111,0.1150984849932178,0.25204333142307095,0,medium
Aurora (ZR),0.9484755018455782,0.11863752353876304,0.1111111111111111,0.35161530672678293,0.35594861209251577,0,medium
Ayungon,0.9482226829144966,0.06363285353442744,0.0,0.36053085735755813,0.0033383222705042504,0,medium
Baao,0.506649137887445,0.6029662256945859,0.0,0.30576390348279614,0.11920592440925595,0,medium
Babatngon,0.7584567932446782,0.37561358967666547,0.0,0.3939004897184596,0.03435690003393958,0,medium
Bacacay,0.948273246700713,0.0,0.0,0.3733947232676767,0.35775686998903883,0,medium
Bacarra,0.948121555342064,0.15286265154146075,0.1111111111111111,0.01575377796457979,0.13242011673000195,0,medium
Baclayon,0.7584567932446782,0.5834090096930444,0.0,0.11471638996618456,0.01585703078489519,0,medium
Bacnotan,0.9482226829144966,0.11806231130342358,0.1111111111111111,0.0,0.18430320868408887,0,medium
Baco,0.7584567932446782,0.2516553529610125,0.0,0.1862955250304084,0.021281804474464597,0,medium
Bacolod (LN),0.948121555342064,0.012582767648050625,0.1111111111111111,0.2321469282743952,0.16830708113792264,0,medium
Bacolod (NO),0.9954998230267483,0.5586029820440304,0.7777777777777777,0.05740213591120111,0.5808680750677396,1,low
Bacolod-Kalawi,0.6320473277038985,0.0,0.0,0.8205732699055588,0.03435690003393958,2,high
Bacolor,0.7584567932446782,0.6787504377005594,0.1111111111111111,0.01830107814480127,0.23507352654800764,0,medium
Bacong,0.505991808666633,0.11446723483255197,0.0,0.14910494239917468,0.03366141622758453,2,high
Bacoor,0.7712494311574052,1.0,1.0,0.02173993338810028,0.8943921749725973,1,low
Bacuag,0.5063457551701472,0.10073404271382243,0.0,0.37657884849295353,0.004311999599401324,2,high
Bacungan Leon B. Postigo,0.9480709915558477,0.06492708106394122,0.0,0.6823822351285431,0.03115767452470634,2,high
Badian,0.948121555342064,0.5394771752189933,0.0,0.3095848537531284,0.13840127746465541,0,medium
Badiangan,0.5343580927339839,0.49381970403892395,0.0,0.175342134255456,0.03213135185360341,0,medium
Badoc,0.948121555342064,0.14718243071748358,0.0,0.04428353998306045,0.14744256694727106,0,medium
Bagabag,0.9482226829144966,0.0016537351766009393,0.0,0.08262040769539383,0.0891610239747177,0,medium
Bagac,0.7584567932446782,0.41501562779741835,0.0,0.04937814034350342,0.17261908073732396,0,medium
Bagamanoc,0.6343226980836325,0.0,0.0,0.26131351533793123,0.03352231946631352,2,high
Baganga,0.948121555342064,0.016537351766009394,0.0,0.43503938762903666,0.1957091431083117,0,medium
Baggao,0.9482226829144966,0.19420603095648423,0.0,0.1436282470116985,0.1452170187669349,0,medium
Bago,0.9486271932042272,0.36094567767550934,0.1111111111111111,0.13738736157015582,0.09027379806488578,0,medium
Baguio,0.7584567932446782,0.0,0.7777777777777777,0.023013583478211027,0.08457083085277435,1,low
Bagulin,0.6331597310006574,0.10569524824362524,0.0,0.04211833482987218,0.1079390867463041,0,medium
Bagumbayan,0.948121555342064,0.33585204390882556,0.0,0.3936457597004375,0.11711947299019079,0,medium
Bais,0.9856398847145674,0.1375476257755477,0.0,0.2624598004190309,0.10710450617867805,0,medium
Bakun,0.5056378621631188,0.19600356919192002,0.0,0.2003056760216266,0.07107844500948633,2,high
Balabac,0.5056378621631188,0.0008628183530091856,0.0,0.35085111667271646,0.0068157413022795115,2,high
Balabagan,0.9480709915558477,0.0,0.0,0.9075635710601226,0.1422959867802437,2,high
Balagtas,0.9470091520453052,0.19154567436803924,0.2222222222222222,0.015116952919524414,0.08860463692963366,0,medium
Balamban,0.9482226829144966,0.2573355737849896,0.1111111111111111,0.21278744690471185,0.3080993262152881,0,medium
Balanga,0.9486271932042272,0.2744481377863385,0.6666666666666666,0.015244317928535488,0.6366458763374149,1,low
Balangiga,0.7584567932446782,0.06614940706403757,0.0,0.6097841799922307,0.06899199359042119,2,high
Balangkayan,0.5056378621631188,0.0014380305883486429,0.0,0.6142419553076183,0.013909676127101046,2,high
Balaoan,0.9482226829144966,0.1317955034221531,0.1111111111111111,0.012824382757325076,0.1612131463131011,0,medium
Balasan,0.7585073570308944,0.6277003518141826,0.1111111111111111,0.23622260856274951,0.21518268968625318,0,medium
Balatan,0.9480709915558477,0.0025165535296101252,0.0,0.46102184946729585,0.08498812113658738,0,medium
Balayan,0.5153461091166507,0.40336758003179435,0.4444444444444444,0.10465455425430971,0.3985122210414449,1,low
Balbalan,0.7584567932446782,0.20865823836938807,0.0,0.1752147692464449,0.1620477268807272,0,medium
Baleno,0.2529706224402083,0.0,0.0,0.39300893465538206,0.022255481803361673,2,high
Baler,0.8644384891540678,0.5611195355736405,0.2222222222222222,0.06555349648790987,0.7845057335684988,1,low
Balete (AK),0.505991808666633,0.004170288706211064,0.0,0.1918995854268957,0.06829650978406612,2,high
Balete (BS),0.0022753703797340342,0.19111426519153463,0.0,0.13331168128180146,0.06440180046847784,2,high
Baliangao,0.505991808666633,0.0,0.0,0.31289634398741634,0.04631922150324649,2,high
Baliguian,0.2566617788339991,0.041487182473858346,0.0,0.6413707022269771,0.00973677328897073,2,high
Balilihan,0.9480709915558477,0.48289067156747423,0.0,0.2331658483464838,0.06621005836500098,0,medium
Balindong,0.6320473277038985,0.0,0.1111111111111111,0.8301256455813893,0.05981160734653449,2,high
Balingasag,0.9482226829144966,0.22346995342937911,0.1111111111111111,0.22870807303109614,0.33174577563135993,0,medium
Balingoan,0.9508014360115286,0.1282004269512815,0.0,0.20731075151723566,0.023646449416071778,0,medium
Baliwag,0.9482226829144966,0.454561468977006,0.7777777777777777,0.02275885346018888,1.0,1,low
Ballesteros,0.948121555342064,0.41278668038547794,0.1111111111111111,0.1380241866152112,0.27054320067211535,0,medium
Baloi,0.948121555342064,0.44852174050594174,0.0,0.3429544861140299,0.16176953335818514,0,medium
Balud,1.0,0.5138083292169701,0.0,0.37606938845690924,0.056473285076030236,0,medium
Balungao,0.948121555342064,0.1259714795393411,0.0,0.09293697342529086,0.29850164968758847,0,medium
Bamban,0.9482226829144966,0.14703862765864872,0.1111111111111111,0.10325353915518788,0.0034774190317752615,0,medium
Bambang,0.948121555342064,0.1010935503609096,0.2222222222222222,0.07688898228989549,0.24188926785028717,0,medium
Banate,0.7607321636244122,0.6220920325196229,0.0,0.21151379681460114,0.18778062771586412,0,medium
Banaue,0.7584567932446782,0.27473574390400823,0.0,0.21686312719306625,0.13269831025254397,0,medium
Banaybanay,0.7586590483895435,0.0040264856473762,0.0,0.3038534283476301,0.006954838063550523,2,high
Banayoyo,0.6320473277038985,0.039977250356092266,0.0,0.04912341032548127,0.05452593041823609,0,medium
Banga (AK),0.9481721191282804,0.21512937601695697,0.0,0.22042934744537632,0.19626553015339576,0,medium
Banga (SC),0.9482226829144966,0.4177478859152807,0.0,0.10720185443453119,0.1610740495518301,0,medium
Bangar,0.9481721191282804,0.30608481073000865,0.0,0.020848378325022763,0.13130734263983387,0,medium
Bangued,0.5059412448804166,0.14782954448224048,0.4444444444444444,0.0852950728846264,0.4355119595395337,1,low
Bangui,0.948121555342064,0.2297253864886957,0.1111111111111111,0.03243859414503053,0.3261819051805195,0,medium
Bani,0.7586590483895435,0.14243692977593309,0.0,0.10681975940749798,0.15523198557844767,0,medium
Banisilan,0.9482226829144966,0.22598650695898923,0.0,0.519737118621401,0.07650321869905574,0,medium
Banna,0.948121555342064,0.07981069765334968,0.0,0.050142330397569865,0.05202218871535791,0,medium
Bansalan,0.9482226829144966,0.212972330134434,0.4444444444444444,0.19228168045392888,0.5223083385726442,1,low
Bansud,0.7585579208171108,0.0005752122353394572,0.0,0.17839889447172178,0.041868125142574146,0,medium
Bantay,0.5286443848915408,0.19025144683852546,0.2222222222222222,0.012569652739302929,0.9427978478949087,1,low
Bantayan Island,0.9481721191282804,0.20959295825181468,0.0,0.2713753510498061,0.21629546377642125,0,medium
Banton,0.505688425949335,0.0,0.0,0.1848945099312866,0.06467999399101985,2,high
Baras (CT),1.0,0.0849876077714048,0.0,0.053581185640868875,0.05661238183730125,0,medium
Baras (RL),0.7584567932446782,0.5512690260434523,0.0,0.29901355800520923,0.10891276407520117,0,medium
Barbaza,0.5056378621631188,0.00841247894183956,0.0,0.22526921778779713,0.04645831826451749,2,high
Barcelona,0.6354351013803914,0.11935653883293736,0.0,0.33314738042017716,0.1610740495518301,2,high
Barili,0.7605804722657633,0.20930535213414497,0.0,0.2713753510498061,0.22533675325903693,0,medium
Barira,0.9480709915558477,0.05025916906278507,0.0,0.8083462290404956,0.01293599879820397,2,high
Barlig,0.7584567932446782,0.04580127423890428,0.0,0.15585528787676162,0.2780544257807499,0,medium
Barobo,0.948121555342064,0.666527177699596,0.0,0.39453731476351506,0.15912669489403597,0,medium
Barotac Nuevo,0.5109470597158315,0.15832716777718558,0.1111111111111111,0.17152118398512378,0.19223172407653644,2,high
Barotac Viejo,0.5305152449815442,0.10921842318507943,0.1111111111111111,0.22042934744537632,0.19390088521178855,2,high
Baroy,0.7561814228649442,7.190152941743215e-05,0.1111111111111111,0.18998911029172955,0.14187869649643065,0,medium
Barugo,0.6320473277038985,0.1127415981265336,0.0,0.30933012373510627,0.10599173208850997,2,high
Basay,0.6320978914901147,0.11173497671468956,0.0,0.3426997560960078,0.03240954537614544,2,high
Basco,0.7602770895484654,0.129278949892543,0.1111111111111111,0.061350451190544414,0.35747867646649684,0,medium
Basey,0.9481721191282804,0.14955518118825886,0.1111111111111111,0.31429735908653816,0.1438260511542248,0,medium
Basilisa,0.5056378621631188,0.05097818435695939,0.0,0.39517413980857036,0.05243947899917094,2,high
Basista,0.7584567932446782,0.1422931267170982,0.0,0.156492112921817,0.20127301355915211,0,medium
Basud (CN),0.5056378621631188,0.22584270390015435,0.0,0.2569831050315547,0.0,2,high
Batac,0.9513070738736916,0.1429402404818551,0.2222222222222222,0.024796693604366062,0.39336564087441755,0,medium
Batad,0.7585073570308944,0.16465450236591958,0.0,0.2748142062931051,0.1413223094513466,0,medium
Batan,0.7584567932446782,0.25755127837324193,0.0,0.15878468308401633,0.07984154096956,0,medium
Batangas,1.0,1.0,0.6666666666666666,0.08096466257824987,0.8525240498300231,1,low
Bataraza,0.9482226829144966,0.0023727504707752606,0.1111111111111111,0.166808678651714,0.1424350835415147,0,medium
Bato (CS),0.6320473277038985,0.002085144353105532,0.0,0.3433365811410631,0.12713443980170355,2,high
Bato (CT),0.9489811397077413,0.21175000413433764,0.0,0.3649886326729458,0.6121648463537169,0,medium
Bato (LE),0.948121555342064,0.20189949460414944,0.0,0.15738366798489453,0.1427132770640567,0,medium
Batuan (BL),0.6329574758557921,0.1697595109545573,0.0,0.2688280508695846,0.11823224708035888,2,high
Batuan (MS),0.2528189310815594,0.036885484591142687,0.0,0.3449923262582071,0.03143586804724836,2,high
Bauan,0.9482226829144966,0.5110760710991077,0.2222222222222222,0.06886498672219779,0.38140331940511063,0,medium
Bauang,0.9485260656317945,0.25618514931431074,0.0,0.011550732667214337,0.1356193422392352,0,medium
Bauko,0.5056378621631188,0.41954542415071655,0.1111111111111111,0.24908647447286808,0.4590193121943345,0,medium
Baungon,0.948121555342064,0.058671648004624634,0.0,0.413387336097154,0.07831147659557888,0,medium
Bautista,0.9480709915558477,0.41451231709149633,0.0,0.16044042820116028,0.07580773489270069,0,medium
Bay,0.948121555342064,0.33585204390882556,0.2222222222222222,0.0,0.11711947299019079,0,medium
Bayabas,0.6321484552763311,0.05687410976918883,0.0,0.3681727578982226,0.026428384641491984,2,high
Bayambang,0.9488800121353087,0.31485679731893534,0.2222222222222222,0.1589120480930274,0.4060234461500795,0,medium
Bayang,0.6320473277038985,0.08124872824169832,0.0,0.8685898783027338,0.08484902437531637,2,high
Bayawan,0.9483238104869293,0.11015314306750604,0.1111111111111111,0.34779435645645074,0.30949029382799825,0,medium
Baybay,0.9486271932042272,0.15696103871825437,0.1111111111111111,0.2629692604550752,0.22992694638098027,0,medium
Bayog,0.6320978914901147,0.15070560565893779,0.0,0.4542715039897089,0.01224051499184892,2,high
Bayombong,0.9482226829144966,0.15739244789475898,0.1111111111111111,0.05893051601933401,0.6938146452198002,0,medium
Bayugan,0.9558072508469435,0.13632529977545133,0.1111111111111111,0.3732673582586656,0.15676204995242876,0,medium
Belison,0.5128684835920514,0.14711052918806616,0.0,0.1399346617503773,0.03282683565995847,2,high
Benito Soliven,0.948121555342064,0.3375776806148439,0.0,0.22348610766164212,0.01224051499184892,0,medium
Besao,0.5056378621631188,0.1210102740095383,0.1111111111111111,0.18387558985919797,0.30587377803495197,2,high
Bien Unido,0.5060423724528492,0.6705536633469722,0.0,0.3796356087092193,0.01822167572650237,0,medium
Bilar,0.7852555999393236,0.4427696181525471,0.0,0.22807124798604084,0.05174399519281588,0,medium
Biliran,0.5146382161096223,0.02811349800221597,0.0,0.25761993007661005,0.10348799038563176,2,high
Binalbagan,0.5077615411842039,0.0639923611815146,0.0,0.18107355966095434,0.16357779125470828,2,high
Binalonan,0.6320473277038985,0.17234796601358485,0.0,0.06020416610944475,0.12393521429247031,0,medium
Binan,1.0,0.9502506127807833,0.4444444444444444,0.020848378325022763,0.5132670490900285,1,low
Binangonan,0.9482226829144966,0.03494414329687202,0.3333333333333333,0.4535073139356424,0.5904657515954393,1,low
Bindoy,0.7584567932446782,0.1713413446017408,0.0,0.2572378350495768,0.24272384841791322,0,medium
Bingawan,0.7605299084795469,0.1279847223630292,0.0,0.8606932477440471,0.050074834057563765,2,high
Binidayan,0.6320473277038985,0.0,0.1111111111111111,0.05561902578504606,0.019890836861754496,0,medium
Binmaley,0.9436719421550286,0.25244626978460427,0.0,0.18998911029172955,0.15759663052005485,0,medium
Binuangan,0.9494362137836881,0.06658081624054217,0.0,0.50419858752205,0.0,0,medium
Biri,0.6329574758557921,0.1299260636572999,0.0,0.24717599933770196,0.22394578564632683,0,medium
Bislig,0.9483743742731455,0.14732623377631845,0.2222222222222222,0.0,0.31241132581468944,0,medium
Boac,0.9482226829144966,0.1532221591885479,0.1111111111111111,0.14324615198466525,0.29349416628183206,0,medium
Bobon,0.5056378621631188,0.4495283619177857,0.0,0.41275051105209865,0.01293599879820397,2,high
Bocaue,0.7585579208171108,0.301986423553215,0.4444444444444444,0.0678460666501092,0.5017220179045347,1,low
Bogo,0.7592658138241392,0.19895153189803474,0.1111111111111111,0.1389157416782887,0.2146263026411691,0,medium
Bokod,0.5056378621631188,0.22828735590034704,0.1111111111111111,0.09790420877672278,0.21504359292498212,0,medium
Bolinao,0.9482226829144966,0.19665068295667693,0.1111111111111111,0.1794178145438104,0.15008540541142026,0,medium
Boliney,0.5056378621631188,0.07880407624150564,0.0,0.3919900145832935,0.021142707713193588,2,high
Boljoon,0.7600242706173839,0.11044074918517575,0.0,0.2688280508695846,0.06621005836500098,0,medium
Bombon,0.5057389897355514,0.09275297294848747,0.0,0.27494157130211616,0.027958449015473102,2,high
Bongabon,0.63230014663498,0.11525815165614373,0.1111111111111111,0.041736239802838956,0.23243068808385847,0,medium
Bongabong,0.7584567932446782,0.15918998613019478,0.1111111111111111,0.18221984474205402,0.12546527866645144,0,medium
Bongao,0.0005562016483794307,0.0923934653014003,0.4444444444444444,0.19228168045392888,0.2648402334600039,2,high
Bonifacio,0.7638165545836072,0.03760449988531701,0.1111111111111111,0.41733565137649736,0.05869883325636641,2,high
Bontoc (MP),0.7592152500379229,0.07254864318218904,0.1111111111111111,0.35021429162766116,0.24800952534621162,0,medium
Bontoc (SL),0.5056378621631188,0.4780732690965063,0.0,0.09955995389386672,0.0,0,medium
Borbon,0.7051119987864692,0.037676401414734446,0.0,0.23571314852670527,0.07219121909965442,0,medium
Borongan,0.9486271932042272,0.19456553860357137,0.2222222222222222,0.44866744359322164,0.17289727425986598,0,medium
Boston,0.5056378621631188,0.029479627061147175,0.0,0.34753962643842856,0.03602606116919171,2,high
Botolan,0.8246447894018304,0.16019660754203882,0.0,0.1344579663629011,0.17609649976909922,0,medium
Braulio E. Dujali,0.5353188046720938,0.10655806659663443,0.0,0.11726369014640607,0.005146580167027387,2,high
Buadiposo-Buntong,0.6320473277038985,0.0024446520001926925,0.0,0.8238847601398467,0.0411726413362191,2,high
Bubong,0.6320473277038985,0.012295161530380896,0.0,0.8285972654732564,0.017108901636334287,2,high
Bucay,0.948121555342064,0.6220201309902055,0.0,0.23227429328340626,0.3513584189705724,0,medium
Bucloc,0.5056378621631188,0.016393548707174528,0.0,0.2415719389412147,0.024063739699884807,2,high
Buenavista (AN),0.6322495828487638,0.14545679401146522,0.0,0.3872775092498838,0.04395457656163931,2,high
Buenavista (BL),0.7585073570308944,0.7204533247626701,0.0,0.061095721172522266,0.07511225108634566,0,medium
Buenavista (GS),0.7545128179198058,0.0,0.0,0.2223398225805424,0.3373096460822003,0,medium
Buenavista (ME),0.8350609293623906,0.09872079989013434,0.0,0.28933381732036756,0.04339818951655526,0,medium
Buenavista (QN),0.7584567932446782,0.1970820921331815,0.0,0.28755070719421255,0.045484640935620414,0,medium
Bugallon,0.5251049198563988,0.18773489330891532,0.0,0.16668131364270294,0.06287173609449671,2,high
Bugasong,0.7584567932446782,0.0,0.1111111111111111,0.22590604283285254,0.33633596875330324,0,medium
Buguey,0.5058906810942003,0.44248201203487736,0.0,0.16668131364270294,0.05202218871535791,0,medium
Buguias,0.5094807099155585,0.5048925395692085,0.1111111111111111,0.09230014838023548,0.39308744735187556,0,medium
Buhi,0.37533498508368307,0.06765933918180365,0.0,0.3518700367448051,0.011127740901680836,2,high
Bula,0.6321990190625474,0.08182394047703778,0.0,0.2911169274465226,0.03505238384029463,2,high
Bulakan,0.5073570308944735,0.1885977116619245,0.1111111111111111,0.023013583478211027,0.21476539940244016,0,medium
Bulalacao,0.6320978914901147,0.0,0.0,0.2768520464372823,0.028932126344370174,2,high
Bulan,0.7521868837538556,0.0,0.0,0.3476669914474396,0.22311120507870075,2,high
Buldon,0.9480709915558477,0.0,0.0,0.8228658400677581,0.01293599879820397,2,high
Buluan,0.948121555342064,0.175367830249117,0.1111111111111111,0.7860573524635576,0.7000739994769956,0,medium
Bulusan,0.948121555342064,0.0,0.0,0.3410440109788638,0.0,0,medium
Bunawan,0.948121555342064,0.07456188600587713,0.1111111111111111,0.3583656522043699,0.18305133783264974,0,medium
Burauen,0.9481721191282804,0.06010967859297327,0.1111111111111111,0.32601493991555697,0.1396531483160945,0,medium
Burdeos,0.7584567932446782,0.0,0.0,0.2517611396621006,0.06899199359042119,0,medium
Burgos (IA),0.7584567932446782,0.3232692762607749,0.0,0.20425399130096988,0.022672772087174702,0,medium
Burgos (IN),0.9514587652323406,0.11734329600924927,0.0,0.02747135879359863,0.07274760614473846,0,medium
Burgos (IS),0.948121555342064,0.18241418013202532,0.0,0.373904183303721,0.053274059566797004,0,medium
Burgos (LU),0.9494362137836881,0.0485335323567667,0.0,0.023395678505244256,0.04743199559341456,0,medium
