city_municipality,Cost of Living,Poverty Incidents,Population,Financial Deepening,Employed Population,Cluster_Id,Vulnerability
Cortes (SS),0.9995802184962728,0.33340211043819934,0.02424005512171744,0.023647032297446642,0.04362588691044279,1,medium
Cotabato,0.7847220521718445,0.5923351737577135,0.5644364372038712,0.5668871889911143,0.08277404349283428,2,high
Cuartero,0.8250910401136209,0.0534538206318578,0.040744271963042054,0.2562678383862822,0.004605665480281351,1,medium
Cuenca,0.6283534420334216,0.12044781537168293,0.05626178583631194,0.22409687584208154,0.03902022143016145,1,medium
Culaba,1.0,0.3382419807806201,0.015622501157331159,0.142523779932285,0.018934402530045556,1,medium
Culasi,0.8250910401136209,0.25965777022078723,0.0647940691738293,0.2838560427333033,0.01867853222558548,1,medium
Culion,0.7376365601704313,0.17292219908424558,0.02809463549956793,0.020989032543082483,0.009467201265022778,1,medium
Currimao,0.47527312034086255,0.02683453374854326,0.014251210259928818,0.0,0.012665580070773716,0,low
Cuyapo,0.9159037720866288,0.047212935190315164,0.11149800966175316,0.17002032911536247,0.009723071569482853,1,medium
Cuyo,0.7376365601704313,0.11700896012838392,0.03195965717866767,0.09403819820612501,0.0,1,medium
Daan Bantayan,0.6048456778246922,0.1987772959134937,0.13997491860222513,0.22849632371137393,0.10132464056618973,0,low
Daet,0.08326715944350965,0.15967623814709386,0.17542139612657573,0.6042824958800996,0.1663156978990488,0,low
Dagami,0.6501820802272418,0.4010329302230798,0.05421181035770794,0.060034132383052524,0.016887440094364953,1,medium
Dagohoy,0.7790550018715259,0.32232135465423584,0.02638748274531451,0.09724612894415072,0.03096030683966908,1,medium
Daguioman,0.889527500935763,0.28716861216717926,0.0,0.0,0.09019428232217645,1,medium
Dagupan,0.5320835505119584,0.08911602315495862,0.29109709223333763,0.706569658841148,0.18742499801700496,0,low
Dalaguete,0.6048456778246922,0.29302740258168875,0.11050782625994868,0.15975495075368024,0.00729230367711214,1,medium
Damulog,0.6501820802272418,0.42344917180902886,0.04578045959893339,0.04326123738137525,0.01931820798673567,2,high
Danao (BL),0.9489965472971318,0.3439734061861185,0.024180887747971655,0.09385488787823784,0.012025904309623529,1,medium
Danao (CU),0.7488307336031597,0.15419954275961767,0.2305375449876505,0.38595989536646436,0.01138622854847334,1,medium
Dangcagan,0.6501820802272418,0.3241044647803909,0.03433157277912375,0.08377281984444275,0.01803885646443529,1,medium
Danglas,0.889527500935763,0.26780913079749596,0.00034339699591929423,0.0,0.1449505274766325,1,medium
Dao,0.8250910401136209,0.05587375580306822,0.04959849542241148,0.12465102296328463,0.016759504942134917,1,medium
Dapa,0.759535161948206,0.4574556292149857,0.05594680658195938,0.32583410781946825,0.0,1,medium
Dapitan,0.32254261656807637,0.317481484311815,0.14131836602962947,0.1006373700100636,0.006908498220422027,0,low
Daraga,0.05416230851841619,0.14413770704774279,0.21335116313137448,0.32601741814735546,0.007804044286032289,0,low
Daram,0.31330742348607543,0.4965566869813856,0.0654553515862822,0.029054686970118548,0.0014072866745304129,2,high
Dasmarinas,0.5724525384537349,0.040080494685694995,1.0,1.0,0.015224283115374467,0,low
Dasol,0.5627276002840521,0.13942520171433304,0.04761290796817789,0.07873178582754521,0.16324525424552788,0,low
Datu Abdullah Sangki,0.23480828228906858,0.8271962503741347,0.04545851947708132,0.0,0.4830831348206217,2,high
Datu Anggal Midtimbang,0.23480828228906858,0.8569996624827261,0.04216428893294093,0.0,0.11271086911466306,2,high
Datu Blah Sinsuat,0.23480828228906858,0.8692267033477892,0.04219735305356357,0.0031162755740821156,0.0012793515223003752,2,high
Datu Hoffer Ampatuan,0.23480828228906858,0.8675709582306452,0.03944258974063476,0.0,0.4541697904166332,2,high
Datu Odin Sinsuat,0.23480828228906858,0.5834196231269383,0.19625005190196737,0.08624750927091973,0.004221860023591238,2,high
Datu Paglas,0.23480828228906858,0.8007043284998312,0.0516623926360145,0.07176599336783224,0.12947037405679798,2,high
Datu Piang,0.23480828228906858,0.6357666418304898,0.042435762765421596,0.035012272626452,0.012793515223003753,2,high
Datu Salibo,0.23480828228906858,0.7274694483184634,0.025755784019734496,0.09550468082922248,0.0,2,high
Datu Saudi-Ampatuan,0.23480828228906858,0.7655515860127746,0.04709954399008945,0.02877972147828777,0.02788986318614818,2,high
Datu Unsay,0.23480828228906858,0.833055040788644,0.015479803373591321,0.0,0.01292145037523379,2,high
Dauin,0.8032624019198009,0.19495634564316144,0.04140207394174521,0.06947461426924247,0.00933926611279274,1,medium
Dauis,0.9489965472971318,0.1096217896057416,0.07251193101390464,0.07424068279430923,0.016759504942134917,1,medium
Davao,0.5061270608648198,0.11726369014640607,1.0,0.88117274615369,1.0,0,low
Del Carmen,0.6048456778246922,0.4244680918811175,0.03387215552415647,0.17139515657451634,0.06179267852710813,2,high
Del Gallego,0.47527312034086255,0.36167714243865784,0.037244695827666284,0.06434192508840132,0.008443720047182477,0,low
Delfin Albano,0.511724147581184,0.18795127014755236,0.04512961848772974,0.1314335050951104,0.01791092131220525,0,low
Diadi,0.5724525384537349,0.15458163778665088,0.024584618062942903,0.1402324008336952,0.004349795175821276,1,medium
Diffun,0.7645725399929337,0.10758394946156442,0.0906780549707359,0.20512425690575808,0.013433190984153942,1,medium
Digos,0.6715909369173345,0.04160887479382788,0.28782896494232035,0.5554302934981653,0.09249711506231714,0,low
Dilasag,0.5627276002840521,0.135986346471034,0.022809596850569314,0.033270824511523765,0.01445667220199424,1,medium
Dimasalang,0.30036416045448344,0.4043444204573677,0.03862816824319276,0.13995743534186442,0.08699590351642553,0,low
Dimataling,0.9993003641604545,0.43771405281826925,0.04758680471505475,0.07763192386022211,0.4627414456160458,1,medium
Dimiao,0.9489965472971318,0.2548178998783664,0.018044883047158643,0.13216674640665912,0.00729230367711214,1,medium
Dinagat,0.5627276002840521,0.42204815670990703,0.011550393670121162,0.04564427164390863,0.18716912771254493,2,high
Dinalungan,0.5627276002840521,0.15980360315610492,0.015549412048586366,0.027954825002795447,0.007804044286032289,1,medium
Dinalupihan,0.3848102062876273,0.052944360595813506,0.19875770441866378,0.5242675377573442,0.008187849742722401,0,low
Dinapigue,0.3546559016032155,0.5427901852524055,0.003178210285092406,0.0,0.011002423091783228,2,high
Dinas,1.0,0.44089817804354614,0.056202618462566155,0.0799233029588119,0.18563390588578446,1,medium
Dingalan,0.5627276002840521,0.134203236344879,0.041562173894233806,0.18880963772379877,0.18972783075714564,0,low
Dingle,0.9854475745374534,0.19470161562513932,0.07303747651011722,0.1894512238714039,0.06806150098637996,1,medium
Dingras,0.4097172421754478,0.0489960453164702,0.06015465098540971,0.15425564091706473,0.02852953894729837,0,low
Dipaculao,0.5627276002840521,0.11662686510135069,0.050703533137957786,0.2322541854330612,0.5233827077730836,0,low
Diplahan,0.6501820802272418,0.3400250909067752,0.049753374724275455,0.07689868254867338,0.0,1,medium
Dipolog,0.32254261656807637,0.20043304103063764,0.23344370716869353,0.6221552528491,0.005501211545891614,0,low
Ditsaan-Ramain,0.7376365601704313,0.9015774156366021,0.031853503949300234,0.0,0.013433190984153942,2,high
Divilacan,0.3546559016032155,0.5780702927484731,0.0032756624300854667,0.0016497929509846493,0.012793515223003753,2,high
Dolores (AA),0.889527500935763,0.171903279012157,0.012738961795661516,0.04335289254531884,0.17258452035832061,1,medium
Dolores (ES),0.9287071079503117,0.6769055397410669,0.06764454441487629,0.18129391428042427,0.055395920915606245,2,high
Dolores (QN),0.6501820802272418,0.05281699558680243,0.04962981932615925,0.11374405845399722,0.034926296558800245,1,medium
Don Carlos,0.6048456778246922,0.3167172942577485,0.10957158958126535,0.19760853346238358,0.23680796677779944,0,low
Don Marcelino,0.511724147581184,0.4546535990167421,0.07058203049966709,0.07717364804050415,0.012025904309623529,2,high
Don Victoriano Chiongbian,0.4097172421754478,0.42727012207936116,0.010769036293301809,0.0,0.03351900988426983,2,high
Dona Remedios Trinidad,0.9125455200568104,0.44459176330486727,0.042916062622887385,0.040511582463067505,0.011770034005163453,1,medium
Donsol,0.3457005628570329,0.11764578517343928,0.08385466460434685,0.09037199164838135,0.016759504942134917,0,low
Duenas,0.9854475745374534,0.24717599933770196,0.0532546910765261,0.153522399605516,0.13727441834283027,1,medium
Duero,0.9489965472971318,0.23342057836450592,0.02415652471172339,0.15379736509734676,0.008955460656102626,1,medium
Dulag,0.6501820802272418,0.2857675970680575,0.07830511299036708,0.1251092987830026,0.025714965598237542,1,medium
Dumaguete,0.7787051839517531,0.012824382757325076,0.22167288022703183,0.8422193014776636,0.0017910921312205253,1,medium
Dumalag,0.8250910401136209,0.024796693604366062,0.044325638291537,0.2193308073170148,0.3024386998718087,1,medium
Dumalinao,0.9993003641604545,0.38995217443911634,0.050350269112357945,0.20659073952885554,0.09505581810691789,1,medium
Dumalneg,0.47527312034086255,0.06351565634373267,0.0,0.01448151590308748,0.12895863344787784,0,low
Dumangas,0.8032624019198009,0.15216170261544046,0.12164869469290525,0.14289040058805938,0.4495641249363519,1,medium
Dumanjug,0.7668113746794794,0.25609154996847716,0.09367296821239761,0.40282444553208524,0.05577972637229636,1,medium
Dumaran,0.7376365601704313,0.16973807385896872,0.034350715164747386,0.08258130271317606,0.0,1,medium
Dumarao,0.6501820802272418,0.07637952225385118,0.07919958446405337,0.08578923345120178,0.01701537524659499,1,medium
Dumingag,0.7768161671849803,0.47847085570181297,0.07811194891725583,0.09889592189513537,0.04503317358497321,2,high
Dupax Del Norte,0.5724525384537349,0.15318062268752908,0.04092873495177892,0.1728616391976138,0.015608088572064579,0,low
Dupax Del Sur,0.4058692450579474,0.17559686427347815,0.02630569255219533,0.07763192386022211,0.022004846183566455,0,low
E. B. Magalona,0.3659900022038529,0.16298772838138179,0.10492695074222114,0.1041202662399201,0.010618617635093116,0,low
Echague,0.3546559016032155,0.1799272745798547,0.14690098176423189,0.1817521901001422,0.015224283115374467,0,low
El Nido,0.7376365601704313,0.14184513688554343,0.06545187115253244,0.23637866781052283,0.19484523684634714,1,medium
El Salvador,0.49311383424927335,0.10210725407408823,0.09541318508727369,0.07286585533515536,0.01919027283450563,0,low
Enrile,0.6210072657181935,0.2470486343286909,0.05540733935074779,0.027954825002795447,0.0,1,medium
Enrique Villanueva,0.030864435061550455,0.1554731928497284,0.003670691660682333,0.05535971902192935,0.2396225401268603,0,low
Escalante,0.3276499581967587,0.2944284176808105,0.1567506092760304,0.06956626943318604,0.0011514163700703378,0,low
Esperanza (AS),0.806970471869392,0.37555992842086494,0.08841403281652215,0.017231170821395227,0.1956128477597274,1,medium
Esperanza (MS),0.30036416045448344,0.5537435760273579,0.02536075478913763,0.04408613385686757,0.04119511901807208,2,high
Esperanza (SK),0.8688182800852156,0.32232135465423584,0.10806804220137244,0.14435688321115683,0.013305255831923903,1,medium
Estancia,0.8032624019198009,0.26233243541001977,0.08562794559984556,0.18468515534633714,0.015608088572064579,1,medium
Famy,0.81585584703162,0.00747505237885995,0.02191338516000814,0.22849632371137393,0.07727283194694268,1,medium
Ferrol,0.41048684159894777,0.2299817231212069,0.00516727817307575,0.031529376396595525,0.0,0,low
Flora,0.8250910401136209,0.1986499309044826,0.0233125195274085,0.045277650988134265,0.07036433372652064,1,medium
Floridablanca,0.885609540234308,0.009258162505014992,0.22892088351089065,0.30466176494849856,0.004349795175821276,1,medium
Gabaldon,0.9996501820802273,0.0628788312986773,0.060843776867860626,0.19045943067478344,0.01867853222558548,1,medium
Gainza,0.47527312034086255,0.30423552337466325,0.012646730301293086,0.0,0.01548015341983454,0,low
Galimuyod,0.7376365601704313,0.060076801100433674,0.011752258827606787,0.04298627188954447,0.03735706445117096,1,medium
Gamay,0.6501820802272418,0.3981035350158251,0.03396264680165002,0.049218823037708706,0.02226071648802653,1,medium
Gamu,0.511724147581184,0.1662992186156697,0.046394756155764647,0.14692322780157738,0.02008581890011589,0,low
Ganassi,0.7376365601704313,0.9171159467359532,0.033101239448586374,0.02877972147828777,0.006652627915961952,2,high
Gandara,0.31330742348607543,0.3711021531054773,0.0529710357259213,0.09156350877964804,0.008187849742722401,0,low
Gapan,0.7093013086688378,0.040207859694706055,0.207039396526199,0.381560447497172,0.0007676109133802251,1,medium
Garchitorena,0.47527312034086255,0.4963019569633634,0.04005166564684138,0.005315999508728315,0.0,2,high
Garcia-Hernandez,0.9489965472971318,0.1962299957332722,0.03515121492719038,0.16571253641001366,0.010106877026172965,1,medium
Gasan,0.7992045140504369,0.1713938189761127,0.053656681174622474,0.12657578140610004,0.04682426571619374,1,medium
Gattaran,0.50766625971182,0.18451241490425335,0.09165083620379162,0.17726108706690621,0.02123723527018623,0,low
Gen S.K Pendatun,0.23480828228906858,0.13840628164224444,0.047452808015689296,0.0,0.03351900988426983,0,low
Gen. Emilio Aguinaldo,0.4476375046788146,0.4900610715218208,0.03476662699784277,0.19962494706914258,0.02840160379506833,2,high
Gen. Mariano Alvarez,0.5724525384537349,0.20590973641811383,0.2630308744753364,0.4828394036548408,0.006396757611501876,0,low
General Luna  (SN),0.759535161948206,0.7101478070929573,0.022233585064985337,0.271574250764862,0.09659103993367833,2,high
General Luna (QN),0.6501820802272418,0.05740213591120111,0.03621274722086478,0.1676372948528291,0.01087448793955319,1,medium
General Macarthur,0.9287071079503117,0.20883913162536855,0.018126673240277818,0.10705323148611502,0.003198378805750938,1,medium
General Mamerto Natividad,0.9996501820802273,0.2344394984365945,0.0701591577990722,0.1338165393576438,0.0029425085012908633,1,medium
General Nakar,0.3440914004260782,0.037023734469429206,0.0526073303990722,0.06782482131825782,0.008187849742722401,0,low
General Santos,0.0,0.019829458252934164,1.0,0.3334414864267864,0.11539750731149385,0,low
General Tinio,0.9159037720866288,0.05307172560482458,0.09037003658388285,0.17826929387028573,0.001663156978990488,1,medium
General Trias,0.6053354229123742,0.9120213463755101,0.7771605479887215,0.41189830676250083,0.04042750810469186,2,high
Gerona,0.2948370373220739,0.050142330397569865,0.157472799279104,0.2178643246939173,0.2512646389797937,0,low
Getafe,0.9489965472971318,0.40383496042132344,0.04691682121822746,0.16479598477057775,0.0,1,medium
Gigaquit,0.759535161948206,0.47172051022422606,0.029356292733853075,0.042253030577995745,0.016759504942134917,2,high
Gigmoto,0.632971038574422,0.31760884932082606,0.008209177270359115,0.023830342625333827,0.02059755950903604,1,medium
Ginatilan,0.6501820802272418,0.2242502977157086,0.020937123493202668,0.19870839542970664,0.32725811940443605,1,medium
Gingoog,0.49311383424927335,0.26156824535595335,0.2703484864341903,0.5800855325989914,0.01970201344342578,0,low
Giporlos,0.4896156550515457,0.6286342013258697,0.015874832604188188,0.127034057225818,0.03863641597347134,2,high
Gitagum,0.5397095811630047,0.1738137541473231,0.024233094254217935,0.13308329804609506,0.10311573269741026,0,low
Glan,0.9159037720866288,0.47261206528730354,0.1988516761299071,0.06599171803938599,0.04695220086842378,1,medium
Gloria,0.8639907927923516,0.15432690776862873,0.07148520305772776,0.28807218027470854,0.0037101194146710883,1,medium
Goa,0.5397095811630047,0.3358220456094097,0.11724420578259394,0.1611297782128341,0.03096030683966908,0,low
Godod,0.8760944928164891,0.7273420833094523,0.02351960533551875,0.0013748274591538746,0.02341213285809687,2,high
Gonzaga,0.50766625971182,0.12732552585828094,0.060728922554118804,0.1825770865756345,0.024051808619247057,0,low
Governor Generoso,0.7165075578161566,0.41848193645759696,0.08895001961398397,0.10137061132161235,0.07752870225140275,1,medium
Gregorio Del Pilar,0.7020250959375645,0.09599373364155665,0.002014005195800317,0.04069489279095469,0.5411656939330587,1,medium
Guagua,0.885609540234308,0.017791618108756974,0.21735018150983967,0.6642249730992086,0.017271245551055067,1,medium
Gubat,0.4097172421754478,0.3080564736449955,0.09665047928531056,0.12950874665229498,0.006780563068191989,0,low
Guiguinto (BU),0.9125455200568104,0.041863604811850044,0.19041510472050793,0.4428777521754348,0.01548015341983454,1,medium
Guihulngan,0.7787051839517531,0.37581465843888706,0.16005528112142006,0.08047323394247345,0.002174897587910638,1,medium
Guimba,0.9159037720866288,0.02683453374854326,0.21519231258499336,0.41565616848418807,0.005885017002581727,1,medium
Guimbal,0.9854475745374534,0.11802788020047252,0.05399428324834843,0.28073976715922117,0.03351900988426983,1,medium
Guinayangan,0.6501820802272418,0.18909755522865201,0.0716279008414676,0.177536052558737,0.6025745670034768,1,medium
Guindulman,0.9489965472971318,0.26755440077947384,0.04944535633742239,0.3089695576538474,0.01445667220199424,1,medium
Guindulungan,0.23480828228906858,0.8713919085009775,0.036437235197723794,0.0,0.09659103993367833,2,high
Guinobatan,0.05416230851841619,0.29824936795114276,0.13637440988810656,0.20365777428266063,0.005501211545891614,0,low
Guinsiliban,0.5397095811630047,0.3587477472314031,0.004681757664985328,0.07176599336783224,0.24742658441289256,0,low
Guipos,0.9993003641604545,0.37492310337580953,0.030877242282494756,0.07689868254867338,0.01445667220199424,1,medium
Guiuan,0.8520270199361233,0.5241948939367886,0.0859081205167006,0.2604839759276874,0.0035821842624410506,2,high
Gumaca,0.3440914004260782,0.07013863681230854,0.12161040992165799,0.3626794837247921,0.008571655199412515,0,low
Gutalac,0.6561989484473332,0.731927223633851,0.055852834870716066,0.028229790494626223,0.003965989719131163,2,high
Hadji Mohammad Ajul,0.8711270783557159,1.0,0.035901248400261966,0.0,0.0,2,high
Hadji Muhtamad,0.8711270783557159,0.9295977176190385,0.039802814633734106,0.0,0.0,2,high
Hadji Panglima Tahil,1.0,0.9712460755656598,0.004142290433773747,0.0,0.0,2,high
Hagonoy (BU),0.9125455200568104,0.034221704271185566,0.22527686937490016,0.16772895001677268,0.0011514163700703378,1,medium
Hagonoy (DS),0.8250910401136209,0.1520343376064294,0.09209981215750965,0.16488763993452135,0.3855965488213331,1,medium
Hamtic,0.8250910401136209,0.2070560214992135,0.07760902624041664,0.14637329681791586,0.02174897587910638,1,medium
Hermosa,0.3848102062876273,0.08656872297473714,0.12781602329746605,0.15489722706466985,0.041450989322532154,0,low
Hernani,0.4896156550515457,0.6045622146227766,0.007967287124751341,0.040053306643349544,0.05155786634870513,2,high
Hilongos,0.35031815939803324,0.3038534283476301,0.11709802756510435,0.30951948863750894,0.012153839461853565,0,low
Himamaylan,0.3276499581967587,0.2772341414643155,0.20209718060155096,0.08560592312331458,0.0035821842624410506,0,low
Hinabangan,0.31330742348607543,0.33276528539314393,0.016842393186619283,0.0789150961554324,0.02008581890011589,0,low
Hinatuan,0.9611002473212693,0.3702105980423998,0.06934125586788045,0.09651288763260199,0.01803885646443529,1,medium
Hindang,0.3187645830345305,0.272903731157939,0.029460705746345642,0.538015812348883,0.33493422853823823,0,low
Hingyon,0.4428799809699051,0.26551656063529666,0.00910538896092029,0.04261965123377011,0.010362747330633039,0,low
Hinigaran,0.3659900022038529,0.21864623731922128,0.14201445277957989,0.13821598722693618,0.006140887307041801,0,low
Hinobaan,0.3659900022038529,0.2857675970680575,0.10208169615179877,0.11200261033906898,0.005757081850351688,0,low
Hinunangan,0.9854475745374534,0.2931547675906998,0.04377398954220129,0.3463648645428328,0.0,1,medium
Hinundayan,0.6939093201988364,0.26704494074342955,0.014623616671152296,0.21667280756265062,0.04170685962699223,1,medium
Hungduan,0.4428799809699051,0.24233612899528112,0.00940644648027385,0.015856343362241353,0.08981047686548635,0,low
Iba,0.5397095811630047,0.0484865852804259,0.08977140197892547,0.07176599336783224,0.24742658441289256,0,low
Ibaan,0.5169014527938209,0.09013494322704722,0.09486327655481284,0.12749233304553595,0.041450989322532154,0,low
Ibajay,0.6501820802272418,0.14935967241719683,0.08417312429244916,0.24801887363135897,0.03006476077405882,1,medium
Igacos,0.5287952620660946,0.2962115278069656,0.1742450095191595,0.3146521778183501,0.05948984578696745,0,low
Igbaras,0.9854475745374534,0.11369746989409597,0.04907817057682354,0.12226798870075123,0.0927529853667772,1,medium
Iguig,0.6210072657181935,0.1484681173541193,0.04849519792374006,0.08386447500838634,0.032367593514199496,1,medium
Ilagan,0.2789553037643907,0.286659152131135,0.2775425429949279,0.3308751418363658,0.1523707663059747,0,low
Iligan,0.34150274781975976,0.18718708009348592,0.6249472583770617,0.10934461058470482,0.19292620956289658,0,low
Ilog,0.781363800142026,0.053581185640868875,0.0929177140887014,0.04060323762701109,0.08085501620938372,1,medium
Iloilo,0.9177228252694474,0.3449923262582071,0.7894168954384736,0.399066583810398,0.13522745590714969,1,medium
Imelda,0.6501820802272418,0.4024339453222016,0.038328850940714074,0.41913906471404455,0.20648733569928054,1,medium
Impasug-Ong,0.6048456778246922,0.006583497315782432,0.07633344727113249,0.011823516148723321,0.015863958876524652,1,medium
Imus,0.6053354229123742,0.2955747027619102,0.6957218786782713,1.0,0.2082784278305011,0,low
Inabanga,0.31330742348607543,0.8609479777620694,0.07288955807575276,0.0789150961554324,0.02008581890011589,2,high
Indanan,1.0,0.023523043514255323,0.13380236934703973,0.030796135085046788,0.0,1,medium
Indang,0.3187645830345305,0.13484006138993435,0.10720489463143391,0.538015812348883,0.33493422853823823,0,low
Infanta (PS),0.5627276002840521,0.06848289169516458,0.03582989950839204,0.07726530320444774,0.09352059628015744,1,medium
Infanta (QN),0.3440914004260782,0.18858809519260775,0.11326084935600263,0.2726741127321851,0.0074202388293421765,0,low
Initao,0.6501820802272418,0.3051270784377408,0.0493792280961771,0.20879046346350175,0.024051808619247057,1,medium
Inopacan,0.6501820802272418,0.026961898757554326,0.028809864635141992,0.2529682524843129,0.0025587030446007505,1,medium
Ipil,0.6501820802272418,0.25609154996847716,0.14862553668723405,0.4850391275894869,0.051046125739784974,0,low
Iriga,0.0,0.14553872214686459,0.1875298251419634,0.8352535090179506,0.7328125519736549,0,low
Irosin,0.4097172421754478,0.3877869692859281,0.09096519075509045,0.3627711388887357,0.004093924871361201,0,low
Isabel,0.35031815939803324,0.1991593909405269,0.07469068254124948,0.08065654427036065,0.008315784894952438,0,low
Isabela (BAS),0.8143866117685743,0.32868960510478956,0.2199361437859055,0.0887221986973967,0.03057650138297897,1,medium
Isabela (NO),0.3659900022038529,0.12859917594839168,0.10119592576248684,0.07249923467938099,0.014072866745304129,0,low
Isulan,0.8688182800852156,0.2344394984365945,0.1508547545039503,0.6866804882653885,1.0,1,medium
Itbayat,0.22669250655034057,0.3658801877360233,0.0,0.00852393024675402,0.19970677263108857,0,low
Itogon,0.8150162840241655,0.05969470607340044,0.09714818131152513,0.06846640746586295,0.24678690865174238,1,medium
Ivana,0.22669250655034057,0.06122308618153334,0.0,0.00852393024675402,0.0,0,low
Ivisan,0.8250910401136209,0.05307172560482458,0.047478911268812436,0.26460845830514906,0.9881711158248099,1,medium
Jabonga,0.9994402913283635,0.3707200580784441,0.036301498281483456,0.06644999385910393,0.06691008461630962,1,medium
Jaen,0.9159037720866288,0.024796693604366062,0.13085444196099966,0.23720356428601513,0.0006396757611501876,1,medium
Jagna,0.9489965472971318,0.2000509460036044,0.052027838179738474,0.3308751418363658,0.014072866745304129,1,medium
Jalajala,0.6048456778246922,0.13000019104751354,0.052245365289097984,0.056459580989252446,0.08482100592851488,1,medium
Jamindan,0.6501820802272418,0.1350947914079565,0.06034259440789632,0.12318454034018715,0.014200801897534166,1,medium
Janiuay,0.8032624019198009,0.24743072935572413,0.1092705320619118,0.2112651528899787,0.008187849742722401,1,medium
Jaro,0.6501820802272418,0.37441364333976523,0.06822403663421002,0.10137061132161235,0.018934402530045556,1,medium
Jasaan,0.41048684159894777,0.18514923994930874,0.08785194276593718,0.12226798870075123,0.010618617635093116,0,low
Javier,0.6501820802272418,0.3630781575377796,0.03721337192391852,0.04481937516841631,0.015608088572064579,1,medium
Jiabong,0.31330742348607543,0.29875882798718706,0.024967465775415636,0.0689246832855809,0.11386228548473341,0,low
Jimalalud,0.8032624019198009,0.39619305988065895,0.046899419049478704,0.09275502591091474,0.006396757611501876,1,medium
Jimenez,0.4097172421754478,0.2321469282743952,0.043356337492231035,0.260575631091631,0.09518375325914792,0,low
Jipapad,0.4896156550515457,0.805798928860274,0.007734098063517949,0.01448151590308748,0.07791250770809285,2,high
Jolo,1.0,0.7227569429850537,0.21155699953337725,0.43536202873206026,0.0,2,high
Jomalig,0.5756008997316896,0.30028720809531995,0.005955596417394608,0.01704786049350804,0.10132464056618973,1,medium
Jones,0.3546559016032155,0.14197250189455451,0.07873146612471171,0.120526540585823,0.012665580070773716,0,low
Jordan,0.8250910401136209,0.10363563418222112,0.05586327617196533,0.36432927667577675,0.018934402530045556,1,medium
Jose Abad Santos,0.3546559016032155,0.5725935973609969,0.12588264234947874,0.031254410904764746,0.023540068010326907,2,high
Jose Dalman,0.6903411774171544,0.6914251507683293,0.0433076114197345,0.07937337197515035,0.51148473861569,2,high
Jose Panganiban,0.08326715944350965,0.4108400359169326,0.10383409454479897,0.10017909419034565,0.004733600632511389,0,low
Josefina,0.7668113746794794,0.32970852517687815,0.014287754814301216,0.05361827090700111,0.031216177144129158,1,medium
Jovellar,0.05416230851841619,0.4499410936833324,0.023168081526793786,0.05490144320221139,0.013433190984153942,0,low
Juban,0.3457005628570329,0.42714275707035,0.05296581507529667,0.07268254500726816,0.01791092131220525,0,low
Julita,0.3187645830345305,0.3332747454291882,0.019350045703315694,0.06296709762924745,0.04835948754295419,0,low
Kabacan,0.6561989484473332,0.2802909016805813,0.15631903549106116,0.7435066899104154,1.0,0,low
Kabankalan,0.3276499581967587,0.3359494106184208,0.3097278540957608,0.45607609578331193,0.010490682482863079,0,low
Kabasalan,0.6501820802272418,0.3553088919881041,0.07463673581812832,0.1226346093565256,0.0,1,medium
Kabayan,1.0,0.21584420712097765,0.0196041173670476,0.06855806262980654,0.1707934282271001,1,medium
Kabugao,0.7158079219766111,0.4221755217189182,0.02008615744138827,0.018331032788718327,0.0,1,medium
Kabuntalan,0.23480828228906858,0.8446452566086519,0.03731778493641108,0.0,0.5991203178932657,2,high
Kadingilan,0.6501820802272418,0.4005234701870355,0.0518294534560026,0.07479061377797078,0.02341213285809687,1,medium
Kalamansig,0.8688182800852156,0.5095479179005151,0.07842170752098376,0.11960998894638708,0.01445667220199424,2,high
Kalawit,0.8760944928164891,0.6912977857593182,0.034486452080987724,0.05755944295657554,0.036589453537790737,2,high
Kalayaan (LA),0.8250910401136209,0.0365142744333849,0.03354151431793002,0.03583716910194433,0.054628310002226024,1,medium
Kalayaan (PN),0.6501820802272418,0.9517592291869654,0.0,0.0,0.0025587030446007505,2,high
Kalibo,0.5408989620902321,0.0599494360914226,0.14814871726351803,0.8940044691057928,0.013689061288614015,0,low
Kalilangan,0.6048456778246922,0.37797986359207536,0.06544317006815806,0.16296288149170593,0.008571655199412515,1,medium
Kalingalan Caluang,1.0,0.9745575657999477,0.047981833945651614,0.0,0.0,2,high
Kananga,0.35031815939803324,0.36791802788020045,0.09150117755255228,0.09458812918978657,0.007036433372652064,0,low
Kapai,0.9995102549123183,1.0,0.025928065490347228,0.0,0.01151416370070338,2,high
Kapalong,0.4428799809699051,0.23851517872494893,0.13412430946889178,0.28110638781499553,0.18627358164693467,0,low
Kapangan,1.0,0.19253641047195102,0.02674074677091435,0.07689868254867338,0.031216177144129158,1,medium
Kapatagan (LN),0.414964510972039,1.0,0.10242625909302423,0.24426101190967173,0.6006555397200262,2,high
Kapatagan (LS),0.7376365601704313,0.1991593909405269,0.020058313971390254,0.08771399189401718,0.016759504942134917,1,medium
Kasibu,0.5724525384537349,0.24819491940979055,0.05866328512364092,0.11154433451935102,0.6705081328376267,0,low
Katipunan,0.6561989484473332,0.6453190175063204,0.07076823370527882,0.07405737246642204,0.0,2,high
Kauswagan,0.4609305856301795,0.2679364958065071,0.0387778268944321,0.09092192263204289,0.08737970897311563,0,low
Kawayan,1.0,0.3164625642397264,0.028644544032028763,0.13665784943989515,0.01292145037523379,1,medium
Kawit,0.5724525384537349,0.044156174974049375,0.18018262949623665,0.35956320815070997,0.006140887307041801,0,low
